Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-10-18;18,00;10,80;23,40;3,60;16,20;4,00;12,00;6,00;6,00
2020-10-25;12,00;8,57;18,86;1,71;12,00;6,00;8,00;7,00;7,00
2020-11-01;11,00;7,33;25,67;1,83;11,00;3,00;5,00;4,00;5,00
2020-11-08;11,00;11,00;27,50;1,83;11,00;3,00;8,00;5,00;8,00
2020-11-15;16,00;8,89;26,67;3,56;12,44;5,00;5,00;8,00;8,00
2020-11-22;49,00;22,75;47,25;5,25;19,25;6,00;12,00;9,00;9,00
2020-11-29;34,00;26,84;73,37;7,16;37,58;7,00;16,00;10,00;11,00
2020-12-06;33,00;24,32;90,32;5,21;41,68;8,00;14,00;9,00;12,00
2020-12-13;33,00;22,58;85,11;5,21;34,74;8,00;9,00;8,00;16,00
2020-12-20;38,00;25,91;124,36;6,91;32,82;10,00;7,00;10,00;19,00
2020-12-27;69,00;24,15;163,88;10,35;51,75;15,00;16,00;11,00;23,00
2021-01-03;87,00;33,06;118,32;8,70;62,64;13,00;14,00;9,00;18,00
2021-01-10;52,00;32,93;119,60;6,93;46,80;14,00;12,00;9,00;17,00
2021-01-17;67,00;24,05;97,92;3,44;27,49;7,00;6,00;8,00;16,00
2021-01-24;26,00;8,67;81,47;5,20;15,60;9,00;9,00;8,00;16,00
2021-01-31;37,00;12,33;68,71;3,52;15,86;17,00;10,00;7,00;16,00
2021-02-07;48,00;17,78;101,33;5,33;21,33;25,00;12,00;7,00;14,00
2021-02-14;51,00;17,59;130,14;3,52;19,34;17,00;15,00;8,00;16,00
2021-02-21;36,00;6,86;82,29;3,43;12,00;7,00;6,00;6,00;13,00
2021-02-28;21,00;10,50;50,75;3,50;15,75;4,00;7,00;6,00;10,00
2021-03-07;14,00;7,00;38,50;1,75;17,50;2,00;11,00;7,00;9,00
2021-03-14;13,00;7,43;63,14;1,86;16,71;3,00;5,00;3,00;8,00
2021-03-21;10,00;6,67;51,67;1,67;16,67;1,00;6,00;4,00;7,00
2021-03-28;4,00;2,67;25,33;1,33;6,67;2,00;3,00;3,00;5,00
2021-04-04;3,00;3,00;31,50;1,50;4,50;2,00;6,00;3,00;5,00
2021-04-11;4,00;4,00;26,00;1,00;6,00;2,00;1,00;2,00;4,00
2021-04-18;3,00;3,00;15,00;0,75;4,50;1,00;2,00;2,00;4,00
2021-04-25;4,00;2,00;8,00;2,00;4,00;2,00;3,00;3,00;3,00
2021-05-02;4,00;2,00;12,00;1,00;4,00;2,00;2,00;3,00;4,00
2021-05-09;4,00;2,00;4,00;2,00;6,00;1,00;3,00;3,00;3,00
2021-05-16;5,00;1,67;3,33;1,67;3,33;2,00;4,00;3,00;3,00
2021-05-23;4,00;4,00;2,00;2,00;4,00;2,00;3,00;3,00;3,00
2021-05-30;3,00;4,50;9,00;1,50;3,00;2,00;3,00;3,00;3,00
2021-06-06;3,00;1,50;1,50;0,75;3,00;2,00;3,00;4,00;3,00
2021-06-13;2,00;2,00;4,00;1,00;6,00;2,00;2,00;2,00;3,00
2021-06-20;3,00;3,00;4,50;1,50;3,00;2,00;3,00;2,00;3,00
2021-06-27;4,00;6,00;2,00;2,00;6,00;2,00;5,00;2,00;3,00
2021-07-04;6,00;4,00;6,00;2,00;6,00;2,00;3,00;3,00;4,00
2021-07-11;6,00;6,00;6,00;2,00;6,00;4,00;2,00;3,00;3,00
2021-07-18;7,00;3,50;15,75;0,88;3,50;5,00;5,00;3,00;4,00
2021-07-25;7,00;7,00;8,75;1,75;7,00;3,00;8,00;3,00;3,00
2021-08-01;9,00;10,80;5,40;1,80;5,40;2,00;5,00;2,00;4,00
2021-08-08;10,00;8,00;14,00;2,00;6,00;5,00;7,00;4,00;4,00
2021-08-15;11,00;11,00;11,00;1,83;11,00;5,00;9,00;6,00;4,00
2021-08-22;9,00;12,60;10,80;1,80;9,00;6,00;7,00;5,00;4,00
2021-08-29;9,00;9,00;9,00;1,80;7,20;4,00;13,00;7,00;5,00
2021-09-05;13,00;22,29;7,43;1,86;7,43;3,00;7,00;7,00;5,00
2021-09-12;11,00;15,71;3,14;3,14;7,86;4,00;10,00;7,00;5,00
2021-09-19;13,00;19,50;11,38;1,63;8,13;5,00;18,00;9,00;5,00
2021-09-26;16,00;14,22;19,56;3,56;8,89;4,00;14,00;9,00;6,00
2021-10-03;15,00;16,67;15,00;3,33;10,00;5,00;22,00;10,00;6,00
2021-10-10;19,00;31,09;17,27;5,18;6,91;5,00;25,00;12,00;7,00
