Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;72,00;70,24;94,83;38,63;56,20;28,00;49,00;44,00;19,00
2019-01-13;73,00;46,93;102,55;29,55;52,14;20,00;48,00;33,00;19,00
2019-01-20;77,00;52,50;94,50;22,75;59,50;18,00;34,00;30,00;18,00
2019-01-27;88,00;36,24;112,16;25,88;58,67;18,00;35,00;27,00;15,00
2019-02-03;84,00;35,00;106,75;24,50;64,75;18,00;35,00;28,00;15,00
2019-02-10;92,00;31,25;126,72;22,57;57,28;15,00;33,00;29,00;16,00
2019-02-17;85,00;36,43;105,82;22,55;52,04;16,00;32,00;25,00;17,00
2019-02-24;67,00;39,51;89,33;13,74;39,51;14,00;35,00;19,00;12,00
2019-03-03;46,00;32,37;56,22;11,93;35,78;15,00;23,00;19,00;12,00
2019-03-10;37,00;33,48;63,43;12,33;26,43;13,00;16,00;18,00;9,00
2019-03-17;28,00;22,75;54,25;10,50;21,00;8,00;10,00;11,00;8,00
2019-03-24;22,00;14,67;34,83;5,50;18,33;5,00;9,00;12,00;5,00
2019-03-31;17,00;23,80;37,40;3,40;17,00;7,00;10,00;10,00;4,00
2019-04-07;16,00;14,22;23,11;3,56;21,33;6,00;6,00;10,00;4,00
2019-04-14;15,00;13,33;21,67;3,33;13,33;7,00;2,00;6,00;3,00
2019-04-21;6,00;2,00;18,00;4,00;12,00;5,00;3,00;6,00;2,00
2019-04-28;6,00;12,00;12,00;3,00;7,50;2,00;5,00;7,00;2,00
2019-05-05;6,00;8,00;10,00;2,00;6,00;4,00;4,00;6,00;2,00
2019-05-12;4,00;4,00;2,00;2,00;6,00;2,00;3,00;4,00;2,00
2019-05-19;4,00;8,00;14,00;2,00;4,00;1,00;4,00;4,00;2,00
2019-05-26;3,00;6,00;6,00;0,75;3,00;1,00;4,00;5,00;3,00
2019-06-02;4,00;6,00;2,00;2,00;4,00;3,00;3,00;5,00;2,00
2019-06-09;4,00;6,00;6,00;1,00;6,00;2,00;6,00;6,00;2,00
2019-06-16;4,00;8,00;6,00;1,00;6,00;4,00;4,00;7,00;2,00
2019-06-23;4,00;6,00;6,00;2,00;6,00;4,00;4,00;5,00;2,00
2019-06-30;5,00;5,00;5,00;1,67;5,00;3,00;3,00;6,00;3,00
2019-07-07;5,00;11,67;8,33;1,67;6,67;2,00;8,00;5,00;3,00
2019-07-14;8,00;4,80;6,40;1,60;4,80;4,00;8,00;6,00;3,00
2019-07-21;7,00;8,75;8,75;1,75;7,00;3,00;5,00;5,00;4,00
2019-07-28;11,00;17,29;12,57;1,57;6,29;3,00;4,00;9,00;3,00
2019-08-04;13,00;14,86;16,71;3,71;9,29;4,00;10,00;8,00;3,00
2019-08-11;14,00;15,75;17,50;1,75;8,75;6,00;14,00;8,00;4,00
2019-08-18;13,00;13,00;16,71;3,71;9,29;4,00;13,00;9,00;3,00
2019-08-25;17,00;15,30;10,20;1,70;10,20;6,00;9,00;9,00;4,00
2019-09-01;12,00;12,00;13,71;3,43;20,57;5,00;14,00;10,00;5,00
2019-09-08;18,00;36,00;18,00;5,40;9,00;6,00;17,00;12,00;4,00
2019-09-15;14,00;28,00;12,25;5,25;10,50;6,00;15,00;14,00;4,00
2019-09-22;18,00;23,40;16,20;5,40;14,40;6,00;15,00;11,00;5,00
2019-09-29;20,00;32,73;9,09;5,45;10,91;5,00;18,00;13,00;5,00
2019-10-06;16,00;37,33;19,56;5,33;16,00;6,00;19,00;14,00;5,00
2019-10-13;22,00;34,83;22,00;7,33;11,00;6,00;21,00;16,00;6,00
2019-10-20;22,00;25,38;18,62;6,77;13,54;8,00;14,00;14,00;6,00
2019-10-27;26,00;36,40;24,27;6,93;19,07;10,00;18,00;13,00;7,00
2019-11-03;35,00;31,50;24,50;7,00;26,25;12,00;19,00;17,00;7,00
2019-11-10;46,00;30,08;46,00;10,62;46,00;15,00;28,00;18,00;9,00
2019-11-17;49,00;29,75;52,50;12,25;45,50;18,00;20,00;17,00;9,00
2019-11-24;36,00;32,57;34,29;8,57;42,86;19,00;17,00;18,00;12,00
2019-12-01;46,00;28,31;53,08;14,15;58,38;16,00;25,00;18,00;14,00
2019-12-08;44,00;35,20;91,52;12,32;56,32;24,00;32,00;19,00;12,00
2019-12-15;57,00;34,55;72,55;15,55;41,45;21,00;37,00;18,00;16,00
2019-12-22;100,00;59,65;157,89;26,32;71,93;46,00;40,00;30,00;23,00
2019-12-29;100,00;56,14;175,44;31,58;66,67;50,00;41,00;34,00;23,00
2020-01-05;74,00;37,86;101,53;18,93;58,51;33,00;39,00;32,00;17,00
2020-01-12;72,00;54,86;94,29;20,57;51,43;23,00;35,00;30,00;17,00
2020-01-19;79,00;44,65;87,59;17,17;61,83;24,00;41,00;29,00;16,00
2020-01-26;74,00;63,43;91,62;15,86;54,62;20,00;31,00;24,00;13,00
2020-02-02;74,00;38,76;95,14;15,86;47,57;21,00;45,00;25,00;13,00
2020-02-09;75,00;36,63;106,40;13,95;48,84;23,00;34,00;28,00;14,00
2020-02-16;76,00;49,49;97,21;15,91;35,35;21,00;41,00;26,00;15,00
2020-02-23;67,00;52,89;93,45;15,87;29,97;19,00;33,00;30,00;11,00
2020-03-01;44,00;40,48;66,88;14,08;31,68;19,00;38,00;20,00;9,00
2020-03-08;72,00;98,34;105,37;15,80;26,34;9,00;67,00;33,00;10,00
2020-03-15;21,00;19,25;8,75;3,50;5,25;2,00;7,00;11,00;6,00
2020-03-22;4,00;8,00;6,00;2,00;8,00;1,00;4,00;3,00;3,00
2020-03-29;5,00;1,67;1,67;1,67;3,33;2,00;3,00;4,00;2,00
2020-04-05;4,00;2,00;4,00;1,00;6,00;2,00;2,00;5,00;2,00
2020-04-12;3,00;0,75;4,50;0,75;4,50;1,00;3,00;4,00;2,00
2020-04-19;3,00;4,50;3,00;0,75;4,50;1,00;4,00;3,00;2,00
2020-04-26;4,00;2,67;4,00;1,33;4,00;2,00;3,00;3,00;2,00
2020-05-03;4,00;6,00;6,00;2,00;4,00;2,00;4,00;4,00;2,00
2020-05-10;4,00;4,00;6,00;2,00;4,00;1,00;3,00;3,00;2,00
2020-05-17;4,00;6,00;12,00;2,00;2,00;1,00;3,00;3,00;2,00
2020-05-24;4,00;6,00;4,00;2,00;4,00;2,00;2,00;3,00;2,00
2020-05-31;5,00;3,33;3,33;1,67;3,33;2,00;3,00;4,00;2,00
2020-06-07;5,00;3,33;5,00;1,67;3,33;2,00;3,00;4,00;3,00
2020-06-14;5,00;0,83;6,67;0,83;3,33;3,00;4,00;4,00;3,00
2020-06-21;5,00;6,67;5,00;1,67;3,33;4,00;3,00;5,00;3,00
2020-06-28;6,00;4,50;6,00;1,50;4,50;4,00;3,00;5,00;3,00
2020-07-05;9,00;3,60;3,60;1,80;7,20;4,00;2,00;5,00;3,00
2020-07-12;6,00;3,00;7,50;1,50;4,50;3,00;5,00;4,00;3,00
2020-07-19;7,00;3,50;10,50;1,75;5,25;3,00;3,00;6,00;3,00
2020-07-26;9,00;3,60;5,40;1,80;3,60;3,00;6,00;5,00;3,00
2020-08-02;8,00;3,20;11,20;1,60;8,00;5,00;6,00;6,00;3,00
2020-08-09;11,00;5,50;12,83;1,83;7,33;5,00;5,00;3,00;3,00
2020-08-16;13,00;11,14;9,29;1,86;7,43;6,00;6,00;5,00;3,00
2020-08-23;11,00;11,00;11,00;1,57;6,29;4,00;7,00;5,00;4,00
2020-08-30;11,00;14,67;12,83;3,67;7,33;3,00;9,00;6,00;4,00
2020-09-06;11,00;6,29;11,00;3,14;6,29;4,00;7,00;5,00;4,00
2020-09-13;14,00;5,25;12,25;3,50;8,75;5,00;9,00;5,00;5,00
2020-09-20;13,00;9,75;13,00;3,25;8,13;4,00;9,00;5,00;4,00
2020-09-27;16,00;17,78;17,78;3,56;10,67;5,00;9,00;4,00;5,00
2020-10-04;17,00;15,30;18,70;1,70;10,20;6,00;14,00;7,00;5,00
2020-10-11;19,00;13,82;27,64;3,45;10,36;5,00;8,00;5,00;6,00
