Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-04-11;10,00;12,00;10,00;23,00;1,00;30,00;0,00;2,86;4,29
2021-04-18;17,00;6,00;16,00;19,00;2,00;31,17;0,00;1,42;4,25
2021-04-25;15,00;9,00;24,00;22,00;0,50;37,50;1,50;1,50;3,00
2021-05-02;17,00;6,00;14,00;24,00;2,00;49,58;1,42;2,83;2,83
2021-05-09;24,00;12,00;9,00;31,00;0,00;49,41;2,82;2,82;4,24
2021-05-16;16,00;8,00;24,00;31,00;0,00;52,00;1,33;4,00;4,00
2021-05-23;27,00;7,00;22,00;33,00;2,00;56,70;1,35;1,35;4,05
2021-05-30;22,00;10,00;16,00;31,00;0,50;74,80;1,47;2,93;4,40
2021-06-06;25,00;12,00;28,00;32,00;2,00;70,83;1,39;5,56;5,56
2021-06-13;22,00;6,00;23,00;27,00;1,00;63,25;1,38;1,38;4,13
2021-06-20;23,00;18,00;23,00;36,00;1,00;71,88;1,44;5,75;4,31
2021-06-27;30,00;6,00;16,00;30,00;1,00;64,29;2,86;5,71;4,29
2021-07-04;34,00;8,00;24,00;31,00;1,00;90,67;5,67;7,08;4,25
2021-07-11;30,00;14,00;34,00;36,00;2,00;71,43;1,43;5,71;4,29
2021-07-18;42,00;4,00;27,00;34,00;3,00;61,60;1,40;5,60;4,20
2021-07-25;33,00;18,00;33,00;45,00;3,00;67,43;2,87;5,74;4,30
2021-08-01;44,00;7,00;31,00;39,00;2,00;65,29;7,10;4,26;4,26
2021-08-08;43,00;8,00;21,00;44,00;3,00;81,70;0,00;4,30;5,73
2021-08-15;33,00;10,00;27,00;42,00;4,00;77,48;2,87;4,30;5,74
2021-08-22;34,00;10,00;34,00;43,00;0,50;63,92;4,08;4,08;4,08
2021-08-29;27,00;12,00;33,00;41,00;3,00;62,10;0,00;4,05;4,05
2021-09-05;30,00;11,00;27,00;44,00;1,00;53,18;1,36;2,73;4,09
2021-09-12;24,00;9,00;15,00;45,00;1,00;45,18;0,00;4,24;2,82
2021-09-19;27,00;3,00;31,00;44,00;2,00;37,80;2,70;5,40;4,05
2021-09-26;33,00;15,00;38,00;37,00;3,00;44,48;4,30;4,30;4,30
2021-10-03;24,00;20,00;25,00;43,00;2,00;39,53;1,41;2,82;4,24
2021-10-10;24,00;8,00;34,00;46,00;3,00;46,59;1,41;2,82;4,24
