Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;2,00;14,00;10,00;10,00;4,00;2,00;60,00;6,00;6,00
2019-01-13;2,00;15,00;13,00;11,00;6,00;4,00;62,00;6,00;6,00
2019-01-20;2,00;21,00;11,00;6,00;7,00;4,00;56,00;6,00;6,00
2019-01-27;17,00;25,00;15,00;11,00;9,00;9,71;55,86;7,29;7,29
2019-02-03;23,00;24,00;23,00;12,00;12,00;10,22;61,33;7,67;7,67
2019-02-10;22,00;22,00;15,00;14,00;10,00;9,78;53,78;7,33;7,33
2019-02-17;29,00;25,00;18,00;12,00;14,00;9,67;48,33;9,67;7,25
2019-02-24;23,00;19,00;13,00;9,00;12,00;9,20;43,70;6,90;6,90
2019-03-03;26,00;19,00;15,00;11,00;13,00;11,82;42,55;7,09;7,09
2019-03-10;28,00;17,00;20,00;15,00;15,00;14,00;51,33;7,00;7,00
2019-03-17;24,00;24,00;30,00;11,00;17,00;12,00;55,20;7,20;7,20
2019-03-24;27,00;26,00;20,00;15,00;17,00;14,73;58,91;9,82;12,27
2019-03-31;5,00;28,00;18,00;9,00;12,00;5,00;67,50;7,50;10,00
2019-04-07;3,00;25,00;17,00;10,00;13,00;12,00;96,00;12,00;12,00
2019-04-14;5,00;23,00;24,00;17,00;19,00;10,00;100,00;15,00;12,50
2019-04-21;7,00;21,00;21,00;11,00;11,00;9,33;100,33;11,67;11,67
2019-04-28;4,00;31,00;12,00;14,00;16,00;8,00;84,00;8,00;10,00
2019-05-05;4,00;22,00;16,00;12,00;15,00;8,00;72,00;10,00;10,00
2019-05-12;4,00;24,00;16,00;12,00;18,00;6,00;86,00;8,00;14,00
2019-05-19;6,00;19,00;20,00;11,00;18,00;12,00;111,00;15,00;24,00
2019-05-26;8,00;33,00;19,00;16,00;17,00;10,67;141,33;16,00;18,67
2019-06-02;7,00;32,00;39,00;18,00;21,00;14,00;121,33;11,67;16,33
2019-06-09;6,00;33,00;20,00;21,00;21,00;16,00;96,00;12,00;16,00
2019-06-16;7,00;33,00;23,00;18,00;27,00;18,67;123,67;11,67;18,67
2019-06-23;8,00;50,00;27,00;19,00;29,00;18,67;141,33;16,00;26,67
2019-06-30;11,00;44,00;33,00;17,00;34,00;17,60;136,40;15,40;22,00
2019-07-07;10,00;55,00;33,00;19,00;35,00;20,00;197,50;17,50;22,50
2019-07-14;13,00;71,00;36,00;21,00;37,00;21,67;179,83;19,50;19,50
2019-07-21;16,00;69,00;39,00;26,00;42,00;18,29;194,29;22,86;20,57
2019-07-28;17,00;60,00;31,00;18,00;43,00;24,29;213,71;21,86;21,86
2019-08-04;17,00;54,00;25,00;21,00;47,00;26,71;182,14;17,00;17,00
