Voyage;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;65,00;62,00;72,00;70,00;69,00;52,74;62,55;52,74;33,11
2019-01-13;62,00;57,00;62,00;70,00;65,00;55,54;58,13;50,38;33,58
2019-01-20;59,00;44,00;70,00;63,00;69,00;53,98;48,96;47,70;31,38
2019-01-27;47,00;49,00;62,00;62,00;69,00;54,83;47,00;48,31;31,33
2019-02-03;50,00;45,00;60,00;58,00;69,00;50,00;43,59;47,44;29,49
2019-02-10;49,00;45,00;54,00;52,00;71,00;47,74;33,92;43,97;30,15
2019-02-17;50,00;43,00;50,00;51,00;74,00;55,41;45,95;45,95;35,14
2019-02-24;59,00;41,00;53,00;48,00;74,00;54,98;36,20;46,93;34,86
2019-03-03;47,00;44,00;50,00;52,00;73,00;53,53;37,86;48,31;33,94
2019-03-10;47,00;41,00;51,00;51,00;66,00;56,14;36,56;45,69;33,94
2019-03-17;46,00;34,00;54,00;45,00;72,00;54,94;34,50;44,72;31,94
2019-03-24;45,00;36,00;51,00;41,00;74,00;51,43;36,00;45,00;30,86
2019-03-31;58,00;46,00;45,00;40,00;68,00;58,00;33,72;45,86;32,37
2019-04-07;60,00;54,00;57,00;42,00;73,00;50,00;36,25;50,00;30,00
2019-04-14;57,00;40,00;54,00;40,00;62,00;52,04;33,46;42,13;29,74
2019-04-21;57,00;44,00;52,00;42,00;62,00;55,70;36,27;47,93;29,80
2019-04-28;58,00;46,00;54,00;48,00;60,00;59,35;44,51;49,91;31,02
2019-05-05;54,00;45,00;56,00;44,00;63,00;48,98;40,19;43,95;28,88
2019-05-12;50,00;41,00;49,00;41,00;67,00;55,13;43,59;47,44;30,77
2019-05-19;50,00;43,00;48,00;43,00;66,00;53,75;41,25;47,50;32,50
2019-05-26;49,00;39,00;56,00;41,00;69,00;47,78;34,30;44,10;31,85
2019-06-02;48,00;38,00;51,00;43,00;68,00;52,80;33,60;45,60;33,60
2019-06-09;54,00;44,00;55,00;52,00;73,00;64,29;37,29;50,14;37,29
2019-06-16;58,00;42,00;50,00;47,00;74,00;63,16;36,09;46,40;36,09
2019-06-23;54,00;42,00;47,00;50,00;79,00;68,14;33,43;48,86;37,29
2019-06-30;60,00;58,00;58,00;53,00;88,00;66,82;46,36;53,18;35,45
2019-07-07;60,00;80,00;66,00;62,00;86,00;71,02;46,53;50,20;33,06
2019-07-14;65,00;64,00;55,00;56,00;84,00;72,50;50,00;51,25;32,50
2019-07-21;65,00;57,00;60,00;52,00;90,00;72,65;48,43;50,98;33,14
2019-07-28;75,00;60,00;62,00;50,00;97,00;77,63;53,95;53,95;32,89
2019-08-04;72,00;51,00;66,00;55,00;88,00;74,53;45,47;53,05;30,32
2019-08-11;64,00;54,00;53,00;53,00;85,00;65,21;43,47;50,72;28,98
2019-08-18;56,00;46,00;63,00;48,00;77,00;59,65;43,83;51,13;29,22
2019-08-25;54,00;45,00;48,00;52,00;74,00;56,51;37,67;48,98;27,63
2019-09-01;50,00;40,00;63,00;48,00;67,00;60,26;43,59;50,00;28,21
