Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;63,00;16,00;0,00;4,00;7,00;2,52;85,68;105,84;10,08
2019-01-13;59,00;6,00;7,00;4,00;3,00;2,11;109,57;82,18;6,32
2019-01-20;65,00;21,00;14,00;5,00;5,00;3,71;107,71;65,00;5,57
2019-01-27;66,00;15,00;14,00;3,00;3,00;4,71;91,93;82,50;7,07
2019-02-03;80,00;13,00;15,00;6,00;3,00;4,32;183,78;97,30;4,32
2019-02-10;86,00;13,00;15,00;2,00;5,00;4,91;211,31;122,86;7,37
2019-02-17;74,00;16,00;23,00;4,00;4,00;4,11;133,61;111,00;6,17
2019-02-24;71,00;6,00;4,00;6,00;6,00;3,84;124,73;84,43;7,68
2019-03-03;60,00;3,00;14,00;3,00;2,00;3,53;114,71;82,94;7,06
2019-03-10;61,00;13,00;7,00;5,00;3,00;3,49;85,40;80,17;6,97
2019-03-17;70,00;16,00;22,00;5,00;7,00;4,00;90,00;94,00;8,00
2019-03-24;89,00;10,00;26,00;3,00;2,00;11,13;153,53;93,45;8,90
2019-03-31;66,00;13,00;19,00;2,00;4,00;1,74;121,58;78,16;6,95
2019-04-07;87,00;13,00;10,00;5,00;2,00;6,87;180,87;112,18;9,16
2019-04-14;82,00;14,00;37,00;4,00;5,00;4,32;187,74;114,37;8,63
2019-04-21;70,00;20,00;12,00;5,00;4,00;5,53;158,42;75,53;5,53
2019-04-28;61,00;18,00;32,00;2,00;6,00;5,38;139,94;77,15;7,18
2019-05-05;65,00;3,00;4,00;5,00;6,00;5,91;139,85;94,55;5,91
2019-05-12;73,00;32,00;11,00;4,00;5,00;8,85;106,18;110,61;8,85
2019-05-19;71,00;19,00;7,00;10,00;5,00;6,09;125,77;101,43;8,11
2019-05-26;63,00;12,00;23,00;5,00;7,00;5,73;139,36;89,73;7,64
2019-06-02;81,00;17,00;26,00;4,00;6,00;9,82;171,82;108,00;12,27
2019-06-09;68,00;21,00;15,00;6,00;3,00;13,22;122,78;90,67;9,44
2019-06-16;82,00;12,00;15,00;6,00;6,00;13,67;168,56;120,72;9,11
2019-06-23;82,00;27,00;24,00;6,00;3,00;4,43;164,00;110,81;11,08
2019-06-30;83,00;20,00;12,00;3,00;2,00;9,22;160,47;103,29;7,38
2019-07-07;91,00;13,00;8,00;2,00;4,00;6,07;165,82;95,04;8,09
2019-07-14;87,00;21,00;8,00;1,00;6,00;1,71;170,59;83,59;5,12
2019-07-21;89,00;14,00;22,00;4,00;1,00;5,80;164,46;106,41;9,67
2019-07-28;100,00;17,00;23,00;5,00;6,00;6,38;172,34;117,02;10,64
2019-08-04;97,00;24,00;33,00;4,00;3,00;1,80;156,28;102,39;7,19
2019-08-11;83,00;23,00;4,00;3,00;10,00;5,30;121,85;93,60;7,06
2019-08-18;82,00;20,00;11,00;6,00;7,00;4,56;207,28;148,06;6,83
2019-08-25;74,00;23,00;33,00;5,00;7,00;2,06;166,50;111,00;8,22
2019-09-01;83,00;28,00;7,00;5,00;2,00;6,73;157,03;103,19;6,73
2019-09-08;75,00;3,00;15,00;5,00;5,00;8,57;147,86;94,29;6,43
2019-09-15;69,00;9,00;22,00;5,00;5,00;3,63;98,05;94,42;5,45
2019-09-22;65,00;12,00;11,00;4,00;2,00;8,13;119,84;99,53;6,09
2019-09-29;83,00;15,00;15,00;4,00;8,00;4,15;120,35;103,75;8,30
2019-10-06;79,00;9,00;15,00;6,00;2,00;8,17;168,90;125,31;10,90
2019-10-13;78,00;12,00;14,00;4,00;2,00;4,00;184,00;88,00;6,00
2019-10-20;73,00;12,00;7,00;4,00;4,00;3,95;159,81;104,57;7,89
2019-10-27;61,00;22,00;14,00;2,00;1,00;1,85;110,91;94,27;5,55
2019-11-03;56,00;12,00;3,00;4,00;2,00;3,73;158,67;82,13;5,60
2019-11-10;59,00;6,00;10,00;5,00;4,00;3,93;118,00;98,33;5,90
2019-11-17;52,00;12,00;10,00;4,00;1,00;3,71;137,43;83,57;5,57
2019-11-24;60,00;12,00;21,00;2,00;4,00;2,14;141,43;92,14;6,43
2019-12-01;52,00;9,00;17,00;3,00;2,00;0,00;120,00;68,00;6,00
2019-12-08;48,00;18,00;14,00;3,00;2,00;1,92;97,92;69,12;5,76
2019-12-15;51,00;15,00;14,00;3,00;1,00;2,22;117,52;82,04;8,87
2019-12-22;54,00;16,00;17,00;5,00;3,00;1,04;151,62;68,54;8,31
