Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;58,00;19,00;78,00;75,00;3,00;99,02;5,66;19,80;15,56
2019-01-13;57,00;22,00;63,00;74,00;3,00;95,00;2,92;19,00;16,08
2019-01-20;47,00;15,00;69,00;64,00;4,00;79,76;4,27;17,09;12,82
2019-01-27;30,00;11,00;53,00;65,00;4,00;75,71;2,86;14,29;11,43
2019-02-03;24,00;10,00;39,00;50,00;2,00;76,50;4,50;15,00;12,00
2019-02-10;22,00;10,00;34,00;59,00;3,00;70,40;2,93;14,67;13,20
2019-02-17;25,00;12,00;43,00;52,00;3,00;72,06;2,94;23,53;14,71
2019-02-24;33,00;9,00;42,00;52,00;2,00;77,48;2,87;21,52;11,48
2019-03-03;26,00;9,00;42,00;52,00;2,00;73,67;4,33;17,33;23,11
2019-03-10;28,00;6,00;41,00;48,00;4,00;67,20;2,80;12,60;12,60
2019-03-17;27,00;13,00;35,00;53,00;4,00;78,16;5,68;24,16;15,63
2019-03-24;29,00;15,00;34,00;48,00;4,00;107,30;7,25;34,80;40,60
2019-03-31;36,00;13,00;33,00;39,00;3,00;60,48;2,88;14,40;11,52
2019-04-07;40,00;16,00;49,00;41,00;2,00;62,86;2,86;14,29;10,00
2019-04-14;41,00;15,00;52,00;40,00;3,00;57,97;2,83;14,14;9,90
2019-04-21;42,00;16,00;49,00;44,00;3,00;81,10;2,90;15,93;10,14
2019-04-28;40,00;18,00;57,00;48,00;4,00;78,57;2,86;15,71;17,14
2019-05-05;40,00;12,00;45,00;50,00;3,00;74,29;4,29;15,71;11,43
2019-05-12;35,00;12,00;41,00;46,00;2,00;65,80;2,80;19,60;11,20
2019-05-19;35,00;15,00;44,00;46,00;3,00;70,00;2,92;20,42;10,21
2019-05-26;36,00;13,00;50,00;47,00;4,00;72,00;4,32;20,16;10,08
2019-06-02;50,00;24,00;44,00;46,00;5,00;142,86;7,14;54,29;25,71
2019-06-09;40,00;15,00;46,00;54,00;5,00;87,14;5,71;24,29;11,43
2019-06-16;41,00;16,00;52,00;56,00;4,00;98,97;2,83;21,21;11,31
2019-06-23;38,00;22,00;39,00;48,00;3,00;98,52;2,81;19,70;12,67
2019-06-30;38,00;14,00;46,00;56,00;3,00;103,77;5,85;19,00;11,69
2019-07-07;56,00;26,00;58,00;66,00;5,00;124,92;7,18;33,03;35,90
2019-07-14;54,00;19,00;53,00;58,00;5,00;103,74;5,68;21,32;14,21
2019-07-21;45,00;20,00;46,00;58,00;5,00;114,68;7,26;23,23;20,32
2019-07-28;51,00;24,00;58,00;55,00;5,00;120,94;4,37;32,06;14,57
2019-08-04;56,00;18,00;57,00;63,00;6,00;123,49;4,31;22,97;11,49
2019-08-11;51,00;16,00;56,00;68,00;6,00;131,14;5,83;20,40;11,66
2019-08-18;46,00;20,00;50,00;59,00;5,00;119,31;4,31;23,00;11,50
2019-08-25;50,00;14,00;47,00;61,00;5,00;104,29;5,71;24,29;11,43
2019-09-01;41,00;17,00;41,00;59,00;6,00;91,90;2,83;22,62;12,72
2019-09-08;37,00;18,00;60,00;54,00;4,00;85,38;4,27;21,35;9,96
2019-09-15;39,00;13,00;47,00;58,00;4,00;80,89;2,89;20,22;10,11
2019-09-22;37,00;16,00;46,00;56,00;5,00;69,73;2,85;19,92;9,96
2019-09-29;35,00;13,00;55,00;54,00;6,00;68,60;4,20;18,20;9,80
2019-10-06;33,00;13,00;37,00;54,00;4,00;66,00;4,30;18,65;11,48
2019-10-13;34,00;16,00;44,00;52,00;4,00;65,17;4,25;14,17;9,92
2019-10-20;32,00;14,00;46,00;54,00;4,00;58,43;2,78;16,70;9,74
2019-10-27;35,00;14,00;39,00;52,00;4,00;56,88;4,38;16,04;11,67
2019-11-03;33,00;14,00;47,00;51,00;5,00;53,09;2,87;15,78;8,61
2019-11-10;31,00;13,00;37,00;50,00;4,00;50,73;2,82;12,68;8,45
2019-11-17;29,00;16,00;35,00;47,00;4,00;52,20;2,90;13,05;11,60
2019-11-24;28,00;11,00;28,00;42,00;4,00;47,16;4,42;10,32;11,79
2019-12-01;25,00;11,00;39,00;44,00;3,00;40,28;4,17;9,72;9,72
