Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;78,00;54,00;37,00;40,00;8,00;38,05;89,41;190,24;93,22
2019-01-13;81,00;47,00;33,00;41,00;11,00;38,57;84,86;173,57;86,79
2019-01-20;68,00;44,00;31,00;37,00;11,00;35,89;62,33;149,22;81,22
2019-01-27;78,00;51,00;40,00;37,00;12,00;33,15;66,30;142,35;78,00
2019-02-03;85,00;53,00;37,00;31,00;8,00;32,11;64,22;139,78;73,67
2019-02-10;100,00;41,00;41,00;29,00;13,00;32,69;59,62;123,08;69,23
2019-02-17;96,00;37,00;39,00;27,00;13,00;32,64;57,60;124,80;80,64
2019-02-24;91,00;42,00;27,00;25,00;11,00;38,72;56,15;123,91;77,45
2019-03-03;84,00;42,00;37,00;27,00;10,00;32,45;51,55;120,27;76,36
2019-03-10;66,00;34,00;26,00;26,00;11,00;32,06;50,91;116,91;67,89
2019-03-17;68,00;40,00;32,00;27,00;11,00;33,03;50,51;128,23;64,11
2019-03-24;63,00;40,00;28,00;23,00;13,00;32,45;53,45;120,27;66,82
2019-03-31;65,00;38,00;33,00;24,00;10,00;28,68;51,62;122,35;61,18
2019-04-07;63,00;36,00;45,00;26,00;13,00;28,64;55,36;127,91;57,27
2019-04-14;55,00;43,00;23,00;26,00;13,00;26,55;45,52;119,48;55,00
2019-04-21;60,00;41,00;32,00;27,00;11,00;34,84;50,32;145,16;56,13
2019-04-28;60,00;41,00;41,00;27,00;13,00;32,90;67,74;147,10;54,19
2019-05-05;59,00;35,00;25,00;27,00;13,00;28,55;51,39;138,94;51,39
2019-05-12;52,00;34,00;31,00;27,00;18,00;26,96;50,07;154,07;53,93
2019-05-19;51,00;39,00;45,00;30,00;16,00;35,31;64,73;160,85;56,88
2019-05-26;52,00;44,00;31,00;31,00;14,00;30,81;61,63;161,78;59,70
2019-06-02;53,00;42,00;32,00;36,00;16,00;39,26;62,81;164,89;60,85
2019-06-09;60,00;55,00;40,00;39,00;18,00;44,52;60,00;164,52;61,94
2019-06-16;62,00;52,00;47,00;43,00;21,00;52,31;62,00;170,50;65,88
2019-06-23;63,00;49,00;31,00;42,00;20,00;45,82;63,00;166,09;57,27
2019-06-30;64,00;54,00;45,00;42,00;24,00;52,36;75,64;166,79;52,36
2019-07-07;67,00;74,00;49,00;46,00;22,00;49,77;89,97;166,54;57,43
2019-07-14;86,00;62,00;49,00;45,00;19,00;45,87;89,82;168,18;57,33
2019-07-21;81,00;62,00;47,00;43,00;24,00;50,14;82,93;162,00;57,86
2019-07-28;82,00;56,00;45,00;42,00;25,00;53,40;82,00;154,47;55,30
2019-08-04;84,00;58,00;51,00;44,00;19,00;55,36;85,91;168,00;53,45
2019-08-11;81,00;42,00;33,00;38,00;23,00;50,14;81,00;148,50;50,14
2019-08-18;69,00;46,00;39,00;34,00;20,00;40,25;61,33;143,75;47,92
2019-08-25;61,00;47,00;36,00;37,00;23,00;32,41;61,00;144,88;43,84
2019-09-01;54,00;37,00;32,00;31,00;14,00;25,07;63,64;136,93;46,29
2019-09-08;46,00;32,00;32,00;32,00;13,00;21,08;49,83;141,83;42,17
2019-09-15;47,00;31,00;29,00;30,00;13,00;17,63;52,88;148,83;48,96
2019-09-22;45,00;27,00;31,00;31,00;13,00;13,13;48,75;174,38;45,00
2019-09-29;47,00;31,00;30,00;29,00;11,00;13,16;39,48;120,32;47,00
2019-10-06;42,00;33,00;29,00;25,00;12,00;15,27;47,73;116,45;42,00
2019-10-13;43,00;33,00;24,00;28,00;9,00;15,64;39,09;103,59;44,95
2019-10-20;43,00;31,00;26,00;26,00;8,00;11,73;44,95;87,95;46,91
2019-10-27;42,00;34,00;15,00;22,00;7,00;11,45;34,36;78,27;42,00
2019-11-03;41,00;41,00;23,00;27,00;8,00;14,91;35,41;85,73;46,59
2019-11-10;41,00;32,00;25,00;20,00;8,00;13,67;37,10;80,05;46,86
2019-11-17;40,00;36,00;22,00;24,00;7,00;17,14;38,10;70,48;47,62
2019-11-24;37,00;29,00;20,00;23,00;8,00;13,63;33,11;77,89;48,68
2019-12-01;33,00;25,00;21,00;22,00;9,00;13,59;33,00;69,88;50,47
2019-12-08;36,00;34,00;22,00;21,00;7,00;11,37;37,89;66,32;49,26
2019-12-15;50,00;36,00;26,00;22,00;8,00;17,31;34,62;76,92;50,00
2019-12-22;57,00;30,00;26,00;31,00;10,00;17,10;53,20;119,70;64,60
2019-12-29;67,00;51,00;39,00;38,00;11,00;26,80;65,09;178,03;89,97
2020-01-05;67,00;50,00;34,00;42,00;12,00;32,54;86,14;183,77;97,63
2020-01-12;70,00;48,00;43,00;40,00;11,00;35,00;75,83;192,50;103,06
2020-01-19;67,00;39,00;40,00;38,00;12,00;30,63;68,91;168,46;93,80
2020-01-26;66,00;42,00;34,00;34,00;9,00;25,24;62,12;149,47;71,82
2020-02-02;60,00;44,00;39,00;30,00;10,00;27,10;56,13;139,35;73,55
2020-02-09;64,00;45,00;30,00;28,00;8,00;27,15;56,24;126,06;71,76
2020-02-16;61,00;48,00;40,00;29,00;12,00;24,78;61,00;137,25;80,06
2020-02-23;51,00;27,00;27,00;24,00;9,00;13,22;39,67;105,78;68,00
2020-03-01;32,00;29,00;22,00;20,00;8,00;13,18;30,12;86,59;52,71
2020-03-08;28,00;24,00;15,00;16,00;5,00;3,73;26,13;69,07;52,27
2020-03-15;8,00;6,00;3,00;9,00;3,00;4,00;8,00;40,00;32,00
2020-03-22;11,00;7,00;11,00;7,00;2,00;3,67;7,33;27,50;23,83
2020-03-29;11,00;9,00;5,00;6,00;3,00;3,67;7,33;27,50;22,00
2020-04-05;11,00;8,00;6,00;9,00;3,00;3,67;7,33;40,33;23,83
2020-04-12;11,00;5,00;14,00;8,00;1,00;3,67;7,33;40,33;27,50
2020-04-19;10,00;9,00;7,00;7,00;2,00;4,00;8,00;38,00;28,00
2020-04-26;8,00;9,00;8,00;7,00;2,00;6,00;8,00;38,00;26,00
2020-05-03;10,00;8,00;7,00;8,00;2,00;4,00;10,00;42,00;30,00
2020-05-10;9,00;6,00;11,00;10,00;2,00;3,60;12,60;32,40;28,80
2020-05-17;14,00;12,00;11,00;13,00;2,00;8,00;18,00;46,00;32,00
2020-05-24;14,00;11,00;12,00;13,00;4,00;8,75;17,50;42,00;28,00
2020-05-31;26,00;13,00;22,00;14,00;4,00;16,71;27,86;50,14;31,57
2020-06-07;25,00;16,00;22,00;17,00;4,00;17,31;23,08;50,00;38,46
2020-06-14;32,00;19,00;14,00;16,00;4,00;20,71;24,47;50,82;39,53
2020-06-21;30,00;20,00;20,00;19,00;6,00;26,25;31,88;67,50;41,25
2020-06-28;38,00;27,00;20,00;22,00;6,00;36,10;38,00;64,60;34,20
2020-07-05;38,00;25,00;28,00;21,00;7,00;34,20;39,90;68,40;38,00
2020-07-12;30,00;20,00;24,00;20,00;6,00;33,75;45,00;75,00;35,63
2020-07-19;29,00;13,00;30,00;21,00;7,00;36,73;40,60;83,13;38,67
2020-07-26;32,00;11,00;29,00;18,00;8,00;33,88;39,53;60,24;35,76
2020-08-02;34,00;13,00;24,00;20,00;11,00;39,67;35,89;58,56;37,78
2020-08-09;34,00;19,00;21,00;15,00;10,00;34,00;28,33;69,89;37,78
2020-08-16;32,00;17,00;13,00;15,00;10,00;24,47;30,12;60,24;37,65
2020-08-23;28,00;16,00;11,00;13,00;8,00;16,80;26,13;65,33;35,47
2020-08-30;27,00;18,00;11,00;16,00;8,00;11,57;28,93;61,71;36,64
2020-09-06;25,00;19,00;16,00;15,00;5,00;9,62;36,54;53,85;38,46
2020-09-13;21,00;12,00;15,00;14,00;3,00;5,73;17,18;53,45;38,18
2020-09-20;19,00;11,00;21,00;12,00;4,00;3,80;17,10;49,40;38,00
2020-09-27;17,00;15,00;14,00;11,00;4,00;3,78;13,22;51,00;41,56
2020-10-04;17,00;5,00;13,00;11,00;4,00;3,78;13,22;49,11;43,44
2020-10-11;18,00;7,00;12,00;9,00;3,00;3,60;14,40;39,60;41,40
2020-10-18;18,00;6,00;7,00;8,00;3,00;2,00;12,00;54,00;46,00
2020-10-25;9,00;4,00;6,00;7,00;3,00;1,80;10,80;41,40;36,00
2020-11-01;8,00;8,00;10,00;5,00;2,00;2,00;14,00;34,00;36,00
2020-11-08;11,00;12,00;9,00;5,00;2,00;1,83;12,83;42,17;38,50
2020-11-15;12,00;11,00;4,00;5,00;4,00;2,00;16,00;42,00;42,00
2020-11-22;17,00;11,00;8,00;5,00;2,00;3,78;15,11;43,44;37,78
2020-11-29;16,00;11,00;8,00;6,00;2,00;3,56;14,22;39,11;37,33
2020-12-06;18,00;15,00;11,00;4,00;2,00;2,00;16,00;44,00;42,00
2020-12-13;20,00;15,00;9,00;6,00;2,00;4,00;12,00;40,00;42,00
2020-12-20;20,00;14,00;7,00;7,00;4,00;4,00;8,00;38,00;48,00
2020-12-27;33,00;11,00;9,00;10,00;2,00;7,76;15,53;52,41;54,35
2021-01-03;34,00;12,00;18,00;10,00;2,00;7,56;17,00;43,44;58,56
2021-01-10;26,00;14,00;14,00;9,00;2,00;3,71;14,86;39,00;59,43
2021-01-17;22,00;10,00;15,00;9,00;2,00;6,00;10,00;44,00;60,00
2021-01-24;16,00;7,00;13,00;9,00;2,00;6,00;12,00;32,00;56,00
2021-01-31;17,00;9,00;17,00;9,00;2,00;7,56;13,22;28,33;52,89
2021-02-07;17,00;6,00;12,00;8,00;4,00;3,78;11,33;30,22;52,89
2021-02-14;22,00;11,00;21,00;9,00;3,00;4,00;16,00;36,00;70,00
2021-02-21;21,00;10,00;13,00;8,00;4,00;5,73;15,27;49,64;70,64
2021-02-28;21,00;12,00;15,00;10,00;4,00;5,73;17,18;42,00;78,27
2021-03-07;24,00;9,00;17,00;9,00;3,00;6,00;18,00;46,00;84,00
2021-03-14;23,00;11,00;18,00;12,00;7,00;5,75;15,33;42,17;92,00
2021-03-21;23,00;11,00;17,00;8,00;6,00;7,67;13,42;38,33;86,25
2021-03-28;16,00;7,00;12,00;7,00;4,00;12,00;12,00;30,00;84,00
2021-04-04;24,00;13,00;18,00;10,00;3,00;16,00;16,00;32,00;98,00
2021-04-11;23,00;17,00;17,00;8,00;6,00;15,33;15,33;26,83;88,17
2021-04-18;28,00;17,00;21,00;9,00;7,00;13,07;16,80;29,87;82,13
2021-04-25;29,00;15,00;19,00;12,00;6,00;17,40;17,40;29,00;79,27
2021-05-02;37,00;22,00;20,00;15,00;6,00;19,47;23,37;38,95;77,89
2021-05-09;45,00;28,00;27,00;23,00;10,00;25,43;37,17;35,22;80,22
2021-05-16;45,00;38,00;26,00;25,00;11,00;26,25;43,13;30,00;80,63
2021-05-23;49,00;42,00;33,00;33,00;10,00;32,04;49,00;32,04;79,15
2021-05-30;49,00;52,00;35,00;37,00;11,00;39,20;58,80;37,24;84,28
2021-06-06;55,00;51,00;38,00;37,00;13,00;36,03;56,90;30,34;85,34
2021-06-13;55,00;47,00;41,00;42,00;16,00;41,25;58,93;29,46;88,39
2021-06-20;80,00;42,00;40,00;43,00;14,00;47,62;62,86;38,10;85,71
2021-06-27;55,00;54,00;32,00;36,00;17,00;41,25;58,93;39,29;86,43
2021-07-04;50,00;61,00;49,00;41,00;16,00;51,92;51,92;48,08;82,69
2021-07-11;47,00;52,00;43,00;33,00;17,00;37,60;48,88;48,88;82,72
2021-07-18;50,00;60,00;43,00;37,00;18,00;32,69;59,62;53,85;73,08
2021-07-25;52,00;58,00;47,00;35,00;16,00;32,74;75,11;55,85;69,33
2021-08-01;53,00;47,00;34,00;34,00;19,00;34,07;83,29;64,36;56,79
2021-08-08;59,00;41,00;36,00;34,00;19,00;36,16;68,52;68,52;55,19
2021-08-15;52,00;46,00;33,00;34,00;17,00;36,59;67,41;61,63;52,00
2021-08-22;46,00;50,00;23,00;33,00;15,00;28,75;53,67;63,25;49,83
2021-08-29;48,00;40,00;32,00;30,00;12,00;21,12;55,68;61,44;49,92
2021-09-05;42,00;33,00;31,00;35,00;11,00;13,36;55,36;63,00;49,64
2021-09-12;40,00;34,00;24,00;30,00;11,00;9,52;55,24;70,48;49,52
2021-09-19;43,00;35,00;35,00;30,00;9,00;7,82;48,86;68,41;50,82
2021-09-26;41,00;35,00;34,00;27,00;7,00;9,76;46,86;60,52;50,76
2021-10-03;37,00;28,00;24,00;26,00;9,00;7,40;40,70;64,75;51,80
2021-10-10;39,00;35,00;24,00;30,00;5,00;9,75;42,90;68,25;54,60
2021-10-17;38,00;28,00;23,00;25,00;7,00;9,50;43,70;60,80;51,30
2021-10-24;40,00;27,00;25,00;22,00;7,00;7,62;26,67;55,24;53,33
2021-10-31;41,00;41,00;18,00;22,00;7,00;9,76;31,24;46,86;54,67
2021-11-07;39,00;32,00;21,00;18,00;6,00;9,75;21,45;50,70;54,60
2021-11-14;33,00;21,00;17,00;15,00;5,00;9,71;21,35;44,65;50,47
2021-11-21;26,00;19,00;12,00;12,00;4,00;6,00;18,00;40,00;56,00
2021-11-28;21,00;16,00;14,00;10,00;5,00;5,73;15,27;24,82;51,55
2021-12-05;22,00;16,00;7,00;14,00;4,00;7,33;22,00;23,83;45,83
2021-12-12;22,00;20,00;11,00;17,00;4,00;7,33;27,50;23,83;49,50
2021-12-19;29,00;21,00;14,00;15,00;7,00;7,73;27,07;25,13;50,27
2021-12-26;39,00;32,00;18,00;24,00;4,00;11,14;37,14;53,86;61,29
2022-01-02;49,00;44,00;23,00;34,00;5,00;17,64;56,84;94,08;90,16
2022-01-09;47,00;46,00;28,00;29,00;7,00;11,75;70,50;107,71;97,92
2022-01-16;52,00;44,00;32,00;31,00;8,00;15,41;52,00;105,93;96,30
2022-01-23;60,00;52,00;31,00;27,00;9,00;19,35;60,00;108,39;87,10
2022-01-30;64,00;51,00;38,00;32,00;9,00;19,39;54,30;108,61;77,58
2022-02-06;69,00;49,00;34,00;35,00;9,00;19,17;67,08;97,75;78,58
2022-02-13;73,00;44,00;41,00;39,00;5,00;17,29;51,87;97,97;74,92
