Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;50,00;77,00;17,00;12,00;5,00;15,85;110,98;6,10;21,95
2019-01-13;49,00;77,00;17,00;11,00;4,00;13,48;110,25;6,13;19,60
2019-01-20;45,00;68,00;11,00;11,00;5,00;12,16;93,65;6,08;20,68
2019-01-27;39,00;67,00;15,00;11,00;4,00;12,19;103,59;6,09;19,50
2019-02-03;43,00;67,00;12,00;12,00;5,00;12,29;98,29;7,37;19,66
2019-02-10;39,00;72,00;10,00;10,00;4,00;16,35;100,65;6,29;20,13
2019-02-17;45,00;60,00;17,00;11,00;6,00;12,16;97,30;6,08;20,68
2019-02-24;46,00;63,00;19,00;11,00;5,00;13,68;101,95;6,22;21,14
2019-03-03;42,00;79,00;16,00;12,00;5,00;13,59;91,41;6,18;22,24
2019-03-10;41,00;68,00;13,00;12,00;5,00;13,67;90,70;4,97;21,12
2019-03-17;44,00;64,00;17,00;11,00;4,00;12,22;85,56;7,33;20,78
2019-03-24;44,00;66,00;16,00;12,00;4,00;14,67;79,44;6,11;19,56
2019-03-31;48,00;72,00;17,00;12,00;5,00;14,77;91,08;6,15;20,92
2019-04-07;46,00;68,00;15,00;13,00;5,00;13,68;89,51;7,46;19,89
2019-04-14;41,00;60,00;15,00;13,00;4,00;13,26;73,56;6,03;18,09
2019-04-21;45,00;67,00;16,00;12,00;5,00;13,38;75,41;6,08;19,46
2019-04-28;45,00;55,00;14,00;11,00;5,00;15,00;91,25;6,25;20,00
2019-05-05;43,00;64,00;12,00;11,00;5,00;13,51;83,54;7,37;19,66
2019-05-12;39,00;56,00;13,00;11,00;5,00;13,41;85,31;7,31;20,72
2019-05-19;40,00;60,00;17,00;12,00;5,00;13,33;88,48;7,27;20,61
2019-05-26;40,00;62,00;15,00;13,00;6,00;13,75;92,50;6,25;21,25
2019-06-02;44,00;63,00;16,00;13,00;6,00;15,89;85,56;6,11;22,00
2019-06-09;47,00;77,00;17,00;14,00;6,00;16,08;94,00;6,18;22,26
2019-06-16;48,00;71,00;13,00;14,00;6,00;17,23;89,85;6,15;22,15
2019-06-23;47,00;69,00;18,00;13,00;6,00;16,08;89,05;7,42;22,26
2019-06-30;54,00;91,00;17,00;16,00;6,00;15,95;98,18;7,36;22,09
2019-07-07;55,00;88,00;19,00;16,00;7,00;18,33;122,22;8,56;22,00
2019-07-14;52,00;97,00;21,00;15,00;8,00;17,33;120,10;8,67;22,29
2019-07-21;50,00;73,00;20,00;16,00;8,00;18,75;118,75;10,00;21,25
2019-07-28;57,00;87,00;18,00;15,00;9,00;19,83;109,04;7,43;21,07
2019-08-04;54,00;84,00;18,00;14,00;9,00;19,64;111,68;7,36;19,64
2019-08-11;51,00;70,00;16,00;12,00;7,00;18,21;104,43;7,29;19,43
2019-08-18;44,00;61,00;24,00;13,00;7,00;14,67;97,78;7,33;19,56
2019-08-25;37,00;68,00;13,00;12,00;6,00;14,80;96,20;7,40;18,50
2019-09-01;41,00;56,00;14,00;11,00;5,00;16,15;99,39;8,70;18,64
2019-09-08;43,00;69,00;14,00;11,00;6,00;14,74;89,69;9,83;18,43
2019-09-15;40,00;57,00;15,00;11,00;6,00;13,75;90,00;10,00;18,75
2019-09-22;36,00;69,00;15,00;10,00;5,00;14,90;88,14;9,93;18,62
2019-09-29;42,00;56,00;14,00;12,00;5,00;13,59;81,53;9,88;18,53
2019-10-06;37,00;53,00;14,00;11,00;6,00;13,57;91,27;11,10;18,50
2019-10-13;40,00;59,00;16,00;11,00;5,00;13,75;88,75;15,00;20,00
2019-10-20;40,00;58,00;14,00;11,00;5,00;13,75;83,75;31,25;30,00
2019-10-27;41,00;59,00;15,00;10,00;5,00;13,67;80,76;17,39;22,36
