Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-10-27;47,00;18,00;10,00;14,00;29,00;6,00;16,00;19,00;4,00
2019-11-03;47,00;17,00;21,00;12,00;22,00;8,00;20,00;16,00;4,00
2019-11-10;32,00;15,00;10,00;14,00;21,00;8,00;18,00;16,00;4,00
2019-11-17;35,00;19,00;22,00;11,00;30,00;5,00;18,00;15,00;4,00
2019-11-24;32,00;10,00;20,00;13,00;23,00;5,00;13,00;15,00;4,00
2019-12-01;33,00;22,00;16,00;9,00;28,00;6,00;17,00;13,00;5,00
2019-12-08;29,00;11,00;17,00;14,00;27,00;5,00;19,00;16,00;5,00
2019-12-15;30,00;17,00;11,00;8,00;23,00;5,00;15,00;18,00;6,00
2019-12-22;49,00;20,00;23,00;12,00;28,00;6,00;22,00;24,00;8,00
2019-12-29;42,00;31,00;8,00;16,00;27,00;12,00;17,00;26,00;5,00
2020-01-05;39,00;26,00;18,00;18,00;36,00;7,00;23,00;35,00;7,00
2020-01-12;36,00;28,00;28,00;21,00;37,00;6,00;27,00;33,00;6,00
2020-01-19;42,00;39,00;26,00;24,00;34,00;11,00;21,00;33,00;8,00
2020-01-26;38,00;27,00;17,00;17,00;35,00;7,00;28,00;28,00;5,00
2020-02-02;44,00;25,00;15,00;20,00;38,00;7,00;23,00;25,00;7,00
2020-02-09;45,00;19,00;12,00;14,00;43,00;9,00;18,00;23,00;6,00
2020-02-16;48,00;21,00;25,00;14,00;41,00;5,00;22,00;28,00;7,00
2020-02-23;40,00;25,00;22,00;12,00;41,00;6,00;17,00;23,00;6,00
2020-03-01;30,00;19,00;28,00;9,00;34,00;4,00;14,00;20,00;6,00
2020-03-08;25,00;11,00;14,00;8,00;22,00;1,00;8,00;14,00;6,00
2020-03-15;10,00;5,00;0,00;3,00;5,00;1,00;3,00;14,00;5,00
2020-03-22;6,00;3,00;4,00;2,00;6,00;2,00;3,00;10,00;5,00
2020-03-29;6,00;6,00;5,00;3,00;7,00;2,00;0,00;8,00;4,00
2020-04-05;7,00;8,00;2,00;3,00;10,00;1,00;4,00;8,00;5,00
2020-04-12;7,00;4,00;2,00;5,00;9,00;1,00;2,00;9,00;4,00
2020-04-19;7,00;3,00;9,00;4,00;7,00;2,00;2,00;9,00;4,00
2020-04-26;6,00;0,00;9,00;4,00;9,00;2,00;6,00;8,00;4,00
2020-05-03;11,00;7,00;5,00;5,00;10,00;1,00;2,00;11,00;4,00
2020-05-10;10,00;5,00;17,00;5,00;16,00;2,00;7,00;11,00;5,00
2020-05-17;9,00;13,00;2,00;9,00;16,00;3,00;9,00;12,00;6,00
2020-05-24;14,00;12,00;10,00;8,00;24,00;6,00;7,00;10,00;5,00
2020-05-31;25,00;7,00;14,00;10,00;27,00;5,00;7,00;16,00;9,00
2020-06-07;30,00;6,00;9,00;13,00;38,00;11,00;7,00;30,00;21,00
2020-06-14;38,00;20,00;16,00;12,00;35,00;15,00;12,00;21,00;13,00
2020-06-21;40,00;23,00;26,00;15,00;52,00;14,00;12,00;25,00;18,00
2020-06-28;47,00;22,00;15,00;14,00;52,00;14,00;16,00;17,00;7,00
2020-07-05;50,00;31,00;22,00;15,00;47,00;10,00;11,00;16,00;6,00
2020-07-12;58,00;14,00;28,00;20,00;49,00;14,00;14,00;15,00;7,00
2020-07-19;77,00;18,00;22,00;17,00;47,00;13,00;21,00;17,00;7,00
2020-07-26;88,00;11,00;33,00;18,00;62,00;13,00;14,00;18,00;7,00
2020-08-02;87,00;21,00;26,00;17,00;76,00;11,00;16,00;17,00;7,00
2020-08-09;87,00;12,00;17,00;16,00;68,00;16,00;10,00;18,00;7,00
2020-08-16;76,00;21,00;18,00;13,00;64,00;9,00;8,00;17,00;6,00
2020-08-23;32,00;16,00;21,00;11,00;45,00;6,00;13,00;22,00;6,00
2020-08-30;29,00;15,00;15,00;11,00;40,00;7,00;5,00;20,00;5,00
2020-09-06;50,00;11,00;11,00;14,00;29,00;9,00;11,00;13,00;5,00
2020-09-13;55,00;12,00;11,00;14,00;22,00;3,00;12,00;14,00;5,00
2020-09-20;55,00;20,00;16,00;13,00;16,00;4,00;7,00;13,00;6,00
2020-09-27;54,00;16,00;8,00;23,00;19,00;4,00;6,00;16,00;7,00
2020-10-04;63,00;14,00;17,00;20,00;21,00;3,00;5,00;14,00;7,00
2020-10-11;52,00;6,00;16,00;16,00;14,00;3,00;4,00;16,00;7,00
2020-10-18;58,00;13,00;17,00;19,00;9,00;1,00;4,00;15,00;6,00
2020-10-25;31,00;7,00;5,00;16,00;13,00;1,00;6,00;19,00;5,00
2020-11-01;33,00;14,00;6,00;15,00;9,00;1,00;8,00;16,00;5,00
2020-11-08;40,00;7,00;8,00;14,00;10,00;1,00;6,00;20,00;6,00
2020-11-15;29,00;3,00;10,00;21,00;12,00;2,00;5,00;15,00;6,00
2020-11-22;22,00;5,00;10,00;11,00;9,00;0,50;8,00;12,00;6,00
2020-11-29;38,00;10,00;0,00;10,00;12,00;1,00;4,00;15,00;4,00
2020-12-06;63,00;7,00;11,00;11,00;11,00;1,00;6,00;16,00;6,00
2020-12-13;65,00;8,00;3,00;15,00;8,00;1,00;4,00;15,00;4,00
2020-12-20;48,00;15,00;11,00;19,00;8,00;1,00;6,00;13,00;6,00
2020-12-27;28,00;10,00;19,00;5,00;15,00;1,00;8,00;11,00;5,00
2021-01-03;52,00;7,00;10,00;14,00;12,00;2,00;8,00;10,00;6,00
2021-01-10;35,00;12,00;7,00;9,00;10,00;1,00;5,00;13,00;5,00
2021-01-17;54,00;7,00;21,00;16,00;12,00;2,00;5,00;14,00;6,00
2021-01-24;40,00;16,00;11,00;10,00;14,00;3,00;6,00;9,00;5,00
2021-01-31;49,00;15,00;8,00;15,00;14,00;3,00;3,00;16,00;6,00
2021-02-07;64,00;9,00;25,00;9,00;14,00;4,00;4,00;23,00;5,00
2021-02-14;42,00;15,00;13,00;14,00;11,00;1,00;9,00;12,00;6,00
2021-02-21;33,00;10,00;14,00;19,00;18,00;3,00;8,00;9,00;5,00
2021-02-28;27,00;11,00;20,00;6,00;18,00;1,00;6,00;10,00;5,00
2021-03-07;31,00;11,00;11,00;9,00;20,00;2,00;7,00;13,00;7,00
2021-03-14;57,00;12,00;16,00;25,00;25,00;3,00;10,00;24,00;6,00
2021-03-21;57,00;8,00;15,00;26,00;22,00;2,00;8,00;28,00;7,00
2021-03-28;19,00;12,00;13,00;20,00;22,00;2,00;6,00;19,00;7,00
2021-04-04;34,00;18,00;14,00;9,00;21,00;4,00;6,00;13,00;8,00
2021-04-11;55,00;13,00;12,00;23,00;20,00;5,00;8,00;25,00;10,00
2021-04-18;51,00;7,00;7,00;16,00;19,00;5,00;6,00;25,00;14,00
2021-04-25;62,00;13,00;13,00;12,00;22,00;6,00;12,00;26,00;11,00
2021-05-02;58,00;16,00;8,00;13,00;37,00;7,00;13,00;20,00;16,00
2021-05-09;67,00;31,00;14,00;20,00;43,00;6,00;14,00;28,00;15,00
2021-05-16;38,00;23,00;15,00;23,00;51,00;12,00;16,00;30,00;13,00
2021-05-23;43,00;18,00;22,00;19,00;60,00;8,00;15,00;14,00;12,00
2021-05-30;39,00;18,00;14,00;27,00;62,00;12,00;19,00;18,00;10,00
2021-06-06;62,00;27,00;25,00;25,00;56,00;11,00;18,00;22,00;13,00
2021-06-13;38,00;16,00;19,00;28,00;73,00;13,00;20,00;23,00;11,00
2021-06-20;41,00;17,00;10,00;20,00;71,00;13,00;20,00;13,00;10,00
2021-06-27;43,00;21,00;17,00;17,00;67,00;13,00;14,00;15,00;11,00
2021-07-04;77,00;28,00;21,00;25,00;78,00;15,00;18,00;21,00;10,00
2021-07-11;69,00;15,00;34,00;23,00;62,00;9,00;10,00;21,00;10,00
2021-07-18;53,00;21,00;18,00;17,00;73,00;11,00;16,00;14,00;12,00
2021-07-25;59,00;30,00;25,00;20,00;79,00;12,00;30,00;15,00;10,00
2021-08-01;100,00;27,00;21,00;31,00;84,00;14,00;30,00;20,00;9,00
2021-08-08;75,00;26,00;25,00;23,00;77,00;15,00;18,00;31,00;11,00
2021-08-15;55,00;16,00;16,00;18,00;73,00;12,00;23,00;19,00;11,00
2021-08-22;44,00;33,00;15,00;18,00;55,00;11,00;18,00;14,00;9,00
2021-08-29;35,00;19,00;22,00;15,00;42,00;8,00;28,00;18,00;10,00
2021-09-05;39,00;17,00;15,00;20,00;35,00;7,00;23,00;16,00;11,00
2021-09-12;40,00;18,00;22,00;16,00;28,00;4,00;19,00;14,00;10,00
2021-09-19;61,00;15,00;18,00;16,00;25,00;5,00;9,00;23,00;9,00
2021-09-26;51,00;13,00;9,00;18,00;29,00;5,00;22,00;26,00;10,00
2021-10-03;63,00;24,00;15,00;20,00;33,00;3,00;13,00;18,00;10,00
2021-10-10;70,00;24,00;14,00;20,00;23,00;5,00;18,00;22,00;11,00
2021-10-17;67,00;10,00;11,00;17,00;26,00;10,00;7,00;27,00;11,00
2021-10-24;68,00;13,00;24,00;18,00;27,00;8,00;6,00;26,00;11,00
2021-10-31;73,00;15,00;11,00;17,00;26,00;6,00;10,00;20,00;9,00
2021-11-07;43,00;11,00;13,00;17,00;25,00;6,00;7,00;22,00;7,00
2021-11-14;38,00;12,00;14,00;16,00;23,00;6,00;11,00;17,00;7,00
2021-11-21;43,00;15,00;12,00;12,00;20,00;4,00;7,00;19,00;11,00
2021-11-28;43,00;15,00;9,00;12,00;26,00;5,00;9,00;17,00;8,00
2021-12-05;60,00;18,00;16,00;15,00;17,00;5,00;8,00;19,00;6,00
2021-12-12;44,00;18,00;13,00;18,00;14,00;5,00;7,00;22,00;7,00
2021-12-19;67,00;15,00;17,00;15,00;13,00;4,00;11,00;16,00;7,00
2021-12-26;67,00;32,00;16,00;19,00;16,00;6,00;24,00;22,00;7,00
2022-01-02;64,00;29,00;19,00;26,00;26,00;6,00;23,00;29,00;6,00
2022-01-09;56,00;25,00;26,00;22,00;21,00;5,00;19,00;34,00;6,00
2022-01-16;55,00;21,00;22,00;23,00;27,00;7,00;18,00;33,00;4,00
2022-01-23;68,00;31,00;15,00;27,00;25,00;5,00;30,00;36,00;5,00
2022-01-30;61,00;27,00;25,00;25,00;32,00;6,00;20,00;25,00;5,00
2022-02-06;69,00;14,00;29,00;20,00;31,00;7,00;17,00;22,00;5,00
2022-02-13;71,00;28,00;18,00;22,00;30,00;10,00;18,00;18,00;6,00
