Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-06-30;35,00;63,00;38,00;16,00;35,00;21,88;135,63;15,31;19,69
2019-07-07;42,00;69,00;49,00;17,00;36,00;22,11;156,95;17,68;19,89
2019-07-14;45,00;77,00;57,00;19,00;42,00;22,50;195,75;18,00;20,25
2019-07-21;49,00;76,00;47,00;19,00;40,00;22,27;196,00;17,82;20,05
2019-07-28;55,00;68,00;56,00;19,00;44,00;24,20;180,40;17,60;17,60
2019-08-04;57,00;58,00;34,00;19,00;47,00;31,92;168,72;18,24;18,24
2019-08-11;47,00;49,00;29,00;18,00;47,00;29,10;125,33;15,67;15,67
2019-08-18;42,00;52,00;30,00;16,00;34,00;19,89;126,00;17,68;13,26
2019-08-25;24,00;40,00;21,00;13,00;25,00;13,09;89,45;13,09;13,09
2019-09-01;18,00;21,00;21,00;11,00;18,00;11,25;63,00;9,00;11,25
2019-09-08;16,00;19,00;14,00;11,00;11,00;9,14;59,43;6,86;9,14
2019-09-15;13,00;21,00;18,00;9,00;9,00;6,50;49,83;8,67;8,67
2019-09-22;9,00;10,00;15,00;8,00;7,00;4,50;38,25;6,75;9,00
2019-09-29;6,00;12,00;15,00;8,00;7,00;4,00;30,00;4,00;8,00
2019-10-06;6,00;13,00;10,00;7,00;9,00;2,00;28,00;4,00;8,00
2019-10-13;6,00;14,00;7,00;7,00;5,00;2,00;34,00;4,00;6,00
2019-10-20;6,00;14,00;10,00;5,00;5,00;2,00;34,00;4,00;6,00
2019-10-27;6,00;13,00;6,00;5,00;8,00;2,00;26,00;4,00;4,00
2019-11-03;5,00;12,00;7,00;5,00;5,00;2,50;40,00;5,00;5,00
2019-11-10;5,00;16,00;6,00;4,00;4,00;2,50;37,50;2,50;5,00
2019-11-17;5,00;10,00;5,00;4,00;4,00;2,50;35,00;2,50;5,00
2019-11-24;6,00;9,00;5,00;4,00;5,00;2,00;24,00;2,00;4,00
2019-12-01;5,00;12,00;5,00;4,00;8,00;2,50;27,50;2,50;2,50
2019-12-08;4,00;9,00;6,00;4,00;4,00;2,00;34,00;2,00;2,00
2019-12-15;4,00;10,00;5,00;4,00;4,00;2,00;26,00;2,00;2,00
2019-12-22;7,00;13,00;9,00;7,00;5,00;4,67;49,00;4,67;4,67
2019-12-29;10,00;19,00;10,00;8,00;7,00;5,00;72,50;10,00;7,50
2020-01-05;12,00;23,00;10,00;9,00;6,00;4,80;74,40;7,20;7,20
2020-01-12;15,00;21,00;15,00;8,00;7,00;4,29;72,86;8,57;6,43
2020-01-19;14,00;23,00;11,00;8,00;9,00;7,00;79,33;7,00;7,00
2020-01-26;15,00;19,00;12,00;8,00;8,00;4,29;57,86;6,43;6,43
2020-02-02;13,00;19,00;9,00;8,00;8,00;6,50;54,17;6,50;6,50
2020-02-09;13,00;16,00;10,00;7,00;9,00;4,33;52,00;6,50;6,50
2020-02-16;18,00;20,00;11,00;7,00;11,00;6,75;56,25;6,75;6,75
2020-02-23;15,00;14,00;11,00;5,00;10,00;4,29;42,86;6,43;6,43
2020-03-01;13,00;17,00;10,00;6,00;9,00;4,33;41,17;4,33;6,50
2020-03-08;11,00;14,00;9,00;5,00;6,00;2,20;37,40;4,40;6,60
2020-03-15;4,00;8,00;8,00;4,00;2,00;2,00;24,00;2,00;6,00
2020-03-22;4,00;6,00;6,00;4,00;2,00;1,00;38,00;2,00;4,00
2020-03-29;5,00;8,00;12,00;3,00;2,00;1,25;42,50;2,50;5,00
2020-04-05;6,00;8,00;11,00;4,00;3,00;2,00;26,00;2,00;4,00
2020-04-12;7,00;12,00;12,00;4,00;3,00;2,33;37,33;2,33;4,67
2020-04-19;7,00;11,00;15,00;4,00;3,00;2,33;56,00;2,33;7,00
2020-04-26;6,00;15,00;21,00;5,00;3,00;2,00;62,00;2,00;8,00
2020-05-03;5,00;12,00;17,00;9,00;4,00;2,50;117,50;2,50;12,50
2020-05-10;10,00;13,00;21,00;11,00;5,00;2,50;112,50;5,00;15,00
2020-05-17;13,00;24,00;25,00;14,00;9,00;6,50;119,17;4,33;17,33
2020-05-24;18,00;28,00;28,00;14,00;15,00;11,25;117,00;4,50;20,25
2020-05-31;30,00;45,00;33,00;15,00;16,00;13,85;136,15;4,62;20,77
2020-06-07;30,00;58,00;38,00;17,00;18,00;16,15;140,77;6,92;27,69
2020-06-14;33,00;60,00;38,00;16,00;25,00;17,60;156,20;6,60;26,40
2020-06-21;41,00;65,00;46,00;17,00;33,00;25,06;173,11;13,67;29,61
2020-06-28;46,00;73,00;46,00;18,00;41,00;27,60;193,20;13,80;27,60
2020-07-05;52,00;82,00;59,00;21,00;43,00;27,13;208,00;18,09;24,87
2020-07-12;52,00;92,00;59,00;21,00;39,00;27,13;226,09;20,35;24,87
2020-07-19;51,00;86,00;61,00;19,00;41,00;26,61;217,30;22,17;22,17
2020-07-26;53,00;74,00;54,00;21,00;47,00;28,71;216,42;24,29;22,08
2020-08-02;59,00;100,00;46,00;19,00;51,00;30,59;196,67;21,85;19,67
2020-08-09;53,00;72,00;37,00;19,00;45,00;33,13;167,83;19,88;19,88
2020-08-16;41,00;59,00;33,00;18,00;40,00;25,89;123,00;15,11;17,26
2020-08-23;28,00;40,00;25,00;15,00;25,00;18,67;107,33;14,00;16,33
2020-08-30;20,00;37,00;27,00;14,00;21,00;13,33;91,11;11,11;17,78
2020-09-06;17,00;36,00;27,00;13,00;16,00;10,63;82,88;8,50;12,75
2020-09-13;13,00;30,00;26,00;12,00;10,00;8,67;69,33;8,67;10,83
2020-09-20;7,00;17,00;16,00;8,00;9,00;4,67;51,33;7,00;11,67
2020-09-27;5,00;11,00;12,00;7,00;7,00;2,50;37,50;5,00;12,50
2020-10-04;6,00;10,00;12,00;6,00;9,00;2,00;28,00;4,00;10,00
2020-10-11;5,00;11,00;7,00;5,00;6,00;2,50;37,50;5,00;10,00
2020-10-18;5,00;12,00;6,00;3,00;3,00;1,25;32,50;5,00;10,00
2020-10-25;3,00;12,00;3,00;3,00;3,00;1,50;33,00;3,00;9,00
2020-11-01;2,00;10,00;6,00;2,00;2,00;1,00;18,00;2,00;4,00
2020-11-08;2,00;9,00;5,00;2,00;2,00;1,00;20,00;2,00;4,00
2020-11-15;2,00;7,00;3,00;2,00;2,00;1,00;24,00;2,00;4,00
2020-11-22;3,00;9,00;3,00;2,00;2,00;1,50;30,00;3,00;6,00
2020-11-29;2,00;8,00;2,00;2,00;2,00;1,00;18,00;2,00;4,00
2020-12-06;2,00;5,00;5,00;2,00;3,00;2,00;18,00;2,00;4,00
2020-12-13;3,00;7,00;3,00;2,00;3,00;0,75;13,50;1,50;3,00
2020-12-20;4,00;8,00;4,00;2,00;3,00;1,00;22,00;2,00;4,00
2020-12-27;5,00;14,00;8,00;4,00;4,00;2,50;50,00;2,50;7,50
2021-01-03;7,00;12,00;6,00;4,00;2,00;2,33;42,00;2,33;7,00
2021-01-10;7,00;12,00;5,00;3,00;2,00;2,33;42,00;2,33;7,00
2021-01-17;7,00;10,00;6,00;3,00;3,00;2,33;42,00;2,33;7,00
2021-01-24;7,00;12,00;7,00;4,00;2,00;2,33;39,67;2,33;7,00
2021-01-31;9,00;12,00;8,00;4,00;3,00;2,25;38,25;2,25;6,75
2021-02-07;8,00;18,00;7,00;3,00;4,00;2,00;24,00;4,00;6,00
2021-02-14;11,00;24,00;8,00;4,00;5,00;2,20;50,60;4,40;6,60
2021-02-21;11,00;21,00;12,00;3,00;5,00;2,20;61,60;6,60;8,80
2021-02-28;12,00;20,00;13,00;4,00;7,00;4,80;62,40;4,80;9,60
2021-03-07;13,00;26,00;10,00;5,00;9,00;2,17;60,67;4,33;10,83
2021-03-14;13,00;24,00;15,00;4,00;11,00;2,17;56,33;4,33;10,83
2021-03-21;13,00;21,00;17,00;4,00;14,00;2,17;75,83;6,50;10,83
2021-03-28;10,00;28,00;26,00;4,00;19,00;2,00;66,00;4,00;10,00
2021-04-04;10,00;29,00;18,00;4,00;10,00;4,00;68,00;6,00;12,00
2021-04-11;13,00;31,00;30,00;4,00;10,00;6,50;82,33;6,50;13,00
2021-04-18;16,00;33,00;28,00;4,00;10,00;6,86;91,43;9,14;13,71
2021-04-25;23,00;34,00;26,00;6,00;12,00;9,20;110,40;9,20;13,80
2021-05-02;27,00;35,00;30,00;9,00;14,00;9,00;117,00;9,00;13,50
2021-05-09;30,00;46,00;33,00;13,00;17,00;11,54;131,54;9,23;13,85
2021-05-16;29,00;37,00;29,00;16,00;22,00;13,38;100,38;11,15;15,62
2021-05-23;29,00;45,00;33,00;16,00;25,00;15,62;122,69;11,15;17,85
2021-05-30;30,00;46,00;37,00;16,00;28,00;19,29;120,00;15,00;17,14
2021-06-06;36,00;54,00;38,00;17,00;32,00;18,00;144,00;13,50;18,00
2021-06-13;35,00;51,00;42,00;16,00;30,00;21,88;133,44;13,13;17,50
2021-06-20;33,00;48,00;40,00;15,00;35,00;22,00;136,40;13,20;17,60
2021-06-27;37,00;55,00;34,00;16,00;36,00;21,76;141,47;13,06;17,41
2021-07-04;44,00;70,00;40,00;17,00;41,00;22,00;156,20;13,20;17,60
2021-07-11;47,00;85,00;61,00;19,00;46,00;24,62;201,43;15,67;17,90
2021-07-18;56,00;88,00;69,00;17,00;45,00;22,40;224,00;17,92;17,92
2021-07-25;50,00;64,00;41,00;18,00;45,00;21,74;202,17;15,22;15,22
2021-08-01;60,00;61,00;41,00;18,00;46,00;24,44;193,33;15,56;15,56
2021-08-08;57,00;66,00;37,00;21,00;57,00;30,69;184,15;15,35;15,35
2021-08-15;46,00;49,00;31,00;18,00;45,00;26,29;146,76;13,14;13,14
2021-08-22;32,00;38,00;28,00;16,00;32,00;20,57;116,57;13,71;13,71
2021-08-29;21,00;31,00;25,00;15,00;20,00;16,33;105,00;9,33;14,00
2021-09-05;18,00;27,00;26,00;13,00;16,00;11,25;76,50;9,00;11,25
2021-09-12;15,00;23,00;16,00;12,00;13,00;6,43;66,43;6,43;10,71
2021-09-19;11,00;23,00;15,00;9,00;10,00;6,60;52,80;6,60;11,00
2021-09-26;7,00;16,00;15,00;8,00;10,00;4,67;42,00;4,67;9,33
2021-10-03;7,00;14,00;16,00;8,00;12,00;4,67;44,33;4,67;9,33
2021-10-10;7,00;15,00;14,00;8,00;9,00;2,33;37,33;4,67;9,33
2021-10-17;7,00;12,00;11,00;7,00;7,00;2,33;37,33;4,67;7,00
2021-10-24;7,00;15,00;7,00;6,00;7,00;2,33;30,33;4,67;7,00
2021-10-31;6,00;13,00;7,00;6,00;5,00;2,00;22,00;2,00;4,00
2021-11-07;4,00;14,00;5,00;4,00;6,00;2,00;22,00;2,00;4,00
2021-11-14;4,00;9,00;5,00;3,00;6,00;1,00;22,00;2,00;4,00
2021-11-21;4,00;8,00;3,00;3,00;4,00;1,00;22,00;2,00;4,00
2021-11-28;4,00;7,00;3,00;3,00;5,00;1,00;20,00;2,00;4,00
2021-12-05;3,00;8,00;3,00;3,00;5,00;0,75;15,00;1,50;3,00
2021-12-12;3,00;10,00;5,00;3,00;3,00;1,50;16,50;1,50;3,00
2021-12-19;3,00;9,00;6,00;4,00;3,00;1,50;16,50;1,50;3,00
2021-12-26;7,00;18,00;5,00;6,00;6,00;2,33;42,00;4,67;7,00
2022-01-02;8,00;17,00;8,00;7,00;5,00;4,00;54,00;4,00;6,00
2022-01-09;9,00;17,00;10,00;7,00;6,00;2,25;63,00;4,50;6,75
2022-01-16;11,00;19,00;12,00;7,00;6,00;4,40;61,60;4,40;6,60
2022-01-23;13,00;19,00;9,00;8,00;7,00;4,33;56,33;6,50;6,50
2022-01-30;15,00;19,00;10,00;7,00;7,00;4,29;57,86;6,43;6,43
2022-02-06;16,00;18,00;12,00;7,00;8,00;4,57;57,14;6,86;6,86
2022-02-13;15,00;18,00;11,00;8,00;9,00;4,29;45,00;4,29;6,43
