Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-03-17;44,00;0,00;22,00;3,26;35,85;176,00;60,92;8,80;96,80;105,60;8,80;20,00;8,00;6,00;3,00;16,13;5,87;51,33;14,67;0,00;2,00;0,00;5,00;3,00;0,00;3,00;2,00;2,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00
2019-03-24;44,00;0,00;22,00;6,52;44,00;203,08;60,92;8,80;96,80;79,20;4,40;3,00;11,00;5,00;8,00;17,60;10,27;36,67;8,80;0,00;0,00;0,00;6,00;0,00;2,00;0,00;2,00;3,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00
2019-03-31;66,00;0,00;32,00;8,25;39,60;149,37;52,11;9,43;75,43;94,29;18,86;17,00;6,00;8,00;0,00;22,50;16,50;51,00;9,00;0,00;4,13;4,13;7,00;0,00;0,00;4,00;0,00;3,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;52,00;0,00;27,00;1,63;47,13;190,67;38,13;10,40;93,60;135,20;20,80;13,00;12,00;7,00;1,00;34,17;20,80;53,49;8,91;0,00;4,00;2,00;3,00;1,00;0,00;1,00;1,00;3,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00
2019-04-14;72,00;0,00;21,00;8,18;42,55;270,86;65,14;18,00;72,00;225,00;9,00;28,00;12,00;16,00;9,00;38,20;8,82;29,39;13,22;0,00;8,00;0,00;3,00;3,00;2,00;5,00;6,00;2,00;12,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-04-21;61,00;0,00;14,00;8,24;57,70;261,94;53,82;5,08;101,67;122,00;10,17;21,00;16,00;11,00;0,00;20,83;11,90;52,07;10,41;0,00;4,07;4,07;6,00;0,00;0,00;0,00;1,00;1,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;43,00;0,00;17,00;8,27;47,96;247,25;57,33;10,75;107,50;118,25;10,75;15,00;10,00;8,00;6,00;31,14;13,34;45,97;5,93;0,00;4,30;0,00;12,00;3,00;0,00;3,00;3,00;3,00;6,00;1,00;1,00;1,00;0,00;0,00;2,00
2019-05-05;51,00;0,00;27,00;8,23;54,29;187,00;37,40;10,20;102,00;122,40;10,20;16,00;12,00;9,00;3,00;25,50;12,00;46,50;12,00;2,13;4,25;0,00;10,00;3,00;0,00;1,00;3,00;3,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;54,00;0,00;29,00;4,91;60,55;232,88;60,75;9,00;99,00;90,00;9,00;15,00;5,00;9,00;4,00;33,00;22,50;54,00;12,00;0,00;4,15;0,00;12,00;3,00;1,00;0,00;1,00;1,00;7,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-05-19;65,00;0,00;17,00;3,33;86,67;232,63;41,05;18,57;157,86;102,14;9,29;6,00;16,00;9,00;4,00;16,25;35,45;65,00;17,73;2,03;4,06;2,03;9,00;3,00;4,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-05-26;74,00;0,00;24,00;4,93;67,42;246,67;52,86;18,50;120,25;83,25;9,25;9,00;18,00;9,00;4,00;32,56;20,72;72,52;11,84;0,00;4,11;0,00;10,00;1,00;0,00;0,00;7,00;3,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;69,00;0,00;30,00;4,93;83,79;293,25;55,20;19,71;157,71;147,86;9,86;4,00;9,00;24,00;4,00;29,36;22,02;73,40;8,81;0,00;2,03;0,00;10,00;3,00;3,00;0,00;3,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;77,00;0,00;28,00;8,19;75,36;318,50;56,00;19,25;154,00;154,00;9,63;17,00;14,00;12,00;6,00;150,98;16,61;55,86;7,55;0,00;0,00;2,03;9,00;4,00;1,00;3,00;1,00;1,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;65,00;0,00;33,00;3,33;108,33;339,44;61,39;18,57;204,29;139,29;9,29;21,00;11,00;22,00;2,00;39,30;13,60;68,02;13,60;0,00;2,03;2,03;12,00;1,00;3,00;1,00;1,00;6,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;100,00;0,00;31,00;13,11;109,84;337,93;62,07;10,00;170,00;160,00;10,00;38,00;18,00;16,00;3,00;49,25;10,45;82,09;23,88;2,08;4,17;2,08;13,00;5,00;2,00;0,00;3,00;3,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;77,00;0,00;49,00;4,91;95,02;308,00;56,00;19,25;182,88;182,88;9,63;18,00;11,00;14,00;3,00;43,78;18,12;98,14;10,57;4,05;4,05;2,03;11,00;7,00;3,00;1,00;7,00;4,00;10,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-07-07;89,00;0,00;33,00;6,59;123,61;331,08;74,76;19,78;207,67;168,11;4,94;25,00;20,00;30,00;6,00;53,40;14,83;63,78;13,35;0,00;8,09;4,05;7,00;7,00;3,00;1,00;6,00;1,00;12,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-07-14;85,00;0,00;35,00;8,17;96,44;318,75;70,83;28,33;160,56;217,22;9,44;23,00;15,00;11,00;5,00;46,23;7,46;80,53;13,42;0,00;12,14;0,00;11,00;5,00;2,00;2,00;8,00;9,00;11,00;0,00;0,00;3,00;0,00;2,00;0,00
2019-07-21;76,00;0,00;44,00;18,17;84,26;317,82;89,82;19,00;237,50;237,50;19,00;37,00;27,00;21,00;8,00;26,82;23,84;80,47;8,94;2,11;12,67;4,22;16,00;5,00;6,00;3,00;6,00;5,00;9,00;2,00;2,00;5,00;0,00;0,00;0,00
2019-07-28;97,00;0,00;30,00;6,58;113,44;346,43;100,46;29,10;213,40;271,60;19,40;30,00;27,00;28,00;5,00;58,20;44,77;61,18;23,88;0,00;8,43;2,11;13,00;8,00;8,00;2,00;3,00;2,00;8,00;2,00;0,00;3,00;0,00;2,00;0,00
2019-08-04;94,00;0,00;38,00;9,89;118,74;288,96;83,56;28,20;169,20;300,80;18,80;36,00;31,00;18,00;14,00;32,83;28,35;94,00;8,95;2,04;8,17;0,00;13,00;2,00;8,00;6,00;8,00;3,00;10,00;2,00;6,00;2,00;0,00;2,00;0,00
2019-08-11;93,00;0,00;25,00;9,96;109,61;332,65;78,69;27,90;186,00;362,70;18,60;27,00;33,00;18,00;10,00;42,00;24,00;67,50;19,50;2,11;4,23;2,11;16,00;6,00;11,00;10,00;5,00;5,00;8,00;5,00;0,00;2,00;0,00;2,00;0,00
2019-08-18;97,00;0,00;21,00;9,86;78,92;291,00;83,14;29,10;155,20;970,00;9,70;17,00;21,00;21,00;9,00;43,28;26,86;70,14;13,43;0,00;16,17;4,04;16,00;3,00;2,00;0,00;5,00;5,00;14,00;6,00;2,00;0,00;2,00;0,00;0,00
2019-08-25;70,00;0,00;28,00;8,33;61,67;220,50;77,00;10,00;140,00;450,00;20,00;22,00;26,00;23,00;4,00;22,34;16,38;71,49;16,38;0,00;8,24;4,12;6,00;6,00;6,00;1,00;4,00;0,00;7,00;0,00;0,00;1,00;0,00;2,00;0,00
2019-09-01;62,00;0,00;34,00;8,16;40,79;172,22;58,56;20,67;113,67;155,00;5,17;20,00;18,00;15,00;6,00;22,14;10,33;53,14;11,81;0,00;4,13;0,00;10,00;1,00;1,00;1,00;1,00;1,00;8,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;75,00;0,00;22,00;8,15;55,43;178,57;57,14;9,38;93,75;121,88;4,69;12,00;15,00;13,00;1,00;30,00;15,00;37,50;18,00;0,00;4,17;0,00;7,00;1,00;3,00;3,00;4,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-15;47,00;0,00;33,00;1,68;48,68;173,54;50,62;9,40;75,20;131,60;4,70;12,00;15,00;11,00;6,00;18,19;12,13;59,13;7,58;0,00;4,27;0,00;10,00;0,00;0,00;3,00;0,00;1,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00
2019-09-22;77,00;0,00;23,00;9,83;32,77;122,50;45,50;9,63;67,38;105,88;4,81;8,00;1,00;10,00;11,00;19,63;4,53;39,25;15,10;0,00;8,11;4,05;17,00;0,00;0,00;3,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-29;63,00;0,00;19,00;27,46;37,15;122,50;38,50;18,00;63,00;108,00;0,00;15,00;7,00;9,00;3,00;24,91;7,33;24,91;8,79;0,00;2,10;2,10;10,00;1,00;0,00;1,00;1,00;3,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-10-06;50,00;0,00;22,00;13,33;28,33;125,00;42,86;10,00;50,00;130,00;10,00;4,00;9,00;17,00;7,00;13,24;11,76;33,82;4,41;0,00;2,08;2,08;7,00;1,00;1,00;0,00;1,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-10-13;56,00;0,00;13,00;6,59;21,41;87,50;28,00;9,33;37,33;84,00;0,00;4,00;1,00;1,00;0,00;11,79;8,84;22,11;4,42;0,00;8,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;40,00;0,00;32,00;6,67;28,33;90,91;25,45;10,00;40,00;100,00;10,00;12,00;4,00;6,00;1,00;11,85;7,41;14,81;0,00;0,00;8,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;5,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-10-27;37,00;0,00;18,00;5,05;20,18;114,70;22,20;9,25;27,75;111,00;4,63;7,00;6,00;7,00;1,00;19,24;4,44;38,48;5,92;0,00;8,22;0,00;6,00;5,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-11-03;39,00;0,00;31,00;14,63;13,00;88,64;39,00;4,88;29,25;68,25;0,00;7,00;3,00;6,00;1,00;6,00;4,50;25,50;3,00;0,00;8,67;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-11-10;37,00;0,00;26,00;4,83;14,48;90,82;26,91;9,25;27,75;55,50;9,25;5,00;9,00;4,00;1,00;13,32;7,40;20,72;7,40;0,00;20,56;0,00;1,00;4,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;28,00;0,00;30,00;9,88;16,47;73,50;31,50;4,67;28,00;74,67;4,67;11,00;1,00;8,00;1,00;16,21;2,95;14,74;5,89;0,00;32,00;0,00;8,00;0,00;1,00;3,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;31,00;0,00;32,00;13,05;16,32;65,44;31,00;10,33;31,00;72,33;5,17;1,00;1,00;3,00;1,00;16,24;4,43;22,14;4,43;0,00;34,88;1,94;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;44,00;0,00;25,00;3,26;17,93;67,69;27,08;4,40;26,40;105,60;4,40;8,00;3,00;6,00;6,00;13,20;5,87;14,67;7,33;0,00;144,00;0,00;4,00;1,00;1,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;29,00;0,00;24,00;4,83;12,89;87,00;36,25;4,83;29,00;96,67;4,83;10,00;6,00;3,00;1,00;13,74;1,53;33,58;7,63;0,00;145,00;0,00;4,00;1,00;0,00;0,00;0,00;5,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;31,00;0,00;20,00;4,89;16,32;68,89;31,00;5,17;31,00;72,33;5,17;8,00;3,00;3,00;3,00;22,14;5,90;17,71;8,86;0,00;93,00;1,94;1,00;1,00;4,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;27,00;0,00;30,00;9,53;12,71;70,88;27,00;9,00;27,00;81,00;4,50;4,00;8,00;13,00;0,00;21,00;13,50;15,00;6,00;3,86;200,57;0,00;9,00;0,00;0,00;1,00;0,00;0,00;8,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;39,00;0,00;33,00;11,87;22,04;92,18;46,09;4,88;48,75;117,00;9,75;7,00;2,00;6,00;0,00;13,50;3,00;19,50;4,50;0,00;203,67;0,00;2,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;53,00;0,00;28,00;9,94;21,53;106,00;28,27;8,83;53,00;70,67;8,83;8,00;7,00;7,00;1,00;15,14;7,57;24,23;9,09;0,00;61,15;2,04;3,00;0,00;1,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;39,00;0,00;39,00;11,38;29,25;95,73;24,82;9,75;48,75;78,00;9,75;6,00;9,00;8,00;1,00;24,00;6,00;36,00;6,00;0,00;4,33;0,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-19;39,00;0,00;32,00;8,13;17,88;152,45;28,36;9,75;68,25;58,50;4,88;4,00;5,00;5,00;4,00;12,00;3,00;42,00;3,00;0,00;8,67;0,00;3,00;4,00;4,00;0,00;4,00;1,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-26;36,00;0,00;23,00;6,55;22,91;126,00;32,40;9,00;45,00;72,00;4,50;10,00;7,00;13,00;1,00;12,00;4,50;39,00;1,50;0,00;4,00;2,00;5,00;0,00;0,00;1,00;0,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-02-02;40,00;0,00;30,00;18,33;40,00;145,45;58,18;5,00;50,00;90,00;10,00;19,00;8,00;8,00;1,00;17,78;4,44;48,89;4,44;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-09;39,00;0,00;27,00;11,38;26,00;148,91;42,55;9,75;78,00;58,50;4,88;11,00;8,00;7,00;4,00;21,00;7,50;33,00;6,00;0,00;7,80;0,00;3,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;32,00;0,00;20,00;9,60;30,40;135,11;46,22;10,67;74,67;117,33;10,67;6,00;13,00;12,00;5,00;18,91;7,27;40,73;7,27;2,00;8,00;4,00;4,00;3,00;0,00;3,00;3,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;49,00;0,00;30,00;11,43;24,50;129,50;42,00;9,80;58,80;68,60;9,80;10,00;12,00;4,00;3,00;17,82;5,94;31,18;8,91;2,04;4,08;2,04;4,00;3,00;0,00;0,00;5,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;37,00;0,00;29,00;3,36;25,23;104,27;50,45;9,25;37,00;55,50;9,25;11,00;5,00;3,00;4,00;5,92;5,92;34,04;5,92;0,00;4,11;4,11;3,00;1,00;0,00;1,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;39,00;0,00;21,00;3,25;14,63;49,64;39,00;9,75;29,25;48,75;9,75;5,00;3,00;4,00;1,00;9,00;3,00;15,00;1,50;0,00;3,90;0,00;1,00;0,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;18,00;0,00;14,00;11,45;9,82;46,80;10,80;4,50;9,00;18,00;4,50;5,00;4,00;2,00;1,00;3,00;4,50;3,00;3,00;0,00;2,25;0,00;0,00;0,00;0,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;10,00;0,00;9,00;3,33;11,67;46,67;3,33;5,00;20,00;20,00;5,00;11,00;2,00;1,00;0,00;7,14;2,86;7,14;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-29;6,00;0,00;9,00;2,00;8,00;42,00;3,00;3,00;18,00;12,00;3,00;3,00;7,00;1,00;1,00;12,00;1,50;7,50;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;12,00;0,00;7,00;3,43;10,29;84,00;4,00;6,00;36,00;36,00;6,00;5,00;5,00;2,00;4,00;19,50;4,50;6,00;3,00;0,00;2,00;0,00;0,00;1,00;1,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;15,00;0,00;15,00;1,67;13,33;82,50;3,75;3,75;15,00;22,50;0,00;3,00;5,00;1,00;0,00;19,50;7,50;4,50;3,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;8,00;0,00;6,00;1,60;6,40;76,00;8,00;8,00;24,00;24,00;4,00;5,00;7,00;2,00;1,00;14,40;1,60;3,20;1,60;0,00;0,00;0,00;5,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;9,00;0,00;9,00;1,80;32,40;57,00;6,00;9,00;27,00;18,00;4,50;2,00;10,00;3,00;0,00;31,50;3,00;3,00;7,50;0,00;4,50;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-05-03;3,00;0,00;2,00;1,50;10,50;60,00;9,00;6,00;12,00;12,00;3,00;5,00;2,00;9,00;2,00;9,00;0,00;0,00;6,00;0,00;3,00;0,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;0,00;8,00;1,50;13,50;57,00;6,00;3,00;24,00;18,00;3,00;7,00;1,00;5,00;1,00;12,00;1,50;7,50;7,50;0,00;0,00;0,00;6,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;8,00;0,00;8,00;3,20;17,60;72,00;8,00;8,00;24,00;8,00;4,00;12,00;1,00;7,00;1,00;6,40;3,20;9,60;9,60;0,00;2,00;0,00;2,00;1,00;1,00;0,00;1,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-24;8,00;0,00;9,00;0,00;14,40;100,00;12,00;8,00;16,00;32,00;8,00;6,00;9,00;5,00;0,00;12,00;0,00;5,33;2,67;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-05-31;22,00;0,00;13,00;3,38;15,23;77,00;7,33;5,50;33,00;55,00;5,50;13,00;5,00;4,00;2,00;8,80;4,40;10,27;5,87;0,00;2,20;2,20;1,00;0,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-06-07;14,00;0,00;14,00;1,75;26,25;84,00;14,00;14,00;28,00;70,00;0,00;6,00;7,00;4,00;1,00;3,11;6,22;6,22;4,67;0,00;0,00;4,67;0,00;1,00;2,00;1,00;2,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;23,00;0,00;16,00;3,29;32,86;82,14;23,00;11,50;57,50;69,00;5,75;0,00;8,00;3,00;2,00;10,73;3,07;23,00;3,07;0,00;7,67;1,92;1,00;1,00;0,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;29,00;0,00;14,00;1,71;37,53;141,38;18,13;19,33;58,00;77,33;9,67;10,00;11,00;4,00;3,00;7,63;3,05;18,32;4,58;0,00;0,00;2,07;4,00;3,00;3,00;0,00;3,00;1,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00
2020-06-28;22,00;0,00;16,00;1,69;35,54;80,67;29,33;11,00;44,00;110,00;11,00;13,00;19,00;5,00;4,00;19,07;5,87;10,27;2,93;0,00;8,80;0,00;1,00;4,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;29,00;0,00;7,00;4,83;25,78;112,38;25,38;4,83;58,00;116,00;4,83;11,00;10,00;10,00;3,00;18,85;7,25;17,40;2,90;0,00;8,29;0,00;4,00;4,00;0,00;1,00;3,00;3,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-07-12;32,00;1,00;22,00;13,47;18,53;113,78;32,00;10,67;64,00;149,33;5,33;10,00;12,00;6,00;4,00;15,24;1,52;16,76;6,10;0,00;4,00;0,00;7,00;1,00;3,00;3,00;4,00;0,00;7,00;1,00;0,00;5,00;0,00;0,00;0,00
2020-07-19;25,00;0,00;13,00;8,33;25,00;142,86;50,00;16,67;58,33;108,33;8,33;21,00;18,00;9,00;1,00;14,71;11,76;13,24;11,76;2,08;2,08;2,08;1,00;1,00;1,00;0,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00
2020-07-26;24,00;0,00;15,00;0,00;36,00;113,14;44,57;12,00;72,00;168,00;12,00;21,00;18,00;10,00;3,00;31,50;13,50;19,50;7,50;0,00;4,00;0,00;3,00;1,00;1,00;0,00;0,00;1,00;8,00;0,00;3,00;3,00;0,00;0,00;0,00
2020-08-02;44,00;0,00;16,00;4,89;21,19;128,62;50,77;8,80;61,60;167,20;17,60;18,00;14,00;15,00;0,00;28,83;12,14;21,24;6,07;0,00;4,00;4,00;3,00;0,00;1,00;7,00;1,00;3,00;11,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-08-09;25,00;0,00;19,00;1,67;20,00;164,29;57,14;8,33;75,00;150,00;8,33;18,00;21,00;6,00;3,00;16,18;14,71;8,82;13,24;0,00;12,50;4,17;4,00;3,00;6,00;0,00;10,00;1,00;6,00;0,00;1,00;1,00;0,00;0,00;0,00
2020-08-16;27,00;0,00;18,00;1,69;27,00;121,50;43,88;9,00;63,00;171,00;18,00;14,00;15,00;4,00;6,00;25,50;12,00;15,00;4,50;0,00;3,86;0,00;4,00;7,00;1,00;3,00;4,00;1,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;29,00;0,00;19,00;1,71;34,12;126,88;32,63;9,67;58,00;125,67;9,67;19,00;47,00;1,00;4,00;16,79;7,63;19,84;12,21;0,00;8,29;0,00;1,00;4,00;1,00;0,00;1,00;1,00;3,00;1,00;0,00;3,00;0,00;0,00;0,00
2020-08-30;23,00;0,00;11,00;0,00;21,36;65,71;39,43;5,75;34,50;149,50;5,75;19,00;10,00;4,00;3,00;19,93;4,60;10,73;3,07;0,00;7,67;0,00;4,00;0,00;3,00;1,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;29,00;0,00;11,00;3,22;19,33;76,13;25,38;9,67;38,67;96,67;58,00;27,00;7,00;7,00;1,00;18,85;4,35;1,45;5,80;0,00;8,29;2,07;8,00;3,00;1,00;3,00;7,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-09-13;21,00;0,00;7,00;3,50;15,75;115,50;21,00;10,50;31,50;105,00;10,50;31,00;11,00;7,00;3,00;15,00;6,00;6,00;7,50;0,00;8,40;0,00;4,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;18,00;0,00;7,00;3,27;16,36;72,00;18,00;9,00;54,00;63,00;9,00;10,00;5,00;5,00;1,00;7,50;4,50;6,00;3,00;0,00;9,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
