Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;45,00;900,00;1095,00;195,00;540,00;697,50;11,25;427,50;112,50;173,08;100,38;131,54;180,00;135,00;405,00;78,75;11,25;290,00;410,00;20,00;110,00;21,60;84,60;48,60;54,00;15,43;36,00;39,86;16,71;7,00;4,00;2,00;4,00;24,00;2,00;2,00
2019-01-13;45,00;930,00;1035,00;195,00;540,00;607,50;11,25;405,00;112,50;166,15;107,31;131,54;186,92;135,00;382,50;78,75;11,25;255,00;395,00;25,00;135,00;21,60;82,80;39,60;54,00;19,29;28,29;50,14;23,14;8,00;5,00;3,00;8,00;17,00;1,00;2,00
2019-01-20;48,00;928,00;1088,00;208,00;512,00;696,00;12,00;408,00;144,00;168,00;96,00;137,14;195,43;144,00;408,00;72,00;12,00;254,40;403,20;19,20;110,40;19,56;85,33;49,78;55,11;18,95;29,05;40,42;13,89;8,00;4,00;5,00;9,00;18,00;3,00;1,00
2019-01-27;40,00;760,00;853,33;186,67;466,67;540,00;10,00;300,00;100,00;153,33;83,33;120,00;173,33;110,00;310,00;70,00;10,00;300,00;345,00;25,00;95,00;18,18;90,91;41,82;54,55;18,75;33,75;46,25;15,00;9,00;2,00;5,00;5,00;18,00;2,00;1,00
2019-02-03;50,00;712,50;787,50;162,50;412,50;650,00;12,50;425,00;125,00;153,33;96,67;123,33;180,00;110,00;330,00;70,00;20,00;245,45;345,45;18,18;95,45;23,21;80,36;42,86;46,43;13,75;36,25;45,00;16,25;5,00;4,00;4,00;5,00;14,00;1,00;4,00
2019-02-10;50,00;700,00;837,50;162,50;425,00;725,00;12,50;400,00;150,00;167,86;100,00;128,57;182,14;110,00;370,00;70,00;10,00;245,45;331,82;18,18;81,82;21,43;73,21;37,50;53,57;21,25;33,75;40,00;18,75;9,00;6,00;4,00;10,00;15,00;3,00;5,00
2019-02-17;45,00;945,00;1020,00;210,00;585,00;652,50;11,25;405,00;135,00;186,92;107,31;131,54;211,15;146,25;438,75;67,50;11,25;290,00;405,00;25,00;100,00;23,40;81,00;43,20;55,80;16,71;38,57;47,57;18,00;7,00;3,00;2,00;13,00;15,00;2,00;3,00
2019-02-24;47,00;955,67;1065,33;203,67;658,00;681,50;11,75;470,00;141,00;184,64;100,71;134,29;188,00;141,00;423,00;94,00;11,75;249,10;361,90;18,80;98,70;19,88;83,15;43,38;50,62;19,05;33,03;40,65;15,24;9,00;7,00;3,00;6,00;16,00;2,00;1,00
2019-03-03;54,00;904,50;999,00;216,00;553,50;540,00;9,00;378,00;108,00;216,00;122,40;151,20;216,00;162,00;410,40;86,40;10,80;314,18;402,55;24,55;108,00;26,07;98,69;57,72;65,17;15,07;32,65;41,44;20,09;10,00;9,00;4,00;13,00;20,00;1,00;3,00
2019-03-10;62,00;1054,00;1116,00;232,50;651,00;640,67;10,33;413,33;124,00;192,89;99,89;137,78;227,33;134,33;382,33;72,33;10,33;276,62;453,08;19,08;119,23;25,53;91,18;45,59;69,29;26,04;35,96;53,32;19,84;13,00;4,00;3,00;7,00;21,00;1,00;5,00
2019-03-17;58,00;928,00;1015,00;203,00;565,50;560,67;9,67;348,00;116,00;174,00;92,12;150,12;180,82;139,20;429,20;81,20;11,60;280,33;444,67;24,17;116,00;25,38;94,25;52,56;58,00;18,91;35,30;40,35;22,70;6,00;6,00;4,00;11,00;32,00;0,50;3,00
2019-03-24;59,00;958,75;1003,00;206,50;575,25;590,00;9,83;354,00;118,00;183,94;121,47;145,76;190,88;127,83;354,00;68,83;19,67;270,42;422,83;19,67;132,75;16,59;90,34;51,63;53,47;20,09;32,64;43,94;18,83;9,00;7,00;2,00;11,00;21,00;2,00;3,00
