Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-05-05;69,00;58,65;14,95;47,44;1,08;19,41;25,00;18,00;16,00;21,00;16,00;22,00;18,00;2,00;6,00;16,00;3,00;7,00;3,00;7,00;6,00;2,00;5,00;4,00;1,00;4,00;2,00;1,00;3,00;1,00;1,00;0,50;0,50
2019-05-12;60,00;47,31;13,85;131,11;1,11;17,78;24,00;17,00;14,00;22,00;19,00;20,00;19,00;2,00;7,00;15,00;3,00;7,00;3,00;8,00;9,00;3,00;5,00;3,00;1,00;3,00;4,00;1,00;2,00;1,00;1,00;0,00;0,50
2019-05-19;57,00;47,69;15,12;74,54;1,10;15,35;25,00;14,00;13,00;17,00;19,00;23,00;18,00;1,00;7,00;15,00;5,00;8,00;4,00;6,00;9,00;4,00;5,00;3,00;1,00;4,00;3,00;1,00;3,00;1,00;2,00;0,50;1,00
2019-05-26;61,00;45,75;12,90;47,93;1,09;15,25;24,00;16,00;13,00;18,00;22,00;20,00;15,00;2,00;6,00;16,00;3,00;5,00;2,00;8,00;6,00;4,00;4,00;3,00;2,00;3,00;3,00;2,00;2,00;0,50;2,00;0,50;0,50
2019-06-02;68,00;55,32;16,14;48,26;1,10;17,55;26,00;18,00;15,00;18,00;20,00;35,00;17,00;4,00;8,00;16,00;3,00;7,00;3,00;7,00;8,00;3,00;6,00;3,00;1,00;4,00;5,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-06-09;69,00;49,12;16,37;51,19;1,11;15,58;27,00;20,00;16,00;20,00;21,00;25,00;20,00;4,00;8,00;18,00;3,00;7,00;5,00;8,00;9,00;3,00;5,00;4,00;1,00;4,00;4,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-06-16;72,00;51,10;16,26;43,64;1,09;17,45;28,00;17,00;14,00;20,00;23,00;23,00;19,00;4,00;7,00;18,00;3,00;7,00;3,00;8,00;9,00;4,00;6,00;3,00;2,00;4,00;4,00;1,00;3,00;1,00;1,00;0,50;0,50
2019-06-23;69,00;51,75;17,25;45,28;1,08;19,41;24,00;19,00;17,00;22,00;21,00;22,00;20,00;3,00;8,00;20,00;3,00;9,00;4,00;8,00;9,00;4,00;6,00;2,00;2,00;3,00;3,00;2,00;4,00;1,00;2,00;0,50;0,50
2019-06-30;66,00;50,07;19,34;46,20;1,10;19,80;29,00;23,00;13,00;21,00;22,00;23,00;21,00;3,00;7,00;23,00;4,00;7,00;4,00;8,00;9,00;5,00;6,00;3,00;2,00;5,00;3,00;2,00;3,00;1,00;2,00;0,50;1,00
2019-07-07;71,00;53,54;18,62;46,59;1,11;19,97;34,00;21,00;16,00;22,00;25,00;26,00;23,00;3,00;7,00;19,00;3,00;8,00;5,00;8,00;10,00;4,00;6,00;3,00;2,00;6,00;4,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-07-14;69,00;60,95;20,70;45,28;1,08;21,56;33,00;21,00;18,00;20,00;25,00;26,00;23,00;2,00;9,00;22,00;4,00;9,00;5,00;10,00;11,00;4,00;7,00;3,00;3,00;4,00;5,00;1,00;4,00;1,00;2,00;0,50;1,00
2019-07-21;81,00;61,61;20,54;48,16;1,09;21,89;35,00;23,00;19,00;23,00;26,00;24,00;22,00;2,00;8,00;22,00;3,00;10,00;5,00;10,00;12,00;4,00;8,00;3,00;2,00;5,00;4,00;2,00;3,00;1,00;1,00;0,50;1,00
2019-07-28;82,00;65,83;21,94;48,76;2,22;24,38;34,00;25,00;17,00;26,00;28,00;27,00;25,00;3,00;8,00;21,00;3,00;11,00;5,00;10,00;15,00;5,00;9,00;4,00;2,00;5,00;6,00;2,00;3,00;1,00;3,00;0,50;1,00
2019-08-04;83,00;62,25;19,60;54,61;1,09;26,21;42,00;23,00;15,00;25,00;33,00;27,00;28,00;3,00;7,00;25,00;4,00;9,00;7,00;10,00;16,00;5,00;10,00;4,00;2,00;5,00;5,00;3,00;3,00;1,00;3,00;0,50;1,00
2019-08-11;79,00;66,22;17,43;68,03;1,10;24,14;39,00;22,00;16,00;24,00;30,00;23,00;26,00;3,00;7,00;22,00;4,00;9,00;7,00;8,00;12,00;5,00;9,00;3,00;2,00;4,00;6,00;4,00;4,00;1,00;2,00;0,50;0,50
2019-08-18;76,00;61,03;19,58;52,11;1,09;21,71;38,00;24,00;16,00;24,00;30,00;23,00;24,00;3,00;8,00;18,00;4,00;8,00;4,00;9,00;10,00;5,00;9,00;3,00;2,00;5,00;5,00;3,00;3,00;1,00;3,00;0,50;0,50
2019-08-25;75,00;57,69;17,31;50,74;2,21;19,85;36,00;23,00;17,00;21,00;26,00;26,00;22,00;4,00;6,00;19,00;3,00;8,00;6,00;8,00;10,00;4,00;7,00;4,00;1,00;5,00;4,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-09-01;78,00;59,37;18,63;52,00;1,08;17,33;34,00;21,00;18,00;30,00;26,00;26,00;21,00;2,00;6,00;20,00;3,00;7,00;4,00;7,00;9,00;5,00;7,00;3,00;2,00;5,00;4,00;1,00;3,00;0,50;1,00;0,50;0,50
2019-09-08;72,00;53,71;17,14;48,00;1,09;17,45;31,00;18,00;17,00;21,00;25,00;25,00;21,00;3,00;6,00;19,00;3,00;8,00;4,00;7,00;9,00;4,00;5,00;3,00;1,00;5,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-09-15;77,00;65,51;18,39;57,20;1,10;17,60;32,00;19,00;19,00;26,00;22,00;23,00;22,00;3,00;7,00;20,00;3,00;8,00;2,00;8,00;8,00;4,00;5,00;4,00;1,00;4,00;3,00;1,00;3,00;0,50;1,00;0,50;0,00
2019-09-22;85,00;62,88;16,30;56,67;1,09;15,26;33,00;20,00;17,00;26,00;23,00;24,00;21,00;3,00;5,00;19,00;3,00;9,00;3,00;10,00;11,00;3,00;5,00;3,00;1,00;5,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-09-29;83,00;58,79;18,44;50,24;1,09;15,29;33,00;19,00;16,00;22,00;26,00;22,00;23,00;3,00;5,00;19,00;3,00;7,00;3,00;9,00;8,00;5,00;6,00;2,00;1,00;5,00;3,00;1,00;2,00;1,00;2,00;1,00;0,50
2019-10-06;85,00;55,14;19,53;54,49;1,09;17,44;35,00;20,00;18,00;21,00;25,00;22,00;24,00;3,00;6,00;23,00;4,00;7,00;3,00;8,00;8,00;4,00;5,00;3,00;1,00;4,00;4,00;1,00;3,00;1,00;1,00;0,50;0,00
2019-10-13;71,00;48,89;17,46;48,81;1,11;15,53;29,00;18,00;16,00;19,00;20,00;18,00;18,00;3,00;6,00;19,00;3,00;7,00;4,00;7,00;10,00;3,00;6,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,00;0,00
2019-10-20;70,00;56,00;16,33;45,94;1,09;15,31;37,00;20,00;17,00;22,00;23,00;19,00;23,00;3,00;5,00;18,00;2,00;8,00;2,00;7,00;8,00;4,00;5,00;3,00;2,00;5,00;4,00;1,00;3,00;1,00;1,00;0,00;0,50
2019-10-27;67,00;63,53;18,48;47,55;1,08;17,29;28,00;18,00;17,00;21,00;23,00;20,00;28,00;3,00;4,00;16,00;2,00;7,00;3,00;8,00;6,00;4,00;5,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-11-03;81,00;55,54;20,83;52,54;1,09;17,51;33,00;30,00;18,00;22,00;26,00;19,00;23,00;3,00;4,00;16,00;3,00;7,00;3,00;9,00;7,00;3,00;5,00;4,00;1,00;4,00;3,00;2,00;2,00;0,50;1,00;0,50;0,50
2019-11-10;100,00;54,02;16,09;47,83;1,09;21,74;33,00;18,00;19,00;17,00;23,00;82,00;24,00;3,00;4,00;15,00;3,00;7,00;2,00;8,00;7,00;3,00;4,00;4,00;0,50;3,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-11-17;85,00;53,99;14,93;52,31;1,09;21,79;31,00;19,00;15,00;17,00;26,00;34,00;24,00;3,00;4,00;15,00;3,00;6,00;2,00;6,00;6,00;3,00;5,00;3,00;1,00;4,00;3,00;2,00;2,00;0,50;1,00;0,50;0,50
2019-11-24;98,00;56,49;17,29;45,73;1,09;21,78;33,00;18,00;15,00;21,00;25,00;20,00;23,00;4,00;4,00;15,00;3,00;5,00;2,00;8,00;7,00;3,00;5,00;3,00;1,00;3,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-12-01;89,00;57,79;17,34;47,76;1,09;30,39;34,00;20,00;16,00;21,00;25,00;17,00;24,00;3,00;5,00;16,00;3,00;6,00;3,00;7,00;8,00;3,00;6,00;3,00;1,00;4,00;4,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-12-08;68,00;47,25;16,14;41,68;1,10;15,35;27,00;19,00;14,00;21,00;19,00;15,00;20,00;3,00;4,00;12,00;3,00;4,00;3,00;6,00;6,00;3,00;4,00;3,00;1,00;4,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50
2019-12-15;63,00;45,82;13,75;41,28;1,09;13,03;22,00;15,00;12,00;15,00;19,00;16,00;20,00;2,00;4,00;12,00;2,00;7,00;2,00;6,00;5,00;2,00;4,00;3,00;1,00;3,00;2,00;1,00;1,00;0,50;1,00;0,50;0,50
2019-12-22;68,00;47,25;16,14;46,06;1,10;17,55;26,00;17,00;15,00;18,00;20,00;19,00;23,00;3,00;5,00;13,00;3,00;6,00;3,00;6,00;6,00;3,00;5,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-12-29;74,00;52,03;17,34;45,71;1,09;17,41;27,00;20,00;15,00;18,00;25,00;18,00;44,00;2,00;5,00;17,00;3,00;6,00;3,00;5,00;6,00;4,00;6,00;3,00;1,00;2,00;4,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-01-05;84,00;56,38;20,71;57,47;1,11;19,89;29,00;18,00;17,00;23,00;23,00;20,00;22,00;3,00;5,00;18,00;2,00;6,00;3,00;6,00;7,00;3,00;4,00;3,00;1,00;3,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-01-12;87,00;59,16;20,88;63,08;1,09;19,58;28,00;19,00;17,00;23,00;22,00;25,00;22,00;3,00;6,00;16,00;2,00;6,00;3,00;7,00;8,00;3,00;5,00;4,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-01-19;79,00;53,44;20,91;54,86;1,10;17,56;28,00;17,00;16,00;23,00;25,00;20,00;22,00;1,00;6,00;15,00;2,00;4,00;4,00;6,00;7,00;4,00;5,00;4,00;1,00;3,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-01-26;74,00;53,19;18,50;54,41;1,09;15,24;29,00;15,00;16,00;23,00;22,00;23,00;22,00;2,00;6,00;16,00;1,00;5,00;3,00;7,00;7,00;3,00;5,00;3,00;1,00;3,00;2,00;1,00;2,00;0,50;1,00;0,00;0,50
2020-02-02;81,00;57,86;19,67;59,11;1,09;17,51;26,00;18,00;17,00;28,00;22,00;22,00;21,00;1,00;6,00;17,00;3,00;6,00;2,00;6,00;7,00;4,00;5,00;4,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-02-09;76,00;52,97;18,42;52,11;1,09;17,37;25,00;17,00;15,00;20,00;21,00;21,00;20,00;2,00;7,00;21,00;2,00;7,00;3,00;7,00;7,00;3,00;4,00;3,00;1,00;4,00;4,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-02-16;73,00;57,94;17,38;55,82;1,07;17,18;28,00;19,00;18,00;22,00;19,00;26,00;22,00;2,00;6,00;15,00;2,00;5,00;3,00;6,00;7,00;3,00;5,00;3,00;1,00;3,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2020-02-23;62,00;47,96;12,87;46,50;1,11;17,71;23,00;16,00;22,00;19,00;20,00;26,00;20,00;2,00;6,00;15,00;3,00;6,00;3,00;7,00;6,00;3,00;4,00;2,00;1,00;4,00;3,00;2,00;2,00;0,50;1,00;0,50;0,50
2020-03-01;56,00;44,57;13,71;38,77;1,08;12,92;21,00;14,00;14,00;17,00;17,00;14,00;16,00;2,00;4,00;13,00;2,00;5,00;2,00;4,00;4,00;2,00;3,00;3,00;1,00;4,00;3,00;2,00;1,00;0,50;1,00;0,50;0,50
2020-03-08;52,00;36,98;10,40;30,33;1,08;10,83;17,00;12,00;13,00;13,00;12,00;11,00;12,00;1,00;3,00;11,00;2,00;6,00;2,00;5,00;4,00;2,00;3,00;2,00;1,00;3,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50
2020-03-15;32,00;22,52;5,93;19,20;1,07;4,27;7,00;9,00;5,00;6,00;6,00;24,00;6,00;1,00;1,00;8,00;1,00;8,00;1,00;5,00;3,00;1,00;1,00;2,00;1,00;5,00;1,00;1,00;1,00;0,50;0,50;0,50;0,50
2020-03-22;19,00;15,44;3,56;19,00;1,06;2,11;5,00;5,00;4,00;6,00;4,00;16,00;4,00;0,50;1,00;4,00;1,00;3,00;1,00;3,00;3,00;0,50;1,00;1,00;0,50;2,00;0,50;0,50;0,50;0,50;1,00;0,00;0,50
2020-03-29;19,00;14,25;3,56;14,78;1,06;2,11;6,00;3,00;4,00;6,00;4,00;10,00;4,00;1,00;1,00;4,00;1,00;2,00;1,00;2,00;4,00;0,50;1,00;0,50;1,00;2,00;1,00;0,50;0,50;0,50;0,50;0,50;0,50
2020-04-05;17,00;14,73;3,40;19,13;1,06;2,13;16,00;6,00;3,00;6,00;4,00;10,00;6,00;0,50;1,00;3,00;1,00;3,00;1,00;1,00;6,00;1,00;1,00;0,50;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,00;0,00
2020-04-12;17,00;15,87;2,27;19,13;0,00;2,13;6,00;5,00;5,00;7,00;4,00;8,00;4,00;0,50;1,00;4,00;1,00;3,00;1,00;2,00;3,00;1,00;1,00;0,50;1,00;1,00;0,50;0,50;0,50;0,00;1,00;0,00;0,50
2020-04-19;17,00;14,57;2,43;14,88;0,00;2,13;6,00;4,00;3,00;6,00;4,00;8,00;4,00;0,50;1,00;4,00;0,50;2,00;1,00;2,00;3,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,00;0,50
2020-04-26;17,00;13,36;2,43;14,88;1,06;4,25;5,00;5,00;3,00;6,00;4,00;10,00;4,00;0,50;1,00;4,00;0,50;2,00;1,00;1,00;4,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,00;0,50
2020-05-03;18,00;12,38;3,38;18,00;0,00;2,25;5,00;4,00;4,00;6,00;4,00;9,00;3,00;1,00;1,00;4,00;1,00;3,00;1,00;1,00;3,00;1,00;0,50;1,00;0,50;1,00;1,00;0,50;0,50;0,50;0,50;0,00;0,00
2020-05-10;17,00;13,60;2,27;17,00;1,06;2,13;5,00;4,00;3,00;5,00;4,00;6,00;5,00;0,50;1,00;4,00;1,00;2,00;1,00;1,00;3,00;1,00;0,50;1,00;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,50;0,00
2020-05-17;15,00;11,54;2,31;17,14;1,07;2,14;6,00;5,00;4,00;6,00;3,00;6,00;3,00;0,50;1,00;4,00;1,00;1,00;1,00;1,00;3,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;0,00;0,50;0,50;0,50;0,00
2020-05-24;16,00;12,57;3,43;16,00;1,14;4,57;6,00;5,00;4,00;7,00;3,00;7,00;3,00;0,50;2,00;3,00;0,50;3,00;1,00;1,00;3,00;1,00;1,00;0,50;0,50;1,00;1,00;0,50;1,00;0,50;0,50;0,50;0,00
2020-05-31;17,00;14,57;3,64;14,88;1,06;4,25;6,00;4,00;3,00;7,00;4,00;7,00;5,00;1,00;2,00;4,00;1,00;3,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;1,00;0,50;1,00;0,00;0,50;0,00;0,00
2020-06-07;16,00;14,86;3,43;16,00;1,14;4,57;6,00;4,00;4,00;7,00;4,00;6,00;5,00;0,50;2,00;4,00;1,00;2,00;1,00;2,00;2,00;1,00;1,00;1,00;0,50;1,00;1,00;1,00;1,00;0,50;1,00;0,00;0,50
2020-06-14;17,00;18,21;4,86;14,88;1,06;4,25;6,00;5,00;4,00;7,00;6,00;6,00;6,00;1,00;3,00;5,00;1,00;4,00;2,00;3,00;3,00;1,00;2,00;1,00;0,50;2,00;1,00;0,50;0,50;0,50;1,00;0,50;0,00
2020-06-21;18,00;18,00;4,80;13,50;0,00;4,50;9,00;5,00;5,00;8,00;4,00;6,00;5,00;1,00;2,00;4,00;2,00;3,00;2,00;2,00;3,00;1,00;2,00;1,00;0,50;2,00;1,00;1,00;1,00;0,50;0,50;0,50;0,50
2020-06-28;17,00;18,13;4,53;14,88;1,06;6,38;6,00;4,00;5,00;7,00;5,00;6,00;7,00;1,00;2,00;4,00;2,00;3,00;2,00;2,00;3,00;1,00;3,00;2,00;0,50;2,00;1,00;1,00;1,00;1,00;1,00;0,50;0,50
2020-07-05;18,00;16,88;4,50;15,75;1,13;4,50;7,00;5,00;4,00;6,00;6,00;8,00;8,00;0,50;3,00;3,00;1,00;2,00;2,00;3,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;0,50;1,00;0,50;0,50;0,00;0,50
2020-07-12;18,00;20,25;5,63;13,50;1,13;6,75;7,00;6,00;5,00;8,00;6,00;8,00;8,00;1,00;2,00;5,00;2,00;4,00;2,00;2,00;4,00;1,00;3,00;2,00;0,50;1,00;2,00;1,00;21,00;0,50;1,00;0,50;1,00
2020-07-19;21,00;17,68;5,53;12,60;1,05;6,30;7,00;6,00;5,00;6,00;6,00;8,00;7,00;1,00;3,00;7,00;2,00;4,00;3,00;2,00;3,00;1,00;3,00;2,00;0,50;2,00;2,00;1,00;7,00;0,50;1,00;0,00;0,50
2020-07-26;22,00;22,00;4,63;15,40;1,10;6,60;6,00;6,00;4,00;9,00;4,00;9,00;8,00;1,00;2,00;6,00;1,00;4,00;2,00;3,00;2,00;1,00;3,00;2,00;0,50;2,00;2,00;1,00;2,00;0,50;0,50;0,50;0,50
2020-08-02;17,00;21,53;5,67;17,00;1,06;6,38;9,00;7,00;5,00;9,00;7,00;9,00;7,00;1,00;3,00;5,00;2,00;4,00;3,00;3,00;4,00;1,00;5,00;2,00;1,00;2,00;1,00;1,00;1,00;0,50;1,00;0,50;0,50
2020-08-09;17,00;26,07;5,67;17,00;1,06;8,50;9,00;6,00;4,00;10,00;6,00;8,00;8,00;1,00;2,00;5,00;2,00;5,00;3,00;3,00;2,00;1,00;3,00;1,00;1,00;4,00;2,00;1,00;1,00;1,00;1,00;0,00;0,50
2020-08-16;19,00;28,50;4,75;12,67;1,06;8,44;9,00;6,00;6,00;8,00;5,00;7,00;12,00;1,00;2,00;5,00;2,00;5,00;2,00;2,00;4,00;1,00;3,00;1,00;1,00;2,00;2,00;1,00;1,00;0,50;1,00;0,50;0,50
2020-08-23;17,00;24,93;3,40;12,75;1,06;8,50;6,00;7,00;6,00;10,00;4,00;7,00;7,00;1,00;2,00;4,00;2,00;4,00;2,00;2,00;3,00;1,00;2,00;2,00;0,50;2,00;2,00;1,00;1,00;0,50;1,00;0,00;0,00
2020-08-30;22,00;25,47;5,79;15,40;1,10;6,60;8,00;7,00;5,00;8,00;5,00;11,00;7,00;1,00;2,00;6,00;2,00;3,00;2,00;2,00;4,00;1,00;3,00;1,00;0,50;2,00;1,00;1,00;1,00;0,50;1,00;0,50;0,50
2020-09-06;20,00;24,71;4,71;13,33;1,11;6,67;12,00;5,00;6,00;9,00;5,00;7,00;6,00;1,00;2,00;5,00;2,00;3,00;2,00;1,00;3,00;1,00;3,00;1,00;1,00;2,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50
2020-09-13;18,00;22,80;4,80;69,75;1,13;6,75;6,00;5,00;5,00;8,00;3,00;6,00;5,00;1,00;2,00;6,00;1,00;3,00;2,00;2,00;4,00;1,00;2,00;1,00;0,50;1,00;1,00;1,00;1,00;0,50;1,00;0,50;0,50
2020-09-20;20,00;24,71;4,71;37,78;1,11;6,67;6,00;5,00;6,00;11,00;10,00;6,00;6,00;1,00;1,00;5,00;1,00;3,00;1,00;2,00;3,00;1,00;2,00;1,00;0,50;1,00;1,00;0,50;1,00;0,50;1,00;0,00;0,50
2020-09-27;21,00;19,83;3,50;14,70;1,05;4,20;6,00;6,00;5,00;10,00;3,00;7,00;5,00;0,50;2,00;5,00;1,00;2,00;1,00;2,00;4,00;1,00;2,00;1,00;0,50;1,00;1,00;1,00;1,00;0,50;0,50;0,50;0,50
2020-10-04;23,00;23,00;4,60;14,64;1,05;6,27;6,00;5,00;5,00;10,00;4,00;12,00;5,00;1,00;2,00;4,00;1,00;3,00;1,00;2,00;4,00;1,00;3,00;1,00;1,00;1,00;2,00;0,50;1,00;0,50;0,50;0,00;0,00
2020-10-11;18,00;25,20;4,80;15,75;1,13;6,75;6,00;5,00;4,00;9,00;4,00;7,00;6,00;1,00;2,00;4,00;1,00;2,00;0,50;2,00;3,00;1,00;2,00;1,00;1,00;1,00;2,00;0,50;1,00;0,50;1,00;0,00;0,50
2020-10-18;18,00;15,75;4,50;13,50;1,13;6,75;5,00;5,00;4,00;10,00;3,00;4,00;5,00;1,00;1,00;4,00;2,00;2,00;1,00;1,00;3,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50
2020-10-25;19,00;16,63;3,56;12,67;1,06;4,22;4,00;4,00;4,00;10,00;2,00;5,00;13,00;1,00;1,00;4,00;1,00;2,00;1,00;2,00;4,00;1,00;1,00;1,00;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,50
2020-11-01;17,00;20,40;2,27;12,75;1,06;2,13;4,00;5,00;4,00;9,00;4,00;4,00;58,00;0,50;1,00;3,00;0,50;2,00;1,00;1,00;3,00;1,00;0,50;1,00;0,50;2,00;1,00;0,50;0,50;0,50;0,50;0,00;0,50
