Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;21,00;1,31;262,50;133,88;0,00;17,00
2019-01-13;14,00;2,33;205,33;105,00;1,17;16,00
2019-01-20;15,00;1,25;202,50;102,50;2,50;17,00
2019-01-27;16,00;1,14;157,71;96,00;1,14;14,00
2019-02-03;12,00;2,40;158,40;88,80;2,40;16,00
2019-02-10;11,00;2,75;178,75;126,50;2,75;12,00
2019-02-17;16,00;2,29;132,57;96,00;0,00;11,00
2019-02-24;12,00;4,80;153,60;93,60;1,20;20,00
2019-03-03;16,00;5,33;186,67;106,67;0,00;16,00
2019-03-10;12,00;1,20;151,20;88,80;0,00;11,00
2019-03-17;19,00;4,75;144,88;104,50;1,19;14,00
2019-03-24;14,00;2,33;147,00;93,33;0,00;13,00
2019-03-31;12,00;2,40;122,40;93,60;1,20;11,00
2019-04-07;10,00;2,50;162,50;95,00;1,25;14,00
2019-04-14;10,00;2,50;117,50;97,50;1,25;17,00
2019-04-21;13,00;2,60;176,80;83,20;1,30;13,00
2019-04-28;14,00;1,17;144,67;81,67;1,17;9,00
2019-05-05;19,00;1,19;121,13;85,50;2,38;20,00
2019-05-12;9,00;2,25;132,75;83,25;1,13;15,00
2019-05-19;11,00;2,75;165,00;104,50;2,75;17,00
2019-05-26;14,00;1,17;144,67;70,00;1,17;15,00
2019-06-02;18,00;2,57;154,29;100,29;2,57;11,00
2019-06-09;20,00;1,25;182,50;82,50;2,50;13,00
2019-06-16;15,00;2,50;137,50;105,00;0,00;14,00
2019-06-23;17,00;2,43;131,14;92,29;1,21;13,00
2019-06-30;11,00;0,00;121,00;92,40;1,10;16,00
2019-07-07;14,00;2,33;140,00;84,00;2,33;28,00
2019-07-14;12,00;1,20;146,40;91,20;2,40;9,00
2019-07-21;14,00;2,33;142,33;100,33;2,33;15,00
2019-07-28;15,00;2,50;157,50;115,00;1,25;19,00
2019-08-04;44,00;1,22;166,22;100,22;1,22;11,00
2019-08-11;15,00;1,25;157,50;105,00;1,25;14,00
2019-08-18;19,00;2,38;154,38;83,13;2,38;17,00
2019-08-25;13,00;1,30;169,00;109,20;0,00;13,00
2019-09-01;16,00;2,29;141,71;93,71;1,14;12,00
2019-09-08;19,00;2,38;173,38;104,50;1,19;21,00
2019-09-15;17,00;2,43;157,86;94,71;4,86;11,00
2019-09-22;15,00;2,50;172,50;90,00;2,50;15,00
2019-09-29;21,00;4,67;137,67;91,00;0,00;14,00
2019-10-06;15,00;5,00;157,50;102,50;1,25;12,00
2019-10-13;10,00;5,00;140,00;110,00;1,25;11,00
2019-10-20;14,00;7,00;128,33;79,33;1,17;13,00
