Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;35,00;96,76;61,76;0,00;37,06;36,06;45,61;44,55;31,82;44,00;30,00;18,00;14,00;14,00;15,00;8,00;14,00;5,00;15,00;8,00;11,00;9,00;9,00;12,00;2,00;2,00;6,00;5,00;0,00;3,00;4,00;1,00;1,00;0,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-13;33,00;77,65;40,76;0,00;40,76;44,34;35,06;31,97;29,91;38,00;29,00;29,00;15,00;12,00;12,00;11,00;11,00;11,00;10,00;10,00;10,00;4,00;8,00;12,00;2,00;3,00;2,00;2,00;0,00;5,00;3,00;1,00;2,00;0,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00;0,00;1,00
2019-01-20;29,00;83,13;56,07;0,00;42,53;29,00;32,11;36,25;30,04;44,00;15,00;27,00;14,00;12,00;17,00;7,00;11,00;6,00;6,00;8,00;6,00;10,00;5,00;14,00;8,00;3,00;4,00;2,00;1,00;2,00;2,00;3,00;4,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-01-27;21,00;74,45;51,55;0,00;53,45;35,70;48,30;37,80;28,35;38,00;19,00;18,00;27,00;19,00;13,00;10,00;13,00;7,00;8,00;8,00;6,00;7,00;9,00;10,00;7,00;5,00;1,00;7,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00
2019-02-03;17,00;95,63;55,25;0,00;51,00;45,69;36,13;31,88;36,13;25,00;28,00;16,00;22,00;16,00;10,00;6,00;16,00;12,00;5,00;4,00;8,00;9,00;7,00;8,00;8,00;5,00;1,00;3,00;4,00;2,00;5,00;2,00;0,00;2,00;1,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-02-10;27,00;81,00;40,50;0,00;36,64;41,54;34,27;29,08;39,46;40,00;21,00;19,00;22,00;11,00;20,00;8,00;14,00;8,00;8,00;7,00;16,00;6,00;8,00;3,00;2,00;2,00;4,00;6,00;4,00;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;25,00;87,50;52,08;0,00;70,83;39,58;31,25;25,00;29,17;28,00;30,00;23,00;17,00;12,00;14,00;9,00;9,00;10,00;9,00;4,00;16,00;8,00;6,00;11,00;5,00;6,00;1,00;2,00;3,00;2,00;3,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-02-24;28,00;80,00;44,00;0,00;48,00;36,30;47,70;33,19;26,96;34,00;26,00;16,00;23,00;13,00;18,00;12,00;9,00;11,00;10,00;5,00;9,00;7,00;1,00;16,00;1,00;5,00;1,00;4,00;5,00;1,00;6,00;3,00;0,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;30,00;82,00;44,00;0,00;44,00;38,57;45,00;30,00;24,64;28,00;32,00;20,00;18,00;12,00;17,00;6,00;12,00;11,00;13,00;3,00;13,00;6,00;8,00;15,00;3,00;4,00;2,00;3,00;2,00;1,00;3,00;2,00;1,00;1,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00
2019-03-10;23,00;99,67;46,00;0,00;44,08;43,91;55,41;40,77;28,23;22,00;28,00;23,00;27,00;14,00;5,00;10,00;9,00;9,00;9,00;4,00;8,00;7,00;8,00;11,00;1,00;3,00;0,00;1,00;0,00;3,00;4,00;3,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00
2019-03-17;27,00;95,54;43,62;0,00;31,15;28,04;52,96;36,35;32,19;29,00;29,00;25,00;18,00;13,00;12,00;15,00;18,00;9,00;5,00;9,00;7,00;9,00;5,00;9,00;3,00;1,00;5,00;6,00;1,00;0,00;3,00;5,00;0,00;0,00;3,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-03-24;35,00;97,22;44,72;0,00;44,72;48,38;57,65;28,82;33,97;34,00;25,00;19,00;16,00;17,00;15,00;11,00;9,00;7,00;6,00;11,00;10,00;7,00;8,00;15,00;5,00;6,00;3,00;6,00;4,00;1,00;3,00;1,00;2,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-03-31;36,00;138,00;50,00;0,00;40,00;48,34;51,43;39,09;31,89;49,00;31,00;24,00;22,00;15,00;7,00;17,00;14,00;19,00;16,00;12,00;17,00;10,00;4,00;10,00;10,00;4,00;2,00;6,00;2,00;1,00;3,00;1,00;2,00;0,00;0,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-04-07;46,00;144,00;54,00;0,00;44,00;51,23;55,41;65,86;18,82;38,00;32,00;24,00;20,00;23,00;11,00;16,00;24,00;16,00;7,00;10,00;21,00;10,00;6,00;7,00;4,00;5,00;3,00;7,00;6,00;1,00;6,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;34,00;134,00;66,00;0,00;42,00;52,55;73,15;31,94;52,55;44,00;40,00;24,00;19,00;29,00;11,00;7,00;25,00;27,00;11,00;9,00;11,00;9,00;6,00;16,00;5,00;4,00;1,00;7,00;4,00;0,00;7,00;1,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;40,00;116,00;52,00;0,00;36,00;43,16;52,63;25,26;45,26;36,00;31,00;20,00;16,00;21,00;15,00;13,00;20,00;19,00;15,00;10,00;10,00;9,00;9,00;9,00;10,00;6,00;2,00;6,00;1,00;1,00;4,00;2,00;0,00;1,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-04-28;34,00;120,00;46,00;0,00;30,00;44,30;51,52;35,03;57,70;46,00;27,00;27,00;11,00;34,00;24,00;12,00;17,00;12,00;17,00;2,00;15,00;5,00;9,00;14,00;6,00;3,00;2,00;2,00;2,00;1,00;4,00;1,00;2,00;2,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-05-05;44,00;120,00;42,00;0,00;30,00;59,02;38,63;46,15;50,44;32,00;19,00;17,00;14,00;39,00;10,00;15,00;11,00;13,00;6,00;4,00;9,00;6,00;3,00;7,00;7,00;5,00;2,00;4,00;1,00;2,00;3,00;2,00;2,00;2,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-05-12;48,00;128,00;50,00;2,00;22,00;56,35;63,65;39,65;50,09;45,00;24,00;30,00;18,00;31,00;21,00;21,00;15,00;21,00;10,00;8,00;10,00;8,00;14,00;10,00;6,00;2,00;2,00;1,00;3,00;4,00;8,00;2,00;2,00;0,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;45,00;148,70;46,96;0,00;41,09;73,26;53,37;32,44;66,98;40,00;26,00;21,00;15,00;25,00;22,00;13,00;12,00;7,00;13,00;14,00;13,00;7,00;15,00;10,00;9,00;7,00;2,00;4,00;3,00;2,00;5,00;3,00;0,00;3,00;0,00;0,00;1,00;1,00;1,00;0,00;2,00;0,00;0,00
2019-05-26;41,00;136,67;46,86;0,00;27,33;72,54;60,97;42,05;70,44;43,00;15,00;20,00;23,00;23,00;28,00;23,00;25,00;11,00;16,00;5,00;14,00;3,00;9,00;12,00;3,00;3,00;0,00;6,00;5,00;1,00;12,00;5,00;0,00;0,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;39,00;113,10;35,10;0,00;25,35;64,30;51,65;53,76;59,03;54,00;27,00;18,00;21,00;25,00;27,00;11,00;20,00;12,00;12,00;11,00;18,00;9,00;5,00;13,00;9,00;3,00;2,00;3,00;3,00;3,00;9,00;2,00;2,00;0,00;1,00;1,00;2,00;2,00;0,00;0,00;2,00;0,00;1,00
2019-06-09;49,00;151,08;49,00;0,00;26,54;77,76;41,54;45,80;69,24;51,00;27,00;33,00;13,00;30,00;17,00;24,00;24,00;11,00;22,00;13,00;17,00;11,00;7,00;7,00;5,00;4,00;3,00;10,00;2,00;5,00;9,00;3,00;2,00;5,00;2,00;2,00;2,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-06-16;57,00;140,46;54,96;0,00;36,64;72,83;42,22;57,00;61,22;59,00;29,00;22,00;22,00;30,00;26,00;18,00;17,00;10,00;9,00;7,00;22,00;4,00;10,00;8,00;6,00;6,00;3,00;5,00;2,00;4,00;8,00;6,00;3,00;1,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-06-23;50,00;116,00;34,00;0,00;30,00;59,38;51,04;55,21;57,29;53,00;24,00;20,00;22,00;40,00;17,00;15,00;27,00;18,00;16,00;10,00;25,00;12,00;6,00;7,00;14,00;6,00;4,00;14,00;4,00;5,00;9,00;3,00;2,00;2,00;2,00;2,00;5,00;2,00;0,00;0,00;2,00;0,00;1,00
2019-06-30;49,00;154,84;45,08;0,00;39,20;89,66;72,98;66,72;66,72;60,00;38,00;21,00;21,00;37,00;32,00;27,00;28,00;34,00;35,00;12,00;25,00;7,00;2,00;14,00;5,00;9,00;3,00;5,00;3,00;3,00;8,00;6,00;2,00;2,00;2,00;1,00;4,00;1,00;1,00;1,00;0,00;2,00;2,00
2019-07-07;58,00;168,00;54,00;2,00;36,00;102,29;74,87;105,45;75,93;50,00;29,00;26,00;17,00;46,00;32,00;21,00;28,00;32,00;33,00;17,00;36,00;12,00;7,00;10,00;13,00;10,00;4,00;17,00;5,00;1,00;6,00;4,00;2,00;1,00;5,00;3,00;3,00;7,00;0,00;2,00;0,00;1,00;0,00
2019-07-14;81,00;197,56;49,39;0,00;51,37;86,26;82,05;69,43;73,64;51,00;36,00;28,00;32,00;40,00;32,00;24,00;44,00;29,00;25,00;17,00;29,00;8,00;11,00;18,00;16,00;11,00;3,00;17,00;10,00;6,00;4,00;13,00;9,00;2,00;1,00;1,00;4,00;1,00;1,00;2,00;1,00;1,00;0,00
2019-07-21;62,00;180,00;48,00;2,00;50,00;79,86;69,36;69,36;59,90;54,00;31,00;29,00;20,00;38,00;38,00;17,00;40,00;21,00;25,00;11,00;35,00;19,00;9,00;14,00;16,00;8,00;5,00;8,00;7,00;2,00;9,00;9,00;5,00;4,00;1,00;1,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-07-28;63,00;174,77;54,87;0,00;38,61;82,95;68,25;75,60;51,45;66,00;37,00;29,00;15,00;38,00;28,00;29,00;27,00;30,00;18,00;9,00;34,00;10,00;6,00;11,00;10,00;11,00;3,00;7,00;7,00;6,00;6,00;9,00;4,00;3,00;7,00;0,00;2,00;2,00;0,00;1,00;1,00;2,00;1,00
2019-08-04;56,00;144,00;70,00;0,00;42,00;82,42;54,94;43,32;61,28;62,00;34,00;32,00;18,00;40,00;31,00;34,00;28,00;22,00;30,00;10,00;28,00;8,00;4,00;8,00;9,00;15,00;5,00;13,00;4,00;8,00;3,00;10,00;4,00;1,00;2,00;2,00;4,00;2,00;0,00;2,00;0,00;1,00;0,00
2019-08-11;54,00;150,00;58,00;0,00;24,00;68,54;54,00;67,50;77,88;49,00;28,00;26,00;24,00;29,00;19,00;23,00;23,00;24,00;22,00;15,00;22,00;14,00;9,00;9,00;7,00;16,00;3,00;8,00;5,00;1,00;9,00;4,00;0,00;7,00;3,00;2,00;3,00;0,00;0,00;1,00;2,00;0,00;0,00
2019-08-18;48,00;120,00;48,00;0,00;28,00;61,87;46,93;53,33;54,40;47,00;28,00;32,00;15,00;27,00;26,00;65,00;17,00;21,00;20,00;12,00;16,00;9,00;7,00;10,00;8,00;13,00;3,00;5,00;3,00;0,00;5,00;9,00;3,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-08-25;44,00;134,00;52,00;0,00;40,00;77,52;46,10;59,71;53,43;35,00;29,00;32,00;15,00;33,00;26,00;49,00;21,00;16,00;19,00;8,00;16,00;10,00;7,00;14,00;8,00;6,00;3,00;5,00;3,00;4,00;9,00;6,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00
2019-09-01;40,00;128,00;60,00;0,00;38,00;66,32;70,53;51,58;49,47;35,00;31,00;29,00;22,00;29,00;23,00;23,00;13,00;14,00;14,00;11,00;16,00;11,00;9,00;11,00;5,00;5,00;5,00;3,00;3,00;1,00;9,00;3,00;1,00;2,00;1,00;2,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-09-08;49,00;153,13;75,54;2,04;32,67;70,30;43,67;64,98;45,80;31,00;29,00;26,00;21,00;32,00;17,00;23,00;15,00;10,00;15,00;8,00;13,00;6,00;8,00;7,00;4,00;5,00;1,00;6,00;4,00;1,00;4,00;1,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;1,00;0,00;0,00
2019-09-15;39,00;117,00;55,42;0,00;34,89;46,38;46,38;41,11;34,78;36,00;29,00;26,00;19,00;29,00;19,00;11,00;13,00;9,00;6,00;11,00;17,00;6,00;10,00;9,00;4,00;4,00;2,00;1,00;3,00;1,00;3,00;1,00;0,00;0,00;1,00;0,00;2,00;2,00;2,00;0,00;1,00;0,00;0,00
2019-09-22;31,00;105,40;43,40;2,07;43,40;52,38;47,03;31,00;49,17;32,00;24,00;18,00;16,00;20,00;11,00;14,00;4,00;8,00;5,00;5,00;9,00;6,00;4,00;10,00;3,00;1,00;1,00;2,00;2,00;2,00;4,00;1,00;1,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;28,00;70,00;36,00;0,00;44,00;43,08;33,38;31,23;34,46;24,00;24,00;26,00;15,00;16,00;7,00;16,00;6,00;15,00;10,00;7,00;10,00;4,00;6,00;5,00;0,00;3,00;1,00;1,00;0,00;4,00;7,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;27,00;65,57;42,43;0,00;23,14;33,23;39,46;23,88;11,42;29,00;17,00;21,00;18,00;11,00;9,00;9,00;5,00;6,00;7,00;6,00;8,00;2,00;1,00;2,00;3,00;4,00;1,00;2,00;1,00;2,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;26,00;66,00;44,00;0,00;38,00;44,42;33,58;28,17;10,83;25,00;20,00;20,00;17,00;12,00;14,00;6,00;4,00;7,00;6,00;1,00;4,00;2,00;7,00;5,00;6,00;4,00;0,00;3,00;2,00;0,00;6,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;30,00;44,00;46,00;0,00;42,00;19,29;52,50;42,86;16,07;23,00;21,00;15,00;20,00;6,00;11,00;11,00;7,00;12,00;9,00;5,00;6,00;5,00;2,00;3,00;1,00;5,00;2,00;4,00;3,00;1,00;1,00;3,00;1,00;1,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00
2019-10-27;28,00;56,00;60,00;0,00;50,00;30,07;42,52;32,15;14,52;22,00;32,00;15,00;17,00;7,00;5,00;12,00;7,00;6,00;5,00;6,00;10,00;6,00;0,00;1,00;4,00;3,00;2,00;7,00;1,00;2,00;3,00;1,00;2,00;1,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-11-03;29,00;47,64;70,43;0,00;39,36;26,85;34,37;17,19;17,19;18,00;17,00;15,00;11,00;9,00;9,00;17,00;5,00;7,00;6,00;1,00;7,00;4,00;2,00;8,00;6,00;1,00;4,00;1,00;3,00;3,00;2,00;3,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;28,00;48,00;56,00;0,00;34,00;29,08;31,23;23,69;22,62;25,00;26,00;14,00;14,00;2,00;7,00;5,00;8,00;3,00;4,00;7,00;4,00;7,00;3,00;4,00;2,00;3,00;0,00;2,00;1,00;0,00;4,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-11-17;30,00;40,00;42,00;0,00;40,00;31,07;25,71;20,36;17,14;23,00;11,00;14,00;15,00;6,00;6,00;10,00;6,00;7,00;7,00;4,00;9,00;3,00;4,00;5,00;4,00;2,00;3,00;2,00;1,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;20,00;48,00;38,00;0,00;30,00;23,16;20,00;12,63;21,05;14,00;19,00;16,00;12,00;17,00;4,00;8,00;3,00;4,00;8,00;7,00;5,00;4,00;3,00;8,00;1,00;3,00;2,00;4,00;2,00;2,00;1,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;23,00;94,09;52,27;0,00;39,73;24,05;33,45;26,14;14,64;15,00;19,00;19,00;9,00;9,00;9,00;9,00;8,00;5,00;7,00;2,00;7,00;4,00;6,00;4,00;5,00;3,00;4,00;1,00;2,00;2,00;3,00;1,00;1,00;1,00;0,00;2,00;2,00;0,00;0,00;1,00;1,00;0,00;0,00
2019-12-08;32,00;82,00;36,00;0,00;34,00;16,52;19,61;14,45;18,58;14,00;10,00;13,00;13,00;5,00;4,00;6,00;3,00;6,00;8,00;7,00;6,00;4,00;4,00;4,00;5,00;0,00;2,00;1,00;2,00;2,00;2,00;1,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
