Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Marseille (FR);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;24,00;154,29;205,71;147,43;147,43;97,85;1,85;60,92;94,15;144,00;51,43;113,14;67,20;100,80;110,40;38,40;48,00;70,91;5,45;9,00;36,00;19,00;6,00;11,00;3,00;3,00;3,00;3,00;1,00;6,00;1,00;1,00
2019-01-13;21,00;135,00;201,00;129,00;135,00;101,50;1,75;61,25;94,50;157,50;52,50;122,50;68,25;115,50;126,00;47,25;48,30;73,50;6,30;11,00;38,00;25,00;5,00;11,00;5,00;5,00;4,00;3,00;1,00;5,00;0,50;0,50
2019-01-20;22,00;125,71;191,71;138,29;141,43;99,00;1,83;77,00;95,33;135,14;40,86;103,71;52,80;88,00;105,60;39,60;51,70;77,00;7,70;8,00;34,00;20,00;4,00;11,00;3,00;4,00;2,00;2,00;1,00;4,00;1,00;1,00
2019-01-27;17,00;146,20;204,00;149,60;125,80;61,20;0,85;69,70;88,40;122,40;57,80;119,00;63,75;93,50;93,50;38,25;47,81;79,69;5,31;11,00;35,00;23,00;7,00;11,00;1,00;3,00;4,00;3,00;1,00;6,00;1,00;1,00
2019-02-03;14,00;140,00;185,50;157,50;119,00;54,25;1,75;66,50;98,00;126,00;49,00;129,50;60,67;126,00;107,33;46,67;50,62;75,38;6,46;10,00;36,00;21,00;6,00;9,00;2,00;7,00;3,00;3,00;1,00;7,00;1,00;1,00
2019-02-10;16,00;147,20;188,80;144,00;118,40;56,89;1,78;71,11;104,89;115,20;44,80;118,40;74,67;122,67;117,33;64,00;51,20;76,80;4,27;9,00;36,00;22,00;5,00;12,00;1,00;6,00;4,00;4,00;1,00;7,00;1,00;1,00
2019-02-17;18,00;165,60;190,80;162,00;115,20;59,40;1,80;70,20;100,80;136,80;64,80;144,00;63,00;108,00;103,50;49,50;54,00;72,00;11,25;7,00;35,00;22,00;7,00;8,00;1,00;5,00;3,00;2,00;0,50;9,00;1,00;1,00
2019-02-24;16,00;150,40;179,20;163,20;118,40;64,00;1,78;80,00;96,00;128,00;57,60;121,60;74,67;144,00;112,00;64,00;44,80;68,27;5,33;11,00;30,00;15,00;8,00;12,00;1,00;4,00;3,00;3,00;2,00;8,00;1,00;0,50
2019-03-03;17,00;166,60;207,40;166,60;129,20;59,50;1,70;68,00;100,30;149,60;71,40;142,80;63,75;106,25;102,00;51,00;55,25;69,06;7,44;7,00;36,00;24,00;10,00;19,00;2,00;4,00;3,00;3,00;2,00;10,00;0,50;1,00
2019-03-10;20,00;163,33;193,33;163,33;123,33;61,82;1,82;78,18;109,09;130,00;73,33;133,33;70,00;130,00;115,00;60,00;41,05;78,95;5,26;10,00;30,00;19,00;6,00;16,00;2,00;7,00;3,00;2,00;3,00;10,00;1,00;0,50
2019-03-17;22,00;154,00;185,43;176,00;113,14;67,83;1,83;71,50;110,00;146,67;66,00;146,67;88,00;137,50;121,00;71,50;51,70;80,30;6,60;12,00;34,00;23,00;7,00;12,00;2,00;6,00;4,00;3,00;2,00;10,00;1,00;1,00
2019-03-24;19,00;152,00;177,33;158,33;120,33;58,90;1,90;76,00;125,40;167,20;72,20;136,80;76,00;114,00;109,25;71,25;48,06;77,12;5,59;11,00;31,00;22,00;9,00;10,00;2,00;6,00;2,00;2,00;3,00;9,00;1,00;1,00
2019-03-31;24,00;171,43;185,14;164,57;164,57;108,92;1,85;72,00;118,15;188,57;68,57;164,57;76,80;124,80;110,40;62,40;53,45;64,36;7,64;12,00;31,00;24,00;8,00;10,00;5,00;4,00;3,00;4,00;3,00;4,00;1,00;0,50
2019-04-07;36,00;202,91;186,55;180,00;180,00;111,60;1,80;84,60;180,00;212,73;78,55;153,82;92,57;144,00;133,71;72,00;51,88;69,88;8,47;13,00;30,00;27,00;7,00;11,00;4,00;4,00;4,00;3,00;2,00;6,00;1,00;1,00
2019-04-14;35,00;318,18;168,64;197,27;165,45;116,05;1,84;77,37;149,21;273,00;73,50;147,00;95,00;170,00;150,00;95,00;46,67;76,36;7,42;15,00;39,00;22,00;9,00;11,00;4,00;4,00;5,00;2,00;1,00;6,00;1,00;0,50
2019-04-21;35,00;155,91;165,45;155,91;159,09;106,84;1,84;71,84;105,00;224,00;66,50;119,00;85,00;140,00;130,00;80,00;48,79;63,64;5,30;14,00;40,00;29,00;13,00;10,00;4,00;4,00;4,00;3,00;2,00;9,00;1,00;1,00
