Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;24,00;283,20;9,60;2,40;24,00;43,50;15,00;27,00;81,00;74,18;12,00;27,27;8,73;17,00;35,00;4,00;1,00;1,00;2,00;3,00;2,00;10,00;3,00;10,00;3,00;0,50;1,00;0,50;0,50;1,00;2,00;2,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;21,00;325,50;10,50;0,00;31,50;46,50;24,00;21,00;82,50;72,45;9,45;23,10;7,35;21,00;30,00;4,00;1,00;3,00;3,00;2,00;1,00;10,00;3,00;15,00;3,00;0,50;1,00;0,50;1,00;1,00;2,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,50;0,50;0,50;0,00;0,00
2019-01-20;22,00;313,50;11,00;0,00;27,50;38,13;16,13;16,13;70,40;63,90;8,38;24,10;11,52;22,00;28,00;3,00;1,00;3,00;1,00;3,00;2,00;8,00;4,00;11,00;2,00;0,50;1,00;0,00;1,00;1,00;1,00;1,00;0,00;1,00;0,50;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,00
2019-01-27;17,00;334,33;5,67;0,00;28,33;38,25;19,83;15,58;82,17;53,13;8,50;23,38;10,63;16,00;29,00;3,00;4,00;2,00;1,00;3,00;1,00;11,00;4,00;11,00;2,00;0,50;0,00;0,50;0,50;2,00;1,00;2,00;0,00;1,00;0,00;1,00;1,00;0,50;0,00;0,00;1,00;0,00;0,00
2019-02-03;14,00;275,33;4,67;0,00;28,00;42,00;15,56;14,00;65,33;46,31;8,62;24,77;9,69;15,00;24,00;4,00;2,00;2,00;1,00;2,00;1,00;10,00;3,00;11,00;1,00;0,50;0,50;0,50;1,00;1,00;1,00;1,00;0,00;1,00;0,00;0,50;1,00;0,50;0,00;0,50;0,00;0,50;0,00
2019-02-10;16,00;304,00;5,33;2,67;26,67;34,91;17,45;11,64;69,82;45,87;11,73;25,60;9,60;16,00;23,00;4,00;1,00;3,00;1,00;3,00;2,00;9,00;3,00;9,00;3,00;0,00;1,00;0,50;0,50;1,00;2,00;2,00;0,50;1,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,50;0,00
2019-02-17;18,00;318,00;6,00;0,00;30,00;34,50;15,00;12,00;57,00;50,82;8,47;24,35;6,35;16,00;26,00;5,00;1,00;3,00;1,00;2,00;1,00;8,00;3,00;9,00;3,00;0,50;0,50;1,00;0,50;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,50;0,50;0,50;0,00;0,50;0,00;0,00
2019-02-24;16,00;304,00;10,67;0,00;26,67;32,00;11,64;8,73;53,82;45,87;6,40;20,27;7,47;16,00;22,00;3,00;1,00;2,00;2,00;3,00;2,00;7,00;4,00;9,00;2,00;0,00;0,00;0,50;0,50;1,00;1,00;1,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00
2019-03-03;17,00;345,67;5,67;0,00;28,33;31,17;14,17;9,92;63,75;48,88;5,31;25,50;8,50;16,00;27,00;3,00;1,00;1,00;2,00;4,00;2,00;12,00;4,00;13,00;2,00;0,50;0,50;0,50;0,50;2,00;1,00;0,00;1,00;2,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-03-10;20,00;300,00;5,00;0,00;20,00;38,46;21,54;13,85;61,54;50,53;6,32;25,26;8,42;14,00;25,00;5,00;2,00;2,00;3,00;4,00;2,00;11,00;3,00;11,00;3,00;0,00;0,50;1,00;0,50;2,00;1,00;1,00;0,50;1,00;0,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00
2019-03-17;22,00;330,00;5,50;0,00;33,00;39,60;16,13;13,20;66,00;45,05;7,33;26,19;8,38;18,00;23,00;5,00;0,50;3,00;0,50;2,00;1,00;13,00;3,00;11,00;4,00;0,00;0,50;0,00;0,00;1,00;2,00;1,00;0,50;2,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00
2019-03-24;19,00;261,25;4,75;0,00;19,00;45,92;17,42;19,00;68,08;49,18;5,59;26,82;10,06;23,00;23,00;3,00;3,00;2,00;3,00;5,00;2,00;10,00;5,00;10,00;3,00;0,00;1,00;0,50;0,50;2,00;2,00;2,00;0,00;2,00;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-03-31;24,00;297,60;4,80;0,00;19,20;40,50;16,50;12,00;64,50;46,91;4,36;22,91;8,73;24,00;28,00;3,00;2,00;3,00;2,00;3,00;2,00;11,00;3,00;13,00;2,00;0,00;1,00;0,50;1,00;3,00;2,00;1,00;0,50;1,00;0,00;0,00;0,50;0,50;1,00;0,00;0,00;0,00;0,00
2019-04-07;36,00;354,86;5,14;0,00;20,57;45,00;19,50;16,50;88,50;41,29;7,41;27,53;6,35;20,00;26,00;4,00;2,00;3,00;2,00;4,00;2,00;15,00;5,00;11,00;3,00;0,50;0,50;0,50;0,00;2,00;1,00;1,00;0,50;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;35,00;345,00;5,00;0,00;25,00;39,38;23,33;16,04;77,29;51,97;7,42;25,45;7,42;25,00;25,00;3,00;1,00;4,00;3,00;6,00;3,00;15,00;5,00;12,00;4,00;0,50;0,50;0,00;1,00;2,00;1,00;1,00;0,00;2,00;0,50;1,00;0,50;0,50;0,50;0,50;0,50;0,00;0,00
2019-04-21;35,00;350,00;5,00;2,50;15,00;48,13;18,96;14,58;84,58;53,03;7,42;21,21;6,36;26,00;29,00;6,00;3,00;6,00;3,00;5,00;1,00;11,00;5,00;15,00;4,00;0,00;0,50;0,50;0,50;2,00;2,00;2,00;0,50;1,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-04-28;30,00;365,00;5,00;0,00;15,00;43,50;24,00;13,50;94,50;57,86;6,43;24,64;7,50;32,00;31,00;5,00;2,00;4,00;3,00;3,00;2,00;11,00;4,00;15,00;3,00;0,00;1,00;0,00;0,50;3,00;3,00;1,00;0,50;0,50;0,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00
2019-05-05;27,00;426,60;5,40;0,00;16,20;49,50;19,50;18,00;120,00;54,00;8,31;21,81;9,35;30,00;26,00;4,00;3,00;3,00;3,00;4,00;1,00;10,00;3,00;18,00;4,00;0,50;0,50;0,50;0,50;1,00;3,00;1,00;0,00;1,00;0,50;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00
2019-05-12;32,00;405,33;10,67;0,00;21,33;62,55;20,36;18,91;112,00;65,07;6,40;27,73;8,53;29,00;34,00;6,00;3,00;5,00;2,00;5,00;3,00;11,00;6,00;16,00;5,00;0,00;0,00;0,50;0,50;2,00;2,00;1,00;0,50;2,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-05-19;29,00;377,00;4,83;0,00;19,33;73,26;25,95;29,00;100,74;53,70;6,44;20,41;6,44;38,00;31,00;5,00;2,00;4,00;3,00;5,00;2,00;11,00;8,00;21,00;3,00;0,00;0,50;0,50;0,00;3,00;2,00;1,00;0,50;1,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-05-26;35,00;415,00;5,00;2,50;20,00;67,08;21,88;29,17;102,08;70,00;9,55;24,39;7,42;39,00;35,00;7,00;2,00;5,00;4,00;4,00;3,00;11,00;7,00;15,00;4,00;0,00;0,50;0,50;1,00;4,00;2,00;1,00;0,50;3,00;0,00;0,50;1,00;0,50;0,50;0,00;0,00;0,00;0,00
2019-06-02;39,00;433,88;4,88;0,00;19,50;64,50;24,00;36,00;111,00;73,67;10,83;27,08;7,58;39,00;43,00;8,00;6,00;5,00;4,00;4,00;3,00;14,00;6,00;14,00;4,00;0,00;0,00;1,00;1,00;2,00;1,00;2,00;1,00;2,00;0,50;1,00;1,00;0,00;0,50;0,50;0,00;0,00;0,00
2019-06-09;38,00;456,00;4,75;0,00;19,00;72,96;30,40;45,60;115,52;89,72;8,44;24,28;9,50;42,00;48,00;8,00;4,00;5,00;4,00;7,00;4,00;17,00;5,00;18,00;4,00;0,00;1,00;1,00;1,00;2,00;4,00;2,00;0,50;1,00;0,50;0,50;0,50;1,00;0,50;0,50;0,00;0,50;0,00
2019-06-16;44,00;474,22;9,78;0,00;19,56;64,53;29,33;39,60;111,47;91,14;7,33;24,10;8,38;43,00;51,00;8,00;4,00;5,00;4,00;5,00;5,00;18,00;7,00;21,00;6,00;1,00;1,00;0,00;2,00;7,00;2,00;1,00;1,00;1,00;0,50;0,50;0,50;0,00;0,50;0,50;0,00;0,00;0,00
2019-06-23;38,00;441,75;4,75;2,38;23,75;66,88;22,80;34,96;97,28;79,17;9,50;24,28;7,39;39,00;43,00;10,00;2,00;6,00;4,00;4,00;3,00;14,00;5,00;15,00;4,00;0,50;1,00;0,50;0,50;3,00;2,00;3,00;1,00;0,50;0,50;0,00;1,00;0,50;0,00;0,50;0,50;0,00;0,00
2019-06-30;38,00;437,00;4,75;0,00;19,00;67,23;21,92;38,00;99,38;76,00;7,39;23,22;6,33;52,00;53,00;9,00;3,00;5,00;3,00;4,00;3,00;8,00;7,00;18,00;5,00;0,50;0,50;0,50;0,50;4,00;1,00;3,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,50;0,00
2019-07-07;41,00;466,38;5,13;0,00;20,50;69,85;27,33;47,07;118,44;88,47;8,63;31,29;7,55;55,00;47,00;10,00;6,00;5,00;4,00;3,00;3,00;12,00;6,00;18,00;5,00;0,50;1,00;1,00;1,00;2,00;2,00;5,00;0,50;2,00;0,00;2,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00
2019-07-14;42,00;462,00;10,50;0,00;15,75;67,50;24,00;37,50;109,50;84,00;9,69;23,69;8,62;57,00;43,00;10,00;4,00;9,00;4,00;4,00;4,00;14,00;4,00;14,00;5,00;1,00;0,50;1,00;1,00;3,00;2,00;5,00;0,50;2,00;1,00;1,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-07-21;48,00;432,00;4,80;0,00;24,00;72,00;28,50;39,00;120,00;92,80;9,60;27,73;7,47;63,00;52,00;10,00;4,00;8,00;6,00;4,00;4,00;12,00;6,00;17,00;5,00;1,00;0,00;1,00;2,00;3,00;1,00;5,00;1,00;2,00;0,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00
2019-07-28;42,00;462,00;10,50;0,00;21,00;69,00;22,50;33,00;105,00;65,10;5,25;22,05;6,30;43,00;51,00;9,00;3,00;6,00;3,00;4,00;5,00;14,00;6,00;18,00;5,00;1,00;1,00;1,00;1,00;3,00;2,00;3,00;0,50;2,00;0,50;1,00;1,00;0,50;1,00;0,50;0,00;0,00;0,00
