Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;70,00;5,60;5,60;2,80;61,60;8,62;7,54;12,92;0,00;14,00;5,00;76,00;49,00;15,00;7,00;11,00;7,00;17,00;0,00;9,00;6,00;2,00;4,00;8,00;0,00;4,00;7,00;12,00;7,00;1,00;2,00;0,00;1,00;2,00;4,00;1,00;0,00;0,00;0,00;0,00
2019-01-13;74,00;5,58;4,19;4,19;65,62;9,65;3,22;8,58;5,36;20,00;0,00;44,00;1,00;13,00;10,00;9,00;13,00;21,00;0,00;11,00;2,00;0,00;1,00;10,00;0,00;4,00;0,00;20,00;7,00;0,00;5,00;6,00;7,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;62,00;4,23;9,86;4,23;33,82;3,21;3,21;6,41;0,00;18,00;2,00;25,00;0,00;15,00;7,00;17,00;7,00;17,00;0,00;14,00;1,00;1,00;0,00;13,00;0,00;2,00;4,00;11,00;21,00;0,00;4,00;0,00;6,00;1,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;68,00;5,67;2,83;4,25;45,33;7,56;7,56;3,24;4,32;21,00;4,00;33,00;0,00;22,00;8,00;12,00;6,00;16,00;1,00;5,00;1,00;1,00;1,00;11,00;0,00;4,00;5,00;14,00;9,00;0,00;8,00;11,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;75,00;4,25;2,83;1,42;33,96;2,14;3,21;7,50;2,14;17,00;1,00;26,00;2,00;10,00;7,00;20,00;10,00;13,00;0,00;6,00;6,00;4,00;4,00;9,00;0,00;6,00;2,00;17,00;5,00;0,00;2,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;79,00;5,54;8,32;1,39;51,28;6,41;2,14;9,61;2,14;5,00;4,00;21,00;2,00;10,00;6,00;9,00;11,00;16,00;1,00;9,00;0,00;1,00;4,00;5,00;0,00;2,00;1,00;17,00;7,00;0,00;0,00;1,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;67,00;8,38;2,79;0,00;26,52;2,13;9,57;1,06;1,06;14,00;0,00;18,00;3,00;12,00;7,00;6,00;15,00;12,00;1,00;6,00;2,00;4,00;1,00;9,00;0,00;4,00;4,00;11,00;2,00;0,00;2,00;1,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;61,00;4,26;4,26;2,84;28,37;9,63;0,00;8,56;3,21;17,00;0,00;21,00;1,00;8,00;7,00;5,00;9,00;10,00;0,00;4,00;0,00;1,00;4,00;7,00;0,00;5,00;0,00;7,00;6,00;0,00;4,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;52,00;2,81;7,03;2,81;43,57;8,49;3,18;6,37;2,12;16,00;3,00;20,00;5,00;7,00;12,00;9,00;2,00;5,00;0,00;3,00;5,00;2,00;2,00;6,00;1,00;0,00;3,00;10,00;5,00;0,00;6,00;0,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;76,00;4,22;11,26;1,41;23,93;7,49;2,14;7,49;0,00;7,00;1,00;31,00;0,00;6,00;5,00;9,00;6,00;5,00;0,00;9,00;2,00;1,00;1,00;5,00;0,00;2,00;1,00;5,00;2,00;0,00;1,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
