Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;25,00;143,75;106,25;78,13;84,38;61,11;4,17;61,11;84,72;57,50;102,50;152,50;80,00;57,50;75,00;50,00;22,50;38,00;36,00;23,00;48,00;11,00;51,00;19,00;21,00;6,00;1,00;70,00;3,00;7,00;7,00;5,00;6,00;4,00;1,00
2019-03-24;27,00;182,25;138,38;81,00;111,38;51,16;2,84;75,32;75,32;39,27;88,36;137,45;66,27;51,55;83,45;51,55;29,45;37,00;43,00;24,00;49,00;17,00;53,00;23,00;20,00;9,00;1,00;68,00;2,00;6,00;2,00;4,00;6,00;2,00;1,00
2019-03-31;37,00;171,55;134,55;74,00;137,91;78,27;2,85;79,69;103,88;58,14;105,71;203,50;87,21;64,13;81,40;54,27;34,53;44,00;41,00;34,00;42,00;22,00;53,00;28,00;16,00;14,00;5,00;63,00;3,00;7,00;3,00;6,00;10,00;6,00;4,00
2019-04-07;47,00;204,79;141,00;97,36;151,07;85,71;4,15;59,44;98,15;79,16;131,11;197,89;59,37;49,35;94,00;75,20;39,95;47,00;41,00;54,00;54,00;14,00;65,00;31,00;17,00;18,00;7,00;64,00;7,00;10,00;3,00;6,00;11,00;4,00;3,00
2019-04-14;50,00;300,00;173,33;93,33;156,67;118,06;5,56;73,61;70,83;90,00;122,50;235,00;87,50;59,52;121,43;80,95;66,67;47,00;55,00;59,00;42,00;19,00;76,00;21,00;14,00;9,00;4,00;84,00;3,00;10,00;5,00;8,00;15,00;15,00;2,00
2019-04-21;39,00;175,50;146,25;78,00;149,50;89,14;2,79;87,75;87,75;80,60;124,80;215,80;80,60;60,94;99,94;65,81;56,06;41,00;40,00;45,00;44,00;14,00;67,00;29,00;13,00;17,00;7,00;85,00;3,00;7,00;3,00;5,00;9,00;5,00;3,00
2019-04-28;38,00;152,00;136,17;76,00;139,33;85,85;2,81;87,26;81,63;83,60;98,80;164,67;68,40;66,50;95,00;73,63;52,25;42,00;39,00;22,00;35,00;13,00;60,00;26,00;22,00;13,00;5,00;66,00;4,00;7,00;3,00;2,00;8,00;4,00;1,00
2019-05-05;32,00;128,00;140,80;73,60;121,60;80,70;2,78;137,74;84,87;54,15;93,54;164,92;54,15;49,23;88,62;61,54;34,46;41,00;31,00;20,00;57,00;10,00;45,00;23,00;20,00;14,00;3,00;74,00;5,00;5,00;7,00;5,00;12,00;4,00;1,00
2019-05-12;35,00;146,36;111,36;50,91;117,73;133,00;2,80;100,80;96,60;55,00;105,00;175,00;55,00;57,50;90,00;67,50;35,00;48,00;29,00;24,00;47,00;16,00;52,00;33,00;17,00;7,00;7,00;68,00;8,00;6,00;7,00;5,00;5,00;2,00;1,00
2019-05-19;37,00;168,18;114,36;63,91;111,00;81,12;2,85;88,23;75,42;60,79;100,43;182,36;60,79;59,20;86,33;69,07;34,53;48,00;45,00;41,00;46,00;14,00;70,00;20,00;14,00;19,00;9,00;66,00;5,00;5,00;6,00;9,00;9,00;3,00;4,00
2019-05-26;62,00;159,89;143,58;62,00;120,74;77,50;1,41;88,77;77,50;67,17;90,42;191,17;64,58;112,08;73,92;66,77;54,85;39,00;37,00;43,00;36,00;11,00;64,00;19,00;21,00;16,00;7,00;58,00;5,00;4,00;4,00;3,00;23,00;9,00;3,00
2019-06-02;34,00;180,20;142,80;64,60;122,40;70,83;0,00;80,75;82,17;57,54;91,54;201,38;73,23;70,43;136,00;70,43;24,29;42,00;33,00;33,00;46,00;18,00;55,00;32,00;24,00;20,00;4,00;69,00;6,00;5,00;6,00;4,00;9,00;6,00;0,00
2019-06-09;49,00;143,73;120,87;65,33;124,13;65,80;2,80;60,20;75,60;56,74;100,58;167,63;51,58;46,55;80,85;61,25;29,40;50,00;43,00;32,00;44,00;10,00;55,00;23,00;22,00;10,00;12,00;74,00;6,00;8,00;5,00;5,00;6,00;7,00;1,00
2019-06-16;49,00;143,73;120,87;45,73;120,87;53,20;5,60;57,40;78,40;67,05;82,53;188,26;54,16;68,60;83,30;53,90;31,85;49,00;37,00;32,00;44,00;20,00;53,00;33,00;18,00;8,00;10,00;74,00;4,00;9,00;8,00;6,00;10,00;6,00;2,00
2019-06-23;40,00;156,67;106,67;63,33;136,67;68,97;2,76;71,72;77,24;50,00;107,50;167,50;72,50;61,18;77,65;56,47;25,88;44,00;32,00;30,00;38,00;18,00;51,00;33,00;18,00;12,00;8,00;59,00;8,00;9,00;3,00;3,00;15,00;3,00;1,00
2019-06-30;46,00;151,14;111,71;69,00;128,14;64,12;2,79;57,15;58,55;61,33;92,00;166,11;46,00;46,00;77,47;43,58;24,21;39,00;36,00;38,00;42,00;20,00;47,00;23,00;16,00;12,00;6,00;71,00;6,00;10,00;7,00;6,00;7,00;1,00;4,00
2019-07-07;53,00;159,00;149,06;72,88;135,81;74,49;2,86;61,59;87,38;75,71;108,52;169,10;73,19;72,27;115,64;60,23;33,73;59,00;33,00;39,00;52,00;18,00;62,00;37,00;25,00;10,00;4,00;76,00;6,00;12,00;4,00;2,00;8,00;4,00;3,00
2019-07-14;53,00;168,94;139,13;69,56;142,44;75,92;4,30;71,62;103,14;68,14;98,43;189,29;70,67;53,00;113,23;65,05;36,14;64,00;38,00;38,00;48,00;20,00;57,00;28,00;18,00;12,00;5,00;71,00;6,00;16,00;7,00;6,00;15,00;2,00;5,00
2019-07-21;64,00;175,16;148,21;77,47;154,95;68,27;1,42;72,53;83,91;71,68;112,64;174,08;53,76;71,38;120,62;64,00;44,31;65,00;43,00;27,00;65,00;18,00;59,00;40,00;15,00;17,00;3,00;69,00;7,00;10,00;8,00;6,00;10,00;8,00;2,00
2019-07-28;53,00;172,25;139,13;86,13;149,06;69,74;4,18;59,97;97,63;63,10;116,10;184,24;50,48;69,86;96,36;67,45;38,55;40,00;42,00;37,00;62,00;23,00;62,00;34,00;24,00;14,00;6,00;72,00;5,00;8,00;7,00;7,00;15,00;8,00;2,00
2019-08-04;44,00;162,46;138,77;67,69;138,77;78,06;1,42;66,71;68,13;49,18;80,24;144,94;77,65;68,44;75,78;68,44;36,67;45,00;52,00;38,00;39,00;19,00;51,00;18,00;20,00;13,00;8,00;74,00;6,00;13,00;7,00;5,00;12,00;3,00;2,00
2019-08-11;48,00;147,20;128,00;60,80;118,40;63,53;2,82;72,00;84,71;63,16;98,53;141,47;55,58;38,40;93,60;62,40;36,00;45,00;21,00;32,00;47,00;20,00;65,00;19,00;20,00;14,00;8,00;61,00;3,00;10,00;5,00;5,00;7,00;1,00;1,00
2019-08-18;45,00;151,07;141,43;73,93;112,50;61,88;2,81;68,91;74,53;52,50;90,00;162,50;52,50;59,21;66,32;59,21;35,53;41,00;34,00;30,00;43,00;15,00;57,00;22,00;19,00;12,00;12,00;51,00;4,00;6,00;6,00;3,00;10,00;5,00;0,00
2019-08-25;39,00;159,25;113,75;52,00;133,25;72,43;1,39;75,21;65,46;57,20;88,40;150,80;72,80;48,75;87,75;56,06;39,00;36,00;43,00;34,00;45,00;18,00;45,00;22,00;23,00;12,00;10,00;50,00;8,00;5,00;4,00;4,00;11,00;5,00;1,00
2019-09-01;40,00;180,00;150,00;73,33;120,00;85,71;4,29;67,14;88,57;65,00;117,50;175,00;80,00;68,24;82,35;63,53;44,71;47,00;61,00;34,00;44,00;13,00;46,00;18,00;19,00;12,00;4,00;59,00;1,00;13,00;6,00;4,00;8,00;6,00;2,00
2019-09-08;41,00;167,15;157,69;66,23;110,38;76,34;0,00;79,17;83,41;74,31;120,44;176,81;76,88;50,65;96,47;67,53;48,24;38,00;42,00;45,00;46,00;12,00;59,00;20,00;17,00;15,00;6,00;75,00;8,00;5,00;3,00;5,00;12,00;6,00;3,00
2019-09-15;34,00;187,00;149,60;74,80;112,20;93,50;4,25;83,58;63,75;68,00;130,77;206,62;88,92;58,29;89,86;58,29;58,29;51,00;43,00;29,00;47,00;14,00;75,00;18,00;14,00;11,00;5,00;74,00;8,00;5,00;2,00;4,00;4,00;5,00;2,00
2019-09-22;35,00;190,91;165,45;63,64;130,45;86,80;1,40;77,00;70,00;75,00;122,50;162,50;80,00;62,50;85,00;65,00;50,00;42,00;44,00;34,00;46,00;18,00;80,00;23,00;25,00;7,00;5,00;63,00;5,00;7,00;3,00;2,00;6,00;8,00;1,00
2019-09-29;43,00;205,08;162,08;89,31;152,15;84,61;4,16;92,94;86,00;65,76;103,71;217,53;65,76;62,11;88,39;81,22;35,83;38,00;40,00;32,00;49,00;17,00;69,00;17,00;15,00;9,00;5,00;69,00;4,00;7,00;2,00;5,00;6,00;2,00;2,00
2019-10-06;31,00;186,00;155,00;62,00;114,70;84,55;2,82;87,36;73,27;72,33;121,42;193,75;80,08;54,85;66,77;59,62;50,08;48,00;45,00;40,00;44,00;15,00;73,00;21,00;18,00;12,00;4,00;53,00;2,00;2,00;4,00;2,00;10,00;7,00;1,00
2019-10-13;24,00;202,29;164,57;72,00;168,00;77,65;2,82;67,76;70,59;80,00;114,67;218,67;77,33;57,60;84,00;60,00;43,20;33,00;48,00;37,00;55,00;11,00;51,00;23,00;15,00;11,00;5,00;60,00;5,00;2,00;3,00;3,00;5,00;5,00;2,00
2019-10-20;23,00;187,29;157,71;65,71;92,00;79,06;5,75;86,25;69,00;76,67;102,22;178,89;66,44;48,30;66,70;55,20;34,50;36,00;46,00;36,00;47,00;9,00;56,00;20,00;15,00;9,00;4,00;45,00;3,00;5,00;5,00;2,00;7,00;4,00;0,00
2019-10-27;17,00;180,20;149,60;61,20;81,60;73,67;1,42;65,17;68,00;60,71;102,00;165,14;46,14;53,43;58,29;63,14;38,86;36,00;35,00;26,00;55,00;11,00;37,00;23,00;8,00;8,00;7,00;47,00;2,00;3,00;4,00;3,00;4,00;6,00;1,00
2019-11-03;16,00;153,60;144,00;57,60;86,40;65,45;4,36;69,82;62,55;58,67;109,33;181,33;61,33;41,14;48,00;59,43;38,86;33,00;29,00;41,00;52,00;8,00;64,00;26,00;10,00;5,00;4,00;53,00;2,00;6,00;2,00;1,00;4,00;4,00;1,00
2019-11-10;21,00;141,00;219,00;60,00;84,00;58,80;1,40;72,80;58,80;63,00;99,75;147,00;55,13;46,67;233,33;56,00;49,00;44,00;29,00;34,00;44,00;6,00;62,00;20,00;17,00;8,00;6,00;63,00;4,00;3,00;5,00;1,00;3,00;3,00;2,00
2019-11-17;15,00;138,00;135,00;60,00;63,00;57,27;2,73;57,27;40,91;42,50;80,00;165,00;47,50;50,00;95,00;57,50;50,00;32,00;31,00;24,00;34,00;5,00;42,00;18,00;16,00;9,00;5,00;54,00;1,00;0,00;4,00;1,00;6,00;5,00;0,00
2019-11-24;15,00;141,00;117,00;42,00;63,00;55,91;4,09;58,64;50,45;50,00;90,00;162,50;37,50;50,00;57,50;45,00;57,50;25,00;31,00;29,00;42,00;9,00;47,00;12,00;10,00;5,00;4,00;42,00;4,00;4,00;1,00;1,00;4,00;3,00;0,00
2019-12-01;13,00;162,50;130,00;61,75;84,50;57,20;2,60;53,30;41,60;57,20;91,00;148,20;54,60;49,83;30,33;43,33;45,50;21,00;27,00;43,00;44,00;4,00;65,00;15,00;10,00;7,00;3,00;44,00;4,00;3,00;3,00;1,00;5,00;3,00;0,00
2019-12-08;15,00;165,00;138,75;56,25;82,50;69,00;6,00;73,50;51,00;57,50;72,50;140,00;60,00;42,50;35,00;55,00;50,00;21,00;20,00;30,00;33,00;8,00;47,00;16,00;11,00;8,00;6,00;49,00;4,00;7,00;1,00;1,00;2,00;2,00;1,00
2019-12-15;25,00;159,38;115,63;62,50;103,13;79,17;2,78;72,22;54,17;57,50;65,00;170,00;50,00;42,50;52,50;37,50;42,50;17,00;28,00;32,00;40,00;10,00;54,00;18,00;11,00;7,00;2,00;43,00;4,00;4,00;3,00;1,00;10,00;1,00;1,00
2019-12-22;27,00;192,38;145,13;77,63;118,13;72,47;2,84;81,00;89,53;78,30;116,10;202,50;64,80;61,36;76,09;66,27;41,73;29,00;25,00;29,00;36,00;14,00;57,00;24,00;17,00;9,00;3,00;72,00;5,00;4,00;1,00;3,00;6,00;4,00;3,00
2019-12-29;16,00;153,60;150,40;83,20;102,40;57,33;2,67;70,67;76,00;64,00;104,00;202,67;58,67;48,00;52,57;59,43;32,00;38,00;36,00;26,00;36,00;11,00;50,00;20,00;15,00;11,00;4,00;72,00;5,00;5,00;5,00;6,00;5,00;3,00;0,00
2020-01-05;17,00;163,20;139,40;64,60;102,00;69,42;7,08;83,58;75,08;43,71;89,86;143,29;63,14;48,57;51,00;51,00;29,14;27,00;49,00;30,00;46,00;9,00;45,00;27,00;18,00;14,00;5,00;63,00;4,00;4,00;3,00;1,00;5,00;5,00;0,00
2020-01-12;17,00;153,00;149,60;78,20;102,00;68,00;2,83;79,33;79,33;43,71;70,43;143,29;70,43;43,71;63,14;53,43;21,86;33,00;48,00;24,00;42,00;13,00;50,00;26,00;13,00;7,00;6,00;57,00;5,00;7,00;2,00;3,00;6,00;2,00;2,00
2020-01-19;29,00;138,56;122,44;80,56;106,33;71,81;2,76;67,67;52,48;58,00;87,00;174,00;58,00;48,33;36,25;53,17;24,17;35,00;34,00;26,00;33,00;7,00;53,00;19,00;23,00;7,00;3,00;67,00;5,00;6,00;4,00;3,00;6,00;3,00;1,00
2020-01-26;19,00;126,67;120,33;72,83;88,67;95,00;0,00;62,43;66,50;43,43;97,71;176,43;76,00;42,75;47,50;54,63;23,75;34,00;37,00;24,00;37,00;6,00;42,00;22,00;18,00;9,00;6,00;62,00;2,00;3,00;2,00;2,00;5,00;3,00;3,00
2020-02-02;29,00;128,89;125,67;61,22;99,89;71,81;4,14;93,90;64,90;72,50;77,33;130,50;82,17;60,42;55,58;48,33;24,17;41,00;42,00;24,00;47,00;14,00;36,00;25,00;13,00;9,00;4,00;58,00;7,00;3,00;3,00;1,00;2,00;4,00;1,00
2020-02-09;34,00;159,80;149,60;81,60;119,00;83,58;2,83;75,08;60,92;49,69;81,08;170,00;62,77;53,43;55,86;43,71;26,71;39,00;30,00;28,00;64,00;10,00;47,00;22,00;14,00;7,00;4,00;72,00;0,00;5,00;1,00;1,00;6,00;3,00;0,00
2020-02-16;28,00;158,67;140,00;62,22;93,33;85,40;2,80;74,20;71,40;58,55;91,64;180,73;66,18;49,00;51,33;51,33;28,00;35,00;39,00;27,00;40,00;11,00;53,00;16,00;19,00;15,00;5,00;61,00;3,00;7,00;3,00;4,00;6,00;7,00;1,00
2020-02-23;24,00;164,57;120,00;58,29;102,86;64,94;2,82;73,41;57,88;53,33;101,33;146,67;58,67;45,60;62,40;36,00;31,20;30,00;31,00;28,00;45,00;11,00;52,00;20,00;14,00;7,00;2,00;45,00;5,00;0,00;3,00;3,00;7,00;3,00;1,00
2020-03-01;21,00;120,00;87,00;42,00;69,00;68,60;2,80;56,00;60,20;42,00;78,75;102,38;60,38;42,00;46,67;32,67;28,00;27,00;29,00;21,00;44,00;11,00;45,00;15,00;9,00;10,00;3,00;40,00;2,00;3,00;3,00;1,00;5,00;5,00;1,00
2020-03-08;18,00;96,00;81,00;33,00;69,00;45,69;2,77;70,62;45,69;54,00;48,86;92,57;41,14;36,00;47,25;40,50;13,50;19,00;21,00;19,00;58,00;7,00;41,00;13,00;7,00;5,00;2,00;36,00;1,00;4,00;1,00;2,00;1,00;1,00;0,00
2020-03-15;11,00;95,33;62,33;29,33;33,00;37,13;0,69;52,25;28,88;11,00;38,50;46,75;24,75;11,00;88,00;15,40;6,60;6,00;17,00;13,00;34,00;4,00;19,00;5,00;4,00;5,00;2,00;18,00;1,00;2,00;0,00;2,00;2,00;1,00;0,00
2020-03-22;6,00;45,00;27,00;12,00;18,00;39,00;0,75;40,50;15,00;12,00;42,00;51,00;24,00;18,00;75,00;15,00;12,00;8,00;8,00;4,00;25,00;5,00;17,00;4,00;2,00;3,00;0,00;18,00;1,00;4,00;0,00;1,00;5,00;0,00;0,00
2020-03-29;2,00;26,00;20,00;8,00;10,00;36,00;1,00;38,00;26,00;10,00;18,00;18,00;10,00;6,00;28,00;4,00;2,00;8,00;9,00;5,00;23,00;1,00;12,00;8,00;2,00;3,00;1,00;15,00;1,00;1,00;1,00;1,00;2,00;1,00;0,00
2020-04-05;3,00;33,00;27,00;9,00;18,00;25,50;0,75;21,00;22,50;15,00;39,00;39,00;24,00;15,00;36,00;12,00;9,00;13,00;8,00;5,00;16,00;6,00;11,00;7,00;3,00;4,00;0,00;16,00;2,00;1,00;0,00;0,00;1,00;0,00;1,00
2020-04-12;6,00;45,00;33,00;12,00;18,00;36,00;1,50;30,00;19,50;12,00;33,00;45,00;24,00;15,00;27,00;9,00;6,00;8,00;11,00;6,00;18,00;4,00;16,00;13,00;6,00;1,00;3,00;14,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00
2020-04-19;5,00;55,00;35,00;20,00;30,00;30,00;0,00;16,67;15,00;15,00;27,50;27,50;17,50;10,00;20,00;10,00;7,50;13,00;9,00;5,00;17,00;6,00;7,00;7,00;1,00;0,00;4,00;14,00;1,00;1,00;1,00;1,00;3,00;1,00;1,00
2020-04-26;6,00;33,00;27,00;12,00;18,00;30,00;0,00;15,00;16,50;12,00;42,00;33,00;24,00;6,00;14,00;10,00;4,00;11,00;11,00;6,00;15,00;4,00;12,00;10,00;3,00;5,00;1,00;15,00;2,00;1,00;1,00;1,00;2,00;1,00;0,00
2020-05-03;7,00;45,50;35,00;10,50;28,00;26,60;1,40;14,00;12,60;14,00;30,33;30,33;23,33;9,33;21,00;14,00;4,67;12,00;9,00;3,00;17,00;3,00;13,00;6,00;2,00;2,00;3,00;19,00;0,00;1,00;1,00;0,00;3,00;1,00;0,00
2020-05-10;10,00;40,00;33,33;16,67;26,67;28,57;1,43;18,57;25,71;12,50;30,00;37,50;15,00;10,00;22,50;20,00;5,00;16,00;5,00;5,00;16,00;5,00;12,00;9,00;3,00;3,00;3,00;20,00;3,00;0,00;3,00;1,00;2,00;1,00;0,00
2020-05-17;11,00;40,33;36,67;11,00;22,00;19,25;0,00;23,38;26,13;16,50;57,75;44,00;22,00;11,00;26,40;17,60;11,00;14,00;12,00;5,00;13,00;4,00;21,00;9,00;2,00;5,00;2,00;23,00;1,00;5,00;2,00;2,00;1,00;0,00;0,00
2020-05-24;11,00;47,67;33,00;18,33;29,33;27,50;1,38;27,50;33,00;22,00;49,50;44,00;19,25;16,50;24,75;19,25;11,00;15,00;10,00;7,00;17,00;7,00;17,00;9,00;4,00;6,00;0,00;19,00;2,00;2,00;1,00;1,00;6,00;1,00;0,00
2020-05-31;25,00;43,75;21,88;25,00;34,38;31,94;1,39;19,44;41,67;17,50;35,00;62,50;27,50;15,00;37,50;25,00;12,50;30,00;5,00;17,00;26,00;8,00;27,00;5,00;5,00;3,00;7,00;36,00;3,00;2,00;1,00;2,00;6,00;2,00;1,00
2020-06-07;23,00;59,14;36,14;29,57;32,86;35,94;1,44;28,75;37,38;20,44;40,89;53,67;20,44;17,89;53,67;25,56;17,89;22,00;10,00;21,00;20,00;19,00;28,00;7,00;7,00;10,00;4,00;45,00;3,00;4,00;3,00;3,00;4,00;3,00;1,00
2020-06-14;34,00;91,80;40,80;27,20;37,40;32,58;1,42;29,75;46,75;26,15;62,77;62,77;28,77;26,71;48,57;36,43;21,86;35,00;11,00;19,00;22,00;15,00;39,00;9,00;3,00;11,00;4,00;42,00;3,00;5,00;4,00;5,00;9,00;5,00;2,00
2020-06-21;48,00;67,20;28,80;38,40;32,00;36,71;1,41;26,82;42,35;15,16;50,53;63,16;20,21;24,00;55,20;31,20;14,40;24,00;13,00;20,00;27,00;20,00;25,00;10,00;9,00;7,00;3,00;33,00;1,00;8,00;4,00;5,00;11,00;3,00;1,00
2020-06-28;45,00;80,36;28,93;41,79;48,21;40,78;0,70;29,53;37,97;27,50;52,50;60,00;20,00;18,95;52,11;40,26;16,58;27,00;11,00;19,00;24,00;16,00;30,00;8,00;9,00;12,00;3,00;40,00;3,00;11,00;6,00;2,00;8,00;2,00;4,00
2020-07-05;77,00;89,83;28,88;35,29;54,54;37,80;2,80;25,20;40,60;23,10;64,17;84,70;30,80;24,06;67,38;36,09;31,28;27,00;12,00;27,00;24,00;22,00;27,00;8,00;5,00;12,00;3,00;38,00;1,00;16,00;3,00;6,00;17,00;3,00;3,00
2020-07-12;91,00;78,00;32,50;29,25;45,50;36,40;1,40;37,80;46,20;30,33;63,19;83,42;42,97;31,13;88,61;40,71;28,74;29,00;8,00;28,00;24,00;29,00;29,00;4,00;6,00;10,00;3,00;46,00;4,00;15,00;19,00;6,00;17,00;2,00;2,00
2020-07-19;100,00;87,10;38,71;35,48;61,29;56,34;2,82;35,21;43,66;30,77;74,36;102,56;46,15;28,57;107,14;35,71;23,81;27,00;9,00;31,00;24,00;38,00;36,00;2,00;13,00;10,00;5,00;49,00;3,00;10,00;15,00;6,00;18,00;5,00;3,00
2020-07-26;79,00;82,29;46,08;32,92;46,08;43,73;1,41;22,57;40,91;33,13;50,97;91,74;38,23;26,33;100,55;31,12;23,94;34,00;10,00;34,00;29,00;30,00;32,00;7,00;5,00;14,00;5,00;42,00;2,00;12,00;7,00;7,00;14,00;5,00;2,00
2020-08-02;71,00;80,68;54,86;25,82;29,05;61,06;1,42;25,56;39,76;30,43;53,25;93,82;38,04;22,03;95,48;36,72;24,48;33,00;8,00;25,00;46,00;26,00;34,00;7,00;7,00;11,00;4,00;40,00;4,00;10,00;2,00;2,00;17,00;6,00;2,00
2020-08-09;57,00;73,76;40,24;26,82;40,24;42,75;2,85;19,95;42,75;18,14;59,59;67,36;36,27;21,38;95,00;26,13;19,00;27,00;12,00;25,00;24,00;17,00;29,00;7,00;6,00;11,00;2,00;20,00;6,00;9,00;5,00;4,00;10,00;1,00;0,00
2020-08-16;35,00;73,18;44,55;31,82;31,82;42,00;2,80;19,60;51,80;25,00;42,50;80,00;35,00;28,00;84,00;21,00;16,33;25,00;7,00;26,00;26,00;7,00;30,00;4,00;7,00;9,00;5,00;28,00;5,00;4,00;4,00;1,00;9,00;3,00;0,00
2020-08-23;25,00;68,75;34,38;25,00;21,88;31,94;0,69;16,67;43,06;20,00;72,50;82,50;35,00;25,00;90,91;31,82;13,64;26,00;7,00;12,00;18,00;9,00;25,00;6,00;4,00;5,00;2,00;29,00;2,00;5,00;1,00;1,00;6,00;3,00;3,00
2020-08-30;29,00;64,44;29,00;25,78;19,33;47,85;1,45;21,75;42,05;34,27;63,27;84,36;39,55;21,75;96,67;26,58;21,75;26,00;7,00;19,00;24,00;7,00;37,00;6,00;7,00;9,00;2,00;36,00;1,00;1,00;1,00;4,00;6,00;1,00;1,00
2020-09-06;15,00;60,00;36,00;30,00;18,00;57,27;1,36;16,36;36,82;25,00;57,50;100,00;42,50;10,00;107,50;37,50;20,00;28,00;9,00;16,00;26,00;8,00;32,00;11,00;7,00;9,00;3,00;42,00;3,00;0,00;4,00;2,00;4,00;1,00;1,00
2020-09-13;11,00;73,33;33,00;33,00;29,33;67,38;0,69;27,50;35,75;22,00;63,25;85,25;52,25;11,00;101,20;15,40;15,40;35,00;12,00;19,00;19,00;18,00;31,00;9,00;8,00;1,00;3,00;29,00;1,00;4,00;3,00;0,00;6,00;3,00;1,00
2020-09-20;12,00;48,00;27,00;33,00;24,00;68,00;0,00;33,33;34,67;16,80;69,60;122,40;48,00;12,00;136,80;24,00;28,80;41,00;12,00;15,00;23,00;3,00;37,00;12,00;4,00;1,00;2,00;39,00;1,00;3,00;2,00;1,00;5,00;1,00;0,00
2020-09-27;9,00;48,00;39,00;12,00;18,00;82,50;1,50;28,50;21,00;15,75;72,00;96,75;49,50;11,25;191,25;13,50;20,25;31,00;6,00;18,00;36,00;2,00;33,00;7,00;4,00;2,00;1,00;37,00;1,00;2,00;2,00;0,00;2,00;1,00;1,00
