Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;67,00;15,00;13,00;4,00;4,00;13,00;4,00;9,00;6,00;11,00;5,00;26,00;35,00;15,00;2,00;17,00;4,00;0,00;2,00;9,00;0,00;0,00;13,00;0,00;0,00;2,00;4,00;0,00;9,00;6,00;0,00;9,00;0,00;2,00;2,00;2,00;0,00;2,79;0,00;57,23;19,54;0,00;19,00;9,00
2019-01-13;36,00;21,00;10,00;14,00;16,00;13,00;4,00;18,00;2,00;14,00;0,00;24,00;41,00;4,00;2,00;18,00;6,00;4,00;0,00;11,00;0,00;0,00;2,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;2,77;62,31;16,62;2,00;6,00;12,00
2019-01-20;48,00;10,00;15,00;8,00;2,00;16,00;13,00;10,00;2,00;11,00;0,00;11,00;29,00;2,00;4,00;19,00;0,00;0,00;2,00;4,00;0,00;2,00;10,00;0,00;2,00;2,00;0,00;0,00;8,00;4,00;2,00;8,00;0,00;2,00;2,00;0,00;0,00;4,24;5,65;70,59;26,82;2,00;25,00;13,00
2019-01-27;36,00;16,00;2,00;4,00;2,00;10,00;0,00;6,00;8,00;27,00;2,00;12,00;22,00;0,00;2,00;6,00;0,00;6,00;4,00;10,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;10,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;5,54;73,38;31,85;0,00;10,00;4,00
2019-02-03;52,00;8,00;2,00;4,00;4,00;15,00;2,00;4,00;0,00;2,00;0,00;6,00;34,00;2,00;2,00;4,00;2,00;0,00;0,00;9,00;4,00;0,00;4,00;0,00;2,00;4,00;0,00;0,00;6,00;0,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00;2,74;4,11;75,26;8,21;0,00;21,00;4,00
2019-02-10;26,00;6,00;6,00;8,00;0,00;4,00;6,00;8,00;0,00;0,00;0,00;8,00;33,00;0,00;0,00;10,00;6,00;0,00;2,00;13,00;0,00;2,00;4,00;0,00;0,00;4,00;0,00;0,00;2,00;6,00;6,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;8,21;60,21;13,68;2,00;6,00;2,00
2019-02-17;43,00;0,00;4,00;10,00;2,00;15,00;4,00;6,00;4,00;4,00;4,00;4,00;35,00;4,00;0,00;6,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;1,39;2,77;56,87;5,55;5,00;6,00;10,00
2019-02-24;21,00;8,00;10,00;0,00;4,00;4,00;2,00;0,00;0,00;4,00;0,00;8,00;25,00;2,00;2,00;8,00;2,00;0,00;0,00;21,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,60;9,80;2,00;12,00;4,00
2019-03-03;38,00;2,00;8,00;9,00;0,00;13,00;4,00;0,00;4,00;0,00;0,00;8,00;32,00;2,00;2,00;8,00;4,00;0,00;0,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;6,00;2,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,93;15,48;2,00;11,00;6,00
2019-03-10;53,00;11,00;13,00;6,00;6,00;15,00;4,00;0,00;4,00;2,00;0,00;4,00;26,00;0,00;4,00;8,00;0,00;0,00;2,00;4,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;6,00;0,00;2,00;0,00;2,79;0,00;30,68;8,37;2,00;6,00;2,00
