Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-10-20;51,00;436,33;294,67;362,67;234,60;10,20;163,20;102,00;211,65;132,60;112,20;140,25;194,73;199,36;64,91;13,91;82,88;471,75;19,13;51,00;20,00;58,00;41,00;46,00;19,13;51,00;13,81;31,88;20,00;9,00;7,00;3,00;10,00;3,00;1,00
2019-10-27;36,00;365,14;257,14;272,57;171,00;9,00;135,00;72,00;195,43;131,14;90,00;131,14;184,50;162,00;72,00;13,50;72,00;444,00;18,00;48,00;12,00;43,00;35,00;46,00;13,76;46,59;10,59;31,76;14,00;7,00;8,00;3,00;12,00;2,00;2,00
2019-11-03;38,00;380,00;271,43;304,00;190,00;9,50;142,50;85,50;207,73;200,13;88,67;126,67;204,25;190,00;76,00;14,25;69,67;443,33;19,00;63,33;16,00;40,00;41,00;43,00;18,46;45,60;10,86;28,23;13,00;8,00;7,00;3,00;9,00;1,00;3,00
2019-11-10;35,00;402,50;297,50;285,83;210,00;11,67;186,67;81,67;192,50;132,50;85,00;137,50;188,13;437,50;70,00;13,13;70,00;390,83;17,50;40,83;16,00;46,00;36,00;42,00;19,09;46,67;12,73;30,76;14,00;4,00;8,00;4,00;12,00;2,00;2,00
2019-11-17;38,00;363,71;266,00;249,71;161,50;9,50;152,00;66,50;174,80;121,60;93,73;119,07;190,00;223,25;76,00;14,25;76,00;418,00;19,00;50,67;14,00;46,00;40,00;53,00;15,83;32,72;7,39;31,67;12,00;8,00;6,00;3,00;11,00;4,00;1,00
2019-11-24;40,00;354,29;274,29;245,71;190,00;10,00;150,00;70,00;175,00;122,50;90,00;112,50;182,22;146,67;75,56;13,33;62,86;365,71;17,14;45,71;15,00;47,00;39,00;46,00;15,79;43,16;11,58;30,53;16,00;6,00;8,00;2,00;11,00;2,00;2,00
2019-12-01;35,00;385,00;262,50;274,17;166,25;8,75;122,50;52,50;167,50;115,00;97,50;110,00;170,63;131,25;70,00;13,13;58,33;361,67;17,50;52,50;15,00;52,00;40,00;45,00;20,15;49,85;9,55;29,70;16,00;4,00;6,00;2,00;12,00;2,00;1,00
2019-12-08;35,00;344,17;227,50;221,67;198,33;11,67;163,33;81,67;160,00;120,00;87,50;117,50;166,25;135,63;65,63;13,13;58,33;350,00;17,50;46,67;14,00;55,00;41,00;34,00;12,73;55,15;8,48;29,70;18,00;9,00;7,00;4,00;9,00;3,00;2,00
2019-12-15;42,00;367,50;252,00;246,75;189,00;10,50;178,50;105,00;181,13;123,38;89,25;144,38;177,33;140,00;88,67;14,00;66,00;372,00;24,00;54,00;23,00;61,00;45,00;55,00;17,23;70,00;11,85;29,08;15,00;10,00;10,00;3,00;8,00;2,00;2,00
2019-12-22;48,00;405,33;293,33;282,67;230,40;9,60;144,00;105,60;204,63;131,37;111,16;154,11;183,27;170,18;82,91;13,09;78,00;390,00;24,00;48,00;23,00;49,00;37,00;52,00;24,53;72,53;12,80;38,40;10,00;4,00;12,00;2,00;12,00;1,00;3,00
2019-12-29;62,00;413,33;325,50;299,67;268,67;10,33;175,67;124,00;224,75;149,83;98,17;134,33;212,57;190,43;84,14;13,29;99,20;508,40;31,00;43,40;22,00;49,00;47,00;56,00;26,27;76,71;10,51;30,47;22,00;8,00;17,00;6,00;11,00;1,00;2,00
2020-01-05;68,00;481,23;423,69;376,62;291,43;19,43;174,86;116,57;246,81;148,59;118,37;153,63;262,93;226,67;77,07;13,60;111,27;506,91;24,73;49,45;26,00;52,00;51,00;62,00;32,94;81,81;10,63;34,00;24,00;12,00;15,00;6,00;17,00;3,00;5,00
2020-01-12;69,00;467,08;403,38;408,69;315,43;9,86;167,57;128,14;237,67;138,00;120,11;148,22;253,00;276,00;82,80;13,80;106,64;589,64;25,09;50,18;29,00;51,00;43,00;55,00;28,66;89,17;16,98;31,85;23,00;11,00;9,00;8,00;15,00;3,00;3,00
2020-01-19;62,00;479,09;394,55;445,27;279,00;10,33;165,33;124,00;211,83;144,67;116,25;160,17;230,29;225,86;79,71;8,86;105,40;496,00;24,80;43,40;21,00;52,00;46,00;56,00;28,86;83,38;17,10;36,34;20,00;8,00;9,00;6,00;14,00;1,00;2,00
2020-01-26;62,00;377,17;325,50;346,17;268,67;10,33;165,33;103,33;204,08;131,75;111,08;147,25;217,00;190,43;70,86;8,86;105,40;508,40;18,60;43,40;23,00;46,00;39,00;44,00;32,58;63,05;15,76;29,42;23,00;9,00;10,00;6,00;11,00;2,00;3,00
2020-02-02;58,00;400,73;369,09;379,64;261,00;9,67;193,33;96,67;199,22;131,13;116,00;163,91;232,00;196,31;71,38;13,38;103,11;541,33;19,33;51,56;24,00;43,00;46,00;48,00;27,93;71,96;15,04;31,15;21,00;8,00;11,00;6,00;15,00;2,00;2,00
2020-02-09;65,00;460,42;373,75;384,58;250,71;9,29;176,43;111,43;228,80;150,80;109,20;145,60;236,79;232,14;69,64;13,93;106,36;537,73;29,55;59,09;24,00;56,00;42,00;57,00;29,84;106,56;14,92;34,10;21,00;7,00;11,00;5,00;14,00;2,00;3,00
2020-02-16;73,00;417,14;323,29;370,21;302,43;20,86;187,71;125,14;173,69;135,93;113,28;158,59;232,69;223,56;77,56;9,13;103,42;511,00;18,25;42,58;26,00;50,00;51,00;61,00;24,33;65,59;13,75;28,57;19,00;11,00;11,00;8,00;12,00;2,00;1,00
2020-02-23;60,00;425,45;283,64;376,36;280,00;10,00;180,00;100,00;170,00;132,50;137,50;145,00;198,46;387,69;64,62;13,85;90,00;438,00;18,00;48,00;25,00;51,00;36,00;45,00;24,21;53,68;13,68;28,42;17,00;12,00;10,00;6,00;11,00;2,00;2,00
2020-03-01;46,00;373,11;245,33;327,11;248,40;9,20;156,40;82,80;166,11;117,56;92,00;120,11;179,40;230,00;46,00;13,80;74,75;391,00;23,00;34,50;18,00;47,00;31,00;30,00;20,33;69,53;16,05;29,95;12,00;9,00;9,00;4,00;9,00;1,00;2,00
2020-03-08;37,00;317,14;227,29;338,29;222,00;9,25;231,25;74,00;192,93;113,64;113,64;124,21;175,75;212,75;46,25;13,88;67,83;407,00;18,50;43,17;16,00;37,00;27,00;39,00;16,91;67,66;8,46;23,26;10,00;8,00;5,00;3,00;11,00;1,00;1,00
2020-03-15;28,00;224,00;134,40;151,20;121,33;4,67;121,33;56,00;68,73;89,09;56,00;86,55;93,33;359,33;32,67;9,33;44,80;218,40;16,80;33,60;17,00;40,00;26,00;19,00;12,92;62,46;4,31;19,38;11,00;6,00;8,00;2,00;6,00;2,00;1,00
2020-03-22;9,00;108,00;49,50;67,50;81,00;4,50;90,00;27,00;33,75;42,75;36,00;56,25;40,50;153,00;18,00;4,50;27,00;94,50;4,50;13,50;12,00;26,00;20,00;13,00;7,00;12,00;3,00;12,00;3,00;4,00;2,00;2,00;4,00;1,00;1,00
2020-03-29;12,00;138,00;66,00;84,00;96,00;6,00;84,00;24,00;33,60;38,40;26,40;52,80;32,00;88,00;16,00;4,00;30,00;108,00;6,00;18,00;9,00;17,00;17,00;14,00;10,91;10,91;3,27;12,00;3,00;4,00;2,00;1,00;8,00;1,00;0,50
2020-04-05;13,00;149,50;71,50;97,50;104,00;6,50;91,00;26,00;41,60;46,80;31,20;57,20;39,00;86,67;17,33;8,67;39,00;130,00;6,50;13,00;12,00;21,00;17,00;18,00;10,00;11,00;4,00;11,00;4,00;3,00;3,00;2,00;5,00;0,50;2,00
2020-04-12;15,00;120,00;60,00;75,00;120,00;7,50;105,00;30,00;45,00;47,50;37,50;60,00;45,00;80,00;20,00;5,00;37,50;120,00;7,50;22,50;10,00;21,00;18,00;18,00;8,57;10,71;3,21;10,71;4,00;2,00;2,00;2,00;5,00;1,00;1,00
2020-04-19;15,00;95,00;50,00;80,00;105,00;7,50;90,00;30,00;50,00;40,00;32,50;60,00;45,00;100,00;20,00;5,00;60,00;135,00;7,50;22,50;7,00;19,00;19,00;16,00;6,43;17,14;4,29;9,64;7,00;3,00;4,00;1,00;6,00;1,00;1,00
2020-04-26;15,00;100,00;55,00;70,00;60,00;3,75;60,00;22,50;40,00;40,00;27,50;57,50;45,00;90,00;20,00;5,00;45,00;135,00;7,50;22,50;5,00;16,00;16,00;19,00;8,57;12,86;2,14;11,79;3,00;3,00;3,00;1,00;7,00;1,00;1,00
2020-05-03;14,00;102,67;51,33;79,33;126,00;7,00;84,00;42,00;53,20;53,20;42,00;64,40;42,00;88,67;18,67;4,67;49,00;140,00;7,00;21,00;7,00;22,00;17,00;18,00;7,54;12,92;5,38;11,85;5,00;3,00;2,00;1,00;8,00;0,50;1,00
2020-05-10;16,00;122,67;64,00;96,00;72,00;4,00;56,00;24,00;90,67;42,67;34,67;66,67;44,00;64,00;16,00;8,00;42,67;96,00;5,33;16,00;10,00;15,00;20,00;18,00;9,60;11,73;4,27;13,87;5,00;5,00;3,00;2,00;6,00;1,00;1,00
2020-05-17;22,00;132,00;66,00;88,00;88,00;5,50;77,00;33,00;57,75;55,00;52,25;66,00;44,00;74,80;26,40;4,40;49,50;110,00;5,50;22,00;4,00;14,00;22,00;19,00;8,80;16,50;4,40;13,20;5,00;4,00;3,00;2,00;7,00;1,00;1,00
2020-05-24;20,00;105,00;60,00;95,00;90,00;5,00;70,00;30,00;47,50;52,50;40,00;67,50;45,00;75,00;20,00;5,00;46,67;133,33;6,67;26,67;10,00;16,00;16,00;18,00;7,37;13,68;6,32;9,47;6,00;4,00;3,00;1,00;6,00;1,00;1,00
2020-05-31;24,00;110,40;62,40;81,60;120,00;6,00;84,00;36,00;48,00;43,20;36,00;64,80;48,00;81,60;24,00;4,80;48,00;138,00;6,00;24,00;9,00;20,00;19,00;18,00;7,30;15,65;5,22;13,57;4,00;4,00;3,00;1,00;6,00;1,00;2,00
2020-06-07;22,00;126,50;77,00;110,00;110,00;5,50;77,00;44,00;57,75;57,75;49,50;77,00;44,00;83,60;22,00;4,40;38,50;148,50;5,50;16,50;10,00;20,00;19,00;20,00;13,20;16,50;6,60;17,60;6,00;4,00;5,00;4,00;28,00;1,00;1,00
2020-06-14;30,00;140,00;80,00;110,00;110,00;5,00;70,00;30,00;57,50;55,00;40,00;77,50;47,14;68,57;25,71;8,57;48,00;138,00;12,00;24,00;11,00;24,00;18,00;22,00;10,34;18,62;5,17;15,52;5,00;6,00;5,00;3,00;25,00;4,00;1,00
2020-06-21;43,00;172,00;91,38;150,50;118,25;10,75;96,75;43,00;60,71;58,18;50,59;80,94;55,90;73,10;25,80;4,30;61,43;178,14;12,29;24,57;16,00;20,00;24,00;22,00;11,54;25,17;5,24;13,63;5,00;8,00;6,00;6,00;24,00;2,00;4,00
2020-06-28;44,00;170,50;121,00;181,50;121,00;11,00;99,00;44,00;75,06;62,12;59,53;93,18;66,00;105,60;35,20;4,40;62,86;220,00;18,86;25,14;18,00;20,00;15,00;21,00;15,71;24,10;7,33;17,81;11,00;8,00;8,00;6,00;16,00;1,00;2,00
2020-07-05;45,00;225,00;135,00;180,00;123,75;11,25;101,25;45,00;82,06;63,53;60,88;111,18;76,50;94,50;31,50;9,00;64,29;225,00;12,86;25,71;18,00;28,00;20,00;23,00;25,71;24,64;8,57;12,86;10,00;7,00;8,00;5,00;12,00;4,00;3,00
2020-07-12;54,00;221,40;151,20;275,40;140,40;10,80;97,20;54,00;69,43;72,00;64,29;105,43;72,00;108,00;31,50;9,00;72,00;228,00;18,00;30,00;17,00;27,00;21,00;21,00;22,24;23,29;7,41;20,12;11,00;6,00;24,00;3,00;12,00;4,00;2,00
2020-07-19;60,00;240,00;169,09;283,64;130,00;10,00;80,00;50,00;96,52;75,65;70,43;114,78;83,08;115,38;27,69;9,23;72,00;234,00;12,00;30,00;18,00;21,00;22,00;31,00;28,93;23,57;7,50;17,14;14,00;8,00;15,00;2,00;13,00;2,00;2,00
2020-07-26;55,00;220,00;154,00;126,50;100,83;9,17;73,33;27,50;80,00;57,50;57,50;117,50;64,17;114,58;27,50;4,58;85,56;232,22;12,22;24,44;22,00;25,00;21,00;26,00;27,50;25,38;7,40;14,81;12,00;6,00;11,00;5,00;15,00;3,00;3,00
2020-08-02;49,00;190,56;157,89;114,33;127,40;4,90;78,40;39,20;77,37;67,05;67,05;131,53;57,91;102,45;26,73;4,45;85,75;202,13;12,25;24,50;16,00;24,00;18,00;27,00;13,85;24,50;7,46;20,24;11,00;8,00;8,00;5,00;12,00;3,00;3,00
2020-08-09;50,00;183,33;155,56;150,00;140,00;10,00;80,00;40,00;77,50;70,00;62,50;125,00;63,64;118,18;31,82;9,09;81,25;231,25;18,75;25,00;14,00;30,00;28,00;31,00;18,09;28,72;9,57;22,34;9,00;7,00;9,00;4,00;14,00;3,00;2,00
2020-08-16;28,00;162,40;123,20;117,60;130,67;4,67;56,00;74,67;99,27;63,64;63,64;122,18;74,67;135,33;37,33;4,67;61,60;207,20;11,20;22,40;12,00;30,00;21,00;32,00;11,41;25,93;5,19;16,59;7,00;8,00;4,00;3,00;13,00;1,00;1,00
2020-08-23;32,00;144,00;122,67;101,33;149,33;10,67;74,67;96,00;81,23;68,92;61,54;125,54;64,00;132,57;32,00;9,14;89,60;236,80;12,80;25,60;12,00;28,00;25,00;29,00;12,80;19,20;6,40;22,40;8,00;5,00;5,00;4,00;11,00;1,00;1,00
2020-08-30;27,00;151,20;129,60;124,20;135,00;9,00;72,00;54,00;73,64;71,18;71,18;139,91;63,00;126,00;27,00;9,00;74,25;229,50;6,75;33,75;10,00;35,00;23,00;33,00;9,35;18,69;6,23;22,85;8,00;6,00;5,00;3,00;9,00;2,00;1,00
2020-09-06;23,00;143,75;115,00;109,25;149,50;5,75;92,00;46,00;63,89;66,44;61,33;127,78;50,60;110,40;23,00;4,60;69,00;178,25;5,75;23,00;12,00;24,00;27,00;31,00;10,45;17,77;4,18;20,91;5,00;6,00;5,00;2,00;7,00;1,00;1,00
2020-09-13;19,00;158,33;126,67;107,67;142,50;4,75;85,50;28,50;65,14;78,71;73,29;138,43;47,50;99,75;23,75;4,75;69,67;209,00;12,67;25,33;12,00;23,00;32,00;31,00;10,06;16,76;5,59;20,12;6,00;3,00;6,00;1,00;8,00;1,00;2,00
2020-09-20;19,00;114,00;80,75;85,50;123,50;4,75;85,50;28,50;48,86;65,14;62,43;149,29;47,50;109,25;19,00;9,50;69,67;177,33;6,33;25,33;7,00;27,00;29,00;21,00;8,44;17,94;5,28;17,94;4,00;5,00;5,00;0,50;8,00;3,00;1,00
2020-09-27;18,00;132,00;108,00;102,00;108,00;4,50;81,00;27,00;64,29;69,43;61,71;146,57;36,00;108,00;18,00;9,00;72,00;150,00;6,00;30,00;11,00;26,00;28,00;24,00;10,59;18,00;3,18;20,12;6,00;3,00;4,00;1,00;8,00;1,00;1,00
