Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;54,00;54,00;27,00;27,00;1350,00;27,00;27,00;2700,00;27,00;15,43;30,86;748,29;200,57;896,40;5,40;43,20;1080,00;13,50;18,00;207,00;9,00;3,18;12,71;317,65;44,47;0,00;10,00;10,00;12,00;13,50;3,38;320,63;0,00;186,00;2,00;184,00;0,00;27,00;0,00;0,00;0,00;2,00;0,00
2019-01-13;37,00;18,50;37,00;18,50;814,00;18,50;9,25;1350,50;18,50;7,40;7,40;547,60;192,40;462,50;4,63;27,75;582,75;9,25;9,25;180,38;0,00;6,73;6,73;215,27;26,91;0,00;5,00;0,00;17,00;3,36;0,00;252,27;0,00;139,78;2,06;172,67;0,00;15,00;2,00;3,00;0,00;0,00;0,00
2019-01-20;52,00;52,00;52,00;26,00;676,00;13,00;13,00;910,00;26,00;14,86;7,43;319,43;178,29;353,60;5,20;20,80;530,40;4,33;17,33;164,67;0,00;6,50;13,00;130,00;19,50;2,00;2,00;2,00;10,00;6,93;0,00;263,47;0,00;128,00;0,00;98,00;2,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;66,00;33,00;16,50;33,00;363,00;22,00;11,00;792,00;11,00;7,33;14,67;278,67;227,33;341,00;5,50;33,00;484,00;8,80;13,20;140,80;4,40;3,30;6,60;141,90;29,70;0,00;7,00;2,00;2,00;3,47;3,47;267,47;3,47;138,00;0,00;88,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;49,00;24,50;24,50;24,50;686,00;12,25;24,50;808,50;24,50;7,00;7,00;259,00;119,00;352,80;0,00;29,40;450,80;8,91;8,91;164,82;4,45;3,27;13,07;120,87;26,13;2,00;5,00;2,00;7,00;3,50;0,00;213,50;0,00;81,67;0,00;89,83;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;35,00;17,50;35,00;17,50;455,00;17,50;17,50;945,00;17,50;7,00;7,00;280,00;154,00;350,00;11,67;23,33;525,00;8,75;4,38;179,38;0,00;6,36;12,73;114,55;25,45;0,00;0,00;0,00;8,00;7,00;3,50;206,50;3,50;108,89;0,00;87,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;61,00;30,50;30,50;15,25;366,00;10,17;10,17;488,00;0,00;0,00;15,25;175,38;152,50;284,67;10,17;40,67;416,83;4,36;4,36;161,21;0,00;0,00;0,00;93,11;38,53;5,00;3,00;3,00;0,00;13,56;3,39;196,56;3,39;99,63;0,00;101,67;0,00;15,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;28,00;28,00;14,00;14,00;336,00;14,00;14,00;672,00;28,00;14,00;7,00;224,00;147,00;224,00;4,67;18,67;345,33;14,00;4,67;177,33;9,33;0,00;6,22;80,89;12,44;0,00;8,00;3,00;5,00;17,50;0,00;182,00;0,00;106,00;2,00;62,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;70,00;35,00;17,50;35,00;350,00;11,67;0,00;606,67;23,33;7,78;15,56;318,89;210,00;310,00;5,00;20,00;360,00;8,75;4,38;175,00;4,38;6,36;12,73;92,27;28,64;0,00;3,00;0,00;15,00;3,33;3,33;190,00;0,00;82,00;0,00;68,00;8,00;20,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;70,00;17,50;35,00;17,50;420,00;11,67;0,00;583,33;23,33;7,78;7,78;295,56;163,33;250,00;0,00;20,00;320,00;8,75;13,13;140,00;0,00;10,00;6,67;76,67;16,67;2,00;0,00;2,00;10,00;3,50;0,00;143,50;0,00;76,00;0,00;74,00;2,00;5,00;0,00;0,00;0,00;2,00;0,00
2019-03-17;46,00;46,00;23,00;23,00;460,00;11,50;0,00;345,00;11,50;7,67;7,67;214,67;130,33;230,00;0,00;23,00;310,50;4,18;0,00;129,64;4,18;3,29;0,00;95,29;6,57;3,00;0,00;0,00;8,00;6,57;0,00;121,57;0,00;90,00;0,00;26,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;46,00;23,00;46,00;23,00;460,00;11,50;23,00;299,00;23,00;3,83;0,00;168,67;107,33;126,50;0,00;11,50;299,00;4,60;0,00;73,60;0,00;0,00;6,57;78,86;6,57;0,00;0,00;3,00;13,00;3,54;0,00;134,46;0,00;28,00;0,00;38,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;41,00;20,50;20,50;20,50;287,00;0,00;10,25;164,00;10,25;8,20;0,00;123,00;123,00;92,25;5,13;20,50;225,50;0,00;4,56;100,22;0,00;0,00;0,00;78,85;6,31;0,00;0,00;0,00;8,00;0,00;0,00;75,17;0,00;59,45;0,00;10,25;0,00;3,00;0,00;0,00;0,00;0,00;0,00
