Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;52,00;7,00;4,00;14,00;9,00;8,00;1,00;17,00;3,00;5,47;1,37;38,32;38,32;47,00;0,00;11,00;11,00;2,36;0,00;106,36;0,00;0,00;5,00;1,00;4,00;1,00;0,00;1,00;5,00;7,00;16,00;3,00;3,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;29,00;6,00;0,00;12,00;13,00;3,00;1,00;10,00;3,00;2,90;1,45;17,40;46,40;9,00;1,00;3,00;5,00;4,83;0,00;77,33;2,42;1,00;6,00;3,00;4,00;0,00;0,00;1,00;0,00;1,00;18,00;1,00;4,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;53,00;8,00;2,00;6,00;9,00;2,00;5,00;5,00;0,00;0,00;1,39;5,58;22,32;4,00;0,00;1,00;5,00;2,41;2,41;118,05;2,41;1,00;5,00;0,00;4,00;2,00;0,00;1,00;2,00;5,00;15,00;1,00;10,00;6,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;22,00;5,00;4,00;9,00;6,00;1,00;1,00;5,00;1,00;1,38;0,00;8,25;30,25;2,00;0,00;1,00;6,00;0,00;2,44;100,22;2,44;0,00;0,00;0,00;6,00;1,00;0,00;2,00;2,00;1,00;16,00;0,00;9,00;2,00;0,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;39,00;3,00;6,00;8,00;6,00;1,00;1,00;5,00;0,00;1,39;0,00;5,57;22,29;3,00;1,00;6,00;4,00;2,44;0,00;68,25;0,00;1,00;4,00;0,00;8,00;0,00;3,00;1,00;4,00;4,00;5,00;0,00;11,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;29,00;4,00;9,00;14,00;6,00;4,00;3,00;4,00;1,00;1,45;1,45;5,80;31,90;3,00;4,00;9,00;1,00;2,42;0,00;87,00;0,00;3,00;5,00;0,00;6,00;1,00;1,00;0,00;1,00;3,00;3,00;3,00;4,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;22,00;8,00;5,00;8,00;6,00;1,00;3,00;6,00;0,00;2,75;0,00;11,00;27,50;3,00;3,00;8,00;1,00;4,89;2,44;100,22;0,00;0,00;4,00;3,00;8,00;1,00;0,00;5,00;0,00;4,00;6,00;1,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;33,00;5,00;9,00;12,00;13,00;0,00;0,00;5,00;0,00;2,75;1,38;5,50;30,25;1,00;0,00;12,00;4,00;2,36;0,00;87,21;2,36;0,00;6,00;3,00;6,00;3,00;1,00;1,00;0,00;1,00;8,00;4,00;4,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;1,00;0,00
2019-03-03;48,00;12,00;5,00;11,00;8,00;1,00;3,00;4,00;1,00;0,00;1,41;11,29;31,06;3,00;1,00;5,00;4,00;2,40;2,40;76,80;2,40;0,00;1,00;0,00;5,00;0,00;3,00;3,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;9,00;0,00;0,00;0,00;0,00
2019-03-10;30,00;3,00;14,00;5,00;9,00;7,00;4,00;8,00;0,00;2,73;1,36;10,91;35,45;1,00;1,00;8,00;8,00;2,50;0,00;57,50;0,00;0,00;4,00;0,00;5,00;0,00;0,00;4,00;3,00;0,00;4,00;0,00;3,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
