Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;63,00;18,00;11,00;3,00;7,00;3,82;85,91;97,36;7,64
2019-01-13;55,00;16,00;4,00;5,00;2,00;3,93;94,29;84,46;5,89
2019-01-20;65,00;12,00;7,00;1,00;5,00;3,94;92,58;74,85;7,88
2019-01-27;47,00;21,00;14,00;1,00;4,00;5,88;94,00;70,50;5,88
2019-02-03;64,00;6,00;11,00;3,00;6,00;7,76;176,48;83,39;5,82
2019-02-10;79,00;6,00;4,00;3,00;2,00;1,93;159,93;90,56;7,71
2019-02-17;74,00;22,00;11,00;4,00;6,00;5,84;148,00;99,32;7,79
2019-02-24;85,00;25,00;7,00;6,00;2,00;5,80;115,91;79,20;7,73
2019-03-03;73,00;25,00;7,00;3,00;5,00;3,95;96,68;92,73;5,92
2019-03-10;63,00;9,00;18,00;4,00;5,00;5,91;94,50;88,59;5,91
2019-03-17;73,00;19,00;11,00;2,00;1,00;5,76;94,13;94,13;7,68
2019-03-24;81,00;19,00;15,00;3,00;2,00;7,71;142,71;71,36;7,71
2019-03-31;74,00;9,00;15,00;2,00;2,00;3,89;132,42;83,74;5,84
2019-04-07;72,00;3,00;34,00;8,00;2,00;5,84;167,35;89,51;7,78
2019-04-14;77,00;17,00;20,00;8,00;5,00;9,63;142,45;98,18;5,78
2019-04-21;72,00;29,00;20,00;6,00;6,00;7,78;153,73;89,51;5,84
2019-04-28;59,00;12,00;3,00;4,00;7,00;7,87;155,37;94,40;7,87
2019-05-05;58,00;6,00;32,00;4,00;3,00;5,80;94,73;79,27;5,80
2019-05-12;60,00;9,00;4,00;4,00;7,00;5,81;110,32;85,16;7,74
2019-05-19;59,00;9,00;21,00;4,00;5,00;11,80;149,47;102,27;7,87
2019-05-26;62,00;30,00;30,00;3,00;6,00;9,69;147,25;91,06;7,75
2019-06-02;79,00;23,00;18,00;7,00;5,00;5,78;129,10;88,63;7,71
2019-06-09;67,00;27,00;22,00;8,00;4,00;13,40;103,37;88,06;7,66
2019-06-16;73,00;27,00;7,00;6,00;7,00;13,45;142,16;97,97;7,68
2019-06-23;80,00;10,00;16,00;4,00;8,00;7,80;148,29;99,51;9,76
2019-06-30;94,00;20,00;19,00;5,00;5,00;5,88;142,96;105,75;7,83
2019-07-07;94,00;6,00;15,00;4,00;4,00;5,88;178,21;105,75;7,83
2019-07-14;84,00;27,00;16,00;6,00;4,00;3,91;195,35;103,53;7,81
2019-07-21;88,00;4,00;18,00;4,00;2,00;1,96;132,98;107,56;7,82
2019-07-28;98,00;27,00;23,00;2,00;3,00;5,88;145,04;107,80;7,84
2019-08-04;100,00;17,00;21,00;2,00;12,00;5,88;156,86;98,04;7,84
2019-08-11;76,00;16,00;8,00;9,00;4,00;11,69;155,90;113,03;5,85
2019-08-18;73,00;27,00;7,00;5,00;5,00;7,68;172,89;122,95;5,76
2019-08-25;72,00;16,00;0,00;4,00;1,00;3,89;147,89;97,30;7,78
2019-09-01;65,00;15,00;28,00;2,00;5,00;5,91;118,18;92,58;5,91
2019-09-08;71,00;6,00;7,00;3,00;3,00;9,86;128,19;96,64;5,92
2019-09-15;66,00;16,00;32,00;4,00;4,00;5,82;114,53;97,06;5,82
2019-09-22;63,00;15,00;14,00;7,00;7,00;3,94;114,19;98,44;5,91
2019-09-29;77,00;29,00;18,00;1,00;5,00;3,85;115,50;88,55;5,78
2019-10-06;65,00;18,00;7,00;5,00;4,00;3,94;139,85;90,61;5,91
2019-10-13;72,00;15,00;14,00;5,00;6,00;3,89;171,24;85,62;7,78
2019-10-20;70,00;18,00;7,00;6,00;1,00;1,94;165,28;95,28;5,83
2019-10-27;64,00;6,00;10,00;3,00;4,00;3,88;102,79;91,15;5,82
2019-11-03;69,00;17,00;17,00;2,00;1,00;1,97;138,00;86,74;5,91
2019-11-10;63,00;12,00;10,00;2,00;1,00;3,82;122,18;87,82;7,64
2019-11-17;51,00;6,00;7,00;4,00;4,00;1,96;113,77;80,42;5,88
2019-11-24;55,00;14,00;30,00;4,00;1,00;1,90;142,24;72,07;7,59
2019-12-01;53,00;3,00;3,00;2,00;1,00;1,96;119,74;68,70;5,89
2019-12-08;50,00;11,00;7,00;4,00;1,00;0,96;103,85;76,92;5,77
2019-12-15;39,00;28,00;14,00;5,00;4,00;3,90;109,20;76,05;7,80
2019-12-22;44,00;19,00;16,00;2,00;3,00;1,91;135,83;59,30;9,57
2019-12-29;55,00;9,00;28,00;3,00;0,00;3,93;127,68;82,50;7,86
2020-01-05;39,00;14,00;3,00;2,00;0,00;1,95;111,15;97,50;7,80
2020-01-12;52,00;5,00;6,00;2,00;1,00;3,85;123,26;88,59;5,78
2020-01-19;59,00;11,00;3,00;4,00;1,00;0,98;121,93;80,63;5,90
2020-01-26;46,00;8,00;3,00;2,00;3,00;1,92;132,25;67,08;5,75
2020-02-02;53,00;22,00;3,00;2,00;2,00;1,96;111,89;70,67;5,89
2020-02-09;50,00;22,00;29,00;5,00;1,00;2,00;116,00;82,00;6,00
2020-02-16;56,00;8,00;16,00;5,00;3,00;3,86;158,34;79,17;7,72
2020-02-23;60,00;19,00;9,00;2,00;0,00;1,94;137,42;69,68;5,81
2020-03-01;51,00;13,00;13,00;1,00;3,00;0,00;115,73;72,58;3,92
2020-03-08;47,00;8,00;6,00;1,00;1,00;0,00;86,17;50,92;3,92
2020-03-15;28,00;0,00;6,00;1,00;2,00;1,00;26,00;24,00;2,00
2020-03-22;12,00;0,00;0,00;1,00;0,00;2,00;14,00;16,00;2,00
2020-03-29;12,00;0,00;0,00;1,00;1,00;0,00;12,00;10,00;2,00
2020-04-05;13,00;3,00;0,00;0,00;0,00;0,93;13,00;9,29;1,86
2020-04-12;7,00;3,00;6,00;0,00;1,00;0,00;10,50;7,00;1,75
2020-04-19;11,00;0,00;0,00;1,00;1,00;1,10;17,60;11,00;2,20
2020-04-26;11,00;2,00;0,00;0,00;0,00;0,92;7,33;5,50;1,83
2020-05-03;14,00;2,00;3,00;1,00;0,00;1,00;18,00;10,00;2,00
2020-05-10;19,00;0,00;3,00;0,00;0,00;0,95;15,20;11,40;1,90
2020-05-17;21,00;0,00;7,00;1,00;0,00;0,95;19,09;9,55;1,91
2020-05-24;37,00;5,00;6,00;1,00;3,00;0,97;21,42;17,53;1,95
2020-05-31;55,00;7,00;3,00;2,00;1,00;1,96;25,54;15,71;3,93
2020-06-07;59,00;5,00;9,00;1,00;0,00;1,97;23,60;19,67;3,93
2020-06-14;56,00;17,00;0,00;2,00;0,00;1,93;21,24;17,38;3,86
2020-06-21;61,00;20,00;7,00;0,50;1,00;1,97;55,10;27,55;1,97
2020-06-28;74,00;20,00;6,00;1,00;1,00;0,00;72,05;29,21;1,95
2020-07-05;74,00;3,00;3,00;3,00;4,00;1,95;77,89;35,05;1,95
2020-07-12;78,00;28,00;17,00;2,00;1,00;0,98;91,65;39,00;1,95
2020-07-19;76,00;15,00;7,00;1,00;2,00;1,95;74,05;40,92;1,95
2020-07-26;73,00;11,00;14,00;2,00;2,00;0,96;76,84;38,42;1,92
2020-08-02;76,00;19,00;3,00;3,00;1,00;3,90;83,79;48,72;3,90
2020-08-09;72,00;10,00;10,00;2,00;1,00;1,95;58,38;40,86;3,89
2020-08-16;69,00;11,00;13,00;1,00;2,00;0,99;57,17;45,34;1,97
2020-08-23;48,00;11,00;6,00;2,00;1,00;1,92;46,08;44,16;1,92
2020-08-30;47,00;92,00;6,00;2,00;1,00;0,00;56,79;54,83;1,96
2020-09-06;56,00;19,00;7,00;2,00;1,00;0,97;50,21;42,48;1,93
2020-09-13;56,00;22,00;0,00;3,00;1,00;1,93;65,66;44,41;1,93
2020-09-20;42,00;18,00;16,00;2,00;0,00;1,91;22,91;28,64;1,91
2020-09-27;41,00;26,00;7,00;1,00;1,00;0,98;37,10;35,14;1,95
2020-10-04;60,00;8,00;0,00;2,00;2,00;1,94;23,23;30,97;3,87
2020-10-11;53,00;3,00;17,00;1,00;1,00;0,00;23,56;27,48;1,96
2020-10-18;55,00;8,00;3,00;0,50;1,00;0,00;19,64;31,43;3,93
2020-10-25;43,00;8,00;0,00;1,00;1,00;1,95;21,50;25,41;1,95
2020-11-01;19,00;0,00;0,00;2,00;2,00;0,95;11,40;13,30;1,90
2020-11-08;20,00;5,00;3,00;1,00;1,00;2,00;12,00;20,00;2,00
2020-11-15;27,00;0,00;10,00;1,00;0,00;1,93;15,43;19,29;1,93
2020-11-22;33,00;8,00;0,00;2,00;1,00;0,00;23,29;29,12;1,94
2020-11-29;38,00;3,00;0,00;1,00;1,00;0,00;28,50;24,70;1,90
2020-12-06;40,00;0,00;6,00;2,00;0,00;0,95;17,14;22,86;1,90
2020-12-13;45,00;16,00;3,00;2,00;1,00;0,00;17,61;21,52;1,96
2020-12-20;41,00;12,00;4,00;1,00;0,00;0,98;11,71;15,62;1,95
2020-12-27;37,00;9,00;4,00;0,00;1,00;0,00;19,47;15,58;1,95
2021-01-03;36,00;5,00;3,00;0,50;0,00;1,00;22,00;16,00;2,00
2021-01-10;40,00;0,00;0,00;1,00;0,00;2,00;20,00;12,00;2,00
2021-01-17;39,00;3,00;13,00;1,00;1,00;0,98;13,65;7,80;1,95
2021-01-24;32,00;5,00;0,00;0,00;0,00;0,00;20,00;14,00;2,00
2021-01-31;45,00;3,00;0,00;0,50;0,00;0,98;11,74;17,61;1,96
2021-02-07;49,00;3,00;0,00;2,00;1,00;0,98;13,72;11,76;1,96
2021-02-14;55,00;8,00;3,00;1,00;0,00;0,98;13,75;19,64;3,93
2021-02-21;55,00;11,00;3,00;1,00;0,00;0,98;11,79;21,61;1,96
2021-02-28;36,00;5,00;0,00;0,50;0,00;1,00;12,00;22,00;2,00
2021-03-07;42,00;0,00;0,00;1,00;0,00;1,91;24,82;22,91;3,82
2021-03-14;44,00;0,00;3,00;0,50;1,00;0,00;19,13;24,87;3,83
2021-03-21;32,00;5,00;0,00;1,00;0,00;1,00;26,00;28,00;4,00
2021-03-28;42,00;9,00;4,00;1,00;0,00;0,00;24,82;34,36;3,82
2021-04-04;32,00;5,00;0,00;0,00;0,00;0,00;16,00;32,00;4,00
2021-04-11;33,00;8,00;3,00;1,00;1,00;1,94;19,41;44,65;1,94
2021-04-18;44,00;3,00;17,00;1,00;4,00;0,96;22,96;49,74;3,83
2021-04-25;43,00;8,00;6,00;1,00;0,00;0,00;39,09;48,86;3,91
2021-05-02;66,00;0,00;10,00;1,00;1,00;1,94;31,06;42,71;3,88
2021-05-09;73,00;6,00;10,00;0,50;1,00;1,92;34,58;57,63;3,84
2021-05-16;60,00;8,00;10,00;0,50;2,00;1,94;27,10;63,87;3,87
2021-05-23;63,00;8,00;3,00;2,00;1,00;1,97;35,44;74,81;3,94
2021-05-30;68,00;6,00;7,00;3,00;1,00;1,94;52,46;71,89;3,89
2021-06-06;70,00;3,00;13,00;2,00;0,00;0,00;35,00;71,94;5,83
2021-06-13;75,00;8,00;0,00;2,00;2,00;1,97;39,47;69,08;5,92
2021-06-20;75,00;8,00;0,00;1,00;2,00;1,97;49,34;65,13;5,92
2021-06-27;70,00;11,00;7,00;4,00;2,00;0,97;64,17;58,33;5,83
2021-07-04;86,00;14,00;7,00;1,00;4,00;5,86;66,45;76,23;5,86
2021-07-11;66,00;9,00;11,00;2,00;0,00;1,94;75,71;87,35;5,82
2021-07-18;64,00;10,00;20,00;2,00;3,00;1,94;77,58;85,33;5,82
2021-07-25;72,00;6,00;16,00;3,00;6,00;3,89;75,89;77,84;5,84
2021-08-01;77,00;9,00;12,00;4,00;2,00;3,85;84,70;90,48;5,78
2021-08-08;70,00;10,00;27,00;1,00;3,00;3,89;103,06;97,22;3,89
2021-08-15;60,00;9,00;4,00;1,00;2,00;5,81;104,52;94,84;3,87
2021-08-22;63,00;10,00;11,00;2,00;3,00;5,91;90,56;104,34;3,94
2021-08-29;56,00;19,00;7,00;4,00;3,00;3,86;83,03;92,69;3,86
2021-09-05;60,00;13,00;7,00;1,00;1,00;5,81;75,48;90,97;3,87
2021-09-12;62,00;6,00;11,00;3,00;4,00;3,88;85,25;83,31;3,88
2021-09-19;52,00;10,00;22,00;1,00;3,00;1,93;65,48;90,52;3,85
2021-09-26;75,00;6,00;11,00;3,00;2,00;1,92;71,15;71,15;3,85
2021-10-03;73,00;0,00;11,00;5,00;1,00;0,96;69,16;88,37;3,84
2021-10-10;65,00;10,00;8,00;0,50;3,00;1,97;116,21;90,61;3,94
2021-10-17;73,00;6,00;15,00;1,00;0,00;3,84;99,89;78,76;3,84
2021-10-24;76,00;9,00;11,00;3,00;3,00;1,95;56,51;89,64;3,90
