Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-12-22;2,00;19,00;1,00;11,00;6,00;2,00;48,00;4,00;4,00
2019-12-29;3,00;26,00;11,00;8,00;5,00;6,00;81,00;12,00;9,00
2020-01-05;3,00;16,00;8,00;10,00;9,00;6,00;93,00;9,00;9,00
2020-01-12;3,00;17,00;19,00;12,00;8,00;6,00;99,00;12,00;9,00
2020-01-19;5,00;23,00;6,00;13,00;8,00;5,00;77,50;10,00;7,50
2020-01-26;4,00;28,00;7,00;9,00;8,00;8,00;112,00;8,00;12,00
2020-02-02;3,00;21,00;8,00;10,00;7,00;6,00;69,00;6,00;9,00
2020-02-09;3,00;20,00;8,00;9,00;12,00;6,00;69,00;9,00;9,00
2020-02-16;3,00;17,00;10,00;10,00;10,00;6,00;69,00;9,00;9,00
2020-02-23;5,00;9,00;12,00;9,00;7,00;2,50;47,50;5,00;7,50
2020-03-01;3,00;29,00;6,00;8,00;10,00;3,00;57,00;9,00;9,00
2020-03-08;2,00;19,00;11,00;8,00;6,00;2,00;28,00;4,00;6,00
2020-03-15;1,00;11,00;8,00;6,00;2,00;1,00;26,00;2,00;4,00
2020-03-22;1,00;7,00;3,00;5,00;3,00;1,00;32,00;2,00;4,00
2020-03-29;1,00;11,00;5,00;5,00;3,00;1,00;34,00;2,00;4,00
2020-04-05;1,00;11,00;7,00;5,00;2,00;2,00;26,00;2,00;4,00
2020-04-12;2,00;17,00;11,00;5,00;3,00;1,00;30,00;2,00;4,00
2020-04-19;1,00;16,00;13,00;5,00;3,00;2,00;46,00;1,00;6,00
2020-04-26;2,00;10,00;22,00;7,00;4,00;2,00;60,00;2,00;8,00
2020-05-03;2,00;6,00;16,00;11,00;4,00;2,00;88,00;2,00;10,00
2020-05-10;2,00;16,00;21,00;16,00;5,00;2,00;80,00;4,00;12,00
2020-05-17;3,00;24,00;31,00;16,00;10,00;6,00;153,00;6,00;24,00
2020-05-24;4,00;26,00;27,00;22,00;17,00;12,00;184,00;8,00;36,00
2020-05-31;7,00;48,00;26,00;22,00;16,00;17,50;178,50;7,00;31,50
2020-06-07;5,00;61,00;42,00;26,00;18,00;12,50;137,50;5,00;27,50
2020-06-14;7,00;60,00;42,00;23,00;30,00;31,50;252,00;10,50;38,50
2020-06-21;10,00;74,00;57,00;25,00;46,00;30,00;226,67;20,00;36,67
2020-06-28;9,00;82,00;45,00;28,00;47,00;33,00;240,00;18,00;33,00
2020-07-05;11,00;87,00;56,00;28,00;43,00;27,50;228,25;19,25;30,25
2020-07-12;14,00;98,00;46,00;27,00;40,00;35,00;350,00;35,00;38,50
2020-07-19;15,00;86,00;62,00;25,00;52,00;30,00;273,00;30,00;30,00
2020-07-26;14,00;100,00;61,00;29,00;58,00;30,80;249,20;28,00;30,80
2020-08-02;15,00;100,00;35,00;28,00;59,00;27,00;246,00;27,00;30,00
2020-08-09;11,00;92,00;37,00;26,00;57,00;33,00;184,25;22,00;24,75
2020-08-16;9,00;65,00;23,00;25,00;44,00;27,00;159,00;21,00;24,00
2020-08-23;8,00;42,00;18,00;19,00;33,00;16,00;106,67;16,00;18,67
2020-08-30;4,00;41,00;28,00;20,00;26,00;24,00;128,00;16,00;32,00
2020-09-06;4,00;41,00;30,00;17,00;20,00;20,00;132,00;20,00;24,00
2020-09-13;4,00;42,00;29,00;14,00;10,00;12,00;112,00;16,00;24,00
2020-09-20;2,00;15,00;17,00;9,00;8,00;4,00;42,00;4,00;10,00
2020-09-27;1,00;10,00;10,00;9,00;9,00;2,00;30,00;4,00;10,00
2020-10-04;1,00;16,00;17,00;9,00;9,00;2,00;28,00;4,00;8,00
2020-10-11;2,00;12,00;11,00;7,00;6,00;2,00;26,00;4,00;8,00
2020-10-18;2,00;12,00;9,00;5,00;2,00;1,00;24,00;2,00;6,00
2020-10-25;1,00;7,00;7,00;3,00;2,00;1,00;22,00;2,00;6,00
2020-11-01;2,00;7,00;3,00;2,00;3,00;4,00;32,00;4,00;8,00
2020-11-08;1,00;11,00;4,00;3,00;1,00;1,00;14,00;2,00;6,00
2020-11-15;0,50;10,00;4,00;3,00;3,00;0,50;11,00;1,00;2,00
2020-11-22;1,00;12,00;4,00;4,00;2,00;1,00;16,00;2,00;4,00
2020-11-29;1,00;7,00;1,00;2,00;2,00;1,00;20,00;2,00;4,00
2020-12-06;0,50;7,00;1,00;3,00;3,00;0,50;10,00;1,00;2,00
2020-12-13;1,00;11,00;2,00;3,00;3,00;1,00;18,00;2,00;4,00
2020-12-20;0,50;7,00;2,00;3,00;3,00;0,50;10,00;1,00;2,00
2020-12-27;2,00;17,00;3,00;6,00;4,00;2,00;30,00;2,00;4,00
2021-01-03;2,00;10,00;13,00;4,00;2,00;1,00;34,00;2,00;6,00
2021-01-10;1,00;15,00;5,00;3,00;2,00;1,00;30,00;2,00;6,00
2021-01-17;2,00;16,00;6,00;7,00;3,00;2,00;26,00;4,00;6,00
2021-01-24;1,00;9,00;11,00;5,00;2,00;2,00;30,00;4,00;6,00
2021-01-31;1,00;11,00;5,00;5,00;2,00;2,00;36,00;2,00;6,00
2021-02-07;1,00;19,00;6,00;5,00;6,00;2,00;22,00;2,00;6,00
2021-02-14;2,00;30,00;10,00;4,00;8,00;2,00;38,00;2,00;6,00
2021-02-21;3,00;22,00;12,00;5,00;5,00;3,00;72,00;9,00;12,00
2021-02-28;3,00;22,00;8,00;6,00;7,00;3,00;75,00;6,00;12,00
2021-03-07;2,00;21,00;10,00;7,00;11,00;4,00;112,00;8,00;20,00
2021-03-14;3,00;22,00;14,00;5,00;13,00;3,00;66,00;6,00;12,00
2021-03-21;4,00;15,00;18,00;5,00;17,00;4,00;132,00;8,00;20,00
2021-03-28;2,00;34,00;14,00;4,00;21,00;4,00;68,00;4,00;10,00
2021-04-04;2,00;43,00;23,00;5,00;12,00;4,00;68,00;4,00;10,00
2021-04-11;3,00;30,00;34,00;5,00;10,00;6,00;96,00;9,00;18,00
2021-04-18;3,00;40,00;36,00;6,00;12,00;6,00;105,00;12,00;15,00
2021-04-25;4,00;46,00;24,00;8,00;13,00;12,00;188,00;16,00;20,00
2021-05-02;4,00;32,00;25,00;12,00;18,00;8,00;192,00;16,00;24,00
2021-05-09;9,00;46,00;38,00;16,00;21,00;12,00;135,00;12,00;18,00
2021-05-16;5,00;34,00;36,00;21,00;30,00;12,50;105,00;10,00;17,50
2021-05-23;6,00;53,00;44,00;22,00;30,00;18,00;144,00;18,00;24,00
2021-05-30;6,00;53,00;37,00;23,00;30,00;18,00;153,00;18,00;21,00
2021-06-06;8,00;61,00;32,00;21,00;37,00;18,67;181,33;16,00;18,67
2021-06-13;10,00;54,00;31,00;24,00;37,00;26,67;173,33;20,00;26,67
2021-06-20;7,00;53,00;41,00;22,00;43,00;31,50;203,00;21,00;28,00
2021-06-27;9,00;52,00;35,00;23,00;43,00;33,00;159,00;15,00;24,00
2021-07-04;11,00;82,00;35,00;23,00;48,00;24,75;203,50;16,50;22,00
2021-07-11;11,00;97,00;55,00;21,00;52,00;19,25;244,75;22,00;22,00
2021-07-18;13,00;89,00;53,00;27,00;49,00;29,25;299,00;26,00;22,75
2021-07-25;14,00;72,00;35,00;29,00;53,00;28,00;311,50;21,00;24,50
2021-08-01;23,00;79,00;38,00;26,00;57,00;26,29;259,57;26,29;19,71
2021-08-08;17,00;80,00;48,00;28,00;64,00;37,40;258,40;23,80;20,40
2021-08-15;11,00;48,00;32,00;26,00;58,00;30,25;173,25;13,75;16,50
2021-08-22;10,00;47,00;21,00;21,00;38,00;20,00;160,00;16,67;16,67
2021-08-29;6,00;34,00;23,00;20,00;23,00;18,00;132,00;12,00;15,00
2021-09-05;7,00;25,00;23,00;19,00;20,00;14,00;136,50;14,00;17,50
2021-09-12;4,00;32,00;17,00;16,00;13,00;12,00;92,00;12,00;16,00
2021-09-19;4,00;19,00;16,00;12,00;10,00;8,00;104,00;8,00;16,00
2021-09-26;2,00;21,00;22,00;11,00;11,00;2,00;32,00;4,00;8,00
2021-10-03;2,00;20,00;14,00;10,00;15,00;4,00;26,00;4,00;8,00
2021-10-10;2,00;14,00;15,00;9,00;9,00;2,00;30,00;2,00;6,00
2021-10-17;3,00;15,00;17,00;9,00;11,00;6,00;39,00;6,00;9,00
2021-10-24;3,00;14,00;8,00;8,00;5,00;3,00;33,00;3,00;6,00
