Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;49,00;70,00;11,00;10,00;3,00;14,34;108,76;7,17;21,51
2019-01-13;47,00;66,00;7,00;11,00;4,00;13,26;116,90;7,23;19,28
2019-01-20;39,00;55,00;12,00;11,00;5,00;13,41;91,41;6,09;19,50
2019-01-27;37,00;59,00;6,00;11,00;3,00;11,10;90,03;6,17;19,73
2019-02-03;40,00;78,00;19,00;10,00;5,00;14,55;86,06;4,85;20,61
2019-02-10;36,00;62,00;18,00;11,00;3,00;16,80;79,20;4,80;21,60
2019-02-17;38,00;59,00;20,00;11,00;5,00;11,88;85,50;5,94;21,38
2019-02-24;41,00;78,00;15,00;11,00;4,00;13,26;90,44;7,24;21,71
2019-03-03;40,00;82,00;8,00;10,00;6,00;9,70;92,12;6,06;23,03
2019-03-10;38,00;58,00;17,00;8,00;4,00;11,03;83,35;4,90;22,06
2019-03-17;44,00;73,00;8,00;10,00;4,00;12,22;94,11;6,11;22,00
2019-03-24;42,00;63,00;13,00;13,00;5,00;12,35;74,12;7,41;19,76
2019-03-31;46,00;53,00;16,00;11,00;3,00;10,89;83,53;6,05;20,58
2019-04-07;42,00;58,00;9,00;12,00;4,00;12,00;91,20;6,00;20,40
2019-04-14;39,00;59,00;15,00;10,00;5,00;14,63;68,25;6,09;18,28
2019-04-21;40,00;60,00;18,00;10,00;3,00;10,91;73,94;4,85;18,18
2019-04-28;43,00;61,00;11,00;12,00;4,00;15,97;83,54;6,14;19,66
2019-05-05;38,00;58,00;17,00;13,00;4,00;13,48;85,81;6,13;20,84
2019-05-12;39,00;57,00;28,00;10,00;6,00;13,41;84,09;6,09;21,94
2019-05-19;40,00;56,00;16,00;12,00;7,00;12,12;80,00;6,06;20,61
2019-05-26;39,00;59,00;26,00;10,00;5,00;12,19;88,97;7,31;21,94
2019-06-02;42,00;56,00;10,00;13,00;4,00;16,06;81,53;6,18;22,24
2019-06-09;48,00;79,00;18,00;14,00;6,00;16,80;96,00;6,00;21,60
2019-06-16;49,00;67,00;10,00;16,00;7,00;13,48;73,50;7,35;24,50
2019-06-23;44,00;64,00;23,00;14,00;6,00;14,67;86,78;6,11;23,22
2019-06-30;47,00;84,00;15,00;13,00;7,00;16,87;116,90;8,44;21,69
2019-07-07;51,00;86,00;17,00;16,00;8,00;17,00;102,00;7,29;20,64
2019-07-14;49,00;73,00;21,00;14,00;7,00;15,54;119,51;8,37;21,51
2019-07-21;48,00;75,00;14,00;16,00;8,00;19,69;108,31;8,62;22,15
2019-07-28;58,00;79,00;17,00;16,00;10,00;16,92;90,63;7,25;20,54
2019-08-04;50,00;73,00;18,00;12,00;5,00;17,86;107,14;5,95;19,05
2019-08-11;44,00;67,00;11,00;12,00;9,00;17,84;93,95;8,32;19,03
2019-08-18;40,00;51,00;17,00;11,00;5,00;16,97;98,18;8,48;16,97
2019-08-25;40,00;50,00;19,00;11,00;5,00;12,12;100,61;7,27;19,39
2019-09-01;42,00;58,00;15,00;10,00;5,00;15,60;87,60;8,40;19,20
2019-09-08;39,00;57,00;14,00;13,00;5,00;15,84;88,97;8,53;18,28
2019-09-15;40,00;61,00;18,00;10,00;6,00;12,12;86,06;10,91;19,39
2019-09-22;33,00;62,00;16,00;10,00;5,00;11,00;81,89;8,56;19,56
2019-09-29;41,00;51,00;15,00;10,00;7,00;12,06;74,76;9,65;19,29
2019-10-06;39,00;49,00;12,00;10,00;6,00;10,97;82,88;10,97;18,28
2019-10-13;38,00;49,00;14,00;11,00;4,00;14,71;74,77;13,48;20,84
2019-10-20;42,00;52,00;20,00;11,00;4,00;10,80;75,60;30,00;28,80
2019-10-27;38,00;46,00;13,00;9,00;4,00;13,06;76,00;15,44;21,38
2019-11-03;35,00;48,00;15,00;11,00;3,00;12,07;70,00;8,45;19,31
2019-11-10;35,00;66,00;14,00;10,00;5,00;14,48;66,38;8,45;18,10
2019-11-17;33,00;53,00;10,00;8,00;4,00;12,22;73,33;7,33;19,56
2019-11-24;35,00;52,00;14,00;8,00;4,00;13,28;70,00;10,86;20,52
2019-12-01;37,00;54,00;13,00;11,00;4,00;13,57;80,17;12,33;20,97
2019-12-08;37,00;49,00;11,00;11,00;4,00;13,57;70,30;11,10;20,97
2019-12-15;39,00;51,00;13,00;11,00;5,00;10,97;82,88;13,41;21,94
2019-12-22;42,00;58,00;14,00;9,00;3,00;14,82;85,24;16,06;23,47
2019-12-29;45,00;63,00;6,00;9,00;6,00;14,59;102,16;13,38;25,54
2020-01-05;44,00;78,00;14,00;12,00;7,00;14,67;108,78;12,22;24,44
2020-01-12;40,00;63,00;15,00;11,00;4,00;13,33;104,24;10,91;26,67
2020-01-19;36,00;73,00;16,00;12,00;3,00;12,00;98,40;10,80;24,00
2020-01-26;41,00;59,00;11,00;11,00;3,00;12,06;103,71;10,85;21,71
2020-02-02;45,00;77,00;11,00;10,00;3,00;9,73;90,00;10,95;21,89
2020-02-09;42,00;49,00;15,00;10,00;4,00;9,88;81,53;8,65;21,00
2020-02-16;47,00;74,00;11,00;10,00;5,00;14,84;80,39;9,89;22,26
2020-02-23;43,00;64,00;8,00;8,00;5,00;11,94;81,22;8,36;21,50
2020-03-01;38,00;51,00;13,00;10,00;4,00;11,03;74,77;7,35;22,06
2020-03-08;36,00;48,00;7,00;9,00;5,00;6,00;76,80;12,00;50,40
2020-03-15;22,00;21,00;8,00;7,00;4,00;3,67;44,00;11,00;25,67
2020-03-22;13,00;16,00;5,00;4,00;2,00;2,36;22,45;4,73;14,18
2020-03-29;13,00;16,00;3,00;3,00;2,00;3,55;18,91;4,73;10,64
2020-04-05;10,00;13,00;3,00;4,00;2,00;3,75;15,00;5,00;10,00
2020-04-12;10,00;11,00;2,00;4,00;2,00;3,33;18,89;5,56;10,00
2020-04-19;13,00;11,00;7,00;3,00;1,00;3,90;20,80;5,20;11,70
2020-04-26;11,00;11,00;5,00;3,00;2,00;3,67;19,56;3,67;9,78
2020-05-03;9,00;12,00;6,00;5,00;1,00;2,25;15,75;4,50;10,13
2020-05-10;12,00;16,00;5,00;3,00;2,00;4,80;25,20;6,00;12,00
2020-05-17;12,00;11,00;5,00;5,00;1,00;6,00;26,40;6,00;13,20
2020-05-24;15,00;23,00;11,00;4,00;2,00;5,00;28,75;3,75;13,75
2020-05-31;22,00;32,00;6,00;6,00;2,00;6,11;31,78;4,89;13,44
2020-06-07;22,00;32,00;6,00;7,00;2,00;7,33;33,00;6,11;15,89
2020-06-14;25,00;29,00;3,00;7,00;3,00;5,95;42,86;4,76;16,67
2020-06-21;25,00;42,00;8,00;7,00;3,00;8,33;34,52;4,76;14,29
2020-06-28;29,00;36,00;7,00;10,00;2,00;9,67;43,50;6,04;12,08
2020-07-05;29,00;26,00;5,00;8,00;2,00;8,46;48,33;7,25;12,08
2020-07-12;27,00;30,00;6,00;7,00;3,00;8,59;46,64;4,91;13,50
2020-07-19;25,00;23,00;10,00;8,00;3,00;5,95;39,29;4,76;13,10
2020-07-26;21,00;15,00;5,00;8,00;3,00;8,17;35,00;5,83;11,67
2020-08-02;24,00;25,00;6,00;8,00;3,00;7,58;31,58;5,05;13,89
2020-08-09;23,00;29,00;6,00;7,00;4,00;9,68;25,42;7,26;13,32
2020-08-16;22,00;25,00;10,00;7,00;3,00;6,11;25,67;4,89;12,22
2020-08-23;17,00;27,00;4,00;4,00;2,00;7,29;24,29;4,86;12,14
2020-08-30;20,00;29,00;4,00;6,00;3,00;5,88;23,53;7,06;12,94
2020-09-06;22,00;15,00;8,00;5,00;2,00;6,11;29,33;4,89;12,22
2020-09-13;16,00;13,00;10,00;5,00;3,00;6,15;27,08;4,92;11,08
2020-09-20;20,00;21,00;5,00;6,00;1,00;6,25;27,50;6,25;13,75
2020-09-27;16,00;28,00;11,00;4,00;1,00;3,69;22,15;6,15;12,31
2020-10-04;20,00;25,00;5,00;5,00;2,00;3,75;30,00;7,50;13,75
2020-10-11;20,00;20,00;2,00;5,00;2,00;3,53;22,35;4,71;15,29
2020-10-18;20,00;19,00;7,00;6,00;2,00;3,75;22,50;5,00;15,00
2020-10-25;14,00;22,00;4,00;4,00;3,00;3,82;26,73;5,09;14,00
2020-11-01;14,00;24,00;2,00;3,00;3,00;3,82;22,91;6,36;11,45
2020-11-08;14,00;24,00;9,00;4,00;2,00;4,67;25,67;7,00;14,00
2020-11-15;16,00;29,00;9,00;5,00;2,00;3,43;24,00;4,57;12,57
2020-11-22;21,00;22,00;7,00;3,00;3,00;4,94;23,47;8,65;13,59
