Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-11-29;22,00;29,00;5,00;5,00;4,00;3,67;23,22;7,33;12,22
2020-12-06;25,00;21,00;3,00;5,00;3,00;4,76;23,81;5,95;11,90
2020-12-13;28,00;18,00;9,00;4,00;2,00;6,09;29,22;6,09;12,17
2020-12-20;22,00;28,00;5,00;3,00;2,00;4,89;22,00;6,11;13,44
2020-12-27;28,00;27,00;5,00;4,00;2,00;3,65;29,22;3,65;14,61
2021-01-03;28,00;27,00;7,00;6,00;2,00;6,09;24,35;4,87;14,61
2021-01-10;23,00;25,00;7,00;4,00;2,00;6,05;27,84;6,05;13,32
2021-01-17;22,00;20,00;3,00;5,00;2,00;3,47;24,32;4,63;12,74
2021-01-24;17,00;19,00;6,00;4,00;1,00;3,64;13,36;4,86;13,36
2021-01-31;18,00;14,00;6,00;4,00;2,00;3,60;19,20;3,60;13,20
2021-02-07;17,00;14,00;6,00;5,00;2,00;4,86;15,79;4,86;13,36
2021-02-14;18,00;16,00;7,00;5,00;1,00;6,00;26,40;3,60;15,60
2021-02-21;19,00;17,00;8,00;5,00;2,00;4,75;23,75;4,75;15,44
2021-02-28;19,00;22,00;4,00;6,00;2,00;4,75;24,94;3,56;17,81
2021-03-07;22,00;21,00;6,00;6,00;2,00;4,89;28,11;4,89;19,56
2021-03-14;18,00;16,00;8,00;5,00;1,00;3,86;29,57;6,43;20,57
2021-03-21;21,00;15,00;4,00;6,00;3,00;4,94;24,71;4,94;19,76
2021-03-28;21,00;23,00;2,00;6,00;3,00;5,83;23,33;2,33;17,50
2021-04-04;18,00;20,00;3,00;6,00;2,00;6,00;22,80;3,60;19,20
2021-04-11;18,00;27,00;5,00;5,00;3,00;4,80;20,40;1,20;19,20
2021-04-18;22,00;29,00;3,00;3,00;1,00;7,33;29,33;2,44;19,56
2021-04-25;23,00;22,00;6,00;6,00;2,00;6,05;30,26;2,42;16,95
2021-05-02;27,00;38,00;5,00;4,00;4,00;6,14;27,00;3,68;18,41
2021-05-09;26,00;33,00;9,00;7,00;3,00;5,91;43,73;2,36;18,91
2021-05-16;35,00;39,00;13,00;8,00;3,00;9,66;48,28;2,41;19,31
2021-05-23;37,00;46,00;7,00;10,00;2,00;8,35;57,29;2,39;20,29
2021-05-30;38,00;67,00;10,00;13,00;4,00;9,81;63,74;3,68;20,84
2021-06-06;43,00;66,00;22,00;11,00;3,00;14,33;76,44;3,58;20,31
2021-06-13;64,00;100,00;15,00;13,00;6,00;16,91;94,19;3,62;21,74
2021-06-20;51,00;70,00;9,00;12,00;5,00;12,14;77,71;2,43;21,86
2021-06-27;45,00;81,00;8,00;12,00;4,00;14,59;80,27;4,86;20,68
2021-07-04;48,00;75,00;18,00;13,00;4,00;12,00;69,60;2,40;20,40
2021-07-11;41,00;63,00;18,00;13,00;7,00;10,85;67,53;3,62;20,50
2021-07-18;39,00;66,00;13,00;12,00;5,00;13,41;81,66;3,66;19,50
2021-07-25;34,00;72,00;15,00;11,00;6,00;10,93;82,57;4,86;17,00
2021-08-01;40,00;63,00;14,00;10,00;7,00;13,33;80,00;3,64;16,97
2021-08-08;32,00;61,00;11,00;11,00;5,00;9,48;71,11;5,93;16,59
2021-08-15;32,00;53,00;10,00;10,00;5,00;11,08;80,00;3,69;16,00
2021-08-22;31,00;64,00;15,00;8,00;3,00;11,16;65,72;4,96;14,88
2021-08-29;32,00;52,00;12,00;9,00;5,00;11,85;53,33;4,74;15,41
2021-09-05;34,00;47,00;7,00;9,00;4,00;12,14;66,79;3,64;15,79
2021-09-12;35,00;55,00;6,00;10,00;3,00;8,45;77,24;4,83;16,90
2021-09-19;37,00;56,00;7,00;9,00;3,00;9,87;65,37;4,93;16,03
2021-09-26;32,00;48,00;11,00;10,00;6,00;9,48;62,81;5,93;17,78
2021-10-03;33,00;46,00;9,00;10,00;2,00;9,78;63,56;6,11;15,89
2021-10-10;35,00;47,00;6,00;8,00;5,00;9,66;77,24;7,24;18,10
2021-10-17;34,00;41,00;6,00;8,00;5,00;8,50;70,43;4,86;17,00
2021-10-24;33,00;43,00;12,00;8,00;3,00;12,22;50,11;6,11;17,11
