Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-03-29;4,00;6,00;8,00;1,00;4,00;1,00;2,00;3,00;2,00
2020-04-05;4,00;4,00;4,00;2,00;6,00;2,00;2,00;5,00;2,00
2020-04-12;4,00;2,00;2,00;1,00;6,00;1,00;2,00;4,00;2,00
2020-04-19;3,00;9,00;6,00;1,50;6,00;1,00;2,00;4,00;2,00
2020-04-26;5,00;2,50;7,50;2,50;5,00;2,00;4,00;4,00;2,00
2020-05-03;3,00;1,50;4,50;1,50;3,00;1,00;3,00;5,00;2,00
2020-05-10;3,00;6,00;9,00;3,00;9,00;2,00;2,00;2,00;2,00
2020-05-17;3,00;4,50;3,00;1,50;3,00;1,00;1,00;3,00;2,00
2020-05-24;4,00;2,00;6,00;1,00;4,00;2,00;3,00;4,00;2,00
2020-05-31;5,00;1,67;3,33;1,67;3,33;3,00;4,00;4,00;2,00
2020-06-07;6,00;6,00;8,00;1,00;4,00;3,00;5,00;4,00;2,00
2020-06-14;5,00;1,67;3,33;1,67;3,33;3,00;3,00;3,00;2,00
2020-06-21;4,00;6,00;4,00;2,00;6,00;3,00;3,00;3,00;3,00
2020-06-28;6,00;8,00;6,00;2,00;4,00;3,00;3,00;5,00;3,00
2020-07-05;9,00;6,75;11,25;2,25;6,75;2,00;2,00;4,00;3,00
2020-07-12;8,00;6,00;2,00;2,00;4,00;3,00;2,00;4,00;3,00
2020-07-19;9,00;3,60;9,00;1,80;3,60;3,00;4,00;6,00;3,00
2020-07-26;7,00;4,67;7,00;2,33;4,67;2,00;8,00;5,00;3,00
2020-08-02;10,00;4,00;8,00;2,00;6,00;4,00;4,00;6,00;3,00
2020-08-09;10,00;8,00;10,00;2,00;4,00;5,00;4,00;4,00;3,00
2020-08-16;15,00;6,43;10,71;2,14;8,57;4,00;6,00;5,00;3,00
2020-08-23;12,00;8,00;4,00;2,00;8,00;3,00;7,00;4,00;4,00
2020-08-30;10,00;10,00;10,00;2,00;8,00;2,00;7,00;7,00;4,00
2020-09-06;11,00;8,80;13,20;2,20;4,40;5,00;11,00;6,00;4,00
2020-09-13;12,00;4,00;6,00;4,00;8,00;5,00;8,00;6,00;4,00
2020-09-20;14,00;10,00;18,00;4,00;10,00;3,00;8,00;5,00;4,00
2020-09-27;19,00;11,40;13,30;3,80;7,60;4,00;7,00;5,00;4,00
2020-10-04;18,00;12,00;16,00;4,00;10,00;5,00;10,00;7,00;5,00
2020-10-11;17,00;8,50;23,38;2,13;17,00;6,00;5,00;5,00;6,00
2020-10-18;21,00;5,73;22,91;3,82;13,36;4,00;5,00;7,00;6,00
2020-10-25;12,00;8,00;20,00;4,00;8,00;5,00;8,00;7,00;6,00
2020-11-01;10,00;8,00;20,00;2,00;10,00;3,00;3,00;5,00;6,00
2020-11-08;12,00;12,00;20,00;2,00;10,00;3,00;7,00;5,00;8,00
2020-11-15;15,00;11,25;24,38;1,88;13,13;6,00;3,00;8,00;8,00
2020-11-22;47,00;24,52;49,04;6,13;22,48;7,00;13,00;9,00;9,00
2020-11-29;36,00;30,00;64,00;8,00;32,00;10,00;14,00;10,00;11,00
2020-12-06;30,00;20,00;76,00;6,00;50,00;10,00;15,00;9,00;12,00
2020-12-13;33,00;13,59;71,82;3,88;33,00;7,00;11,00;9,00;15,00
2020-12-20;34,00;20,00;112,00;6,00;38,00;11,00;14,00;10,00;18,00
2020-12-27;64,00;26,00;160,00;10,00;58,00;17,00;14,00;11,00;24,00
2021-01-03;89,00;29,67;112,73;5,93;61,31;12,00;18,00;8,00;19,00
2021-01-10;48,00;30,00;100,00;8,00;46,00;14,00;13,00;8,00;16,00
2021-01-17;66,00;22,00;96,00;4,00;30,00;7,00;7,00;9,00;16,00
2021-01-24;27,00;11,57;84,86;3,86;15,43;10,00;7,00;8,00;16,00
2021-01-31;42,00;4,00;76,00;4,00;16,00;18,00;11,00;5,00;16,00
2021-02-07;53,00;15,70;92,26;5,89;17,67;23,00;11,00;7,00;15,00
2021-02-14;53,00;13,74;143,30;3,93;17,67;16,00;15,00;9,00;16,00
2021-02-21;34,00;6,00;88,00;2,00;14,00;8,00;9,00;7,00;13,00
2021-02-28;19,00;9,50;43,70;1,90;17,10;5,00;6,00;8,00;9,00
2021-03-07;13,00;4,33;34,67;4,33;15,17;3,00;9,00;5,00;8,00
2021-03-14;12,00;10,00;54,00;2,00;18,00;2,00;3,00;4,00;7,00
2021-03-21;11,00;3,67;58,67;1,83;12,83;3,00;4,00;3,00;8,00
2021-03-28;6,00;2,00;40,00;2,00;12,00;3,00;4,00;3,00;6,00
2021-04-04;3,00;1,50;27,00;1,50;4,50;2,00;6,00;4,00;4,00
2021-04-11;3,00;9,00;36,00;3,00;6,00;1,00;4,00;2,00;3,00
2021-04-18;3,00;6,00;21,00;3,00;9,00;2,00;2,00;3,00;4,00
2021-04-25;4,00;4,00;12,00;1,00;4,00;1,00;3,00;2,00;3,00
2021-05-02;3,00;1,50;4,50;1,50;1,50;2,00;3,00;3,00;3,00
2021-05-09;5,00;5,00;12,50;1,25;5,00;1,00;3,00;2,00;3,00
2021-05-16;5,00;1,67;1,67;0,83;5,00;4,00;6,00;2,00;3,00
2021-05-23;5,00;7,50;10,00;2,50;7,50;1,00;4,00;3,00;3,00
2021-05-30;3,00;1,50;4,50;1,50;1,50;2,00;2,00;3,00;3,00
2021-06-06;4,00;2,00;6,00;2,00;4,00;1,00;2,00;2,00;3,00
2021-06-13;3,00;1,50;6,00;1,50;4,50;2,00;2,00;2,00;3,00
2021-06-20;3,00;6,00;9,00;1,50;3,00;2,00;4,00;3,00;3,00
2021-06-27;3,00;3,00;3,00;0,75;1,50;2,00;6,00;2,00;3,00
2021-07-04;4,00;6,00;8,00;1,00;4,00;2,00;4,00;3,00;4,00
2021-07-11;7,00;7,00;4,67;2,33;9,33;3,00;3,00;3,00;4,00
2021-07-18;6,00;10,00;12,00;1,00;4,00;3,00;4,00;2,00;5,00
2021-07-25;8,00;6,00;8,00;2,00;6,00;4,00;8,00;3,00;4,00
2021-08-01;11,00;17,60;2,20;2,20;6,60;3,00;4,00;3,00;4,00
2021-08-08;7,00;8,75;3,50;1,75;5,25;4,00;7,00;4,00;4,00
2021-08-15;10,00;8,00;8,00;2,00;8,00;5,00;8,00;6,00;4,00
2021-08-22;8,00;10,00;10,00;2,00;6,00;6,00;7,00;5,00;4,00
2021-08-29;10,00;8,00;10,00;2,00;8,00;4,00;15,00;6,00;5,00
2021-09-05;11,00;15,40;6,60;2,20;8,80;4,00;5,00;5,00;5,00
2021-09-12;13,00;17,33;6,50;2,17;6,50;3,00;13,00;6,00;5,00
2021-09-19;16,00;10,00;12,00;4,00;8,00;3,00;13,00;9,00;5,00
2021-09-26;17,00;17,00;9,44;3,78;7,56;4,00;12,00;6,00;5,00
2021-10-03;15,00;15,00;24,38;3,75;7,50;5,00;21,00;10,00;6,00
2021-10-10;20,00;24,00;12,00;6,00;10,00;5,00;21,00;11,00;8,00
2021-10-17;21,00;27,30;21,00;6,30;12,60;7,00;20,00;9,00;8,00
2021-10-24;24,00;24,00;16,00;6,00;12,00;7,00;16,00;12,00;7,00
