Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;71,00;57,19;104,53;35,50;55,22;29,00;47,00;42,00;20,00
2019-01-13;75,00;48,65;99,32;26,35;56,76;24,00;39,00;35,00;22,00
2019-01-20;80,00;54,00;92,00;24,00;54,00;19,00;41,00;32,00;18,00
2019-01-27;85,00;41,51;108,72;23,72;67,21;15,00;31,00;25,00;15,00
2019-02-03;83,00;41,50;108,69;27,67;69,17;17,00;26,00;28,00;15,00
2019-02-10;87,00;23,73;122,59;21,75;57,34;18,00;31,00;27,00;15,00
2019-02-17;86,00;28,00;112,00;18,00;52,00;20,00;31,00;24,00;17,00
2019-02-24;58,00;42,00;88,00;16,00;42,00;10,00;35,00;20,00;12,00
2019-03-03;55,00;33,39;53,04;13,75;33,39;16,00;25,00;19,00;12,00
2019-03-10;32,00;32,00;52,00;10,00;30,00;13,00;21,00;15,00;9,00
2019-03-17;31,00;28,93;64,07;8,27;22,73;7,00;11,00;11,00;7,00
2019-03-24;23,00;13,42;38,33;5,75;15,33;6,00;11,00;12,00;6,00
2019-03-31;17,00;18,89;34,00;3,78;15,11;7,00;11,00;8,00;4,00
2019-04-07;17,00;17,00;23,38;2,13;23,38;7,00;8,00;13,00;4,00
2019-04-14;19,00;19,00;23,22;4,22;16,89;5,00;1,00;7,00;3,00
2019-04-21;5,00;0,83;11,67;3,33;10,00;5,00;3,00;6,00;2,00
2019-04-28;6,00;14,00;14,00;2,00;6,00;2,00;5,00;6,00;2,00
2019-05-05;5,00;7,50;15,00;2,50;7,50;4,00;5,00;6,00;2,00
2019-05-12;4,00;8,00;4,00;2,00;6,00;2,00;2,00;5,00;2,00
2019-05-19;4,00;6,00;8,00;1,00;6,00;2,00;3,00;3,00;3,00
2019-05-26;2,00;4,00;12,00;1,00;4,00;1,00;3,00;6,00;3,00
2019-06-02;4,00;4,00;6,00;2,00;2,00;2,00;6,00;6,00;2,00
2019-06-09;5,00;10,00;10,00;2,50;7,50;3,00;6,00;7,00;2,00
2019-06-16;4,00;8,00;6,00;2,00;6,00;2,00;2,00;7,00;2,00
2019-06-23;4,00;1,00;2,00;2,00;2,00;2,00;6,00;6,00;3,00
2019-06-30;5,00;6,67;3,33;1,67;5,00;2,00;4,00;5,00;2,00
2019-07-07;6,00;16,00;12,00;2,00;4,00;3,00;8,00;6,00;3,00
2019-07-14;9,00;7,20;3,60;1,80;5,40;2,00;8,00;7,00;3,00
2019-07-21;7,00;8,75;12,25;1,75;5,25;3,00;6,00;6,00;3,00
2019-07-28;11,00;13,20;15,40;4,40;8,80;3,00;9,00;8,00;3,00
2019-08-04;13,00;13,00;11,14;1,86;5,57;5,00;10,00;7,00;3,00
2019-08-11;14,00;22,00;14,00;2,00;8,00;5,00;10,00;9,00;3,00
2019-08-18;11,00;12,83;12,83;3,67;9,17;7,00;15,00;9,00;4,00
2019-08-25;16,00;16,00;10,00;2,00;8,00;4,00;12,00;8,00;4,00
2019-09-01;12,00;18,00;24,00;4,00;20,00;6,00;17,00;10,00;4,00
2019-09-08;14,00;36,00;10,00;6,00;10,00;6,00;19,00;9,00;6,00
2019-09-15;17,00;31,88;12,75;4,25;8,50;4,00;13,00;12,00;4,00
2019-09-22;20,00;22,00;16,00;4,00;12,00;6,00;16,00;13,00;5,00
2019-09-29;21,00;31,50;18,90;6,30;10,50;4,00;16,00;14,00;6,00
2019-10-06;19,00;32,30;26,60;5,70;15,20;6,00;18,00;15,00;6,00
2019-10-13;20,00;26,00;8,00;8,00;12,00;7,00;19,00;15,00;6,00
2019-10-20;26,00;24,00;16,00;6,00;16,00;6,00;16,00;14,00;6,00
2019-10-27;24,00;38,00;32,00;6,00;18,00;11,00;20,00;11,00;7,00
2019-11-03;34,00;38,00;34,00;8,00;26,00;12,00;20,00;17,00;8,00
2019-11-10;48,00;30,00;44,00;10,00;42,00;16,00;24,00;21,00;10,00
2019-11-17;50,00;32,00;46,00;10,00;52,00;19,00;25,00;16,00;10,00
2019-11-24;36,00;32,00;58,00;8,00;44,00;16,00;17,00;16,00;13,00
2019-12-01;46,00;36,00;52,00;12,00;58,00;20,00;25,00;18,00;13,00
2019-12-08;49,00;42,88;91,88;12,25;57,17;23,00;33,00;18,00;12,00
2019-12-15;55,00;31,43;80,54;13,75;47,14;22,00;35,00;20,00;16,00
2019-12-22;91,00;45,50;197,83;25,72;65,28;45,00;41,00;29,00;23,00
2019-12-29;100,00;58,00;196,00;30,00;70,00;51,00;37,00;35,00;22,00
2020-01-05;72,00;52,00;96,00;18,00;58,00;32,00;39,00;37,00;19,00
2020-01-12;74,00;52,00;110,00;18,00;52,00;25,00;37,00;29,00;16,00
2020-01-19;76,00;50,00;88,00;16,00;60,00;26,00;33,00;26,00;16,00
2020-01-26;74,00;48,00;94,00;16,00;56,00;21,00;41,00;24,00;12,00
2020-02-02;76,00;38,00;102,00;18,00;54,00;24,00;35,00;25,00;14,00
2020-02-09;76,00;34,00;100,00;12,00;44,00;26,00;36,00;26,00;14,00
2020-02-16;75,00;47,37;104,61;15,79;33,55;20,00;44,00;24,00;15,00
2020-02-23;63,00;53,16;94,50;13,78;27,56;17,00;36,00;29,00;11,00
2020-03-01;46,00;40,00;72,00;10,00;30,00;16,00;38,00;24,00;10,00
2020-03-08;74,00;106,00;108,00;18,00;24,00;11,00;57,00;36,00;10,00
2020-03-15;23,00;25,09;10,45;2,09;6,27;2,00;9,00;12,00;7,00
2020-03-22;4,00;6,00;4,00;2,00;6,00;2,00;2,00;3,00;3,00
