Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;72,00;41,00;29,00;37,00;11,00;29,14;61,71;171,43;75,43
2019-01-13;70,00;37,00;36,00;32,00;10,00;38,50;77,00;155,75;75,25
2019-01-20;68,00;40,00;18,00;34,00;10,00;27,90;50,56;141,23;74,97
2019-01-27;65,00;34,00;33,00;39,00;10,00;23,95;58,16;118,03;66,71
2019-02-03;74,00;37,00;30,00;26,00;8,00;24,09;48,19;111,86;63,67
2019-02-10;100,00;37,00;23,00;24,00;7,00;31,03;32,76;94,83;60,34
2019-02-17;83,00;40,00;16,00;17,00;9,00;24,21;41,50;114,13;70,90
2019-02-24;81,00;41,00;23,00;24,00;10,00;27,57;63,77;101,68;67,21
2019-03-03;66,00;24,00;35,00;24,00;12,00;20,84;43,42;104,21;69,47
2019-03-10;57,00;39,00;11,00;22,00;11,00;27,64;44,91;98,45;62,18
2019-03-17;64,00;34,00;30,00;26,00;12,00;27,68;46,70;114,16;57,08
2019-03-24;59,00;45,00;30,00;20,00;16,00;22,56;43,38;104,12;65,94
2019-03-31;62,00;25,00;23,00;20,00;8,00;20,67;41,33;99,89;56,83
2019-04-07;62,00;38,00;40,00;19,00;9,00;18,94;46,50;110,22;48,22
2019-04-14;47,00;36,00;30,00;21,00;13,00;27,85;33,07;109,67;48,74
2019-04-21;52,00;26,00;20,00;24,00;7,00;26,00;50,27;133,47;53,73
2019-04-28;56,00;27,00;18,00;28,00;11,00;29,75;66,50;127,75;52,50
2019-05-05;45,00;35,00;18,00;24,00;16,00;27,69;57,12;114,23;48,46
2019-05-12;39,00;45,00;27,00;27,00;14,00;28,36;46,09;125,86;51,41
2019-05-19;45,00;30,00;33,00;25,00;18,00;34,62;46,73;129,81;48,46
2019-05-26;41,00;48,00;31,00;30,00;12,00;30,75;44,42;129,83;59,79
2019-06-02;45,00;45,00;20,00;31,00;10,00;38,08;55,38;143,65;53,65
2019-06-09;56,00;52,00;37,00;40,00;14,00;40,25;57,75;148,75;59,50
2019-06-16;54,00;38,00;32,00;33,00;9,00;43,55;47,03;144,58;59,23
2019-06-23;49,00;47,00;46,00;43,00;15,00;43,75;43,75;150,50;52,50
2019-06-30;62,00;48,00;62,00;40,00;14,00;41,33;60,28;139,50;44,78
2019-07-07;56,00;54,00;36,00;44,00;19,00;42,42;67,88;140,85;50,91
2019-07-14;73,00;45,00;54,00;43,00;20,00;39,98;53,88;149,48;50,40
2019-07-21;62,00;58,00;48,00;45,00;18,00;48,22;68,89;139,50;51,67
2019-07-28;70,00;52,00;34,00;38,00;16,00;50,75;71,75;131,25;47,25
2019-08-04;70,00;53,00;36,00;35,00;21,00;42,68;68,29;133,17;40,98
2019-08-11;71,00;45,00;26,00;27,00;15,00;32,90;57,15;128,15;45,02
2019-08-18;60,00;42,00;45,00;30,00;21,00;32,57;49,71;120,00;37,71
2019-08-25;55,00;38,00;25,00;35,00;16,00;27,50;60,16;127,19;37,81
2019-09-01;45,00;37,00;26,00;26,00;10,00;22,50;58,85;122,88;43,27
2019-09-08;44,00;24,00;23,00;28,00;15,00;15,84;42,24;117,92;40,48
2019-09-15;36,00;33,00;32,00;26,00;11,00;18,86;42,86;114,86;44,57
2019-09-22;39,00;35,00;25,00;26,00;11,00;13,57;33,91;137,35;39,00
2019-09-29;39,00;20,00;18,00;24,00;11,00;13,57;37,30;110,22;40,70
2019-10-06;30,00;20,00;18,00;21,00;10,00;14,12;28,24;95,29;40,59
2019-10-13;38,00;20,00;29,00;20,00;9,00;15,55;39,73;81,18;36,27
2019-10-20;39,00;26,00;15,00;24,00;6,00;10,64;46,09;85,09;44,32
2019-10-27;32,00;32,00;28,00;21,00;6,00;10,11;23,58;62,32;35,37
2019-11-03;32,00;33,00;32,00;20,00;6,00;13,47;35,37;69,05;42,11
2019-11-10;33,00;28,00;15,00;20,00;7,00;12,16;26,05;69,47;43,42
2019-11-17;36,00;16,00;19,00;19,00;9,00;10,29;29,14;56,57;42,86
2019-11-24;29,00;33,00;21,00;16,00;5,00;10,24;23,88;58,00;40,94
2019-12-01;34,00;31,00;30,00;19,00;8,00;11,90;39,10;57,80;45,90
2019-12-08;31,00;30,00;13,00;21,00;6,00;10,33;41,33;63,72;46,50
2019-12-15;39,00;26,00;35,00;19,00;2,00;10,64;40,77;67,36;47,86
2019-12-22;54,00;23,00;15,00;22,00;11,00;17,42;41,81;104,52;62,71
2019-12-29;61,00;37,00;35,00;30,00;8,00;22,66;50,54;155,11;73,20
2020-01-05;55,00;34,00;36,00;33,00;8,00;29,22;70,47;171,88;79,06
2020-01-12;62,00;39,00;48,00;40,00;8,00;25,83;74,06;153,28;79,22
2020-01-19;57,00;49,00;35,00;33,00;10,00;29,36;55,27;146,82;79,45
2020-01-26;56,00;18,00;39,00;34,00;9,00;22,75;52,50;122,50;61,25
2020-02-02;52,00;38,00;27,00;27,00;9,00;17,33;45,07;126,53;67,60
2020-02-09;47,00;34,00;33,00;26,00;12,00;22,63;50,48;113,15;66,15
2020-02-16;60,00;21,00;52,00;22,00;6,00;15,43;53,14;114,86;70,29
2020-02-23;38,00;27,00;26,00;23,00;9,00;15,55;32,82;91,55;62,18
2020-03-01;30,00;24,00;16,00;15,00;9,00;8,82;26,47;79,41;52,94
2020-03-08;22,00;13,00;6,00;14,00;5,00;3,38;15,23;59,23;50,77
2020-03-15;6,00;5,00;12,00;8,00;2,00;6,00;8,00;34,00;32,00
2020-03-22;11,00;6,00;13,00;6,00;2,00;1,57;9,43;23,57;17,29
2020-03-29;12,00;5,00;4,00;6,00;2,00;3,43;6,86;25,71;20,57
2020-04-05;9,00;5,00;6,00;6,00;1,00;3,60;7,20;41,40;23,40
2020-04-12;10,00;3,00;10,00;9,00;3,00;3,33;8,33;36,67;25,00
2020-04-19;8,00;16,00;11,00;7,00;2,00;4,80;4,80;32,00;22,40
2020-04-26;6,00;11,00;4,00;5,00;3,00;2,00;8,00;34,00;24,00
2020-05-03;9,00;11,00;8,00;7,00;1,00;3,60;7,20;34,20;25,20
2020-05-10;9,00;11,00;6,00;9,00;1,00;3,60;14,40;30,60;28,80
2020-05-17;12,00;11,00;8,00;11,00;2,00;3,43;17,14;39,43;24,00
2020-05-24;11,00;11,00;10,00;10,00;4,00;9,43;12,57;36,14;25,14
2020-05-31;22,00;19,00;19,00;13,00;5,00;10,15;22,00;40,62;28,77
2020-06-07;21,00;13,00;8,00;15,00;2,00;12,25;19,25;42,00;35,00
2020-06-14;29,00;11,00;12,00;12,00;5,00;23,88;23,88;42,65;34,12
2020-06-21;31,00;21,00;17,00;13,00;8,00;24,11;18,94;65,44;32,72
2020-06-28;35,00;19,00;26,00;18,00;5,00;31,50;38,50;61,25;31,50
2020-07-05;33,00;20,00;11,00;17,00;12,00;33,00;34,74;57,32;33,00
2020-07-12;28,00;11,00;20,00;18,00;8,00;36,75;35,00;61,25;29,75
2020-07-19;21,00;8,00;33,00;20,00;6,00;26,25;43,75;66,50;33,25
2020-07-26;29,00;16,00;13,00;16,00;7,00;29,00;23,88;49,47;32,41
2020-08-02;30,00;17,00;17,00;14,00;10,00;28,24;31,76;54,71;38,82
2020-08-09;26,00;18,00;15,00;18,00;9,00;31,20;36,40;58,93;34,67
2020-08-16;26,00;12,00;12,00;11,00;10,00;24,27;26,00;57,20;32,93
