Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-01-24;11,00;9,00;7,00;18,00;0,00;26,71;0,00;4,71;3,14
2021-01-31;14,00;3,00;17,00;16,00;0,00;18,67;1,56;4,67;3,11
2021-02-07;13,00;3,00;19,00;22,00;0,00;26,00;1,63;6,50;3,25
2021-02-14;17,00;3,00;16,00;19,00;1,00;21,64;1,55;3,09;4,64
2021-02-21;17,00;14,00;16,00;20,00;1,00;18,55;3,09;3,09;3,09
2021-02-28;12,00;5,00;19,00;22,00;0,00;30,00;1,50;3,00;3,00
2021-03-07;13,00;5,00;15,00;18,00;0,00;34,67;2,89;2,89;2,89
2021-03-14;10,00;6,00;12,00;19,00;0,50;18,57;0,00;1,43;2,86
2021-03-21;11,00;3,00;11,00;16,00;1,00;28,29;3,14;3,14;3,14
2021-03-28;13,00;5,00;12,00;18,00;3,00;37,38;0,00;1,63;4,88
2021-04-04;12,00;13,00;16,00;22,00;1,00;34,50;3,00;3,00;4,50
2021-04-11;12,00;13,00;17,00;22,00;1,00;27,00;0,00;3,00;4,50
2021-04-18;11,00;6,00;16,00;22,00;1,00;37,71;0,00;1,57;4,71
2021-04-25;17,00;9,00;24,00;22,00;0,50;37,09;3,09;1,55;3,09
2021-05-02;19,00;5,00;13,00;24,00;2,00;49,08;1,58;3,17;4,75
2021-05-09;29,00;8,00;10,00;28,00;1,00;50,37;1,53;3,05;3,05
2021-05-16;19,00;8,00;28,00;34,00;1,00;61,75;3,17;3,17;3,17
2021-05-23;29,00;16,00;30,00;32,00;2,00;54,95;1,53;3,05;4,58
2021-05-30;26,00;8,00;20,00;41,00;2,00;71,88;0,00;3,06;4,59
2021-06-06;26,00;13,00;25,00;35,00;2,00;76,47;1,53;4,59;6,12
2021-06-13;26,00;8,00;21,00;32,00;1,00;64,24;1,53;1,53;6,12
2021-06-20;27,00;14,00;21,00;42,00;0,50;75,00;1,50;4,50;4,50
2021-06-27;31,00;8,00;27,00;36,00;2,00;75,95;4,65;6,20;4,65
2021-07-04;34,00;13,00;30,00;40,00;1,00;97,36;4,64;4,64;4,64
2021-07-11;32,00;18,00;33,00;34,00;1,00;76,19;0,00;4,57;4,57
2021-07-18;43,00;10,00;41,00;33,00;2,00;72,18;0,00;4,61;3,07
2021-07-25;37,00;16,00;32,00;45,00;2,00;77,08;3,08;7,71;4,63
2021-08-01;48,00;9,00;51,00;44,00;2,00;71,23;6,19;4,65;4,65
2021-08-08;45,00;13,00;36,00;46,00;3,00;91,55;0,00;7,76;6,21
2021-08-15;38,00;7,00;33,00;39,00;4,00;95,76;1,52;4,56;4,56
2021-08-22;37,00;15,00;37,00;41,00;2,00;77,08;6,17;3,08;4,63
2021-08-29;28,00;9,00;38,00;47,00;2,00;70,00;1,56;4,67;3,11
2021-09-05;36,00;10,00;23,00;42,00;3,00;68,87;1,57;4,70;4,70
2021-09-12;27,00;9,00;21,00;40,00;2,00;43,50;1,50;4,50;3,00
2021-09-19;29,00;4,00;21,00;45,00;1,00;45,79;3,05;6,11;3,05
2021-09-26;34,00;11,00;32,00;41,00;1,00;40,18;3,09;4,64;4,64
2021-10-03;30,00;11,00;25,00;38,00;2,00;44,21;0,00;4,74;4,74
2021-10-10;30,00;7,00;22,00;50,00;2,00;50,53;6,32;3,16;4,74
2021-10-17;28,00;11,00;37,00;46,00;2,00;39,79;1,47;5,89;4,42
2021-10-24;29,00;9,00;13,00;47,00;4,00;44,26;3,05;4,58;4,58
