Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;63,00;12,00;70,00;91,00;1,00;99,88;4,61;4,61;4,61
2019-01-13;47,00;9,00;75,00;81,00;4,00;97,03;3,03;4,55;4,55
2019-01-20;42,00;9,00;58,00;73,00;3,00;97,50;4,50;4,50;4,50
2019-01-27;33,00;12,00;75,00;73,00;2,00;72,00;1,50;3,00;4,50
2019-02-03;28,00;9,00;64,00;59,00;2,00;82,44;1,56;6,22;3,11
2019-02-10;34,00;9,00;53,00;67,00;4,00;77,27;1,55;6,18;4,64
2019-02-17;38,00;15,00;53,00;60,00;1,00;76,00;3,04;9,12;4,56
2019-02-24;46,00;5,00;51,00;58,00;3,00;67,47;1,53;9,20;3,07
2019-03-03;38,00;9,00;40,00;61,00;1,00;72,96;1,52;6,08;10,64
2019-03-10;40,00;12,00;43,00;50,00;2,00;69,23;1,54;3,08;4,62
2019-03-17;33,00;11,00;38,00;55,00;2,00;88,00;3,14;6,29;4,71
2019-03-24;31,00;11,00;60,00;50,00;2,00;116,25;3,10;12,40;9,30
2019-03-31;46,00;7,00;38,00;44,00;2,00;59,80;3,07;6,13;4,60
2019-04-07;40,00;17,00;57,00;51,00;3,00;72,31;0,00;6,15;4,62
2019-04-14;47,00;8,00;51,00;42,00;2,00;59,53;3,13;3,13;3,13
2019-04-21;46,00;11,00;42,00;53,00;3,00;76,67;1,53;3,07;3,07
2019-04-28;46,00;17,00;85,00;50,00;1,00;79,73;1,53;6,13;4,60
2019-05-05;42,00;9,00;65,00;55,00;2,00;82,50;3,00;4,50;3,00
2019-05-12;39,00;16,00;41,00;61,00;4,00;78,00;3,12;7,80;4,68
2019-05-19;39,00;21,00;33,00;50,00;3,00;87,36;3,12;4,68;3,12
2019-05-26;37,00;9,00;53,00;53,00;3,00;83,25;1,54;4,63;4,63
2019-06-02;58,00;18,00;35,00;51,00;4,00;152,63;4,58;19,84;12,21
2019-06-09;42,00;19,00;46,00;59,00;4,00;90,22;6,22;7,78;4,67
2019-06-16;44,00;19,00;60,00;65,00;3,00;100,14;3,03;6,07;4,55
2019-06-23;40,00;11,00;32,00;56,00;6,00;118,46;3,08;4,62;4,62
2019-06-30;46,00;21,00;44,00;61,00;4,00;118,07;4,60;4,60;3,07
2019-07-07;60,00;17,00;95,00;68,00;1,00;140,00;6,15;9,23;4,62
2019-07-14;53,00;20,00;59,00;66,00;3,00;109,03;6,06;7,57;4,54
2019-07-21;56,00;10,00;57,00;64,00;6,00;118,05;6,05;9,08;4,54
2019-07-28;59,00;24,00;57,00;60,00;3,00;118,00;6,05;7,56;4,54
2019-08-04;58,00;19,00;64,00;76,00;6,00;143,47;7,63;7,63;4,58
2019-08-11;59,00;9,00;79,00;83,00;2,00;139,18;1,51;6,05;4,54
2019-08-18;55,00;17,00;63,00;68,00;3,00;131,39;6,11;6,11;3,06
2019-08-25;56,00;18,00;46,00;63,00;3,00;110,44;6,22;6,22;4,67
2019-09-01;44,00;18,00;56,00;67,00;5,00;100,14;4,55;6,07;4,55
2019-09-08;43,00;20,00;69,00;59,00;2,00;90,61;3,07;6,14;4,61
2019-09-15;41,00;14,00;48,00;62,00;3,00;88,07;3,04;9,11;3,04
2019-09-22;37,00;14,00;50,00;64,00;3,00;86,33;0,00;4,63;4,63
2019-09-29;39,00;17,00;42,00;62,00;4,00;67,50;3,00;6,00;4,50
2019-10-06;31,00;17,00;38,00;64,00;3,00;72,85;3,10;6,20;4,65
2019-10-13;36,00;15,00;44,00;59,00;2,00;63,00;3,00;4,50;4,50
2019-10-20;35,00;10,00;42,00;60,00;2,00;66,96;4,57;6,09;3,04
2019-10-27;38,00;19,00;28,00;57,00;5,00;63,84;3,04;4,56;3,04
2019-11-03;35,00;13,00;65,00;63,00;4,00;62,39;3,04;6,09;3,04
2019-11-10;35,00;7,00;39,00;46,00;3,00;59,35;3,04;3,04;4,57
2019-11-17;34,00;8,00;20,00;62,00;3,00;51,00;3,09;6,18;4,64
2019-11-24;32,00;10,00;60,00;42,00;4,00;50,29;4,57;3,05;3,05
2019-12-01;27,00;7,00;40,00;44,00;3,00;45,00;3,00;3,00;4,50
2019-12-08;26,00;2,00;26,00;48,00;3,00;41,29;3,06;3,06;4,59
2019-12-15;29,00;8,00;46,00;48,00;2,00;45,79;4,58;7,63;12,21
2019-12-22;37,00;20,00;64,00;79,00;2,00;81,71;3,08;9,25;9,25
2019-12-29;58,00;20,00;64,00;95,00;2,00;82,42;3,05;9,16;6,11
2020-01-05;69,00;8,00;74,00;92,00;4,00;84,33;4,60;7,67;6,13
2020-01-12;50,00;20,00;65,00;78,00;2,00;85,94;1,56;6,25;6,25
2020-01-19;51,00;19,00;42,00;83,00;3,00;88,09;0,00;6,18;6,18
2020-01-26;53,00;23,00;54,00;73,00;3,00;102,97;3,03;9,09;9,09
2020-02-02;43,00;14,00;63,00;66,00;1,00;64,50;6,14;10,75;10,75
2020-02-09;39,00;17,00;55,00;63,00;4,00;67,50;4,50;10,50;10,50
2020-02-16;39,00;9,00;40,00;54,00;2,00;57,72;4,68;7,80;9,36
2020-02-23;37,00;13,00;31,00;51,00;2,00;55,50;3,08;7,71;7,71
2020-03-01;36,00;8,00;38,00;56,00;2,00;36,00;3,00;10,50;13,50
2020-03-08;40,00;12,00;63,00;100,00;3,00;24,62;7,69;10,77;18,46
2020-03-15;15,00;9,00;32,00;45,00;1,00;16,50;1,50;10,50;7,50
2020-03-22;16,00;3,00;15,00;26,00;1,00;19,20;0,80;4,80;8,00
2020-03-29;17,00;4,00;7,00;29,00;1,00;15,45;3,09;4,64;12,36
2020-04-05;15,00;9,00;23,00;30,00;0,00;16,50;0,00;4,50;4,50
2020-04-12;12,00;3,00;19,00;34,00;0,50;21,00;1,50;6,00;4,50
2020-04-19;18,00;7,00;5,00;29,00;1,00;15,00;1,50;4,50;3,00
2020-04-26;10,00;6,00;16,00;35,00;0,50;14,29;1,43;2,86;2,86
2020-05-03;10,00;3,00;17,00;29,00;1,00;15,71;0,71;2,86;4,29
2020-05-10;9,00;6,00;16,00;34,00;1,00;18,00;1,50;3,00;4,50
2020-05-17;14,00;1,00;15,00;40,00;1,00;17,11;1,56;6,22;3,11
2020-05-24;16,00;10,00;17,00;31,00;0,00;20,80;3,20;3,20;3,20
2020-05-31;19,00;5,00;28,00;35,00;2,00;25,33;0,79;4,75;3,17
2020-06-07;18,00;12,00;28,00;43,00;1,00;29,45;0,00;6,55;3,27
2020-06-14;44,00;3,00;16,00;38,00;0,50;25,79;1,52;6,07;3,03
2020-06-21;46,00;16,00;25,00;35,00;1,00;29,13;1,53;4,60;3,07
2020-06-28;22,00;12,00;28,00;42,00;0,50;36,14;0,00;4,71;3,14
2020-07-05;29,00;5,00;24,00;40,00;1,00;32,05;0,76;4,58;3,05
2020-07-12;30,00;13,00;24,00;31,00;1,00;30,00;6,00;4,50;3,00
2020-07-19;30,00;10,00;39,00;26,00;0,00;30,00;4,74;4,74;4,74
2020-07-26;35,00;3,00;19,00;31,00;0,00;36,52;4,57;3,04;4,57
2020-08-02;44,00;6,00;34,00;35,00;1,00;48,55;3,03;7,59;4,55
2020-08-09;39,00;9,00;36,00;24,00;2,00;42,12;4,68;6,24;3,12
2020-08-16;32,00;6,00;24,00;21,00;2,00;47,24;1,52;3,05;3,05
2020-08-23;34,00;8,00;17,00;28,00;0,00;35,55;1,55;4,64;3,09
2020-08-30;21,00;9,00;15,00;21,00;0,00;31,50;1,50;3,00;3,00
2020-09-06;22,00;13,00;21,00;19,00;1,00;25,14;1,57;6,29;3,14
2020-09-13;18,00;13,00;17,00;18,00;0,00;22,50;1,50;4,50;3,00
2020-09-20;13,00;3,00;13,00;20,00;1,00;21,13;0,81;4,88;3,25
2020-09-27;15,00;2,00;17,00;21,00;0,00;24,00;1,50;3,00;4,50
2020-10-04;15,00;5,00;26,00;20,00;1,00;22,50;1,50;4,50;3,00
2020-10-11;16,00;5,00;10,00;21,00;0,50;18,91;4,36;4,36;2,91
2020-10-18;15,00;3,00;12,00;20,00;1,00;18,00;3,00;6,00;3,00
2020-10-25;12,00;2,00;6,00;11,00;0,00;10,50;1,50;4,50;3,00
2020-11-01;10,00;4,00;11,00;18,00;0,50;18,33;1,67;3,33;3,33
2020-11-08;8,00;5,00;11,00;20,00;0,00;14,40;1,60;3,20;4,80
2020-11-15;9,00;0,00;10,00;16,00;0,00;19,50;3,00;4,50;4,50
2020-11-22;11,00;0,00;9,00;17,00;1,00;23,57;0,00;4,71;3,14
2020-11-29;11,00;5,00;15,00;18,00;1,00;18,86;1,57;6,29;3,14
2020-12-06;11,00;2,00;2,00;16,00;2,00;17,29;1,57;4,71;4,71
2020-12-13;10,00;0,00;11,00;14,00;1,00;18,33;0,00;3,33;3,33
2020-12-20;12,00;8,00;11,00;19,00;0,50;12,00;1,50;4,50;3,00
2020-12-27;15,00;8,00;15,00;29,00;1,00;19,50;1,50;4,50;3,00
2021-01-03;11,00;3,00;23,00;22,00;1,00;22,00;3,14;4,71;4,71
2021-01-10;15,00;6,00;13,00;17,00;1,00;27,00;0,00;4,50;3,00
2021-01-17;11,00;3,00;13,00;17,00;0,50;20,43;0,00;4,71;4,71
