Week-end;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;26,00;10,00;8,00;9,00;15,00;8,00;10,00;0,50;0,50
2019-01-13;28,00;17,00;13,00;9,00;18,00;12,00;10,00;0,50;0,50
2019-01-20;30,00;17,00;15,00;9,00;18,00;9,00;9,00;0,50;0,50
2019-01-27;23,00;7,00;10,00;9,00;21,00;6,00;6,00;0,50;0,50
2019-02-03;28,00;9,00;6,00;9,00;15,00;6,00;3,00;0,50;0,50
2019-02-10;26,00;10,00;3,00;7,00;17,00;6,00;2,00;0,50;0,50
2019-02-17;26,00;5,00;6,00;9,00;18,00;8,00;2,00;1,00;0,50
2019-02-24;25,00;8,00;7,00;9,00;17,00;7,00;4,00;0,50;0,50
2019-03-03;24,00;8,00;5,00;7,00;13,00;6,00;2,00;0,50;0,50
2019-03-10;25,00;7,00;6,00;10,00;17,00;8,00;2,00;0,50;0,50
2019-03-17;30,00;7,00;6,00;10,00;16,00;8,00;3,00;0,50;0,50
2019-03-24;26,00;8,00;8,00;8,00;14,00;8,00;3,00;0,50;0,50
2019-03-31;31,00;4,00;16,00;7,00;18,00;16,00;10,00;0,50;0,50
2019-04-07;36,00;8,00;10,00;7,00;15,00;12,00;12,00;0,50;0,50
2019-04-14;40,00;15,00;17,00;6,00;14,00;12,00;8,00;0,50;0,50
2019-04-21;31,00;12,00;8,00;7,00;13,00;11,00;6,00;0,50;0,50
2019-04-28;31,00;9,00;12,00;8,00;13,00;11,00;6,00;0,50;0,50
2019-05-05;28,00;9,00;7,00;7,00;13,00;12,00;8,00;0,50;0,50
2019-05-12;27,00;11,00;9,00;7,00;19,00;14,00;10,00;0,50;0,50
2019-05-19;29,00;13,00;8,00;7,00;16,00;15,00;11,00;0,50;0,50
2019-05-26;33,00;10,00;13,00;9,00;16,00;12,00;9,00;0,50;0,50
2019-06-02;31,00;14,00;11,00;7,00;20,00;10,00;8,00;0,50;0,50
2019-06-09;25,00;12,00;7,00;6,00;19,00;15,00;8,00;0,50;0,50
2019-06-16;22,00;11,00;8,00;8,00;17,00;15,00;9,00;0,50;0,50
2019-06-23;23,00;13,00;10,00;7,00;18,00;16,00;7,00;0,00;0,50
2019-06-30;22,00;12,00;6,00;6,00;17,00;14,00;6,00;0,50;0,50
2019-07-07;24,00;8,00;9,00;9,00;19,00;18,00;9,00;0,50;0,50
2019-07-14;25,00;16,00;11,00;7,00;17,00;13,00;8,00;0,50;0,50
2019-07-21;27,00;10,00;4,00;8,00;18,00;20,00;7,00;0,50;0,50
2019-07-28;29,00;13,00;12,00;8,00;19,00;14,00;13,00;1,00;0,50
2019-08-04;30,00;12,00;11,00;8,00;19,00;12,00;15,00;1,00;0,50
2019-08-11;32,00;14,00;11,00;8,00;18,00;13,00;11,00;0,50;0,50
2019-08-18;29,00;8,00;11,00;8,00;18,00;15,00;11,00;0,50;0,50
2019-08-25;26,00;8,00;11,00;9,00;15,00;16,00;7,00;0,50;0,50
2019-09-01;28,00;14,00;12,00;9,00;18,00;16,00;9,00;1,00;0,50
2019-09-08;29,00;13,00;7,00;8,00;20,00;14,00;13,00;1,00;1,00
2019-09-15;29,00;15,00;9,00;7,00;22,00;14,00;10,00;1,00;0,50
2019-09-22;28,00;16,00;15,00;9,00;18,00;12,00;10,00;1,00;1,00
2019-09-29;30,00;15,00;11,00;7,00;18,00;12,00;9,00;1,00;1,00
2019-10-06;35,00;18,00;11,00;8,00;18,00;12,00;8,00;1,00;0,50
2019-10-13;35,00;11,00;13,00;7,00;20,00;15,00;9,00;1,00;0,50
2019-10-20;32,00;11,00;9,00;7,00;17,00;13,00;11,00;1,00;0,50
2019-10-27;34,00;10,00;5,00;7,00;19,00;15,00;7,00;1,00;0,50
2019-11-03;35,00;14,00;7,00;6,00;14,00;12,00;11,00;1,00;0,50
2019-11-10;28,00;11,00;6,00;8,00;16,00;11,00;7,00;1,00;1,00
2019-11-17;26,00;9,00;8,00;6,00;17,00;9,00;9,00;0,50;0,50
2019-11-24;24,00;7,00;12,00;7,00;15,00;9,00;9,00;1,00;0,50
2019-12-01;27,00;11,00;6,00;5,00;14,00;9,00;4,00;0,50;0,50
2019-12-08;25,00;12,00;8,00;6,00;11,00;7,00;4,00;1,00;1,00
2019-12-15;27,00;13,00;6,00;5,00;10,00;8,00;6,00;1,00;0,50
2019-12-22;25,00;12,00;5,00;4,00;10,00;6,00;8,00;1,00;0,50
2019-12-29;28,00;9,00;6,00;6,00;10,00;10,00;6,00;0,50;0,50
2020-01-05;25,00;8,00;9,00;5,00;16,00;10,00;7,00;1,00;1,00
2020-01-12;29,00;13,00;9,00;7,00;21,00;9,00;13,00;0,50;0,50
2020-01-19;30,00;16,00;7,00;7,00;21,00;11,00;12,00;1,00;1,00
2020-01-26;30,00;11,00;12,00;7,00;14,00;10,00;10,00;1,00;0,50
2020-02-02;33,00;11,00;8,00;7,00;18,00;9,00;10,00;1,00;0,50
2020-02-09;34,00;15,00;12,00;7,00;19,00;9,00;11,00;1,00;1,00
2020-02-16;32,00;12,00;6,00;8,00;13,00;11,00;11,00;1,00;1,00
2020-02-23;26,00;10,00;6,00;7,00;16,00;6,00;8,00;0,50;0,50
2020-03-01;25,00;10,00;9,00;6,00;15,00;8,00;9,00;0,50;1,00
2020-03-08;20,00;12,00;4,00;4,00;10,00;4,00;9,00;1,00;1,00
2020-03-15;7,00;3,00;1,00;2,00;3,00;3,00;1,00;0,50;0,50
2020-03-22;7,00;2,00;4,00;2,00;3,00;2,00;2,00;0,50;1,00
2020-03-29;7,00;2,00;3,00;2,00;2,00;3,00;1,00;0,50;0,50
2020-04-05;13,00;7,00;6,00;1,00;2,00;2,00;1,00;0,50;0,50
2020-04-12;9,00;3,00;5,00;2,00;2,00;4,00;2,00;0,50;0,50
2020-04-19;6,00;3,00;5,00;2,00;3,00;3,00;2,00;0,50;0,50
2020-04-26;7,00;2,00;2,00;3,00;2,00;3,00;3,00;0,50;0,50
2020-05-03;8,00;4,00;4,00;3,00;3,00;3,00;2,00;0,50;0,50
2020-05-10;10,00;3,00;5,00;4,00;3,00;5,00;5,00;0,50;1,00
2020-05-17;15,00;4,00;4,00;4,00;5,00;5,00;6,00;0,50;0,50
2020-05-24;16,00;5,00;8,00;4,00;6,00;8,00;6,00;0,50;1,00
2020-05-31;17,00;4,00;8,00;5,00;8,00;11,00;6,00;0,50;0,50
2020-06-07;19,00;11,00;4,00;7,00;7,00;12,00;4,00;1,00;0,50
2020-06-14;21,00;13,00;7,00;5,00;7,00;14,00;7,00;0,50;0,50
2020-06-21;22,00;11,00;8,00;6,00;11,00;16,00;7,00;0,50;1,00
2020-06-28;25,00;12,00;7,00;7,00;13,00;17,00;7,00;0,50;1,00
2020-07-05;26,00;10,00;9,00;5,00;13,00;18,00;9,00;0,50;1,00
2020-07-12;22,00;18,00;9,00;6,00;13,00;16,00;7,00;1,00;0,50
2020-07-19;21,00;8,00;7,00;6,00;12,00;16,00;7,00;1,00;1,00
2020-07-26;20,00;6,00;7,00;5,00;14,00;15,00;5,00;0,50;0,50
2020-08-02;23,00;7,00;8,00;6,00;16,00;11,00;6,00;0,50;1,00
2020-08-09;26,00;7,00;10,00;4,00;14,00;11,00;4,00;0,50;1,00
2020-08-16;23,00;12,00;12,00;6,00;14,00;11,00;8,00;0,50;0,50
2020-08-23;21,00;9,00;11,00;7,00;14,00;14,00;8,00;1,00;1,00
2020-08-30;24,00;14,00;9,00;6,00;12,00;11,00;8,00;0,50;1,00
2020-09-06;27,00;10,00;12,00;7,00;12,00;11,00;8,00;1,00;1,00
2020-09-13;26,00;13,00;8,00;5,00;13,00;11,00;5,00;0,50;1,00
2020-09-20;19,00;9,00;9,00;7,00;13,00;10,00;4,00;1,00;1,00
2020-09-27;18,00;14,00;7,00;6,00;11,00;9,00;5,00;1,00;0,50
2020-10-04;21,00;14,00;11,00;6,00;16,00;8,00;5,00;1,00;0,50
2020-10-11;21,00;11,00;9,00;4,00;10,00;9,00;4,00;0,50;1,00
2020-10-18;18,00;7,00;10,00;3,00;9,00;9,00;5,00;0,50;1,00
2020-10-25;27,00;8,00;9,00;2,00;14,00;6,00;4,00;0,50;0,50
2020-11-01;5,00;5,00;7,00;3,00;8,00;5,00;3,00;0,50;1,00
2020-11-08;9,00;7,00;8,00;3,00;8,00;5,00;3,00;0,50;1,00
2020-11-15;8,00;6,00;8,00;3,00;6,00;6,00;3,00;1,00;0,50
2020-11-22;11,00;4,00;3,00;3,00;7,00;4,00;4,00;1,00;0,50
2020-11-29;11,00;3,00;5,00;3,00;7,00;5,00;2,00;0,50;1,00
2020-12-06;13,00;8,00;5,00;3,00;7,00;4,00;3,00;0,50;1,00
2020-12-13;13,00;5,00;2,00;2,00;7,00;6,00;2,00;1,00;1,00
2020-12-20;9,00;3,00;4,00;2,00;6,00;3,00;2,00;0,50;0,50
2020-12-27;11,00;5,00;6,00;1,00;5,00;4,00;2,00;0,50;1,00
2021-01-03;13,00;10,00;5,00;2,00;7,00;17,00;2,00;0,50;1,00
2021-01-10;19,00;8,00;6,00;3,00;4,00;17,00;3,00;0,50;1,00
2021-01-17;13,00;9,00;7,00;2,00;6,00;6,00;3,00;0,50;0,50
2021-01-24;12,00;8,00;5,00;3,00;5,00;7,00;3,00;0,50;1,00
2021-01-31;17,00;6,00;8,00;6,00;5,00;9,00;5,00;0,50;1,00
2021-02-07;20,00;6,00;13,00;3,00;7,00;7,00;4,00;0,50;1,00
2021-02-14;18,00;11,00;12,00;4,00;6,00;9,00;6,00;0,50;1,00
2021-02-21;43,00;8,00;13,00;3,00;9,00;6,00;6,00;0,50;0,50
2021-02-28;57,00;10,00;9,00;3,00;11,00;7,00;7,00;0,50;0,50
2021-03-07;39,00;10,00;10,00;4,00;8,00;27,00;2,00;0,50;1,00
2021-03-14;34,00;8,00;14,00;3,00;11,00;10,00;5,00;0,50;1,00
2021-03-21;23,00;5,00;10,00;3,00;10,00;4,00;7,00;0,50;1,00
2021-03-28;100,00;9,00;16,00;2,00;9,00;5,00;3,00;0,50;1,00
2021-04-04;22,00;10,00;9,00;3,00;9,00;8,00;4,00;0,50;1,00
2021-04-11;13,00;7,00;8,00;4,00;10,00;7,00;8,00;0,50;1,00
2021-04-18;17,00;10,00;3,00;4,00;11,00;7,00;6,00;0,50;1,00
2021-04-25;23,00;8,00;10,00;3,00;10,00;9,00;4,00;0,50;1,00
2021-05-02;31,00;7,00;11,00;3,00;13,00;10,00;6,00;0,00;1,00
2021-05-09;30,00;11,00;8,00;4,00;15,00;15,00;5,00;0,50;1,00
2021-05-16;26,00;7,00;8,00;4,00;15,00;17,00;7,00;0,50;1,00
2021-05-23;25,00;10,00;8,00;4,00;16,00;12,00;4,00;0,50;1,00
2021-05-30;29,00;9,00;4,00;5,00;21,00;14,00;6,00;0,50;1,00
2021-06-06;24,00;9,00;8,00;4,00;16,00;12,00;7,00;0,50;1,00
2021-06-13;20,00;10,00;6,00;4,00;20,00;14,00;4,00;0,50;1,00
2021-06-20;24,00;12,00;9,00;5,00;15,00;14,00;6,00;0,50;1,00
2021-06-27;22,00;10,00;6,00;6,00;16,00;16,00;7,00;0,50;1,00
2021-07-04;22,00;12,00;10,00;6,00;17,00;14,00;5,00;0,50;1,00
2021-07-11;19,00;9,00;7,00;6,00;15,00;15,00;9,00;0,50;1,00
2021-07-18;19,00;12,00;10,00;8,00;15,00;13,00;6,00;0,00;1,00
2021-07-25;22,00;12,00;6,00;5,00;19,00;11,00;9,00;0,50;1,00
2021-08-01;23,00;10,00;6,00;6,00;17,00;12,00;5,00;0,50;1,00
2021-08-08;23,00;13,00;9,00;6,00;16,00;12,00;6,00;0,00;1,00
2021-08-15;24,00;11,00;5,00;7,00;17,00;11,00;10,00;0,50;1,00
2021-08-22;23,00;11,00;10,00;5,00;14,00;14,00;10,00;0,50;1,00
2021-08-29;23,00;11,00;10,00;6,00;18,00;16,00;8,00;0,50;1,00
2021-09-05;25,00;8,00;8,00;6,00;22,00;14,00;8,00;0,50;1,00
2021-09-12;29,00;15,00;9,00;7,00;18,00;13,00;8,00;0,50;1,00
2021-09-19;28,00;13,00;12,00;7,00;20,00;13,00;9,00;0,50;1,00
2021-09-26;31,00;14,00;9,00;6,00;18,00;14,00;8,00;0,50;1,00
2021-10-03;26,00;16,00;9,00;7,00;15,00;11,00;7,00;0,50;1,00
2021-10-10;32,00;10,00;9,00;7,00;15,00;9,00;8,00;0,50;1,00
2021-10-17;29,00;12,00;9,00;7,00;16,00;11,00;8,00;0,50;1,00
2021-10-24;30,00;14,00;7,00;8,00;21,00;15,00;6,00;0,50;1,00
