Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;52,00;10,00;7,00;3,00;7,00;7,00;3,00;13,00;0,00;0,00;0,00;13,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;66,00;14,67;14,67;0,00;4,40;4,40;19,07;0,00;0,00;14,67;0,00;0,00;0,00;0,00;0,00;0,00;4,40;0,00;0,00;0,00;0,00
2019-01-20;45,00;3,00;6,00;0,00;3,00;3,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;54,00;3,06;13,25;7,13;0,00;0,00;13,25;3,06;0,00;0,00;0,00;3,06;3,06;0,00;0,00;0,00;3,06;3,00;0,00;0,00;0,00
2019-02-03;33,00;3,00;3,00;3,00;0,00;7,00;10,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;3,19;0,00;0,00
2019-02-10;38,00;4,22;14,07;4,22;4,22;0,00;38,00;4,22;0,00;0,00;0,00;4,22;0,00;4,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;39,00;21,55;3,08;3,08;7,18;7,18;3,08;7,18;0,00;0,00;0,00;3,08;0,00;0,00;0,00;0,00;3,08;0,00;0,00;0,00;0,00
2019-02-24;28,00;4,00;4,00;7,00;4,00;0,00;4,00;7,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;4,00;4,48;0,00;0,00;0,00
2019-03-03;31,00;10,33;3,10;7,23;10,33;3,10;20,67;10,33;0,00;0,00;3,10;10,33;3,10;0,00;3,10;0,00;10,33;0,00;0,00;0,00;0,00
2019-03-10;41,00;13,33;3,08;7,18;0,00;3,08;17,43;10,25;0,00;7,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;46,00;5,75;0,00;5,75;5,75;13,42;40,25;5,75;0,00;0,00;0,00;0,00;5,75;0,00;0,00;5,75;5,75;0,00;0,00;0,00;0,00
