Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;52,00;559,00;6,50;143,00;26,00;26,00;16,00;13,00;0,00;10,00;10,00;7,00;3,00
2019-01-13;45,00;367,50;7,50;75,00;15,00;19,00;10,00;16,00;19,00;10,00;3,00;6,00;3,00
2019-01-20;45,00;585,00;7,50;150,00;45,00;38,00;16,00;6,00;13,00;6,00;22,00;3,00;3,00
2019-01-27;53,00;466,40;10,60;95,40;10,60;23,00;16,00;7,00;20,00;13,00;7,00;0,00;0,00
2019-02-03;33,00;451,00;11,00;110,00;22,00;20,00;13,00;7,00;17,00;0,00;3,00;3,00;0,00
2019-02-10;27,00;378,00;9,00;135,00;18,00;14,00;10,00;3,00;14,00;10,00;10,00;7,00;0,00
2019-02-17;38,00;544,67;12,67;177,33;63,33;38,00;21,00;3,00;21,00;7,00;3,00;3,00;0,00
2019-02-24;28,00;616,00;0,00;182,00;28,00;32,00;14,00;7,00;28,00;11,00;7,00;0,00;0,00
2019-03-03;30,00;480,00;0,00;120,00;10,00;27,00;40,00;3,00;20,00;10,00;20,00;7,00;3,00
2019-03-10;40,00;500,00;0,00;130,00;30,00;30,00;24,00;3,00;30,00;7,00;7,00;10,00;3,00
2019-03-17;24,00;270,00;6,00;84,00;12,00;63,00;38,00;3,00;17,00;7,00;3,00;0,00;3,00
2019-03-24;46,00;423,20;4,60;147,20;18,40;38,00;17,00;0,00;28,00;21,00;3,00;14,00;3,00
2019-03-31;48,00;336,00;8,00;112,00;24,00;27,00;41,00;14,00;3,00;14,00;7,00;3,00;10,00
2019-04-07;88,00;666,29;12,57;188,57;37,71;20,00;40,00;13,00;13,00;7,00;13,00;3,00;0,00
2019-04-14;81,00;1350,00;13,50;324,00;40,50;44,00;22,00;4,00;33,00;7,00;7,00;15,00;4,00
2019-04-21;81,00;648,00;0,00;256,50;13,50;46,00;25,00;7,00;18,00;4,00;0,00;4,00;0,00
2019-04-28;63,00;441,00;9,00;135,00;18,00;23,00;13,00;7,00;20,00;17,00;7,00;3,00;0,00
2019-05-05;91,00;655,20;0,00;273,00;18,20;45,00;6,00;10,00;23,00;6,00;3,00;0,00;3,00
2019-05-12;37,00;397,75;9,25;166,50;27,75;44,00;20,00;10,00;24,00;17,00;13,00;10,00;3,00
2019-05-19;53,00;340,71;3,79;128,71;22,71;23,00;30,00;13,00;20,00;10,00;13,00;3,00;0,00
2019-05-26;34,00;319,60;6,80;142,80;13,60;50,00;10,00;3,00;30,00;13,00;7,00;10,00;7,00
2019-06-02;63,00;396,00;9,00;162,00;27,00;43,00;40,00;17,00;17,00;26,00;13,00;0,00;3,00
2019-06-09;85,00;816,00;17,00;255,00;34,00;24,00;34,00;7,00;17,00;30,00;7,00;3,00;7,00
2019-06-16;78,00;534,86;11,14;211,71;11,14;27,00;20,00;14,00;24,00;31,00;0,00;10,00;0,00
2019-06-23;68,00;466,29;4,86;136,00;19,43;48,00;48,00;3,00;31,00;14,00;14,00;20,00;3,00
2019-06-30;77,00;708,40;7,70;246,40;61,60;57,00;27,00;7,00;13,00;17,00;20,00;7,00;7,00
2019-07-07;66,00;462,00;9,43;160,29;18,86;46,00;26,00;17,00;26,00;3,00;3,00;7,00;3,00
2019-07-14;83,00;664,00;13,83;304,33;27,67;59,00;41,00;17,00;17,00;35,00;7,00;14,00;10,00
2019-07-21;76,00;582,67;0,00;202,67;12,67;40,00;33,00;18,00;11,00;22,00;7,00;11,00;7,00
2019-07-28;82,00;597,43;0,00;210,86;23,43;32,00;43,00;14,00;39,00;4,00;7,00;7,00;0,00
2019-08-04;96,00;979,20;9,60;384,00;19,20;57,00;28,00;11,00;32,00;11,00;25,00;7,00;0,00
2019-08-11;64,00;448,00;9,14;173,71;36,57;24,00;30,00;7,00;24,00;13,00;13,00;0,00;3,00
2019-08-18;72,00;351,00;4,50;360,00;18,00;45,00;31,00;3,00;10,00;14,00;21,00;3,00;3,00
2019-08-25;51,00;391,00;0,00;501,50;8,50;58,00;37,00;17,00;14,00;24,00;3,00;3,00;0,00
2019-09-01;85,00;520,63;5,31;159,38;42,50;56,00;33,00;7,00;16,00;10,00;20,00;7,00;13,00
2019-09-08;66,00;518,57;4,71;122,57;18,86;43,00;23,00;10,00;16,00;10,00;7,00;3,00;0,00
2019-09-15;50,00;500,00;10,00;160,00;20,00;57,00;10,00;13,00;10,00;10,00;13,00;3,00;7,00
2019-09-22;36,00;504,00;9,00;135,00;9,00;36,00;23,00;10,00;23,00;3,00;6,00;6,00;0,00
2019-09-29;78,00;663,00;13,00;299,00;26,00;36,00;13,00;3,00;6,00;10,00;0,00;10,00;16,00
2019-10-06;49,00;588,00;0,00;159,25;24,50;39,00;26,00;13,00;20,00;10,00;7,00;13,00;0,00
2019-10-13;42,00;700,00;14,00;168,00;28,00;26,00;3,00;13,00;6,00;6,00;6,00;3,00;0,00
