Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;43,00;14,88;6,62;6,62;28,12;21,50;21,50;6,62;0,00;14,00;10,00;5,00;5,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;82,00;4,00;0,00;0,00;0,00;4,00;0,00;13,00;0,00;13,23;25,13;6,61;0,00;0,00;6,61;6,61;13,23;6,61;0,00;0,00;18,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;52,00;0,00;0,00;0,00;6,93;0,00;0,00;6,93;0,00;14,00;5,00;9,00;9,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;62,00;14,31;14,31;0,00;6,36;6,36;6,36;0,00;0,00;38,00;19,00;10,00;29,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;19,00;0,00;20,67;0,00;0,00;0,00;0,00;0,00
2019-02-03;100,00;16,98;0,00;7,55;7,55;7,55;0,00;7,55;0,00;30,00;15,00;10,00;20,00;0,00;15,00;0,00;0,00;0,00;0,00;5,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;41,00;5,69;5,69;5,69;0,00;0,00;0,00;10,25;0,00;0,00;15,00;10,00;0,00;0,00;5,00;0,00;10,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;56,00;5,19;0,00;0,00;5,19;5,19;9,33;9,33;0,00;15,00;10,00;30,00;5,00;0,00;5,00;5,00;10,00;0,00;0,00;0,00;25,00;0,00;5,19;0,00;0,00;0,00;0,00;0,00
2019-02-24;54,00;9,00;0,00;0,00;0,00;4,00;4,00;18,00;0,00;0,00;5,40;5,40;0,00;0,00;10,80;0,00;0,00;0,00;5,40;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;66,00;4,40;9,90;4,40;4,40;4,40;0,00;18,70;0,00;5,00;9,00;0,00;0,00;0,00;5,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;49,00;11,31;16,33;0,00;11,31;0,00;0,00;0,00;5,03;10,00;34,00;5,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;35,00;4,52;0,00;0,00;4,52;4,52;0,00;10,16;0,00;15,00;15,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;4,52;0,00;0,00;0,00;0,00;0,00
2019-03-24;30,00;0,00;5,56;0,00;0,00;5,56;0,00;10,00;0,00;5,00;5,00;5,00;10,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;5,56;0,00;0,00;0,00;0,00;0,00
2019-03-31;35,00;0,00;0,00;0,00;4,00;0,00;0,00;9,00;0,00;27,63;0,00;18,42;0,00;0,00;9,21;0,00;9,21;0,00;0,00;9,21;9,21;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;33,00;25,24;7,76;0,00;7,76;0,00;7,76;7,76;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;29,00;0,00;0,00;5,00;5,00;0,00;5,00;5,00;0,00;0,00;6,90;6,90;15,19;0,00;6,90;0,00;0,00;0,00;0,00;6,90;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-04-21;32,00;0,00;0,00;0,00;6,67;0,00;6,67;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;21,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;0,00;0,00;0,00;7,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;19,00;0,00;5,85;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;46,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;39,00;0,00;0,00;0,00;5,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;53,00;0,00;12,23;5,44;0,00;5,44;0,00;0,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
