Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;45,00;22,00;22,00;67,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;96,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;11,00
2019-01-20;62,00;10,00;10,00;62,00;0,00;0,00;0,00;20,00;0,00
2019-01-27;42,00;10,00;21,00;21,00;21,00;0,00;0,00;0,00;0,00
2019-02-03;45,00;0,00;22,00;56,00;11,00;0,00;0,00;22,00;0,00
2019-02-10;77,00;11,00;11,00;33,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;11,00;0,00;56,00;33,00;22,00;0,00;11,00;0,00;0,00
2019-02-24;45,00;11,00;34,00;22,00;11,00;0,00;11,00;11,00;0,00
2019-03-03;23,00;0,00;11,00;23,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;0,00;11,00;34,00;11,00;0,00;0,00;11,00;0,00;0,00
2019-03-17;34,00;22,00;11,00;34,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;57,00;11,00;11,00;11,00;0,00;11,00;11,00;0,00;11,00
2019-03-31;21,00;11,00;42,00;11,00;11,00;0,00;0,00;0,00;0,00
2019-04-07;21,00;0,00;0,00;52,00;0,00;21,00;0,00;0,00;0,00
2019-04-14;34,00;11,00;23,00;23,00;0,00;0,00;22,00;0,00;0,00
2019-04-21;21,00;11,00;21,00;32,00;11,00;11,00;21,00;11,00;0,00
2019-04-28;22,00;11,00;11,00;32,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;53,00;32,00;64,00;21,00;11,00;11,00;11,00;11,00;0,00
2019-05-12;32,00;0,00;43,00;32,00;0,00;0,00;11,00;11,00;32,00
2019-05-19;42,00;0,00;21,00;42,00;0,00;0,00;11,00;0,00;0,00
2019-05-26;62,00;10,00;0,00;52,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;21,00;0,00;10,00;21,00;0,00;0,00;10,00;0,00;10,00
2019-06-09;41,00;0,00;0,00;62,00;0,00;10,00;0,00;31,00;10,00
2019-06-16;33,00;22,00;11,00;54,00;0,00;0,00;0,00;22,00;22,00
2019-06-23;11,00;0,00;0,00;11,00;0,00;0,00;0,00;11,00;11,00
2019-06-30;55,00;0,00;22,00;33,00;0,00;0,00;0,00;22,00;0,00
2019-07-07;21,00;11,00;32,00;32,00;0,00;0,00;11,00;0,00;11,00
2019-07-14;44,00;0,00;44,00;11,00;0,00;0,00;0,00;11,00;22,00
2019-07-21;23,00;34,00;0,00;34,00;0,00;11,00;22,00;0,00;0,00
2019-07-28;35,00;35,00;23,00;12,00;0,00;23,00;0,00;34,00;0,00
2019-08-04;23,00;11,00;11,00;46,00;0,00;0,00;0,00;23,00;34,00
2019-08-11;46,00;23,00;46,00;23,00;0,00;0,00;11,00;0,00;0,00
2019-08-18;57,00;46,00;23,00;11,00;0,00;0,00;23,00;0,00;0,00
2019-08-25;53,00;0,00;32,00;32,00;11,00;0,00;0,00;21,00;21,00
2019-09-01;41,00;10,00;10,00;20,00;0,00;0,00;10,00;10,00;0,00
2019-09-08;30,00;0,00;10,00;30,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;60,00;10,00;0,00;50,00;0,00;0,00;0,00;10,00;0,00
2019-09-22;30,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;30,00;30,00;0,00;20,00;0,00;0,00;10,00;20,00;20,00
2019-10-06;60,00;0,00;20,00;30,00;0,00;0,00;0,00;30,00;10,00
2019-10-13;49,00;10,00;20,00;10,00;0,00;0,00;0,00;20,00;0,00
2019-10-20;20,00;39,00;20,00;20,00;0,00;0,00;20,00;0,00;0,00
2019-10-27;20,00;29,00;20,00;29,00;0,00;0,00;0,00;0,00;10,00
2019-11-03;19,00;10,00;19,00;19,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;19,00;29,00;29,00;58,00;0,00;0,00;0,00;0,00;10,00
2019-11-17;19,00;0,00;19,00;10,00;0,00;0,00;10,00;0,00;0,00
2019-11-24;0,00;9,00;28,00;38,00;0,00;19,00;9,00;9,00;0,00
2019-12-01;60,00;10,00;10,00;10,00;10,00;0,00;0,00;0,00;0,00
2019-12-08;31,00;10,00;10,00;31,00;0,00;0,00;0,00;10,00;0,00
2019-12-15;39,00;10,00;0,00;10,00;0,00;0,00;0,00;19,00;19,00
2019-12-22;32,00;0,00;32,00;21,00;0,00;0,00;11,00;21,00;0,00
2019-12-29;21,00;32,00;43,00;0,00;11,00;0,00;0,00;11,00;11,00
2020-01-05;59,00;10,00;10,00;20,00;0,00;0,00;0,00;0,00;10,00
2020-01-12;82,00;9,00;18,00;18,00;0,00;9,00;18,00;9,00;18,00
2020-01-19;18,00;0,00;9,00;54,00;0,00;0,00;18,00;18,00;18,00
2020-01-26;56,00;19,00;9,00;37,00;0,00;0,00;0,00;9,00;0,00
2020-02-02;9,00;28,00;28,00;47,00;0,00;9,00;0,00;0,00;0,00
2020-02-09;56,00;0,00;19,00;28,00;9,00;9,00;0,00;9,00;9,00
2020-02-16;9,00;9,00;19,00;19,00;9,00;0,00;9,00;0,00;0,00
2020-02-23;9,00;9,00;9,00;46,00;9,00;0,00;18,00;0,00;9,00
2020-03-01;27,00;18,00;18,00;36,00;0,00;0,00;9,00;0,00;9,00
2020-03-08;26,00;26,00;9,00;53,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;35,00;17,00;17,00;17,00;0,00;0,00;9,00;0,00;17,00
2020-03-22;16,00;8,00;16,00;33,00;0,00;0,00;8,00;0,00;0,00
2020-03-29;17,00;8,00;0,00;8,00;0,00;8,00;8,00;8,00;8,00
2020-04-05;0,00;0,00;0,00;43,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;50,00;17,00;25,00;25,00;0,00;0,00;0,00;25,00;8,00
2020-04-19;40,00;0,00;8,00;16,00;16,00;0,00;16,00;0,00;0,00
2020-04-26;16,00;0,00;16,00;33,00;0,00;0,00;0,00;0,00;8,00
2020-05-03;32,00;0,00;0,00;32,00;8,00;0,00;16,00;0,00;0,00
2020-05-10;48,00;16,00;0,00;32,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;17,00;17,00;0,00;26,00;0,00;8,00;0,00;8,00;17,00
2020-05-24;79,00;9,00;17,00;44,00;0,00;0,00;9,00;9,00;0,00
2020-05-31;25,00;0,00;8,00;16,00;0,00;0,00;8,00;0,00;0,00
2020-06-07;26,00;25,00;17,00;34,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;9,00;18,00;0,00;9,00;0,00;0,00;0,00;0,00;18,00
2020-06-21;0,00;0,00;19,00;19,00;0,00;0,00;9,00;9,00;0,00
2020-06-28;28,00;9,00;19,00;28,00;0,00;0,00;0,00;9,00;9,00
2020-07-05;29,00;0,00;0,00;0,00;0,00;10,00;19,00;10,00;0,00
2020-07-12;20,00;10,00;10,00;10,00;0,00;0,00;0,00;10,00;0,00
2020-07-19;41,00;0,00;0,00;41,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;20,00;10,00;0,00;10,00;10,00;0,00;0,00;10,00;10,00
2020-08-02;61,00;0,00;41,00;41,00;0,00;0,00;20,00;20,00;0,00
2020-08-09;30,00;10,00;20,00;20,00;0,00;0,00;10,00;0,00;0,00
2020-08-16;61,00;0,00;10,00;41,00;0,00;0,00;0,00;20,00;0,00
2020-08-23;30,00;0,00;20,00;10,00;0,00;0,00;0,00;10,00;0,00
2020-08-30;20,00;0,00;0,00;29,00;29,00;0,00;0,00;0,00;10,00
2020-09-06;48,00;10,00;68,00;19,00;0,00;0,00;10,00;0,00;0,00
2020-09-13;28,00;19,00;0,00;38,00;0,00;0,00;0,00;28,00;0,00
2020-09-20;19,00;9,00;9,00;28,00;0,00;0,00;9,00;0,00;0,00
2020-09-27;28,00;9,00;0,00;9,00;0,00;0,00;0,00;19,00;47,00
2020-10-04;0,00;0,00;29,00;19,00;0,00;0,00;10,00;0,00;10,00
2020-10-11;31,00;10,00;21,00;10,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;20,00;0,00;10,00;20,00;0,00;0,00;10,00;0,00;0,00
2020-10-25;10,00;0,00;30,00;10,00;10,00;0,00;0,00;0,00;0,00
2020-11-01;19,00;9,00;9,00;9,00;9,00;0,00;0,00;0,00;0,00
2020-11-08;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00
2020-11-15;0,00;20,00;20,00;20,00;0,00;0,00;10,00;0,00;0,00
2020-11-22;19,00;28,00;9,00;28,00;9,00;0,00;0,00;0,00;9,00
2020-11-29;29,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;10,00;0,00;10,00;10,00;10,00;0,00;0,00;0,00;0,00
2020-12-13;10,00;10,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00
2020-12-20;11,00;11,00;21,00;21,00;0,00;0,00;0,00;10,00;0,00
2020-12-27;31,00;0,00;10,00;73,00;0,00;0,00;10,00;0,00;0,00
2021-01-03;10,00;10,00;19,00;29,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;10,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;57,00;19,00;10,00;29,00;0,00;0,00;0,00;9,00;9,00
2021-01-24;10,00;0,00;0,00;29,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;19,00;10,00;10,00;19,00;0,00;0,00;10,00;19,00;0,00
2021-02-07;29,00;19,00;0,00;29,00;0,00;0,00;0,00;0,00;19,00
2021-02-14;10,00;10,00;0,00;20,00;10,00;0,00;0,00;0,00;0,00
2021-02-21;10,00;0,00;0,00;40,00;0,00;0,00;20,00;0,00;0,00
2021-02-28;10,00;20,00;0,00;40,00;10,00;10,00;0,00;10,00;0,00
2021-03-07;20,00;30,00;0,00;10,00;10,00;0,00;10,00;0,00;0,00
2021-03-14;28,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;42,00;32,00;21,00;11,00;0,00;0,00;0,00;11,00;0,00
2021-03-28;33,00;11,00;11,00;22,00;0,00;0,00;11,00;11,00;0,00
2021-04-04;10,00;20,00;10,00;10,00;10,00;0,00;0,00;10,00;0,00
2021-04-11;0,00;10,00;20,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;39,00;10,00;10,00;20,00;0,00;0,00;0,00;10,00;0,00
2021-04-25;29,00;19,00;19,00;39,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;20,00;0,00;10,00;0,00;10,00;10,00;10,00;10,00;10,00
2021-05-09;20,00;10,00;30,00;10,00;0,00;0,00;0,00;10,00;10,00
2021-05-16;41,00;0,00;10,00;0,00;10,00;0,00;20,00;0,00;0,00
2021-05-23;83,00;10,00;10,00;62,00;10,00;0,00;0,00;0,00;0,00
2021-05-30;10,00;10,00;20,00;71,00;10,00;0,00;0,00;0,00;0,00
2021-06-06;31,00;10,00;10,00;10,00;0,00;10,00;0,00;0,00;31,00
2021-06-13;10,00;10,00;0,00;51,00;0,00;10,00;0,00;0,00;0,00
2021-06-20;86,00;0,00;11,00;22,00;0,00;0,00;0,00;0,00;21,00
2021-06-27;44,00;0,00;22,00;55,00;11,00;0,00;11,00;0,00;0,00
2021-07-04;44,00;22,00;0,00;22,00;11,00;11,00;0,00;0,00;11,00
2021-07-11;55,00;0,00;22,00;11,00;0,00;0,00;11,00;0,00;11,00
2021-07-18;22,00;22,00;0,00;22,00;0,00;0,00;0,00;11,00;0,00
2021-07-25;22,00;11,00;22,00;32,00;0,00;0,00;0,00;11,00;0,00
2021-08-01;32,00;32,00;22,00;0,00;0,00;0,00;32,00;0,00;0,00
