Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;0,00;0,00;14,00;43,00;0,00;0,00;0,00;29,00;14,00
2019-01-13;29,00;14,00;29,00;43,00;0,00;0,00;0,00;14,00;0,00
2019-01-20;0,00;0,00;0,00;28,00;14,00;0,00;0,00;28,00;0,00
2019-01-27;0,00;14,00;14,00;28,00;0,00;0,00;0,00;14,00;0,00
2019-02-03;15,00;0,00;0,00;29,00;0,00;0,00;15,00;0,00;0,00
2019-02-10;15,00;0,00;0,00;15,00;0,00;14,00;0,00;14,00;0,00
2019-02-17;0,00;0,00;30,00;0,00;15,00;0,00;0,00;15,00;0,00
2019-02-24;0,00;15,00;0,00;15,00;0,00;0,00;0,00;15,00;0,00
2019-03-03;0,00;30,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00
2019-03-10;14,00;14,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;0,00;14,00;14,00;29,00;0,00;0,00;0,00;14,00;0,00
2019-03-24;15,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;0,00;0,00;15,00;15,00;0,00;0,00;15,00;0,00;15,00
2019-04-07;0,00;0,00;14,00;14,00;0,00;0,00;0,00;43,00;0,00
2019-04-14;15,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;30,00;0,00;30,00;15,00;0,00;0,00;0,00;0,00;15,00
2019-04-28;28,00;42,00;0,00;28,00;0,00;0,00;14,00;14,00;0,00
2019-05-05;14,00;14,00;28,00;42,00;0,00;0,00;14,00;42,00;0,00
2019-05-12;0,00;14,00;14,00;14,00;0,00;0,00;0,00;14,00;0,00
2019-05-19;28,00;14,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;14,00;14,00;14,00;0,00;0,00;0,00;0,00;42,00;0,00
2019-06-02;26,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;13,00
2019-06-09;0,00;14,00;0,00;27,00;0,00;0,00;0,00;14,00;0,00
2019-06-16;14,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00
2019-06-23;14,00;14,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;28,00;0,00;14,00;0,00;0,00;14,00;0,00;28,00;0,00
2019-07-07;28,00;14,00;14,00;28,00;0,00;0,00;0,00;42,00;0,00
2019-07-14;0,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00;15,00
2019-07-21;0,00;0,00;15,00;15,00;0,00;0,00;0,00;77,00;0,00
2019-07-28;0,00;31,00;47,00;47,00;16,00;0,00;0,00;31,00;0,00
2019-08-04;16,00;16,00;31,00;16,00;0,00;0,00;0,00;16,00;0,00
2019-08-11;29,00;0,00;0,00;29,00;0,00;0,00;0,00;29,00;15,00
2019-08-18;30,00;0,00;15,00;15,00;0,00;0,00;15,00;15,00;0,00
2019-08-25;0,00;0,00;0,00;58,00;0,00;0,00;0,00;15,00;15,00
2019-09-01;27,00;13,00;27,00;27,00;0,00;0,00;27,00;13,00;13,00
2019-09-08;14,00;28,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;0,00;0,00;28,00;28,00;0,00;0,00;0,00;14,00;0,00
2019-09-22;13,00;0,00;13,00;13,00;0,00;0,00;0,00;13,00;0,00
2019-09-29;13,00;0,00;13,00;13,00;0,00;0,00;13,00;0,00;0,00
2019-10-06;13,00;0,00;13,00;13,00;0,00;13,00;0,00;13,00;0,00
2019-10-13;0,00;13,00;0,00;0,00;13,00;0,00;0,00;13,00;0,00
2019-10-20;0,00;14,00;14,00;28,00;0,00;0,00;0,00;41,00;0,00
2019-10-27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00
2019-11-03;0,00;27,00;13,00;13,00;0,00;0,00;0,00;26,00;0,00
2019-11-10;13,00;0,00;13,00;0,00;0,00;0,00;13,00;13,00;0,00
2019-11-17;0,00;40,00;13,00;0,00;13,00;0,00;0,00;13,00;0,00
2019-11-24;0,00;26,00;26,00;0,00;0,00;0,00;0,00;13,00;0,00
2019-12-01;27,00;14,00;14,00;14,00;0,00;14,00;0,00;27,00;0,00
2019-12-08;0,00;14,00;41,00;14,00;0,00;14,00;14,00;54,00;0,00
2019-12-15;40,00;0,00;13,00;13,00;0,00;27,00;0,00;27,00;0,00
2019-12-22;0,00;29,00;15,00;29,00;15,00;0,00;0,00;15,00;15,00
2019-12-29;0,00;55,00;28,00;14,00;0,00;0,00;0,00;14,00;14,00
2020-01-05;26,00;39,00;39,00;26,00;0,00;13,00;0,00;0,00;0,00
2020-01-12;12,00;12,00;37,00;12,00;0,00;0,00;12,00;37,00;0,00
2020-01-19;26,00;52,00;26,00;26,00;0,00;13,00;0,00;13,00;0,00
