Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;60,00;454,29;8,57;8,57;17,14;12,00;12,00;36,00;18,00;0,00;0,00;0,00;0,00
2019-01-13;42,00;285,60;25,20;0,00;16,80;24,00;18,00;24,00;6,00;12,00;6,00;0,00;6,00
2019-01-20;29,00;377,00;9,67;19,33;19,33;23,00;12,00;47,00;0,00;6,00;6,00;0,00;6,00
2019-01-27;18,00;369,00;45,00;18,00;9,00;41,00;35,00;6,00;6,00;12,00;6,00;0,00;12,00
2019-02-03;18,00;378,00;18,00;27,00;9,00;24,00;24,00;0,00;12,00;6,00;6,00;6,00;6,00
2019-02-10;24,00;368,00;0,00;8,00;8,00;12,00;12,00;0,00;0,00;0,00;12,00;6,00;0,00
2019-02-17;44,00;404,80;0,00;35,20;26,40;19,00;6,00;0,00;38,00;13,00;0,00;0,00;0,00
2019-02-24;24,00;320,00;8,00;0,00;8,00;24,00;12,00;0,00;31,00;12,00;0,00;6,00;0,00
2019-03-03;6,00;240,00;0,00;12,00;6,00;43,00;25,00;0,00;6,00;12,00;0,00;6,00;0,00
2019-03-10;24,00;416,00;24,00;8,00;24,00;12,00;18,00;0,00;24,00;24,00;6,00;6,00;6,00
2019-03-17;24,00;376,00;8,00;16,00;8,00;0,00;12,00;0,00;6,00;12,00;6,00;6,00;6,00
2019-03-24;12,00;468,00;0,00;36,00;12,00;12,00;31,00;0,00;25,00;0,00;0,00;6,00;0,00
2019-03-31;49,00;334,83;8,17;8,17;8,17;31,00;31,00;18,00;6,00;0,00;6,00;12,00;0,00
2019-04-07;48,00;460,80;19,20;28,80;28,80;12,00;24,00;18,00;18,00;0,00;0,00;12,00;6,00
2019-04-14;31,00;728,50;23,25;15,50;7,75;31,00;12,00;25,00;12,00;19,00;6,00;6,00;6,00
2019-04-21;37,00;499,50;27,75;9,25;9,25;19,00;19,00;31,00;6,00;6,00;6,00;12,00;0,00
2019-04-28;46,00;579,60;18,40;46,00;18,40;6,00;17,00;35,00;12,00;23,00;0,00;6,00;6,00
2019-05-05;41,00;270,60;8,20;24,60;8,20;18,00;6,00;35,00;12,00;12,00;0,00;6,00;0,00
2019-05-12;60,00;274,29;25,71;17,14;8,57;30,00;24,00;24,00;6,00;18,00;12,00;0,00;0,00
2019-05-19;64,00;374,86;9,14;36,57;45,71;12,00;23,00;17,00;12,00;12,00;6,00;0,00;6,00
2019-05-26;81,00;486,00;9,00;18,00;9,00;12,00;29,00;41,00;18,00;23,00;6,00;6,00;12,00
2019-06-02;71,00;426,00;26,63;8,88;26,63;38,00;38,00;11,00;0,00;17,00;6,00;6,00;11,00
2019-06-09;68,00;238,00;8,50;17,00;17,00;6,00;28,00;40,00;6,00;6,00;6,00;6,00;11,00
2019-06-16;59,00;345,57;25,29;16,86;33,71;53,00;23,00;41,00;18,00;18,00;6,00;6,00;6,00
2019-06-23;70,00;367,50;26,25;17,50;78,75;29,00;18,00;18,00;0,00;24,00;0,00;0,00;12,00
2019-06-30;52,00;468,00;17,33;8,67;95,33;17,00;23,00;23,00;23,00;18,00;0,00;6,00;6,00
2019-07-07;23,00;368,00;23,00;23,00;38,33;23,00;35,00;69,00;23,00;29,00;6,00;0,00;17,00
2019-07-14;49,00;490,00;32,67;8,17;32,67;31,00;31,00;31,00;25,00;31,00;6,00;6,00;0,00
2019-07-21;38,00;522,50;9,50;38,00;57,00;45,00;32,00;32,00;13,00;39,00;6,00;0,00;6,00
2019-07-28;59,00;522,57;25,29;25,29;33,71;39,00;20,00;20,00;13,00;20,00;0,00;20,00;0,00
