Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;0,00;0,00;0,00;0,00;0,00;66,00;13,00;0,00;13,00;0,00;22,00;22,00;0,00;0,00;0,00;15,00;0,00;0,00;39,00;0,00;0,00
2019-01-13;77,00;38,50;0,00;0,00;0,00;37,77;37,77;0,00;0,00;0,00;77,00;39,83;0,00;0,00;0,00;0,00;0,00;64,00;26,00;0,00;0,00
2019-01-20;0,00;0,00;0,00;54,00;18,00;13,00;0,00;0,00;0,00;0,00;21,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00
2019-01-27;18,00;0,00;18,00;18,00;0,00;72,00;0,00;18,00;0,00;0,00;36,00;36,00;0,00;0,00;0,00;38,57;0,00;13,00;63,00;0,00;0,00
2019-02-03;38,00;38,00;0,00;0,00;0,00;0,00;18,30;0,00;18,30;17,73;76,00;17,73;0,00;0,00;0,00;0,00;0,00;19,00;96,46;0,00;0,00
2019-02-10;0,00;0,00;19,00;38,00;0,00;27,00;0,00;0,00;14,00;8,00;53,00;15,00;0,00;0,00;0,00;53,00;15,00;0,00;40,00;0,00;0,00
2019-02-17;38,00;19,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;38,00;58,27;0,00;0,00;0,00;136,80;0,00;0,00;73,29;0,00;0,00
2019-02-24;0,00;19,00;0,00;37,00;0,00;0,00;0,00;13,00;0,00;0,00;22,00;52,00;0,00;0,00;0,00;15,00;0,00;0,00;52,00;0,00;0,00
2019-03-03;58,00;39,00;19,00;0,00;0,00;38,67;19,33;19,33;19,33;0,00;58,00;78,17;0,00;0,00;0,00;20,17;20,17;0,00;38,20;0,00;0,00
2019-03-10;56,00;56,00;19,00;0,00;0,00;18,20;56,00;0,00;0,00;0,00;94,18;38,18;0,00;0,00;0,00;17,82;0,00;0,00;0,00;0,00;84,00
2019-03-17;57,00;38,00;0,00;0,00;0,00;19,46;19,46;0,00;0,00;0,00;19,83;111,52;0,00;0,00;0,00;94,17;0,00;0,00;27,44;0,00;0,00
2019-03-24;27,00;0,00;27,00;27,00;0,00;0,00;27,00;0,00;0,00;0,00;77,63;77,63;0,00;0,00;0,00;77,63;0,00;0,00;0,00;14,00;0,00
2019-03-31;26,00;26,00;0,00;26,00;0,00;26,00;52,00;0,00;26,00;0,00;55,71;81,71;0,00;0,00;0,00;137,43;0,00;0,00;13,00;0,00;0,00
2019-04-07;19,00;19,00;0,00;0,00;19,00;19,00;57,00;0,00;0,00;54,63;90,25;73,63;0,00;0,00;0,00;38,00;0,00;0,00;0,00;0,00;19,00
2019-04-14;60,00;40,00;0,00;0,00;0,00;40,47;40,47;0,00;0,00;0,00;40,00;40,00;0,00;0,00;0,00;20,00;0,00;0,00;40,00;0,00;40,00
2019-04-21;0,00;0,00;0,00;19,00;0,00;41,00;27,00;0,00;27,00;0,00;23,00;46,00;0,00;0,00;0,00;31,00;0,00;0,00;0,00;0,00;27,00
2019-04-28;37,00;145,94;74,00;0,00;0,00;145,15;0,00;0,00;0,00;0,00;148,00;148,00;0,00;0,00;0,00;111,00;0,00;12,00;12,00;0,00;12,00
2019-05-05;35,00;35,00;0,00;0,00;18,00;35,00;35,00;0,00;18,20;0,00;0,00;70,00;17,50;0,00;0,00;52,50;0,00;0,00;71,46;17,50;0,00
2019-05-12;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;18,00;18,00;56,57;0,00;0,00;0,00;18,00;0,00;0,00;70,62;0,00;18,00
2019-05-19;90,00;54,00;18,00;0,00;0,00;53,44;18,28;0,00;18,28;17,50;70,00;90,00;0,00;0,00;0,00;52,50;35,00;14,40;0,00;0,00;0,00
2019-05-26;54,00;36,00;18,00;0,00;18,00;18,00;18,00;0,00;18,00;0,00;88,36;34,36;0,00;0,00;0,00;34,36;0,00;0,00;28,08;0,00;0,00
2019-06-02;84,00;67,00;17,00;0,00;17,00;16,80;33,60;0,00;0,00;17,82;50,91;68,73;0,00;0,00;0,00;133,41;17,29;0,00;17,08;0,00;0,00
2019-06-09;52,00;34,00;0,00;17,00;17,00;52,00;16,86;0,00;0,00;0,00;52,00;66,86;0,00;0,00;0,00;69,33;0,00;0,00;0,00;26,00;0,00
2019-06-16;18,00;18,00;37,00;37,00;0,00;54,00;18,00;0,00;0,00;18,00;56,57;56,57;0,00;0,00;0,00;38,57;0,00;0,00;52,62;0,00;70,62
2019-06-23;0,00;19,00;57,00;19,00;19,00;27,00;27,00;13,00;13,00;0,00;30,00;37,00;0,00;0,00;0,00;23,00;0,00;0,00;53,00;0,00;13,00
2019-06-30;58,00;39,00;19,00;39,00;19,00;75,95;38,67;0,00;19,33;58,00;78,17;98,35;0,00;20,17;0,00;20,17;20,17;0,00;0,00;111,86;58,00
2019-07-07;38,00;0,00;0,00;38,00;0,00;19,70;38,00;19,70;19,70;20,27;134,27;114,00;0,00;0,00;0,00;174,80;0,00;0,00;18,30;18,30;18,30
2019-07-14;40,00;20,00;20,00;0,00;0,00;60,00;40,00;0,00;0,00;20,00;60,00;80,00;0,00;0,00;0,00;120,00;60,00;20,00;20,00;20,00;0,00
2019-07-21;83,00;83,00;0,00;0,00;41,00;0,00;83,00;0,00;21,10;40,24;83,00;103,12;20,12;0,00;0,00;103,12;0,00;0,00;40,07;40,07;40,07
2019-07-28;70,00;46,67;0,00;23,33;0,00;70,00;47,21;0,00;22,79;23,33;93,33;70,00;0,00;0,00;0,00;163,33;46,67;14,00;42,00;0,00;14,00
2019-08-04;20,00;20,00;40,00;20,00;40,00;101,43;20,00;20,00;40,00;0,00;100,00;40,00;0,00;0,00;0,00;80,00;0,00;0,00;20,00;40,00;20,00
2019-08-11;38,00;38,00;0,00;0,00;0,00;38,00;38,00;0,00;19,70;0,00;96,27;96,27;0,00;0,00;0,00;96,27;0,00;0,00;0,00;0,00;18,30
2019-08-18;39,00;0,00;0,00;0,00;0,00;19,50;78,00;19,50;39,00;0,00;0,00;119,60;0,00;0,00;0,00;19,50;0,00;39,00;20,22;0,00;0,00
2019-08-25;37,00;0,00;0,00;19,00;0,00;17,81;35,63;0,00;0,00;0,00;17,27;54,27;0,00;0,00;0,00;54,27;17,27;0,00;26,00;0,00;26,00
2019-09-01;36,00;36,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;18,00;18,00;18,00;0,00;0,00;16,80;0,00;0,00;0,00;0,00;18,72
2019-09-08;25,00;25,00;0,00;25,00;25,00;123,08;50,00;25,00;25,00;0,00;128,57;25,00;25,00;0,00;0,00;78,57;0,00;13,00;0,00;13,00;26,00
2019-09-15;0,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;22,00;29,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00
2019-09-22;35,00;17,00;0,00;0,00;0,00;70,00;0,00;0,00;0,00;0,00;105,00;35,00;0,00;0,00;0,00;35,00;0,00;0,00;12,00;12,00;12,00
2019-09-29;0,00;0,00;0,00;0,00;0,00;12,00;25,00;0,00;12,00;0,00;14,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;24,00;0,00;0,00
2019-10-06;35,00;52,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120,00;17,50;17,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;27,00;14,00;0,00;0,00;0,00;21,00;0,00;0,00;12,00;0,00;0,00
2019-10-20;18,00;0,00;0,00;0,00;0,00;18,00;34,62;0,00;52,62;0,00;72,00;36,00;18,00;0,00;0,00;54,00;0,00;0,00;18,00;37,50;18,00
2019-10-27;18,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;36,00;36,00;18,00;0,00;0,00;74,57;0,00;18,00;18,00;0,00;0,00
2019-11-03;17,00;0,00;0,00;17,00;17,00;17,00;0,00;0,00;0,00;0,00;48,57;48,57;17,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;0,00;18,00;0,00;0,00;0,00;50,00;0,00;0,00;13,00;0,00;49,00;14,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;12,00;0,00
2019-11-17;17,00;17,00;0,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;17,00;17,00;0,00;0,00;0,00;34,00;0,00;0,00;24,00;0,00;0,00
2019-11-24;17,00;17,00;17,00;0,00;0,00;17,00;0,00;17,00;0,00;17,00;31,57;17,00;17,00;0,00;0,00;0,00;17,00;0,00;12,00;0,00;12,00
2019-12-01;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00
2019-12-08;0,00;0,00;0,00;0,00;17,00;24,00;36,00;0,00;0,00;0,00;33,00;13,00;0,00;0,00;0,00;20,00;0,00;0,00;35,00;0,00;0,00
2019-12-15;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,00;50,77;0,00;0,00;0,00;17,77;0,00;33,00;33,00;63,25;63,25
2019-12-22;0,00;0,00;0,00;0,00;0,00;38,00;13,00;0,00;0,00;0,00;43,00;7,00;0,00;0,00;0,00;21,00;0,00;0,00;25,00;0,00;0,00
2019-12-29;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;13,00;0,00;13,00
2020-01-05;16,00;0,00;16,00;0,00;0,00;61,33;16,00;16,00;16,00;0,00;50,67;50,67;16,00;0,00;0,00;43,43;0,00;16,00;16,00;16,00;33,45
2020-01-12;0,00;0,00;0,00;0,00;0,00;56,00;11,00;0,00;22,00;0,00;37,00;31,00;0,00;0,00;0,00;13,00;0,00;11,00;33,00;11,00;11,00
2020-01-19;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;59,00;13,00;0,00;0,00;0,00;26,00;0,00;0,00;11,00;0,00;0,00
2020-01-26;33,00;16,00;0,00;16,00;0,00;33,00;17,22;0,00;0,00;0,00;66,00;81,23;0,00;17,77;0,00;116,77;0,00;11,00;23,00;11,00;0,00
2020-02-02;34,00;16,48;34,00;0,00;0,00;85,74;17,74;0,00;0,00;0,00;49,69;49,69;0,00;0,00;0,00;68,00;0,00;0,00;0,00;11,00;11,00
2020-02-09;64,00;64,00;0,00;32,00;16,00;15,30;32,00;0,00;32,00;0,00;64,00;46,77;0,00;0,00;0,00;78,77;0,00;0,00;11,00;0,00;0,00
2020-02-16;16,00;16,00;32,00;0,00;0,00;82,91;16,00;16,00;0,00;0,00;16,00;66,67;34,67;0,00;0,00;16,00;0,00;16,00;65,45;0,00;0,00
2020-02-23;44,00;44,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;183,33;139,33;0,00;0,00;0,00;278,67;0,00;0,00;0,00;11,00;11,00
2020-03-01;33,00;33,00;17,03;0,00;0,00;31,57;0,00;0,00;0,00;0,00;33,00;16,50;0,00;15,23;0,00;15,23;0,00;0,00;11,00;0,00;11,00
2020-03-08;15,00;31,00;0,00;15,00;0,00;15,00;15,00;0,00;15,00;0,00;60,00;15,00;0,00;0,00;0,00;62,50;0,00;0,00;0,00;0,00;0,00
2020-03-15;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00
2020-03-22;15,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;15,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;15,00;0,00
2020-04-05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00
2020-04-12;30,00;30,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;15,00;15,00;15,00;0,00;0,00;30,00;0,00;30,00;0,00;0,00;15,71
2020-04-19;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;6,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;0,00;0,00;0,00;0,00;14,00;10,00;30,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;11,00;6,00;10,00;10,00;10,00;0,00
2020-05-03;0,00;0,00;0,00;0,00;15,00;10,00;0,00;10,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;0,00;0,00;15,00;0,00;0,00;10,00;0,00;10,00;0,00;0,00;6,00;0,00;12,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;15,00;0,00;0,00;0,00;31,00;30,00;0,00;0,00;15,00;0,00;30,00;30,00;0,00;15,00;0,00;30,00;0,00;0,00;11,00;0,00;0,00
2020-05-24;0,00;0,00;0,00;0,00;0,00;11,00;42,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;10,00
2020-05-31;70,00;42,00;28,00;0,00;0,00;70,00;14,00;0,00;14,00;0,00;42,50;55,00;0,00;15,00;0,00;0,00;0,00;70,00;140,00;140,00;210,00
2020-06-07;14,00;14,00;14,00;0,00;0,00;70,00;14,00;0,00;14,00;14,00;65,33;142,33;0,00;14,00;0,00;14,00;0,00;10,00;48,00;0,00;0,00
2020-06-14;100,00;79,17;40,28;19,44;0,00;39,22;100,00;0,00;39,22;0,00;39,29;142,86;0,00;0,00;0,00;79,31;0,00;0,00;40,00;10,00;0,00
2020-06-21;60,00;30,00;60,00;60,00;0,00;90,70;30,70;0,00;30,70;0,00;0,00;75,00;15,00;0,00;0,00;75,00;0,00;20,63;118,13;20,63;20,63
2020-06-28;44,00;74,00;29,00;15,00;29,00;44,00;57,75;13,75;0,00;29,33;70,89;70,89;14,67;0,00;14,67;173,56;14,67;10,73;77,27;0,00;0,00
2020-07-05;77,00;19,56;37,89;57,44;37,89;114,64;77,00;37,64;18,82;0,00;77,00;308,00;0,00;0,00;0,00;117,04;0,00;44,00;0,00;22,00;11,00
2020-07-12;100,00;50,00;33,00;33,00;0,00;131,94;0,00;0,00;16,67;0,00;82,50;182,50;17,50;17,50;0,00;250,00;0,00;17,14;65,71;17,14;0,00
2020-07-19;37,00;0,00;19,03;37,00;19,03;148,00;37,00;0,00;17,76;18,50;37,00;166,50;0,00;0,00;18,50;166,50;37,00;25,00;37,00;0,00;0,00
2020-07-26;33,00;17,00;17,00;66,00;0,00;48,13;16,50;0,00;48,13;0,00;66,00;99,00;17,77;0,00;0,00;116,77;0,00;63,25;96,25;0,00;0,00
2020-08-02;0,00;0,00;32,00;0,00;32,00;35,00;23,00;12,00;12,00;6,00;26,00;19,00;0,00;0,00;0,00;58,00;0,00;11,00;23,00;0,00;11,00
2020-08-09;15,00;15,00;15,00;31,00;15,00;90,00;45,00;0,00;0,00;0,00;45,00;137,50;30,00;0,00;15,00;92,50;0,00;0,00;58,64;0,00;0,00
2020-08-16;32,00;66,13;32,00;32,00;0,00;32,00;64,00;64,00;0,00;0,00;128,00;165,33;0,00;0,00;0,00;197,33;0,00;22,00;32,00;0,00;11,00
2020-08-23;47,00;31,00;16,00;31,00;47,00;31,33;0,00;0,00;15,67;0,00;61,84;61,84;0,00;0,00;0,00;106,37;0,00;79,31;47,00;0,00;16,16
2020-08-30;31,00;16,00;47,00;16,00;16,00;29,65;14,83;0,00;14,83;15,50;49,08;31,00;0,00;0,00;0,00;31,00;0,00;15,50;46,50;0,00;0,00
2020-09-06;64,00;16,00;16,00;32,00;32,00;32,00;0,00;0,00;0,00;0,00;33,28;0,00;0,00;14,77;0,00;32,00;0,00;0,00;65,94;42,67;64,00
2020-09-13;0,00;0,00;16,00;0,00;0,00;11,00;0,00;0,00;0,00;6,00;13,00;6,00;0,00;0,00;0,00;13,00;6,00;11,00;11,00;22,00;11,00
2020-09-20;0,00;16,00;31,00;0,00;0,00;11,00;0,00;0,00;11,00;6,00;19,00;12,00;0,00;0,00;0,00;6,00;6,00;0,00;22,00;22,00;11,00
2020-09-27;0,00;0,00;0,00;16,00;0,00;11,00;0,00;0,00;0,00;12,00;31,00;6,00;0,00;0,00;0,00;6,00;0,00;22,00;0,00;0,00;0,00
2020-10-04;0,00;0,00;16,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;11,00;23,00;11,00;0,00
2020-10-11;17,00;0,00;0,00;17,00;17,00;17,00;17,00;0,00;0,00;0,00;31,57;0,00;0,00;0,00;0,00;17,00;17,00;12,00;0,00;0,00;0,00
2020-10-18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00
2020-10-25;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;11,00;11,00
2020-11-01;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00
2020-11-08;0,00;16,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;22,00;0,00
2020-11-15;0,00;0,00;16,00;16,00;0,00;22,00;0,00;0,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;16,00;0,00;0,00;0,00;0,00;48,00;0,00;0,00;0,00;0,00;32,00;16,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;16,00;16,00;16,00;16,00;0,00;16,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;22,00;0,00;0,00
2020-12-06;0,00;0,00;16,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;32,00;0,00;0,00;0,00;0,00;11,00
2020-12-20;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00
2020-12-27;17,00;0,00;0,00;0,00;0,00;86,42;0,00;0,00;0,00;0,00;48,57;17,00;0,00;0,00;0,00;17,00;0,00;12,00;48,00;12,00;12,00
2021-01-03;0,00;0,00;0,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00
2021-01-10;16,00;0,00;0,00;16,00;0,00;16,00;0,00;0,00;0,00;0,00;34,67;50,67;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00
2021-01-17;32,00;16,00;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;14,77;32,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00
2021-01-24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;13,00;0,00;0,00;0,00;6,00;0,00;11,00;0,00;0,00;0,00
2021-01-31;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;11,00;33,00;0,00;0,00
2021-02-07;0,00;0,00;0,00;0,00;16,00;11,00;11,00;0,00;0,00;6,00;6,00;13,00;0,00;0,00;0,00;13,00;0,00;0,00;11,00;0,00;11,00
2021-02-14;0,00;0,00;0,00;32,00;0,00;12,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;12,00;12,00;0,00
2021-02-21;0,00;0,00;16,00;0,00;0,00;12,00;0,00;12,00;0,00;7,00;0,00;13,00;7,00;0,00;0,00;7,00;0,00;11,00;0,00;0,00;0,00
2021-02-28;0,00;0,00;0,00;33,00;0,00;12,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;48,00;48,00;0,00;0,00;0,00;32,47;15,53;0,00;15,53;0,00;0,00;15,16;15,16;0,00;0,00;15,16;0,00;0,00;0,00;0,00;33,00
2021-03-14;21,00;21,00;0,00;0,00;0,00;61,09;0,00;0,00;0,00;0,00;21,00;0,00;21,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;21,00
2021-03-21;0,00;0,00;16,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;6,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;7,00;0,00;12,00;0,00;0,00;0,00
2021-04-04;32,00;16,00;16,00;0,00;16,00;32,00;0,00;0,00;15,30;0,00;0,00;46,77;0,00;0,00;0,00;32,00;0,00;11,00;0,00;0,00;0,00
