Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-10-06;27,00;36,00;29,00;10,00;7,00;130,50;45,00;58,50;13,50
2019-10-13;27,00;36,00;25,00;9,00;8,00;126,00;36,00;49,50;13,50
2019-10-20;26,00;33,00;28,00;10,00;6,00;121,33;34,67;47,67;13,00
2019-10-27;24,00;36,00;13,00;8,00;6,00;104,00;28,00;40,00;12,00
2019-11-03;22,00;34,00;20,00;9,00;6,00;101,20;30,80;44,00;13,20
2019-11-10;20,00;35,00;19,00;9,00;6,00;96,00;24,00;36,00;8,00
2019-11-17;20,00;34,00;17,00;8,00;7,00;96,00;24,00;32,00;8,00
2019-11-24;18,00;33,00;16,00;9,00;8,00;90,00;27,00;36,00;13,50
2019-12-01;20,00;26,00;19,00;9,00;7,00;88,00;24,00;32,00;12,00
2019-12-08;19,00;27,00;17,00;8,00;6,00;95,00;28,50;33,25;14,25
2019-12-15;16,00;29,00;17,00;8,00;5,00;80,00;20,00;28,00;12,00
2019-12-22;45,00;36,00;29,00;10,00;6,00;110,45;28,64;40,91;20,45
2019-12-29;26,00;39,00;25,00;11,00;7,00;125,67;34,67;47,67;17,33
2020-01-05;25,00;41,00;27,00;12,00;7,00;87,50;33,33;50,00;16,67
2020-01-12;24,00;44,00;27,00;12,00;8,00;92,00;40,00;44,00;16,00
2020-01-19;26,00;42,00;25,00;11,00;7,00;99,67;39,00;47,67;17,33
2020-01-26;28,00;40,00;24,00;10,00;7,00;92,00;32,00;44,00;12,00
2020-02-02;35,00;45,00;28,00;10,00;7,00;96,25;30,63;52,50;17,50
2020-02-09;29,00;40,00;23,00;11,00;7,00;107,71;29,00;49,71;16,57
2020-02-16;32,00;46,00;25,00;12,00;6,00;96,00;36,00;44,00;16,00
2020-02-23;26,00;46,00;20,00;8,00;7,00;56,33;30,33;47,67;13,00
2020-03-01;24,00;31,00;15,00;8,00;6,00;56,00;24,00;44,00;12,00
2020-03-08;19,00;29,00;12,00;6,00;4,00;23,75;23,75;42,75;14,25
2020-03-15;8,00;15,00;5,00;3,00;2,00;16,00;8,00;20,00;8,00
2020-03-22;8,00;11,00;4,00;2,00;2,00;12,00;8,00;16,00;8,00
2020-03-29;10,00;12,00;6,00;2,00;1,00;20,00;5,00;20,00;5,00
2020-04-05;9,00;11,00;6,00;2,00;2,00;13,50;9,00;22,50;9,00
2020-04-12;10,00;18,00;6,00;2,00;2,00;20,00;20,00;20,00;10,00
2020-04-19;11,00;14,00;10,00;2,00;2,00;14,67;14,67;14,67;7,33
2020-04-26;11,00;16,00;9,00;2,00;1,00;27,50;33,00;22,00;11,00
2020-05-03;13,00;12,00;16,00;3,00;2,00;21,67;26,00;21,67;8,67
2020-05-10;17,00;15,00;17,00;3,00;1,00;29,75;38,25;21,25;12,75
2020-05-17;24,00;23,00;27,00;5,00;2,00;44,00;40,00;20,00;12,00
2020-05-24;27,00;28,00;29,00;5,00;3,00;67,50;45,00;22,50;13,50
2020-05-31;35,00;45,00;29,00;7,00;3,00;100,63;52,50;26,25;13,13
2020-06-07;40,00;57,00;32,00;8,00;4,00;124,44;57,78;26,67;17,78
2020-06-14;42,00;77,00;25,00;8,00;4,00;147,00;58,80;29,40;16,80
2020-06-21;46,00;74,00;36,00;8,00;5,00;184,00;66,91;41,82;16,73
2020-06-28;52,00;83,00;34,00;10,00;5,00;212,33;73,67;47,67;17,33
2020-07-05;57,00;94,00;38,00;10,00;5,00;245,54;74,54;52,62;17,54
2020-07-12;55,00;100,00;45,00;11,00;6,00;241,15;80,38;59,23;16,92
2020-07-19;55,00;81,00;46,00;11,00;5,00;279,23;76,15;71,92;16,92
2020-07-26;60,00;70,00;43,00;11,00;7,00;300,00;81,43;77,14;17,14
2020-08-02;70,00;86,00;41,00;10,00;6,00;354,12;74,12;78,24;16,47
2020-08-09;62,00;69,00;30,00;10,00;5,00;413,33;49,60;66,13;16,53
2020-08-16;56,00;71,00;35,00;10,00;4,00;305,85;56,00;68,92;17,23
2020-08-23;40,00;59,00;30,00;8,00;5,00;195,56;57,78;71,11;17,78
2020-08-30;36,00;60,00;33,00;9,00;4,00;162,00;58,50;63,00;18,00
2020-09-06;37,00;64,00;30,00;9,00;3,00;131,56;74,00;53,44;16,44
2020-09-13;31,00;51,00;25,00;8,00;3,00;119,57;62,00;57,57;17,71
2020-09-20;26,00;32,00;25,00;7,00;3,00;91,00;39,00;43,33;17,33
2020-09-27;20,00;32,00;16,00;7,00;2,00;76,00;32,00;36,00;16,00
2020-10-04;21,00;28,00;20,00;6,00;3,00;71,40;37,80;37,80;16,80
2020-10-11;21,00;25,00;12,00;4,00;2,00;58,80;25,20;33,60;16,80
2020-10-18;21,00;25,00;12,00;4,00;3,00;42,00;21,00;29,40;16,80
2020-10-25;12,00;18,00;9,00;3,00;2,00;32,00;16,00;24,00;12,00
2020-11-01;8,00;20,00;7,00;2,00;1,00;24,00;16,00;20,00;12,00
2020-11-08;9,00;27,00;11,00;2,00;2,00;27,00;18,00;22,50;13,50
2020-11-15;8,00;18,00;8,00;2,00;2,00;24,00;16,00;16,00;12,00
2020-11-22;10,00;22,00;9,00;2,00;2,00;35,00;20,00;20,00;15,00
2020-11-29;11,00;18,00;9,00;2,00;2,00;22,00;11,00;14,67;11,00
2020-12-06;11,00;17,00;8,00;2,00;2,00;25,67;14,67;18,33;11,00
2020-12-13;13,00;19,00;8,00;2,00;2,00;30,33;13,00;17,33;13,00
2020-12-20;12,00;21,00;12,00;3,00;1,00;24,00;16,00;16,00;12,00
2020-12-27;17,00;25,00;13,00;3,00;2,00;29,75;21,25;17,00;12,75
2021-01-03;13,00;25,00;8,00;3,00;2,00;30,33;17,33;17,33;13,00
2021-01-10;13,00;28,00;12,00;2,00;2,00;34,67;17,33;17,33;13,00
2021-01-17;15,00;25,00;8,00;2,00;1,00;30,00;18,75;15,00;11,25
2021-01-24;13,00;26,00;11,00;2,00;2,00;34,67;17,33;21,67;13,00
2021-01-31;19,00;30,00;11,00;3,00;2,00;47,50;23,75;19,00;14,25
2021-02-07;20,00;26,00;14,00;2,00;2,00;44,00;20,00;16,00;12,00
2021-02-14;23,00;34,00;17,00;3,00;2,00;46,00;36,80;23,00;13,80
2021-02-21;22,00;29,00;11,00;3,00;3,00;44,00;35,20;26,40;13,20
2021-02-28;20,00;27,00;14,00;3,00;2,00;36,00;28,00;24,00;12,00
2021-03-07;23,00;39,00;13,00;3,00;2,00;36,80;36,80;32,20;18,40
2021-03-14;21,00;35,00;11,00;2,00;3,00;37,80;29,40;29,40;16,80
2021-03-21;18,00;25,00;16,00;2,00;3,00;36,00;45,00;31,50;18,00
2021-03-28;15,00;29,00;13,00;2,00;3,00;33,75;33,75;26,25;18,75
2021-04-04;13,00;37,00;18,00;3,00;2,00;47,67;43,33;34,67;21,67
2021-04-11;17,00;43,00;25,00;4,00;3,00;55,25;51,00;34,00;21,25
2021-04-18;21,00;30,00;18,00;3,00;3,00;58,80;54,60;33,60;25,20
2021-04-25;28,00;43,00;18,00;4,00;3,00;76,00;52,00;36,00;20,00
2021-05-02;39,00;47,00;20,00;4,00;4,00;86,67;56,33;43,33;26,00
2021-05-09;39,00;51,00;27,00;5,00;4,00;108,33;52,00;47,67;26,00
2021-05-16;38,00;49,00;22,00;7,00;4,00;126,67;59,11;50,67;21,11
2021-05-23;37,00;54,00;29,00;8,00;5,00;139,78;53,44;53,44;20,56
2021-05-30;33,00;46,00;34,00;7,00;5,00;165,00;57,75;53,63;20,63
2021-06-06;44,00;56,00;39,00;10,00;5,00;176,00;57,20;61,60;22,00
2021-06-13;39,00;67,00;34,00;8,00;5,00;203,67;52,00;52,00;21,67
2021-06-20;39,00;65,00;28,00;9,00;6,00;221,00;60,67;60,67;21,67
2021-06-27;40,00;69,00;32,00;10,00;5,00;235,56;57,78;62,22;22,22
2021-07-04;44,00;92,00;45,00;12,00;6,00;246,40;61,60;61,60;22,00
2021-07-11;45,00;87,00;41,00;12,00;7,00;208,64;73,64;69,55;20,45
2021-07-18;48,00;78,00;46,00;11,00;5,00;266,18;82,91;69,82;21,82
2021-07-25;52,00;77,00;40,00;13,00;7,00;264,33;82,33;78,00;21,67
2021-08-01;56,00;76,00;39,00;13,00;8,00;310,15;94,77;77,54;21,54
2021-08-08;62,00;75,00;38,00;13,00;8,00;396,80;99,20;74,40;20,67
2021-08-15;54,00;67,00;33,00;12,00;7,00;340,62;95,54;66,46;20,77
2021-08-22;41,00;60,00;29,00;12,00;7,00;213,20;73,80;69,70;16,40
2021-08-29;33,00;62,00;22,00;11,00;6,00;173,25;66,00;57,75;20,63
2021-09-05;34,00;52,00;30,00;10,00;6,00;170,00;59,50;55,25;21,25
2021-09-12;30,00;46,00;24,00;9,00;6,00;137,14;51,43;55,71;21,43
2021-09-19;27,00;41,00;27,00;9,00;5,00;130,50;49,50;49,50;18,00
2021-09-26;24,00;34,00;22,00;8,00;5,00;112,00;36,00;36,00;20,00
2021-10-03;26,00;39,00;20,00;9,00;6,00;108,33;43,33;43,33;17,33
2021-10-10;24,00;44,00;25,00;9,00;5,00;108,00;32,00;36,00;20,00
2021-10-17;26,00;34,00;23,00;9,00;6,00;117,00;39,00;39,00;17,33
2021-10-24;24,00;34,00;16,00;7,00;4,00;104,00;28,00;32,00;16,00
2021-10-31;21,00;35,00;15,00;7,00;5,00;88,20;25,20;29,40;16,80
2021-11-07;21,00;33,00;17,00;7,00;5,00;88,20;29,40;29,40;12,60
2021-11-14;18,00;28,00;16,00;5,00;5,00;90,00;27,00;27,00;13,50
2021-11-21;13,00;23,00;8,00;5,00;4,00;73,67;26,00;26,00;13,00
2021-11-28;14,00;23,00;9,00;4,00;4,00;79,33;23,33;23,33;14,00
2021-12-05;15,00;27,00;9,00;4,00;4,00;90,00;25,00;20,00;15,00
2021-12-12;13,00;24,00;12,00;4,00;4,00;69,33;17,33;17,33;13,00
2021-12-19;14,00;19,00;14,00;5,00;3,00;65,33;18,67;18,67;14,00
2021-12-26;16,00;32,00;15,00;6,00;4,00;80,00;24,00;24,00;12,00
2022-01-02;17,00;38,00;12,00;8,00;4,00;72,25;29,75;29,75;12,75
2022-01-09;18,00;31,00;18,00;8,00;5,00;58,50;31,50;36,00;13,50
2022-01-16;21,00;41,00;17,00;7,00;6,00;67,20;33,60;37,80;12,60
2022-01-23;22,00;36,00;23,00;8,00;5,00;74,80;35,20;39,60;13,20
2022-01-30;23,00;43,00;21,00;8,00;5,00;87,40;36,80;41,40;13,80
2022-02-06;26,00;46,00;21,00;9,00;5,00;91,00;34,67;43,33;13,00
2022-02-13;27,00;39,00;23,00;10,00;6,00;103,50;40,50;40,50;13,50
2022-02-20;24,00;44,00;27,00;8,00;6,00;88,00;40,00;32,00;12,00
2022-02-27;25,00;36,00;25,00;9,00;7,00;83,33;33,33;33,33;12,50
2022-03-06;21,00;33,00;19,00;9,00;5,00;88,20;37,80;37,80;16,80
2022-03-13;25,00;41,00;24,00;10,00;6,00;95,83;33,33;37,50;16,67
2022-03-20;26,00;38,00;24,00;11,00;5,00;125,67;43,33;43,33;17,33
2022-03-27;27,00;44,00;23,00;10,00;7,00;126,00;36,00;40,50;13,50
2022-04-03;30,00;48,00;29,00;12,00;6,00;145,71;51,43;51,43;17,14
2022-04-10;29,00;50,00;37,00;13,00;8,00;145,00;45,57;45,57;12,43
2022-04-17;31,00;46,00;31,00;13,00;7,00;177,14;48,71;44,29;13,29
2022-04-24;31,00;37,00;35,00;11,00;6,00;159,43;53,14;48,71;13,29
2022-05-01;37,00;52,00;30,00;14,00;7,00;148,00;57,56;45,22;12,33
2022-05-08;37,00;40,00;29,00;12,00;8,00;156,22;53,44;45,22;12,33
2022-05-15;35,00;52,00;30,00;14,00;8,00;183,75;52,50;52,50;13,13
2022-05-22;37,00;63,00;35,00;15,00;8,00;168,56;61,67;49,33;12,33
2022-05-29;36,00;54,00;37,00;13,00;7,00;216,00;54,00;49,50;18,00
