Voyage;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;81,00;68,00;71,00;81,00;73,00;64,13;64,13;81,00;43,88
2019-01-13;81,00;55,00;72,00;78,00;72,00;62,44;59,06;81,00;42,19
2019-01-20;72,00;50,00;65,00;71,00;69,00;56,93;48,56;78,70;40,19
2019-01-27;57,00;49,00;66,00;69,00;77,00;60,35;46,94;73,76;38,56
2019-02-03;55,00;44,00;66,00;60,00;76,00;58,33;43,33;68,33;38,33
2019-02-10;52,00;47,00;61,00;55,00;74,00;58,71;43,61;60,39;40,26
2019-02-17;53,00;41,00;59,00;51,00;75,00;57,97;43,06;62,94;41,41
2019-02-24;66,00;44,00;59,00;48,00;75,00;62,62;44,00;64,31;42,31
2019-03-03;54,00;44,00;61,00;53,00;74,00;62,44;40,50;65,81;43,88
2019-03-10;52,00;44,00;61,00;50,00;76,00;63,74;41,94;62,06;41,94
2019-03-17;52,00;43,00;59,00;47,00;78,00;62,06;35,23;62,06;41,94
2019-03-24;53,00;42,00;52,00;44,00;79,00;63,26;37,61;61,55;41,03
2019-03-31;70,00;51,00;56,00;41,00;72,00;61,46;37,56;63,17;40,98
2019-04-07;70,00;45,00;63,00;42,00;77,00;58,33;38,33;70,00;38,33
2019-04-14;66,00;43,00;60,00;42,00;68,00;57,54;37,23;64,31;37,23
2019-04-21;67,00;44,00;61,00;43,00;66,00;61,98;40,20;65,33;38,53
2019-04-28;67,00;45,00;59,00;45,00;66,00;58,63;43,55;65,33;36,85
2019-05-05;65,00;41,00;59,00;43,00;69,00;56,67;40,00;61,67;36,67
2019-05-12;59,00;44,00;57,00;42,00;73,00;53,94;38,77;64,06;40,46
2019-05-19;58,00;46,00;54,00;41,00;72,00;53,03;39,77;67,94;39,77
2019-05-26;54,00;43,00;55,00;42,00;71,00;54,00;40,50;69,19;42,19
2019-06-02;58,00;48,00;57,00;42,00;78,00;63,12;44,35;71,65;46,06
2019-06-09;65,00;50,00;62,00;46,00;78,00;65,00;43,33;73,33;45,00
2019-06-16;67,00;49,00;61,00;47,00;79,00;67,00;40,20;72,03;48,58
2019-06-23;66,00;54,00;57,00;44,00;85,00;69,38;42,31;72,77;45,69
2019-06-30;74,00;60,00;65,00;50,00;89,00;72,32;48,77;72,32;43,73
2019-07-07;72,00;66,00;73,00;68,00;93,00;73,67;55,26;75,35;43,53
2019-07-14;75,00;63,00;68,00;60,00;89,00;75,00;56,25;76,70;44,32
2019-07-21;80,00;61,00;65,00;53,00;94,00;80,00;50,00;73,33;41,67
2019-07-28;96,00;64,00;71,00;52,00;100,00;80,84;53,89;75,79;40,42
2019-08-04;85,00;57,00;73,00;51,00;91,00;83,30;52,70;78,20;42,50
2019-08-11;80,00;53,00;67,00;50,00;89,00;74,89;52,77;74,89;39,15
2019-08-18;64,00;54,00;65,00;50,00;85,00;70,74;48,84;72,42;40,42
2019-08-25;62,00;51,00;56,00;48,00;80,00;62,00;45,24;72,05;36,86
2019-09-01;58,00;51,00;61,00;50,00;74,00;59,71;49,47;69,94;37,53
2019-09-08;62,00;48,00;59,00;47,00;64,00;55,30;40,22;72,05;35,19
2019-09-15;59,00;49,00;61,00;46,00;66,00;52,26;38,77;74,17;37,09
2019-09-22;68,00;54,00;65,00;96,00;74,00;53,07;46,44;84,59;36,49
2019-09-29;57,00;44,00;65,00;55,00;71,00;50,29;43,59;67,06;36,88
