Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;40,00;34,00;25,00;17,00;36,00;9,00;29,00;30,00;9,00
2019-01-13;40,00;31,00;24,00;17,00;43,00;11,00;32,00;26,00;3,00
2019-01-20;43,00;44,00;26,00;16,00;47,00;9,00;23,00;26,00;3,00
2019-01-27;37,00;19,00;22,00;23,00;41,00;12,00;34,00;21,00;2,00
2019-02-03;41,00;31,00;24,00;19,00;37,00;8,00;24,00;25,00;2,00
2019-02-10;45,00;31,00;15,00;23,00;36,00;14,00;25,00;21,00;2,00
2019-02-17;41,00;17,00;17,00;19,00;48,00;14,00;13,00;21,00;2,00
2019-02-24;43,00;24,00;22,00;19,00;57,00;13,00;20,00;21,00;4,00
2019-03-03;44,00;17,00;23,00;16,00;54,00;8,00;17,00;16,00;3,00
2019-03-10;43,00;11,00;16,00;21,00;51,00;10,00;19,00;21,00;2,00
2019-03-17;43,00;22,00;24,00;17,00;54,00;11,00;19,00;19,00;2,00
2019-03-24;47,00;30,00;21,00;15,00;51,00;11,00;18,00;21,00;3,00
2019-03-31;49,00;33,00;24,00;14,00;50,00;12,00;17,00;23,00;2,00
2019-04-07;49,00;28,00;21,00;17,00;55,00;13,00;18,00;25,00;3,00
2019-04-14;49,00;20,00;23,00;8,00;51,00;9,00;17,00;23,00;3,00
2019-04-21;38,00;26,00;12,00;13,00;45,00;14,00;20,00;18,00;3,00
2019-04-28;41,00;32,00;9,00;14,00;48,00;13,00;25,00;21,00;3,00
2019-05-05;39,00;17,00;20,00;14,00;56,00;12,00;18,00;21,00;3,00
2019-05-12;39,00;15,00;28,00;13,00;57,00;6,00;6,00;17,00;3,00
2019-05-19;37,00;26,00;18,00;16,00;55,00;12,00;19,00;27,00;5,00
2019-05-26;43,00;32,00;20,00;19,00;63,00;10,00;27,00;20,00;6,00
2019-06-02;46,00;29,00;11,00;22,00;62,00;13,00;15,00;22,00;3,00
2019-06-09;46,00;23,00;17,00;19,00;62,00;15,00;17,00;24,00;3,00
2019-06-16;39,00;29,00;17,00;19,00;70,00;15,00;30,00;27,00;3,00
2019-06-23;46,00;26,00;28,00;21,00;73,00;14,00;14,00;26,00;3,00
2019-06-30;47,00;35,00;6,00;19,00;83,00;17,00;20,00;27,00;3,00
2019-07-07;41,00;29,00;26,00;20,00;69,00;11,00;28,00;29,00;3,00
2019-07-14;43,00;34,00;34,00;22,00;82,00;16,00;19,00;23,00;3,00
2019-07-21;51,00;22,00;36,00;20,00;77,00;13,00;24,00;25,00;3,00
2019-07-28;54,00;23,00;30,00;23,00;88,00;14,00;23,00;23,00;3,00
2019-08-04;59,00;18,00;24,00;19,00;83,00;15,00;22,00;24,00;3,00
2019-08-11;54,00;19,00;19,00;20,00;78,00;13,00;31,00;23,00;3,00
2019-08-18;49,00;26,00;21,00;17,00;63,00;16,00;15,00;21,00;3,00
2019-08-25;38,00;8,00;36,00;19,00;49,00;14,00;16,00;20,00;4,00
2019-09-01;34,00;26,00;12,00;17,00;46,00;10,00;25,00;22,00;4,00
2019-09-08;32,00;20,00;17,00;21,00;34,00;8,00;15,00;25,00;4,00
2019-09-15;35,00;23,00;30,00;18,00;34,00;7,00;21,00;26,00;4,00
2019-09-22;40,00;22,00;15,00;15,00;31,00;9,00;17,00;28,00;4,00
2019-09-29;40,00;25,00;15,00;17,00;36,00;9,00;19,00;19,00;4,00
