Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-11-15;9,00;6,00;13,00;14,00;1,00;16,50;0,75;9,00;6,00
2020-11-22;10,00;5,00;13,00;14,00;1,00;15,71;1,43;7,14;5,71
2020-11-29;10,00;3,00;8,00;14,00;1,00;17,14;1,43;7,14;5,71
2020-12-06;8,00;5,00;8,00;13,00;1,00;13,33;1,33;8,00;5,33
2020-12-13;11,00;2,00;7,00;12,00;1,00;12,57;1,57;7,86;6,29
2020-12-20;10,00;2,00;15,00;21,00;1,00;14,29;4,29;8,57;5,71
2020-12-27;14,00;6,00;12,00;24,00;0,50;23,80;2,80;8,40;7,00
2021-01-03;14,00;4,00;10,00;19,00;1,00;19,60;2,80;9,80;5,60
2021-01-10;11,00;5,00;9,00;17,00;1,00;20,63;1,38;11,00;6,88
2021-01-17;11,00;4,00;11,00;18,00;1,00;20,63;1,38;11,00;5,50
2021-01-24;13,00;8,00;13,00;16,00;0,50;23,11;1,44;10,11;5,78
2021-01-31;11,00;6,00;13,00;18,00;1,00;19,25;1,38;8,25;6,88
2021-02-07;10,00;5,00;14,00;15,00;1,00;20,00;1,43;11,43;7,14
2021-02-14;15,00;6,00;10,00;17,00;1,00;19,50;1,50;12,00;7,50
2021-02-21;14,00;5,00;14,00;18,00;1,00;22,40;1,40;9,80;7,00
2021-02-28;11,00;5,00;12,00;19,00;1,00;22,00;1,38;9,63;6,88
2021-03-07;14,00;4,00;11,00;18,00;1,00;25,20;1,40;9,80;5,60
2021-03-14;12,00;3,00;15,00;17,00;1,00;22,50;1,50;10,50;7,50
2021-03-21;11,00;5,00;17,00;14,00;1,00;24,75;1,38;8,25;6,88
2021-03-28;10,00;8,00;10,00;16,00;1,00;34,29;1,43;7,14;7,14
2021-04-04;12,00;12,00;18,00;22,00;1,00;29,33;5,33;6,67;6,67
2021-04-11;10,00;7,00;7,00;19,00;1,00;28,57;1,43;8,57;7,14
2021-04-18;15,00;4,00;14,00;19,00;1,00;30,00;1,50;6,00;7,50
2021-04-25;17,00;7,00;20,00;20,00;1,00;32,58;1,42;8,50;7,08
2021-05-02;17,00;6,00;23,00;25,00;1,00;39,67;1,42;7,08;7,08
2021-05-09;20,00;9,00;22,00;26,00;1,00;42,86;1,43;10,00;8,57
2021-05-16;17,00;4,00;23,00;30,00;1,00;52,42;1,42;14,17;7,08
2021-05-23;22,00;10,00;21,00;31,00;1,00;50,88;2,75;9,63;11,00
2021-05-30;25,00;7,00;31,00;30,00;2,00;70,59;2,94;11,76;10,29
2021-06-06;27,00;8,00;23,00;33,00;2,00;65,37;2,84;14,21;11,37
2021-06-13;24,00;8,00;27,00;25,00;1,00;63,00;1,50;10,50;10,50
2021-06-20;26,00;13,00;26,00;32,00;1,00;65,00;1,44;14,44;8,67
2021-06-27;33,00;11,00;29,00;30,00;2,00;68,87;1,43;14,35;8,61
2021-07-04;31,00;11,00;34,00;35,00;2,00;82,67;2,95;14,76;10,33
2021-07-11;30,00;13,00;30,00;32,00;2,00;70,00;1,43;15,71;10,00
2021-07-18;40,00;8,00;41,00;36,00;2,00;62,86;2,86;15,71;10,00
2021-07-25;35,00;11,00;28,00;38,00;3,00;61,60;4,20;21,00;8,40
2021-08-01;35,00;11,00;29,00;45,00;2,00;67,08;2,92;18,96;8,75
2021-08-08;38,00;10,00;36,00;38,00;3,00;81,63;2,81;19,70;8,44
2021-08-15;38,00;13,00;32,00;37,00;3,00;86,23;2,92;19,00;10,23
2021-08-22;32,00;14,00;29,00;37,00;3,00;68,36;2,91;20,36;8,73
2021-08-29;27,00;11,00;27,00;39,00;1,00;58,26;2,84;14,21;8,53
2021-09-05;31,00;7,00;26,00;37,00;2,00;52,14;2,82;15,50;8,45
2021-09-12;24,00;13,00;26,00;39,00;3,00;43,50;1,50;16,50;9,00
2021-09-19;31,00;8,00;27,00;38,00;4,00;43,68;1,41;15,50;8,45
2021-09-26;29,00;12,00;20,00;37,00;3,00;38,67;2,76;13,81;8,29
2021-10-03;25,00;10,00;27,00;38,00;3,00;42,65;1,47;13,24;8,82
2021-10-10;27,00;9,00;32,00;44,00;3,00;45,47;2,84;12,79;8,53
2021-10-17;24,00;12,00;28,00;42,00;4,00;39,53;1,41;14,12;9,88
2021-10-24;26,00;8,00;26,00;40,00;3,00;43,33;5,78;11,56;10,11
2021-10-31;29,00;6,00;24,00;38,00;3,00;39,15;4,35;11,60;8,70
2021-11-07;26,00;8,00;21,00;32,00;3,00;34,67;2,89;11,56;8,67
2021-11-14;22,00;6,00;23,00;29,00;3,00;32,27;2,93;10,27;8,80
2021-11-21;20,00;4,00;13,00;25,00;1,00;22,86;1,43;10,00;8,57
2021-11-28;15,00;6,00;15,00;23,00;0,50;21,82;2,73;9,55;8,18
2021-12-05;15,00;6,00;13,00;25,00;1,00;23,18;1,36;8,18;10,91
2021-12-12;16,00;7,00;13,00;36,00;1,00;23,27;1,45;8,73;10,18
2021-12-19;16,00;4,00;8,00;37,00;2,00;21,82;1,45;11,64;13,09
2021-12-26;20,00;9,00;28,00;54,00;2,00;30,00;2,86;14,29;20,00
2022-01-02;22,00;9,00;25,00;47,00;2,00;38,13;2,93;17,60;13,20
2022-01-09;20,00;8,00;16,00;39,00;2,00;27,14;1,43;17,14;11,43
2022-01-16;20,00;9,00;23,00;39,00;1,00;30,00;2,86;12,86;10,00
2022-01-23;20,00;10,00;26,00;35,00;2,00;30,00;2,86;17,14;14,29
2022-01-30;23,00;11,00;22,00;33,00;3,00;48,88;1,44;12,94;10,06
2022-02-06;27,00;9,00;26,00;36,00;2,00;41,21;2,84;14,21;14,21
2022-02-13;26,00;18,00;27,00;39,00;2,00;47,67;1,44;14,44;11,56
2022-02-20;30,00;8,00;29,00;33,00;2,00;41,43;1,43;12,86;12,86
2022-02-27;23,00;11,00;24,00;29,00;3,00;35,94;1,44;11,50;10,06
2022-03-06;25,00;9,00;18,00;30,00;2,00;41,67;2,78;13,89;12,50
2022-03-13;28,00;10,00;24,00;30,00;2,00;45,68;2,95;14,74;14,74
2022-03-20;31,00;14,00;24,00;33,00;3,00;50,73;2,82;12,68;12,68
2022-03-27;29,00;8,00;28,00;32,00;2,00;53,65;2,90;18,85;13,05
2022-04-03;30,00;13,00;30,00;37,00;3,00;54,29;4,29;17,14;12,86
2022-04-10;27,00;14,00;26,00;40,00;3,00;58,26;4,26;19,89;11,37
2022-04-17;32,00;12,00;37,00;42,00;4,00;69,82;5,82;18,91;13,09
2022-04-24;32,00;19,00;34,00;39,00;3,00;68,17;5,57;18,09;11,13
2022-05-01;36,00;11,00;31,00;39,00;4,00;69,23;4,15;18,00;11,08
2022-05-08;34,00;14,00;32,00;41,00;5,00;77,92;2,83;17,00;11,33
2022-05-15;36,00;16,00;32,00;39,00;3,00;81,69;4,15;18,00;11,08
2022-05-22;46,00;15,00;46,00;46,00;3,00;89,13;4,31;20,13;15,81
2022-05-29;40,00;16,00;33,00;45,00;5,00;84,29;4,29;32,86;14,29
