Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;78,00;54,00;39,00;39,00;8,00;38,05;91,32;190,24;93,22
2019-01-13;81,00;47,00;33,00;41,00;12,00;38,57;84,86;173,57;86,79
2019-01-20;68,00;44,00;30,00;37,00;11,00;35,89;62,33;149,22;81,22
2019-01-27;77,00;51,00;40,00;37,00;12,00;34,65;65,45;140,53;77,00
2019-02-03;86,00;51,00;37,00;31,00;10,00;32,49;66,89;143,33;74,53
2019-02-10;100,00;42,00;41,00;29,00;13,00;32,69;61,54;125,00;69,23
2019-02-17;96,00;36,00;41,00;26,00;13,00;32,64;57,60;124,80;80,64
2019-02-24;91,00;42,00;27,00;25,00;12,00;38,72;56,15;125,85;79,38
2019-03-03;85,00;44,00;36,00;27,00;10,00;32,84;50,23;121,70;77,27
2019-03-10;66,00;34,00;26,00;26,00;11,00;32,06;50,91;116,91;67,89
2019-03-17;68,00;40,00;32,00;27,00;11,00;32,11;51,00;126,56;62,33
2019-03-24;63,00;41,00;28,00;23,00;13,00;32,45;53,45;120,27;66,82
2019-03-31;64,00;36,00;34,00;23,00;11,00;28,24;50,82;120,47;60,24
2019-04-07;62,00;37,00;44,00;27,00;14,00;28,18;54,48;125,88;58,24
2019-04-14;55,00;43,00;23,00;25,00;13,00;26,55;45,52;119,48;55,00
2019-04-21;60,00;40,00;34,00;27,00;12,00;34,84;50,32;145,16;56,13
2019-04-28;59,00;41,00;41,00;27,00;13,00;32,35;68,52;144,65;53,29
2019-05-05;58,00;35,00;26,00;27,00;13,00;28,06;50,52;136,58;50,52
2019-05-12;51,00;33,00;31,00;27,00;17,00;26,44;49,11;149,22;52,89
2019-05-19;51,00;41,00;44,00;30,00;17,00;35,31;64,73;160,85;56,88
2019-05-26;51,00;43,00;30,00;32,00;16,00;32,11;58,56;158,67;58,56
2019-06-02;52,00;43,00;32,00;36,00;17,00;38,52;61,63;161,78;59,70
2019-06-09;61,00;55,00;40,00;39,00;19,00;43,84;61,00;160,13;61,00
2019-06-16;62,00;52,00;48,00;42,00;22,00;52,61;60,12;165,33;63,88
2019-06-23;63,00;49,00;33,00;42,00;20,00;47,73;63,00;168,00;57,27
2019-06-30;63,00;52,00;46,00;43,00;24,00;51,55;74,45;164,18;51,55
2019-07-07;67,00;73,00;49,00;45,00;24,00;51,69;91,89;166,54;55,51
2019-07-14;86,00;61,00;49,00;45,00;20,00;45,87;89,82;170,09;57,33
2019-07-21;80,00;61,00;46,00;42,00;24,00;47,62;80,00;161,90;57,14
2019-07-28;82,00;56,00;46,00;41,00;24,00;51,49;82,00;154,47;55,30
2019-08-04;83,00;55,00;51,00;44,00;21,00;55,98;84,93;169,86;52,12
2019-08-11;80,00;42,00;33,00;39,00;24,00;49,52;80,00;146,67;49,52
2019-08-18;68,00;46,00;41,00;34,00;20,00;37,78;60,44;141,67;47,22
2019-08-25;61,00;48,00;35,00;37,00;22,00;34,31;61,00;142,97;43,84
2019-09-01;54,00;36,00;32,00;31,00;15,00;27,00;63,64;136,93;46,29
2019-09-08;46,00;31,00;33,00;32,00;13,00;19,17;49,83;141,83;42,17
2019-09-15;47,00;30,00;29,00;30,00;13,00;16,92;50,76;142,88;47,00
2019-09-22;45,00;28,00;31,00;31,00;13,00;13,70;50,87;181,96;46,96
2019-09-29;47,00;29,00;30,00;29,00;10,00;13,16;39,48;120,32;47,00
2019-10-06;41,00;34,00;29,00;25,00;13,00;14,91;46,59;115,55;41,00
2019-10-13;42,00;32,00;24,00;28,00;10,00;15,27;38,18;101,18;43,91
2019-10-20;44,00;32,00;26,00;26,00;9,00;11,48;45,91;86,09;45,91
2019-10-27;42,00;35,00;15,00;23,00;6,00;11,45;34,36;78,27;42,00
2019-11-03;41,00;41,00;24,00;27,00;7,00;15,62;35,14;87,86;48,81
2019-11-10;40,00;33,00;25,00;20,00;9,00;13,33;36,19;80,00;45,71
2019-11-17;40,00;34,00;22,00;24,00;7,00;17,14;38,10;70,48;47,62
2019-11-24;37,00;29,00;20,00;22,00;8,00;13,63;33,11;77,89;50,63
2019-12-01;33,00;23,00;22,00;21,00;9,00;13,59;33,00;71,82;50,47
2019-12-08;36,00;35,00;22,00;21,00;7,00;11,37;37,89;66,32;49,26
2019-12-15;49,00;35,00;26,00;22,00;8,00;16,96;35,81;75,38;49,00
2019-12-22;56,00;30,00;26,00;31,00;10,00;16,80;50,40;119,47;63,47
2019-12-29;67,00;51,00;40,00;37,00;12,00;26,80;65,09;178,03;89,97
2020-01-05;66,00;50,00;35,00;42,00;11,00;31,06;87,35;186,35;100,94
2020-01-12;70,00;49,00;43,00;39,00;11,00;34,05;73,78;187,30;100,27
2020-01-19;67,00;41,00;41,00;38,00;12,00;30,63;68,91;168,46;93,80
2020-01-26;67,00;39,00;34,00;34,00;9,00;24,89;61,26;147,40;70,83
2020-02-02;60,00;42,00;39,00;29,00;10,00;27,10;54,19;139,35;73,55
2020-02-09;66,00;44,00;29,00;27,00;9,00;27,18;56,29;128,12;71,82
2020-02-16;61,00;48,00;40,00;29,00;13,00;24,78;59,09;135,34;80,06
2020-02-23;50,00;27,00;27,00;24,00;10,00;13,46;40,38;107,69;69,23
2020-03-01;32,00;28,00;22,00;20,00;9,00;13,18;30,12;86,59;52,71
2020-03-08;28,00;24,00;14,00;15,00;5,00;3,73;24,27;69,07;52,27
2020-03-15;8,00;6,00;3,00;9,00;3,00;4,00;8,00;40,00;32,00
2020-03-22;11,00;7,00;11,00;6,00;2,00;3,67;7,33;29,33;23,83
2020-03-29;11,00;9,00;5,00;6,00;3,00;3,67;7,33;27,50;22,00
2020-04-05;11,00;8,00;7,00;9,00;3,00;3,67;5,50;38,50;23,83
2020-04-12;10,00;6,00;13,00;8,00;2,00;4,00;8,00;44,00;30,00
2020-04-19;10,00;9,00;7,00;7,00;2,00;4,00;8,00;36,00;28,00
2020-04-26;8,00;10,00;8,00;7,00;2,00;4,00;8,00;36,00;26,00
2020-05-03;10,00;8,00;7,00;9,00;2,00;4,00;8,00;42,00;30,00
2020-05-10;9,00;6,00;11,00;10,00;2,00;3,60;12,60;32,40;28,80
2020-05-17;13,00;12,00;11,00;13,00;3,00;7,43;16,71;42,71;29,71
2020-05-24;15,00;11,00;12,00;13,00;4,00;9,38;18,75;46,88;30,00
2020-05-31;26,00;13,00;22,00;14,00;4,00;16,71;27,86;50,14;31,57
2020-06-07;25,00;16,00;22,00;17,00;5,00;17,31;23,08;50,00;38,46
2020-06-14;31,00;20,00;16,00;16,00;4,00;21,31;25,19;52,31;40,69
2020-06-21;30,00;21,00;22,00;19,00;6,00;26,25;31,88;67,50;41,25
2020-06-28;38,00;28,00;19,00;22,00;6,00;36,10;38,00;64,60;34,20
2020-07-05;38,00;26,00;28,00;20,00;7,00;34,20;38,00;68,40;38,00
2020-07-12;30,00;20,00;24,00;19,00;6,00;31,88;43,13;75,00;35,63
2020-07-19;30,00;13,00;29,00;21,00;7,00;36,00;42,00;86,00;40,00
2020-07-26;32,00;10,00;28,00;18,00;9,00;33,88;39,53;60,24;35,76
2020-08-02;34,00;14,00;24,00;19,00;10,00;39,67;35,89;58,56;37,78
2020-08-09;33,00;20,00;20,00;15,00;10,00;34,94;29,12;71,82;38,82
2020-08-16;32,00;16,00;13,00;15,00;9,00;24,47;30,12;60,24;37,65
2020-08-23;28,00;17,00;11,00;13,00;8,00;16,80;26,13;65,33;35,47
2020-08-30;27,00;18,00;11,00;15,00;8,00;9,64;28,93;61,71;36,64
2020-09-06;25,00;19,00;16,00;16,00;5,00;9,62;36,54;53,85;38,46
2020-09-13;20,00;12,00;16,00;14,00;3,00;5,45;18,18;50,91;36,36
2020-09-20;19,00;11,00;21,00;12,00;4,00;3,80;15,20;47,50;38,00
2020-09-27;17,00;15,00;15,00;11,00;4,00;3,78;13,22;51,00;41,56
2020-10-04;17,00;6,00;13,00;11,00;4,00;3,78;13,22;49,11;43,44
2020-10-11;18,00;8,00;13,00;9,00;3,00;3,60;14,40;39,60;41,40
2020-10-18;18,00;5,00;7,00;8,00;3,00;2,00;10,00;54,00;46,00
2020-10-25;9,00;4,00;7,00;7,00;3,00;1,80;10,80;41,40;36,00
2020-11-01;8,00;8,00;10,00;5,00;2,00;2,00;14,00;34,00;36,00
2020-11-08;11,00;11,00;9,00;5,00;2,00;1,83;12,83;42,17;40,33
2020-11-15;12,00;11,00;3,00;5,00;4,00;1,71;12,00;36,00;36,00
2020-11-22;18,00;12,00;8,00;5,00;2,00;4,00;16,00;46,00;40,00
2020-11-29;17,00;11,00;8,00;6,00;2,00;3,78;15,11;41,56;39,67
2020-12-06;17,00;15,00;12,00;4,00;2,00;1,89;17,00;41,56;41,56
2020-12-13;20,00;15,00;10,00;6,00;2,00;4,00;12,00;40,00;42,00
2020-12-20;19,00;15,00;7,00;7,00;4,00;3,80;7,60;36,10;45,60
2020-12-27;33,00;11,00;9,00;10,00;2,00;7,76;15,53;52,41;56,29
2021-01-03;34,00;12,00;17,00;10,00;2,00;7,56;17,00;43,44;58,56
2021-01-10;26,00;14,00;14,00;9,00;2,00;3,71;14,86;39,00;59,43
2021-01-17;22,00;10,00;15,00;9,00;2,00;6,00;10,00;42,00;60,00
2021-01-24;16,00;7,00;13,00;8,00;2,00;5,33;10,67;28,44;49,78
2021-01-31;17,00;9,00;17,00;9,00;2,00;7,56;13,22;30,22;52,89
2021-02-07;17,00;6,00;12,00;8,00;4,00;3,78;11,33;30,22;52,89
2021-02-14;22,00;11,00;21,00;9,00;3,00;3,67;14,67;33,00;64,17
2021-02-21;21,00;10,00;14,00;8,00;4,00;5,73;15,27;49,64;70,64
2021-02-28;21,00;11,00;14,00;9,00;4,00;5,73;17,18;42,00;78,27
2021-03-07;24,00;10,00;16,00;9,00;3,00;6,00;18,00;46,00;84,00
2021-03-14;23,00;11,00;18,00;12,00;6,00;5,75;15,33;42,17;92,00
2021-03-21;23,00;11,00;17,00;8,00;5,00;7,67;13,42;36,42;86,25
2021-03-28;15,00;7,00;11,00;6,00;4,00;11,25;11,25;28,13;78,75
2021-04-04;24,00;13,00;18,00;10,00;3,00;16,00;16,00;32,00;98,00
2021-04-11;23,00;19,00;17,00;8,00;6,00;15,33;15,33;24,92;90,08
2021-04-18;27,00;18,00;21,00;9,00;7,00;13,50;17,36;30,86;82,93
2021-04-25;30,00;14,00;18,00;12,00;6,00;20,00;18,00;30,00;82,00
2021-05-02;37,00;22,00;20,00;15,00;6,00;19,47;23,37;38,95;79,84
2021-05-09;45,00;28,00;27,00;23,00;10,00;24,38;33,75;33,75;76,88
2021-05-16;45,00;37,00;24,00;25,00;11,00;25,43;45,00;31,30;84,13
2021-05-23;48,00;40,00;34,00;34,00;10,00;32,64;49,92;32,64;78,72
2021-05-30;49,00;52,00;36,00;36,00;11,00;41,16;56,84;39,20;84,28
2021-06-06;54,00;50,00;36,00;36,00;13,00;36,64;57,86;30,86;86,79
2021-06-13;55,00;45,00;40,00;42,00;16,00;39,83;56,90;28,45;85,34
2021-06-20;80,00;42,00;39,00;44,00;14,00;47,62;62,86;40,00;85,71
2021-06-27;54,00;54,00;30,00;35,00;18,00;40,50;55,93;38,57;84,86
2021-07-04;50,00;60,00;51,00;41,00;16,00;51,92;51,92;48,08;82,69
2021-07-11;46,00;51,00;44,00;34,00;17,00;38,33;49,83;49,83;84,33
2021-07-18;51,00;56,00;43,00;36,00;18,00;32,11;56,67;52,89;71,78
2021-07-25;52,00;58,00;46,00;35,00;17,00;32,74;77,04;55,85;69,33
2021-08-01;53,00;48,00;35,00;34,00;18,00;34,07;83,29;64,36;56,79
2021-08-08;59,00;40,00;36,00;34,00;19,00;36,16;66,61;68,52;55,19
2021-08-15;52,00;46,00;33,00;34,00;18,00;36,59;69,33;61,63;52,00
2021-08-22;45,00;50,00;25,00;33,00;15,00;30,00;54,38;61,88;48,75
2021-08-29;48,00;40,00;32,00;30,00;11,00;21,12;51,84;63,36;49,92
2021-09-05;42,00;34,00;31,00;35,00;11,00;13,36;55,36;63,00;49,64
2021-09-12;40,00;35,00;24,00;31,00;10,00;9,52;53,33;70,48;49,52
2021-09-19;43,00;34,00;34,00;30,00;9,00;7,82;50,82;68,41;50,82
2021-09-26;41,00;35,00;33,00;28,00;7,00;9,76;48,81;62,48;50,76
2021-10-03;37,00;26,00;24,00;26,00;9,00;7,40;38,85;64,75;51,80
2021-10-10;39,00;33,00;24,00;30,00;5,00;9,75;42,90;68,25;54,60
2021-10-17;38,00;27,00;23,00;25,00;6,00;9,50;43,70;60,80;51,30
2021-10-24;40,00;27,00;25,00;22,00;7,00;7,62;26,67;55,24;53,33
2021-10-31;41,00;41,00;17,00;22,00;6,00;9,76;29,29;46,86;54,67
2021-11-07;39,00;32,00;22,00;18,00;6,00;9,75;21,45;50,70;54,60
2021-11-14;33,00;22,00;14,00;15,00;5,00;7,76;21,35;44,65;50,47
2021-11-21;25,00;17,00;11,00;12,00;4,00;5,77;17,31;38,46;53,85
2021-11-28;22,00;16,00;14,00;10,00;5,00;6,00;16,00;26,00;54,00
2021-12-05;23,00;15,00;8,00;15,00;5,00;7,67;21,08;24,92;47,92
2021-12-12;22,00;21,00;11,00;17,00;4,00;7,33;25,67;23,83;49,50
2021-12-19;30,00;20,00;13,00;14,00;7,00;8,00;28,00;26,00;52,00
2021-12-26;39,00;32,00;20,00;24,00;4,00;11,70;40,95;54,60;64,35
2022-01-02;49,00;43,00;23,00;34,00;5,00;17,64;54,88;96,04;90,16
2022-01-09;47,00;46,00;27,00;29,00;7,00;11,28;65,80;103,40;94,00
2022-01-16;52,00;44,00;33,00;31,00;8,00;15,41;52,00;105,93;96,30
2022-01-23;59,00;50,00;30,00;27,00;8,00;19,03;57,10;106,58;85,65
2022-01-30;65,00;48,00;38,00;33,00;9,00;19,12;53,53;107,06;76,47
2022-02-06;69,00;50,00;34,00;36,00;9,00;21,08;67,08;97,75;78,58
2022-02-13;72,00;40,00;45,00;40,00;6,00;17,05;53,05;96,63;77,68
2022-02-20;75,00;36,00;29,00;31,00;7,00;21,15;63,46;96,15;92,31
2022-02-27;57,00;35,00;36,00;26,00;9,00;20,90;51,30;87,40;83,60
2022-03-06;58,00;34,00;37,00;31,00;9,00;23,20;48,33;94,73;87,00
2022-03-13;60,00;30,00;40,00;30,00;9,00;21,29;50,32;102,58;83,23
2022-03-20;68,00;40,00;38,00;31,00;10,00;25,26;56,34;108,80;85,49
2022-03-27;67,00;48,00;19,00;34,00;12,00;32,54;51,69;111,03;86,14
2022-04-03;66,00;55,00;40,00;39,00;12,00;33,00;66,00;122,29;85,41
2022-04-10;66,00;46,00;42,00;46,00;17,00;33,00;56,29;120,35;77,65
2022-04-17;74,00;50,00;42,00;46,00;14,00;41,74;66,41;138,51;75,90
2022-04-24;75,00;51,00;39,00;43,00;15,00;44,23;75,00;144,23;73,08
2022-05-01;71,00;57,00;43,00;41,00;16,00;40,30;67,16;168,86;71,00
2022-05-08;69,00;39,00;40,00;48,00;18,00;42,17;67,08;153,33;65,17
