Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;59,00;18,00;80,00;75,00;4,00;99,29;4,32;20,15;15,83
2019-01-13;58,00;21,00;63,00;74,00;3,00;94,25;1,45;18,85;15,95
2019-01-20;47,00;15,00;70,00;64,00;3,00;79,76;4,27;15,67;12,82
2019-01-27;30,00;10,00;55,00;65,00;4,00;75,71;2,86;15,71;11,43
2019-02-03;23,00;10,00;40,00;50,00;2,00;73,31;4,31;14,38;11,50
2019-02-10;22,00;9,00;36,00;59,00;3,00;71,87;1,47;14,67;13,20
2019-02-17;24,00;11,00;45,00;52,00;3,00;69,18;1,41;22,59;14,12
2019-02-24;33,00;9,00;41,00;52,00;2,00;76,04;2,87;21,52;11,48
2019-03-03;25,00;8,00;42,00;53,00;2,00;75,00;4,41;19,12;23,53
2019-03-10;29,00;7,00;42,00;48,00;4,00;65,25;1,45;13,05;13,05
2019-03-17;26,00;12,00;35,00;52,00;3,00;78,00;5,78;24,56;15,89
2019-03-24;29,00;14,00;32,00;48,00;4,00;108,75;5,80;36,25;40,60
2019-03-31;36,00;12,00;33,00;39,00;3,00;61,92;2,88;14,40;11,52
2019-04-07;40,00;16,00;52,00;41,00;3,00;62,86;2,86;14,29;10,00
2019-04-14;41,00;16,00;52,00;40,00;3,00;57,97;4,24;14,14;9,90
2019-04-21;42,00;15,00;49,00;45,00;3,00;81,10;2,90;17,38;10,14
2019-04-28;40,00;17,00;58,00;48,00;4,00;78,57;2,86;15,71;17,14
2019-05-05;40,00;11,00;47,00;50,00;3,00;74,29;4,29;15,71;11,43
2019-05-12;36,00;13,00;41,00;46,00;2,00;67,68;2,88;20,16;11,52
2019-05-19;35,00;15,00;45,00;47,00;3,00;70,00;2,92;20,42;10,21
2019-05-26;35,00;12,00;50,00;47,00;4,00;71,46;4,38;20,42;10,21
2019-06-02;50,00;23,00;44,00;46,00;4,00;142,86;7,14;52,86;25,71
2019-06-09;40,00;15,00;46,00;53,00;5,00;87,14;7,14;24,29;11,43
2019-06-16;41,00;15,00;51,00;55,00;4,00;97,55;2,83;21,21;11,31
2019-06-23;38,00;21,00;39,00;48,00;3,00;98,52;2,81;19,70;12,67
2019-06-30;38,00;14,00;46,00;57,00;3,00;102,31;5,85;19,00;11,69
2019-07-07;57,00;26,00;58,00;66,00;5,00;125,69;7,31;33,62;36,54
2019-07-14;55,00;18,00;57,00;58,00;5,00;105,66;5,79;21,71;14,47
2019-07-21;45,00;20,00;46,00;58,00;6,00;113,23;7,26;23,23;20,32
2019-07-28;52,00;23,00;57,00;56,00;5,00;118,44;4,33;31,78;14,44
2019-08-04;56,00;18,00;56,00;64,00;6,00;123,49;4,31;22,97;11,49
2019-08-11;51,00;15,00;58,00;66,00;6,00;132,60;5,83;20,40;11,66
2019-08-18;46,00;20,00;48,00;59,00;5,00;119,31;4,31;23,00;11,50
2019-08-25;50,00;13,00;47,00;62,00;5,00;107,35;5,88;25,00;11,76
2019-09-01;41,00;15,00;41,00;59,00;5,00;95,18;4,39;23,43;13,18
2019-09-08;37,00;18,00;62,00;55,00;3,00;85,38;4,27;21,35;9,96
2019-09-15;39,00;13,00;48,00;59,00;4,00;80,89;2,89;20,22;10,11
2019-09-22;36,00;15,00;46,00;56,00;5,00;72,00;2,88;20,16;10,08
2019-09-29;35,00;13,00;57,00;54,00;6,00;71,46;4,38;18,96;10,21
2019-10-06;33,00;13,00;36,00;54,00;4,00;67,43;2,87;18,65;11,48
2019-10-13;34,00;16,00;43,00;53,00;4,00;68,00;4,43;14,78;10,35
2019-10-20;32,00;12,00;46,00;54,00;5,00;61,09;2,91;17,45;10,18
2019-10-27;35,00;13,00;39,00;52,00;4,00;55,42;4,38;14,58;11,67
2019-11-03;33,00;14,00;48,00;51,00;4,00;53,09;2,87;14,35;8,61
2019-11-10;31,00;13,00;35,00;51,00;4,00;50,73;2,82;12,68;8,45
2019-11-17;28,00;16,00;36,00;48,00;4,00;49,00;2,80;12,60;11,20
2019-11-24;28,00;10,00;28,00;42,00;3,00;44,80;4,20;9,80;11,20
2019-12-01;25,00;11,00;39,00;43,00;4,00;41,18;4,41;10,29;10,29
2019-12-08;28,00;10,00;34,00;39,00;2,00;42,74;2,95;14,74;11,79
2019-12-15;27,00;11,00;31,00;45,00;3,00;44,05;4,26;18,47;21,32
2019-12-22;36,00;11,00;34,00;73,00;4,00;63,36;2,88;21,60;18,72
2019-12-29;51,00;14,00;57,00;90,00;4,00;78,69;5,83;21,86;16,03
2020-01-05;62,00;15,00;58,00;81,00;3,00;76,42;2,88;20,19;15,86
2020-01-12;45,00;16,00;49,00;74,00;3,00;78,39;2,90;18,87;17,42
2020-01-19;44,00;17,00;51,00;68,00;3,00;77,73;2,93;19,07;19,07
2020-01-26;47,00;17,00;48,00;64,00;3,00;82,61;2,85;25,64;24,21
2020-02-02;41,00;13,00;45,00;57,00;5,00;61,50;4,39;32,21;30,75
2020-02-09;39,00;16,00;36,00;57,00;3,00;53,44;5,78;28,89;30,33
2020-02-16;39,00;19,00;44,00;48,00;3,00;53,44;2,89;27,44;24,56
2020-02-23;36,00;15,00;36,00;47,00;3,00;47,52;4,32;30,24;24,48
2020-03-01;29,00;12,00;43,00;56,00;2,00;42,05;4,35;31,90;37,70
2020-03-08;33,00;10,00;44,00;100,00;6,00;22,96;2,87;38,74;57,39
2020-03-15;15,00;5,00;23,00;39,00;2,00;19,50;3,00;27,00;19,50
2020-03-22;16,00;3,00;18,00;22,00;1,00;17,45;1,45;16,00;20,36
2020-03-29;14,00;9,00;11,00;27,00;1,00;15,40;4,20;15,40;26,60
2020-04-05;11,00;5,00;20,00;24,00;1,00;15,13;1,38;11,00;12,38
2020-04-12;13,00;4,00;18,00;27,00;1,00;17,33;1,44;11,56;8,67
2020-04-19;17,00;6,00;13,00;24,00;1,00;18,42;1,42;9,92;7,08
2020-04-26;10,00;6,00;17,00;27,00;0,50;15,71;1,43;8,57;7,14
2020-05-03;10,00;3,00;13,00;26,00;1,00;14,29;1,43;10,00;7,14
2020-05-10;11,00;6,00;12,00;25,00;1,00;16,50;1,38;8,25;6,88
2020-05-17;14,00;6,00;11,00;31,00;1,00;17,11;3,11;12,44;7,78
2020-05-24;14,00;10,00;15,00;31,00;1,00;21,78;3,11;10,89;6,22
2020-05-31;19,00;7,00;22,00;30,00;1,00;21,92;2,92;11,69;5,85
2020-06-07;19,00;8,00;16,00;33,00;1,00;23,38;1,46;11,69;7,31
2020-06-14;39,00;8,00;21,00;32,00;1,00;27,44;1,44;14,44;7,22
2020-06-21;39,00;9,00;24,00;29,00;1,00;27,44;2,89;13,00;5,78
2020-06-28;22,00;7,00;17,00;33,00;1,00;30,25;1,38;13,75;5,50
2020-07-05;26,00;9,00;27,00;36,00;1,00;28,89;1,44;15,89;5,78
2020-07-12;30,00;5,00;14,00;27,00;2,00;30,00;7,14;12,86;5,71
2020-07-19;32,00;12,00;28,00;29,00;2,00;32,00;4,36;11,64;5,82
2020-07-26;33,00;5,00;27,00;25,00;1,00;37,30;2,87;11,48;7,17
2020-08-02;32,00;8,00;31,00;34,00;1,00;40,73;5,82;13,09;7,27
2020-08-09;30,00;8,00;18,00;25,00;1,00;41,43;1,43;12,86;7,14
2020-08-16;34,00;8,00;18,00;22,00;1,00;44,35;2,96;14,78;5,91
2020-08-23;31,00;14,00;14,00;26,00;2,00;32,48;2,95;11,81;5,90
2020-08-30;19,00;6,00;14,00;18,00;2,00;29,23;2,92;11,69;5,85
2020-09-06;18,00;5,00;13,00;18,00;0,50;28,50;1,50;12,00;6,00
2020-09-13;16,00;6,00;10,00;19,00;1,00;24,73;2,91;10,18;5,82
2020-09-20;14,00;5,00;16,00;19,00;1,00;19,60;1,40;8,40;5,60
2020-09-27;14,00;4,00;15,00;19,00;1,00;22,40;1,40;11,20;5,60
2020-10-04;13,00;5,00;12,00;17,00;1,00;21,67;1,44;11,56;5,78
2020-10-11;12,00;3,00;12,00;16,00;0,50;16,50;1,50;10,50;7,50
2020-10-18;17,00;7,00;16,00;16,00;1,00;12,75;1,42;8,50;5,67
2020-10-25;9,00;3,00;7,00;17,00;0,50;10,29;2,57;7,71;5,14
2020-11-01;7,00;4,00;8,00;15,00;1,00;15,40;0,70;7,00;4,20
2020-11-08;8,00;6,00;9,00;16,00;1,00;13,33;1,33;8,00;6,67
2020-11-15;9,00;6,00;13,00;14,00;1,00;16,50;0,75;9,00;6,00
2020-11-22;10,00;7,00;13,00;14,00;1,00;15,71;1,43;7,14;5,71
2020-11-29;11,00;3,00;8,00;14,00;1,00;18,86;1,57;7,86;6,29
2020-12-06;9,00;5,00;9,00;13,00;1,00;15,00;1,50;9,00;6,00
2020-12-13;10,00;2,00;7,00;12,00;0,50;11,43;1,43;7,14;5,71
2020-12-20;10,00;2,00;15,00;21,00;1,00;14,29;2,86;7,14;5,71
2020-12-27;14,00;5,00;12,00;24,00;0,50;23,80;2,80;8,40;7,00
2021-01-03;14,00;4,00;10,00;19,00;1,00;21,00;2,80;9,80;5,60
2021-01-10;11,00;5,00;9,00;17,00;1,00;20,63;1,38;11,00;6,88
2021-01-17;12,00;5,00;12,00;18,00;1,00;22,50;1,50;10,50;6,00
2021-01-24;13,00;7,00;14,00;17,00;1,00;23,11;2,89;8,67;5,78
2021-01-31;12,00;5,00;13,00;18,00;1,00;21,00;1,50;9,00;7,50
2021-02-07;10,00;4,00;13,00;15,00;1,00;20,00;1,43;11,43;7,14
2021-02-14;14,00;5,00;10,00;16,00;1,00;18,20;1,40;11,20;7,00
2021-02-21;13,00;6,00;14,00;18,00;1,00;21,67;1,44;10,11;5,78
2021-02-28;12,00;5,00;12,00;20,00;1,00;22,50;0,75;10,50;6,00
2021-03-07;14,00;5,00;13,00;18,00;1,00;26,44;1,56;10,89;6,22
2021-03-14;12,00;4,00;15,00;17,00;1,00;21,00;1,50;10,50;7,50
2021-03-21;12,00;4,00;16,00;14,00;1,00;27,00;1,50;9,00;7,50
2021-03-28;10,00;8,00;10,00;16,00;1,00;34,29;1,43;7,14;7,14
2021-04-04;12,00;13,00;17,00;22,00;1,00;28,00;5,33;6,67;6,67
2021-04-11;11,00;8,00;7,00;19,00;1,00;33,00;1,57;7,86;7,86
2021-04-18;15,00;4,00;14,00;18,00;1,00;30,00;1,50;6,00;7,50
2021-04-25;16,00;9,00;19,00;19,00;1,00;33,45;1,45;7,27;7,27
2021-05-02;16,00;6,00;24,00;25,00;1,00;40,73;1,45;7,27;7,27
2021-05-09;20,00;9,00;22,00;27,00;1,00;41,43;1,43;10,00;8,57
2021-05-16;17,00;5,00;23,00;30,00;1,00;52,42;1,42;14,17;7,08
2021-05-23;22,00;11,00;21,00;30,00;1,00;52,80;2,93;10,27;11,73
2021-05-30;24,00;7,00;32,00;30,00;2,00;66,35;2,82;11,29;9,88
2021-06-06;27,00;9,00;23,00;33,00;2,00;65,37;1,42;14,21;11,37
2021-06-13;23,00;9,00;28,00;26,00;1,00;60,38;1,44;10,06;10,06
2021-06-20;26,00;12,00;27,00;32,00;1,00;66,44;1,44;14,44;8,67
2021-06-27;32,00;13,00;29,00;31,00;2,00;64,00;1,45;14,55;8,73
2021-07-04;31,00;12,00;32,00;36,00;2,00;81,19;2,95;14,76;10,33
2021-07-11;30,00;15,00;30,00;32,00;2,00;68,57;1,43;15,71;10,00
2021-07-18;40,00;8,00;41,00;35,00;2,00;61,43;2,86;15,71;10,00
2021-07-25;35,00;14,00;28,00;38,00;3,00;62,71;2,92;20,42;8,75
2021-08-01;36,00;11,00;28,00;46,00;2,00;67,68;1,44;18,72;8,64
2021-08-08;38,00;13,00;34,00;37,00;3,00;83,31;2,92;19,00;8,77
2021-08-15;38,00;15,00;32,00;38,00;3,00;84,77;2,92;19,00;8,77
2021-08-22;33,00;13,00;29,00;37,00;3,00;66,00;2,87;18,65;8,61
2021-08-29;27,00;13,00;28,00;39,00;1,00;56,84;2,84;14,21;8,53
2021-09-05;31,00;8,00;26,00;37,00;2,00;52,14;2,82;15,50;7,05
2021-09-12;23,00;15,00;26,00;39,00;2,00;40,25;1,44;15,81;8,63
2021-09-19;31,00;9,00;26,00;38,00;3,00;42,27;1,41;15,50;8,45
2021-09-26;29,00;14,00;20,00;38,00;3,00;39,15;2,90;14,50;8,70
2021-10-03;24,00;11,00;28,00;38,00;3,00;40,94;1,41;12,71;8,47
2021-10-10;26,00;8,00;31,00;44,00;4,00;44,78;2,89;13,00;8,67
2021-10-17;24,00;11,00;28,00;42,00;4,00;39,53;2,82;14,12;9,88
2021-10-24;26,00;9,00;25,00;40,00;4,00;43,33;4,33;10,11;10,11
2021-10-31;29,00;9,00;23,00;38,00;3,00;39,15;4,35;11,60;8,70
2021-11-07;26,00;9,00;21,00;32,00;3,00;34,67;2,89;11,56;8,67
2021-11-14;22,00;6,00;21,00;29,00;3,00;30,80;2,93;10,27;8,80
2021-11-21;20,00;4,00;13,00;25,00;1,00;22,86;1,43;10,00;8,57
2021-11-28;15,00;6,00;15,00;23,00;1,00;21,82;2,73;9,55;8,18
2021-12-05;15,00;6,00;12,00;25,00;1,00;23,18;1,36;8,18;10,91
2021-12-12;15,00;7,00;12,00;36,00;1,00;22,50;0,75;9,00;10,50
2021-12-19;16,00;5,00;8,00;37,00;2,00;21,82;1,45;11,64;13,09
2021-12-26;20,00;9,00;27,00;54,00;2,00;28,57;2,86;14,29;20,00
2022-01-02;22,00;9,00;25,00;47,00;2,00;38,13;2,93;17,60;13,20
2022-01-09;21,00;10,00;16,00;40,00;3,00;28,00;1,40;16,80;11,20
2022-01-16;21,00;11,00;24,00;39,00;1,00;31,50;3,00;13,50;10,50
2022-01-23;21,00;10,00;26,00;34,00;2,00;31,50;3,00;18,00;15,00
2022-01-30;23,00;12,00;22,00;33,00;3,00;48,88;1,44;12,94;10,06
2022-02-06;26,00;11,00;27,00;36,00;2,00;41,89;2,89;13,00;14,44
2022-02-13;26,00;19,00;27,00;38,00;2,00;49,11;1,44;14,44;11,56
2022-02-20;30,00;9,00;29,00;32,00;2,00;40,00;1,43;12,86;12,86
2022-02-27;23,00;10,00;23,00;29,00;2,00;35,94;1,44;11,50;10,06
2022-03-06;25,00;11,00;20,00;30,00;2,00;44,12;2,94;14,71;13,24
2022-03-13;27,00;10,00;24,00;29,00;2,00;42,63;2,84;14,21;14,21
2022-03-20;31,00;14,00;24,00;33,00;3,00;53,14;2,95;13,29;13,29
2022-03-27;28,00;11,00;27,00;32,00;2,00;54,53;2,95;19,16;13,26
2022-04-03;30,00;13,00;29,00;37,00;3,00;54,29;4,29;17,14;12,86
2022-04-10;27,00;16,00;26,00;40,00;3,00;56,84;4,26;19,89;11,37
2022-04-17;32,00;13,00;35,00;41,00;4,00;68,36;5,82;18,91;13,09
2022-04-24;32,00;20,00;33,00;39,00;3,00;68,36;4,36;18,91;11,64
2022-05-01;36,00;9,00;29,00;39,00;4,00;72,00;5,76;18,72;11,52
2022-05-08;33,00;12,00;30,00;41,00;4,00;78,91;2,87;15,78;11,48
