Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;36,00;98,53;92,84;32,21;89,05;82,96;87,65;48,52;53,22;18,00;17,00;32,00;21,00;14,00;14,00;18,00;14,00;7,00;4,00;7,00;22,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;43,00;95,35;61,70;63,57;50,48;78,32;53,75;50,68;44,54;48,00;45,00;21,00;17,00;14,00;10,00;32,00;32,00;11,00;11,00;11,00;7,00;10,00;3,00;7,00;3,00;0,00;0,00;0,00
2019-01-20;42,00;91,64;74,45;68,73;64,91;80,89;42,00;46,67;45,11;40,00;27,00;31,00;17,00;3,00;47,00;10,00;21,00;7,00;18,00;10,00;11,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;53,00;78,52;100,11;72,63;51,04;127,82;63,91;84,18;40,53;25,00;23,00;21,00;37,00;17,00;13,00;10,00;17,00;10,00;22,00;20,00;21,00;7,00;7,00;3,00;0,00;0,00;0,00;0,00
2019-02-03;50,00;92,31;73,08;57,69;34,62;62,50;43,75;23,44;20,31;33,00;41,00;25,00;14,00;17,00;27,00;17,00;18,00;7,00;15,00;7,00;11,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-02-10;15,00;61,88;48,75;50,63;33,75;33,33;38,33;18,33;38,33;19,00;31,00;22,00;18,00;3,00;10,00;7,00;7,00;4,00;11,00;7,00;4,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00
2019-02-17;52,00;67,41;90,52;53,93;28,89;42,55;53,58;25,21;18,91;11,00;11,00;26,00;22,00;18,00;18,00;36,00;30,00;4,00;19,00;11,00;7,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00
2019-02-24;76,00;114,00;117,80;79,80;72,20;110,12;57,39;41,88;35,67;33,00;28,00;36,00;24,00;28,00;17,00;39,00;32,00;21,00;26,00;14,00;14,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;77,00;130,90;192,50;78,93;59,68;70,71;59,71;39,29;14,14;23,00;28,00;29,00;14,00;14,00;28,00;29,00;11,00;18,00;23,00;7,00;4,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;29,00;56,07;175,93;52,20;52,20;61,05;42,74;13,74;21,37;4,00;24,00;18,00;24,00;7,00;21,00;7,00;29,00;18,00;30,00;11,00;4,00;14,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;33,00;79,59;54,35;27,18;50,47;36,14;37,71;17,29;33,00;8,00;11,00;22,00;11,00;11,00;7,00;11,00;18,00;4,00;8,00;11,00;15,00;4,00;7,00;0,00;0,00;0,00;7,00;0,00
2019-03-24;22,00;67,83;51,33;18,33;51,33;64,43;61,29;14,14;18,86;11,00;14,00;18,00;18,00;4,00;0,00;7,00;22,00;7,00;15,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;47,00;88,36;58,28;82,72;48,88;90,87;54,83;28,20;25,07;15,00;17,00;11,00;18,00;10,00;10,00;18,00;7,00;11,00;7,00;7,00;4,00;21,00;0,00;10,00;0,00;0,00;0,00;0,00
2019-04-07;50,00;55,77;26,92;75,00;59,62;37,50;78,13;7,81;26,56;20,00;22,00;15,00;7,00;4,00;15,00;11,00;15,00;4,00;16,00;11,00;8,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;24,00;44,00;20,00;16,00;40,00;24,00;16,00;11,20;11,20;8,00;15,00;8,00;4,00;0,00;4,00;4,00;20,00;0,00;16,00;15,00;4,00;15,00;8,00;4,00;0,00;0,00;0,00;0,00
2019-04-21;27,00;28,93;11,57;11,57;21,21;14,29;7,94;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;25,00;13,46;13,46;3,85;9,62;3,13;7,81;3,13;0,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;18,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;24,00;5,54;3,69;7,38;12,92;9,00;0,00;3,00;0,00;11,00;10,00;0,00;7,00;0,00;3,00;0,00;14,00;0,00;0,00;7,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00
2019-05-12;18,00;8,00;18,00;0,00;14,00;6,00;3,00;0,00;3,00;4,00;7,00;0,00;0,00;3,00;3,00;0,00;7,00;7,00;4,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-05-19;39,00;7,80;9,75;11,70;7,80;10,92;10,92;3,12;3,12;4,00;7,00;4,00;0,00;3,00;7,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;32,00;7,53;9,41;11,29;20,71;3,20;0,00;3,20;0,00;7,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-06-02;27,00;5,79;19,29;9,64;5,79;9,53;20,65;3,18;0,00;7,00;0,00;3,00;13,00;3,00;6,00;3,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00
2019-06-09;45,00;13,70;17,61;7,83;19,57;12,41;10,86;9,31;6,21;14,00;3,00;3,00;10,00;3,00;0,00;13,00;3,00;10,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;39,00;13,00;20,43;3,71;16,71;10,92;7,80;6,24;0,00;11,00;14,00;7,00;10,00;0,00;3,00;10,00;14,00;11,00;7,00;3,00;14,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;60,00;3,75;20,63;15,00;15,00;24,62;0,00;0,00;7,69;4,00;14,00;4,00;11,00;4,00;0,00;15,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;43,00;11,73;3,91;15,64;11,73;22,30;3,19;7,96;7,96;12,00;15,00;11,00;4,00;0,00;0,00;0,00;15,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;49,00;3,92;33,32;19,60;25,48;28,45;0,00;3,16;0,00;19,00;25,00;7,00;14,00;4,00;7,00;15,00;4,00;7,00;8,00;7,00;4,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00
2019-07-14;75,00;15,38;30,77;19,23;19,23;26,56;15,63;10,94;7,81;28,00;15,00;8,00;19,00;4,00;0,00;12,00;0,00;0,00;4,00;4,00;8,00;4,00;8,00;8,00;0,00;0,00;0,00;0,00
2019-07-21;33,00;75,71;44,65;25,24;67,94;28,29;20,43;7,86;0,00;25,00;4,00;12,00;16,00;4,00;4,00;0,00;16,00;33,00;4,00;16,00;4,00;4,00;8,00;8,00;0,00;0,00;0,00;0,00
2019-07-28;28,00;26,13;22,40;7,47;33,60;34,22;4,67;15,56;7,78;8,00;15,00;8,00;15,00;0,00;11,00;4,00;4,00;16,00;0,00;12,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-08-04;36,00;22,74;53,05;11,37;26,53;34,43;20,35;10,96;10,96;12,00;8,00;16,00;27,00;0,00;4,00;15,00;4,00;8,00;8,00;12,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00
2019-08-11;49,00;20,73;43,35;11,31;32,04;39,52;18,97;7,90;7,90;19,00;4,00;15,00;15,00;0,00;0,00;11,00;11,00;0,00;8,00;0,00;0,00;18,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-08-18;42,00;21,00;32,45;19,09;28,64;21,78;7,78;10,89;7,78;16,00;18,00;11,00;7,00;0,00;0,00;11,00;15,00;8,00;8,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;29,00;11,60;21,27;27,07;25,13;16,79;3,05;10,68;16,79;15,00;14,00;0,00;4,00;0,00;4,00;7,00;18,00;0,00;8,00;4,00;0,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00
2019-09-01;29,00;25,13;9,67;21,27;30,93;20,94;19,33;11,28;6,44;0,00;10,00;11,00;3,00;3,00;17,00;0,00;11,00;7,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;48,00;55,68;28,80;28,80;30,72;40,00;44,80;17,60;22,40;22,00;18,00;14,00;11,00;11,00;21,00;11,00;11,00;4,00;8,00;4,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-09-15;29,00;38,67;38,67;11,60;34,80;24,17;33,83;6,44;14,50;11,00;17,00;7,00;10,00;3,00;7,00;3,00;4,00;7,00;4,00;3,00;11,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-09-22;17,00;32,11;56,67;20,78;32,11;23,18;20,09;17,00;6,18;21,00;10,00;3,00;10,00;0,00;3,00;0,00;3,00;7,00;7,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00
2019-09-29;24,00;27,69;25,85;40,62;40,62;20,80;35,20;12,80;9,60;11,00;10,00;7,00;7,00;10,00;10,00;0,00;3,00;10,00;14,00;13,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
