Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;46,00;674,67;15,33;15,33;15,33;22,00;16,00;33,00;10,00;10,00;6,00;6,00;2,00
2019-01-13;51,00;680,00;17,00;17,00;17,00;24,00;24,00;39,00;5,00;12,00;5,00;3,00;2,00
2019-01-20;50,00;616,67;16,67;16,67;16,67;22,00;14,00;41,00;6,00;11,00;17,00;3,00;1,00
2019-01-27;21,00;777,00;21,00;21,00;21,00;16,00;23,00;7,00;9,00;11,00;7,00;7,00;1,00
2019-02-03;24,00;960,00;24,00;24,00;24,00;22,00;12,00;4,00;2,00;16,00;4,00;4,00;3,00
2019-02-10;28,00;532,00;14,00;14,00;14,00;25,00;16,00;3,00;7,00;7,00;7,00;12,00;0,00
2019-02-17;30,00;540,00;15,00;15,00;45,00;24,00;20,00;5,00;17,00;14,00;5,00;5,00;3,00
2019-02-24;38,00;817,00;19,00;9,50;19,00;33,00;27,00;9,00;10,00;7,00;4,00;4,00;2,00
2019-03-03;37,00;777,00;18,50;18,50;18,50;21,00;19,00;7,00;8,00;4,00;15,00;3,00;0,00
2019-03-10;34,00;697,00;17,00;17,00;34,00;38,00;13,00;10,00;16,00;13,00;6,00;7,00;2,00
2019-03-17;22,00;770,00;22,00;11,00;11,00;22,00;22,00;4,00;6,00;13,00;4,00;6,00;7,00
2019-03-24;34,00;680,00;17,00;17,00;17,00;37,00;20,00;2,00;8,00;6,00;2,00;4,00;3,00
2019-03-31;53,00;724,33;17,67;17,67;17,67;18,00;23,00;18,00;3,00;9,00;14,00;8,00;6,00
2019-04-07;70,00;770,00;17,50;8,75;17,50;48,00;18,00;22,00;6,00;6,00;9,00;12,00;3,00
2019-04-14;53,00;1766,67;35,33;35,33;17,67;23,00;20,00;38,00;7,00;12,00;8,00;8,00;5,00
2019-04-21;61,00;976,00;20,33;20,33;20,33;33,00;20,00;44,00;7,00;14,00;8,00;11,00;10,00
2019-04-28;70,00;927,50;17,50;17,50;17,50;19,00;23,00;34,00;13,00;9,00;16,00;9,00;3,00
2019-05-05;58,00;696,00;19,33;19,33;19,33;22,00;29,00;58,00;16,00;10,00;4,00;4,00;6,00
2019-05-12;62,00;826,67;20,67;41,33;20,67;40,00;22,00;24,00;7,00;7,00;3,00;9,00;3,00
2019-05-19;62,00;847,33;20,67;20,67;41,33;22,00;36,00;22,00;8,00;17,00;7,00;7,00;7,00
2019-05-26;48,00;704,00;32,00;32,00;16,00;29,00;32,00;43,00;8,00;18,00;9,00;9,00;8,00
2019-06-02;62,00;950,67;20,67;20,67;20,67;23,00;42,00;36,00;15,00;11,00;8,00;6,00;4,00
2019-06-09;68,00;663,00;17,00;17,00;17,00;31,00;33,00;57,00;14,00;21,00;11,00;8,00;1,00
2019-06-16;67,00;653,25;16,75;16,75;16,75;44,00;31,00;49,00;14,00;11,00;11,00;4,00;6,00
2019-06-23;65,00;633,75;16,25;16,25;48,75;22,00;25,00;43,00;23,00;16,00;7,00;7,00;12,00
2019-06-30;76,00;817,00;38,00;38,00;133,00;29,00;29,00;52,00;10,00;17,00;18,00;17,00;11,00
2019-07-07;80,00;1020,00;40,00;40,00;60,00;45,00;38,00;47,00;24,00;22,00;9,00;10,00;12,00
2019-07-14;94,00;1034,00;37,60;37,60;37,60;38,00;41,00;45,00;22,00;30,00;12,00;9,00;11,00
2019-07-21;73,00;967,25;54,75;18,25;54,75;63,00;61,00;45,00;16,00;21,00;17,00;7,00;10,00
2019-07-28;78,00;1267,50;19,50;39,00;39,00;24,00;44,00;60,00;20,00;27,00;8,00;19,00;15,00
2019-08-04;77,00;1058,75;38,50;38,50;38,50;41,00;49,00;55,00;16,00;33,00;12,00;10,00;10,00
2019-08-11;67,00;820,75;16,75;33,50;33,50;33,00;36,00;38,00;8,00;20,00;12,00;6,00;3,00
2019-08-18;81,00;850,50;20,25;40,50;20,25;40,00;23,00;55,00;7,00;19,00;5,00;6,00;3,00
2019-08-25;75,00;675,00;37,50;18,75;18,75;33,00;21,00;45,00;7,00;19,00;6,00;3,00;3,00
2019-09-01;61,00;793,00;20,33;20,33;40,67;31,00;23,00;40,00;8,00;16,00;7,00;3,00;9,00
2019-09-08;72,00;792,00;18,00;18,00;18,00;27,00;22,00;31,00;16,00;9,00;12,00;11,00;3,00
2019-09-15;60,00;880,00;20,00;20,00;40,00;19,00;14,00;42,00;6,00;11,00;9,00;4,00;3,00
2019-09-22;52,00;710,67;34,67;17,33;17,33;24,00;17,00;31,00;5,00;6,00;3,00;4,00;0,00
2019-09-29;53,00;795,00;17,67;17,67;35,33;24,00;13,00;31,00;18,00;12,00;10,00;1,00;3,00
2019-10-06;43,00;1053,50;21,50;21,50;21,50;18,00;17,00;38,00;8,00;7,00;7,00;4,00;3,00
2019-10-13;40,00;980,00;40,00;20,00;20,00;25,00;21,00;54,00;11,00;13,00;7,00;3,00;3,00
2019-10-20;30,00;720,00;15,00;15,00;15,00;21,00;25,00;28,00;11,00;11,00;6,00;4,00;1,00
2019-10-27;27,00;945,00;27,00;27,00;27,00;22,00;11,00;24,00;5,00;4,00;6,00;3,00;1,00
2019-11-03;21,00;777,00;21,00;21,00;21,00;21,00;14,00;15,00;12,00;8,00;3,00;1,00;3,00
2019-11-10;23,00;874,00;46,00;23,00;23,00;22,00;14,00;21,00;2,00;7,00;1,00;3,00;4,00
2019-11-17;33,00;594,00;16,50;16,50;16,50;18,00;11,00;31,00;9,00;10,00;3,00;4,00;1,00
2019-11-24;26,00;988,00;78,00;26,00;26,00;11,00;15,00;16,00;3,00;11,00;4,00;0,00;1,00
2019-12-01;24,00;888,00;24,00;24,00;24,00;28,00;10,00;17,00;3,00;0,00;6,00;4,00;4,00
2019-12-08;22,00;748,00;22,00;22,00;22,00;17,00;16,00;19,00;2,00;10,00;7,00;4,00;1,00
2019-12-15;51,00;646,00;17,00;17,00;17,00;26,00;18,00;14,00;8,00;7,00;3,00;3,00;0,00
2019-12-22;51,00;799,00;17,00;17,00;17,00;23,00;23,00;28,00;3,00;12,00;3,00;2,00;2,00
2019-12-29;34,00;748,00;17,00;17,00;17,00;31,00;14,00;23,00;11,00;7,00;3,00;3,00;4,00
2020-01-05;52,00;710,67;17,33;17,33;17,33;20,00;18,00;27,00;9,00;9,00;7,00;4,00;1,00
2020-01-12;55,00;788,33;18,33;18,33;18,33;37,00;24,00;36,00;9,00;10,00;8,00;4,00;9,00
2020-01-19;49,00;686,00;16,33;16,33;16,33;26,00;12,00;44,00;10,00;14,00;11,00;8,00;1,00
2020-01-26;46,00;582,67;15,33;15,33;15,33;24,00;20,00;41,00;12,00;5,00;8,00;5,00;5,00
2020-02-02;60,00;760,00;20,00;40,00;20,00;21,00;17,00;32,00;24,00;13,00;9,00;5,00;3,00
2020-02-09;58,00;812,00;19,33;19,33;38,67;39,00;25,00;28,00;3,00;14,00;4,00;5,00;4,00
2020-02-16;50,00;716,67;16,67;16,67;16,67;30,00;19,00;25,00;7,00;13,00;9,00;4,00;1,00
2020-02-23;38,00;798,00;19,00;19,00;19,00;26,00;14,00;29,00;7,00;10,00;8,00;3,00;7,00
2020-03-01;41,00;738,00;20,50;20,50;20,50;30,00;23,00;21,00;11,00;22,00;12,00;1,00;8,00
2020-03-08;33,00;495,00;8,25;16,50;16,50;14,00;13,00;25,00;8,00;11,00;1,00;2,00;1,00
2020-03-15;17,00;238,00;8,50;17,00;17,00;17,00;6,00;11,00;4,00;2,00;4,00;0,00;3,00
2020-03-22;8,00;176,00;8,00;8,00;8,00;6,00;9,00;10,00;1,00;2,00;2,00;0,00;1,00
2020-03-29;15,00;180,00;7,50;7,50;7,50;8,00;4,00;14,00;3,00;4,00;2,00;2,00;0,00
2020-04-05;9,00;162,00;9,00;9,00;9,00;4,00;6,00;8,00;0,00;1,00;0,00;1,00;0,00
2020-04-12;5,00;100,00;5,00;5,00;5,00;4,00;6,00;15,00;1,00;4,00;1,00;1,00;1,00
2020-04-19;11,00;99,00;5,50;5,50;5,50;6,00;2,00;10,00;1,00;1,00;1,00;2,00;1,00
2020-04-26;6,00;108,00;6,00;6,00;6,00;6,00;7,00;10,00;1,00;2,00;0,00;2,00;0,00
2020-05-03;13,00;117,00;6,50;6,50;6,50;9,00;7,00;9,00;1,00;6,00;1,00;0,00;0,00
2020-05-10;5,00;100,00;5,00;5,00;5,00;4,00;4,00;7,00;1,00;0,00;1,00;2,00;0,00
2020-05-17;15,00;135,00;7,50;7,50;7,50;5,00;7,00;15,00;1,00;2,00;1,00;1,00;1,00
2020-05-24;13,00;169,00;6,50;6,50;6,50;13,00;9,00;8,00;5,00;7,00;1,00;0,00;0,00
2020-05-31;37,00;259,00;9,25;18,50;18,50;28,00;16,00;14,00;4,00;12,00;2,00;3,00;1,00
2020-06-07;33,00;264,00;16,50;16,50;16,50;21,00;16,00;15,00;5,00;9,00;2,00;3,00;2,00
2020-06-14;56,00;354,67;18,67;18,67;18,67;28,00;14,00;17,00;6,00;9,00;2,00;5,00;5,00
2020-06-21;55,00;421,67;9,17;18,33;18,33;36,00;19,00;15,00;8,00;17,00;5,00;2,00;8,00
2020-06-28;50,00;433,33;16,67;16,67;33,33;30,00;31,00;12,00;11,00;14,00;6,00;8,00;6,00
2020-07-05;72,00;630,00;18,00;36,00;36,00;42,00;37,00;29,00;11,00;25,00;5,00;7,00;9,00
2020-07-12;69,00;707,25;17,25;34,50;51,75;30,00;35,00;18,00;18,00;23,00;31,00;9,00;8,00
2020-07-19;72,00;720,00;18,00;36,00;36,00;38,00;26,00;19,00;6,00;8,00;18,00;3,00;12,00
2020-07-26;52,00;641,33;17,33;34,67;34,67;41,00;28,00;12,00;12,00;14,00;4,00;7,00;6,00
2020-08-02;69,00;569,25;17,25;17,25;34,50;29,00;32,00;21,00;9,00;15,00;6,00;10,00;9,00
2020-08-09;57,00;722,00;19,00;38,00;38,00;39,00;23,00;19,00;6,00;17,00;8,00;5,00;4,00
2020-08-16;46,00;322,00;15,33;15,33;15,33;22,00;21,00;9,00;11,00;15,00;3,00;1,00;11,00
2020-08-23;73,00;328,50;18,25;18,25;18,25;18,00;23,00;24,00;8,00;9,00;3,00;3,00;5,00
2020-08-30;58,00;290,00;19,33;19,33;19,33;6,00;13,00;14,00;10,00;9,00;5,00;1,00;3,00
2020-09-06;21,00;378,00;21,00;21,00;21,00;13,00;11,00;12,00;8,00;5,00;4,00;1,00;3,00
2020-09-13;19,00;285,00;9,50;19,00;9,50;20,00;9,00;1,00;5,00;8,00;1,00;1,00;0,00
2020-09-20;10,00;180,00;5,00;10,00;5,00;10,00;8,00;11,00;8,00;6,00;5,00;1,00;1,00
2020-09-27;13,00;208,00;6,50;6,50;6,50;5,00;14,00;11,00;1,00;4,00;3,00;1,00;0,00
2020-10-04;16,00;224,00;8,00;16,00;8,00;7,00;8,00;5,00;0,00;5,00;0,00;1,00;3,00
2020-10-11;9,00;117,00;4,50;9,00;4,50;1,00;8,00;20,00;3,00;1,00;1,00;0,00;0,00
2020-10-18;11,00;154,00;5,50;5,50;5,50;8,00;7,00;3,00;6,00;3,00;3,00;0,00;0,00
2020-10-25;19,00;209,00;9,50;9,50;9,50;9,00;5,00;11,00;0,00;1,00;0,00;0,00;1,00
2020-11-01;7,00;126,00;7,00;7,00;7,00;8,00;3,00;5,00;4,00;8,00;3,00;1,00;1,00
2020-11-08;9,00;180,00;9,00;9,00;9,00;5,00;0,00;4,00;1,00;3,00;0,00;0,00;0,00
2020-11-15;6,00;120,00;6,00;6,00;6,00;5,00;1,00;4,00;3,00;0,00;3,00;0,00;0,00
2020-11-22;9,00;180,00;9,00;9,00;0,00;7,00;7,00;4,00;5,00;4,00;0,00;1,00;1,00
2020-11-29;9,00;99,00;4,50;4,50;4,50;3,00;3,00;1,00;6,00;3,00;3,00;1,00;0,00
2020-12-06;3,00;54,00;3,00;3,00;3,00;1,00;5,00;4,00;1,00;3,00;3,00;1,00;3,00
2020-12-13;7,00;126,00;7,00;7,00;7,00;7,00;7,00;9,00;1,00;0,00;0,00;0,00;3,00
2020-12-20;0,00;10,00;0,50;0,50;0,50;9,00;9,00;5,00;2,00;0,00;1,00;5,00;0,00
2020-12-27;6,00;132,00;6,00;6,00;6,00;6,00;4,00;5,00;3,00;1,00;1,00;2,00;1,00
2021-01-03;14,00;154,00;7,00;7,00;7,00;5,00;8,00;4,00;7,00;3,00;0,00;0,00;0,00
2021-01-10;17,00;204,00;8,50;17,00;0,00;4,00;4,00;7,00;3,00;5,00;1,00;0,00;0,00
2021-01-17;16,00;176,00;8,00;8,00;8,00;10,00;6,00;12,00;1,00;1,00;1,00;1,00;0,00
2021-01-24;4,00;72,00;4,00;4,00;4,00;4,00;9,00;7,00;3,00;5,00;0,00;0,00;1,00
2021-01-31;10,00;90,00;5,00;5,00;5,00;12,00;5,00;10,00;3,00;1,00;1,00;1,00;1,00
2021-02-07;15,00;165,00;7,50;7,50;7,50;8,00;6,00;7,00;1,00;0,00;1,00;0,00;1,00
2021-02-14;13,00;130,00;13,00;6,50;6,50;10,00;1,00;6,00;4,00;0,00;0,00;3,00;1,00
2021-02-21;17,00;187,00;8,50;8,50;17,00;10,00;1,00;14,00;7,00;0,00;0,00;1,00;0,00
2021-02-28;16,00;160,00;8,00;8,00;8,00;8,00;4,00;7,00;0,00;1,00;3,00;1,00;0,00
2021-03-07;14,00;140,00;7,00;7,00;7,00;14,00;13,00;14,00;4,00;3,00;0,00;1,00;3,00
2021-03-14;18,00;216,00;9,00;9,00;9,00;9,00;9,00;9,00;3,00;0,00;4,00;0,00;0,00
2021-03-21;10,00;90,00;5,00;5,00;5,00;17,00;7,00;4,00;5,00;5,00;3,00;0,00;0,00
2021-03-28;14,00;140,00;7,00;7,00;7,00;4,00;7,00;4,00;4,00;1,00;3,00;1,00;0,00
2021-04-04;9,00;198,00;9,00;18,00;9,00;5,00;7,00;14,00;5,00;5,00;3,00;3,00;0,00
2021-04-11;12,00;132,00;6,00;6,00;6,00;8,00;5,00;10,00;4,00;7,00;1,00;1,00;1,00
2021-04-18;5,00;90,00;0,00;5,00;5,00;5,00;7,00;10,00;4,00;3,00;5,00;0,00;3,00
2021-04-25;8,00;144,00;8,00;8,00;8,00;7,00;7,00;10,00;3,00;6,00;1,00;1,00;3,00
2021-05-02;15,00;195,00;7,50;7,50;7,50;16,00;9,00;7,00;3,00;7,00;1,00;3,00;7,00
2021-05-09;26,00;312,00;13,00;13,00;26,00;21,00;15,00;7,00;7,00;5,00;3,00;1,00;0,00
2021-05-16;21,00;315,00;10,50;21,00;21,00;15,00;13,00;8,00;4,00;17,00;8,00;3,00;8,00
2021-05-23;40,00;340,00;20,00;20,00;20,00;19,00;22,00;10,00;4,00;11,00;7,00;4,00;7,00
2021-05-30;34,00;289,00;8,50;17,00;17,00;25,00;22,00;12,00;4,00;17,00;4,00;2,00;6,00
2021-06-06;40,00;500,00;10,00;10,00;20,00;29,00;19,00;7,00;7,00;15,00;1,00;4,00;6,00
2021-06-13;52,00;416,00;17,33;17,33;17,33;36,00;19,00;11,00;11,00;15,00;7,00;6,00;7,00
2021-06-20;43,00;731,00;21,50;21,50;21,50;31,00;32,00;13,00;8,00;12,00;5,00;10,00;4,00
2021-06-27;67,00;619,75;16,75;16,75;33,50;30,00;23,00;25,00;11,00;26,00;4,00;13,00;11,00
2021-07-04;77,00;731,50;19,25;19,25;19,25;46,00;38,00;18,00;13,00;20,00;5,00;10,00;4,00
2021-07-11;70,00;612,50;17,50;17,50;35,00;30,00;37,00;15,00;9,00;11,00;6,00;11,00;11,00
2021-07-18;68,00;697,00;17,00;17,00;34,00;24,00;27,00;16,00;10,00;19,00;8,00;10,00;14,00
2021-07-25;100,00;783,33;16,67;33,33;33,33;37,00;30,00;26,00;15,00;28,00;16,00;14,00;12,00
2021-08-01;76,00;893,00;19,00;38,00;38,00;29,00;34,00;38,00;6,00;27,00;15,00;8,00;11,00
2021-08-08;66,00;874,50;16,50;33,00;16,50;34,00;24,00;22,00;12,00;24,00;13,00;15,00;11,00
2021-08-15;82,00;688,80;16,40;16,40;16,40;30,00;20,00;25,00;11,00;23,00;9,00;8,00;17,00
2021-08-22;75,00;862,50;18,75;18,75;37,50;19,00;22,00;26,00;10,00;14,00;8,00;7,00;13,00
2021-08-29;46,00;567,33;15,33;15,33;15,33;31,00;14,00;19,00;10,00;9,00;9,00;5,00;8,00
2021-09-05;47,00;626,67;15,67;15,67;15,67;24,00;11,00;22,00;8,00;14,00;5,00;3,00;6,00
2021-09-12;41,00;963,50;20,50;20,50;41,00;23,00;20,00;26,00;11,00;11,00;3,00;10,00;12,00
2021-09-19;32,00;800,00;16,00;32,00;16,00;28,00;14,00;19,00;11,00;12,00;5,00;3,00;3,00
2021-09-26;43,00;1161,00;10,75;21,50;21,50;20,00;17,00;19,00;6,00;5,00;2,00;11,00;3,00
2021-10-03;34,00;952,00;17,00;17,00;17,00;24,00;11,00;11,00;17,00;8,00;2,00;7,00;3,00
2021-10-10;29,00;884,50;14,50;14,50;14,50;18,00;20,00;34,00;6,00;6,00;5,00;2,00;3,00
2021-10-17;22,00;1628,00;44,00;44,00;22,00;20,00;19,00;16,00;8,00;6,00;5,00;3,00;2,00
2021-10-24;32,00;848,00;16,00;16,00;16,00;12,00;18,00;13,00;6,00;11,00;6,00;7,00;3,00
2021-10-31;19,00;798,00;19,00;19,00;19,00;18,00;9,00;16,00;3,00;9,00;9,00;2,00;0,00
2021-11-07;17,00;731,00;17,00;17,00;17,00;23,00;15,00;11,00;11,00;6,00;5,00;0,00;0,00
2021-11-14;22,00;858,00;22,00;22,00;11,00;8,00;15,00;20,00;3,00;3,00;6,00;3,00;0,00
2021-11-21;19,00;703,00;19,00;19,00;19,00;4,00;7,00;9,00;6,00;0,00;6,00;2,00;1,00
