Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;21,00;37,00;24,00;71,00;0,00;5,00;4,00;4,00;4,00
2019-01-13;21,00;27,00;19,00;57,00;2,00;4,00;5,00;5,00;7,00
2019-01-20;16,00;34,00;21,00;58,00;3,00;2,00;2,00;5,00;4,00
2019-01-27;19,00;26,00;26,00;52,00;1,00;4,00;3,00;13,00;5,00
2019-02-03;16,00;31,00;22,00;49,00;1,00;2,00;4,00;18,00;2,00
2019-02-10;19,00;37,00;21,00;41,00;3,00;2,00;3,00;18,00;6,00
2019-02-17;19,00;29,00;13,00;46,00;4,00;3,00;6,00;16,00;2,00
2019-02-24;15,00;24,00;13,00;34,00;2,00;1,00;3,00;13,00;5,00
2019-03-03;16,00;31,00;13,00;44,00;4,00;2,00;7,00;17,00;4,00
2019-03-10;14,00;27,00;20,00;45,00;1,00;2,00;3,00;21,00;2,00
2019-03-17;15,00;29,00;13,00;39,00;2,00;4,00;4,00;21,00;4,00
2019-03-24;19,00;22,00;12,00;38,00;1,00;1,00;9,00;21,00;1,00
2019-03-31;15,00;36,00;15,00;54,00;3,00;1,00;6,00;4,00;1,00
2019-04-07;18,00;23,00;11,00;48,00;1,00;3,00;5,00;5,00;4,00
2019-04-14;13,00;20,00;8,00;67,00;2,00;2,00;1,00;5,00;3,00
2019-04-21;19,00;16,00;12,00;68,00;1,00;3,00;5,00;4,00;5,00
2019-04-28;19,00;25,00;12,00;53,00;1,00;1,00;5,00;6,00;1,00
2019-05-05;15,00;26,00;7,00;51,00;2,00;0,00;5,00;3,00;4,00
2019-05-12;14,00;17,00;5,00;44,00;1,00;2,00;3,00;4,00;1,00
2019-05-19;18,00;12,00;10,00;39,00;2,00;1,00;7,00;3,00;4,00
2019-05-26;25,00;17,00;8,00;39,00;0,00;3,00;5,00;4,00;4,00
2019-06-02;18,00;15,00;10,00;52,00;2,00;3,00;4,00;7,00;4,00
2019-06-09;13,00;20,00;16,00;39,00;3,00;0,00;6,00;6,00;4,00
2019-06-16;23,00;20,00;30,00;37,00;2,00;3,00;4,00;6,00;4,00
2019-06-23;15,00;22,00;13,00;44,00;3,00;1,00;6,00;5,00;6,00
2019-06-30;20,00;16,00;14,00;54,00;2,00;1,00;4,00;4,00;4,00
2019-07-07;15,00;28,00;10,00;52,00;1,00;2,00;6,00;6,00;1,00
2019-07-14;19,00;18,00;16,00;48,00;1,00;1,00;6,00;4,00;5,00
2019-07-21;22,00;25,00;16,00;52,00;2,00;1,00;5,00;1,00;3,00
2019-07-28;13,00;20,00;10,00;46,00;1,00;2,00;4,00;4,00;4,00
2019-08-04;19,00;25,00;13,00;48,00;0,00;1,00;5,00;5,00;4,00
2019-08-11;21,00;19,00;12,00;45,00;3,00;1,00;4,00;4,00;3,00
2019-08-18;25,00;19,00;14,00;57,00;1,00;3,00;5,00;1,00;6,00
2019-08-25;27,00;23,00;15,00;61,00;2,00;2,00;2,00;5,00;3,00
2019-09-01;20,00;28,00;17,00;65,00;1,00;2,00;4,00;6,00;1,00
2019-09-08;19,00;27,00;9,00;53,00;0,00;3,00;3,00;5,00;3,00
2019-09-15;13,00;28,00;16,00;45,00;1,00;3,00;6,00;3,00;3,00
2019-09-22;31,00;21,00;10,00;56,00;1,00;3,00;2,00;2,00;5,00
2019-09-29;23,00;23,00;16,00;54,00;2,00;1,00;2,00;3,00;2,00
2019-10-06;21,00;23,00;18,00;57,00;1,00;3,00;5,00;4,00;5,00
2019-10-13;18,00;24,00;10,00;45,00;1,00;1,00;6,00;3,00;3,00
2019-10-20;19,00;18,00;11,00;52,00;1,00;1,00;8,00;4,00;2,00
2019-10-27;18,00;20,00;16,00;58,00;0,00;1,00;4,00;2,00;2,00
2019-11-03;17,00;22,00;15,00;61,00;1,00;3,00;3,00;7,00;1,00
2019-11-10;24,00;20,00;23,00;63,00;2,00;1,00;3,00;7,00;5,00
2019-11-17;13,00;21,00;16,00;57,00;2,00;4,00;13,00;9,00;2,00
2019-11-24;18,00;25,00;8,00;51,00;2,00;3,00;4,00;6,00;9,00
2019-12-01;14,00;19,00;12,00;48,00;2,00;1,00;3,00;5,00;4,00
2019-12-08;20,00;20,00;20,00;43,00;1,00;2,00;5,00;5,00;4,00
2019-12-15;13,00;22,00;15,00;40,00;2,00;2,00;2,00;4,00;3,00
2019-12-22;21,00;33,00;16,00;70,00;2,00;5,00;2,00;3,00;3,00
2019-12-29;18,00;24,00;11,00;60,00;1,00;4,00;2,00;6,00;5,00
2020-01-05;22,00;33,00;23,00;59,00;1,00;5,00;2,00;7,00;3,00
2020-01-12;21,00;33,00;22,00;60,00;2,00;4,00;3,00;7,00;5,00
2020-01-19;16,00;34,00;22,00;88,00;1,00;3,00;3,00;3,00;3,00
2020-01-26;11,00;38,00;17,00;44,00;2,00;1,00;18,00;6,00;1,00
2020-02-02;15,00;31,00;13,00;46,00;2,00;2,00;6,00;4,00;1,00
2020-02-09;17,00;30,00;10,00;48,00;1,00;2,00;2,00;3,00;2,00
2020-02-16;17,00;28,00;14,00;54,00;2,00;2,00;1,00;4,00;3,00
2020-02-23;13,00;49,00;12,00;41,00;2,00;1,00;3,00;5,00;2,00
2020-03-01;19,00;25,00;14,00;44,00;1,00;3,00;11,00;4,00;2,00
2020-03-08;12,00;26,00;15,00;47,00;1,00;3,00;3,00;3,00;3,00
2020-03-15;13,00;27,00;12,00;22,00;2,00;1,00;6,00;2,00;3,00
2020-03-22;10,00;10,00;8,00;26,00;0,50;1,00;6,00;2,00;3,00
2020-03-29;15,00;15,00;9,00;20,00;1,00;0,00;3,00;4,00;4,00
2020-04-05;20,00;12,00;4,00;26,00;0,00;2,00;4,00;4,00;1,00
2020-04-12;15,00;7,00;6,00;34,00;1,00;2,00;4,00;2,00;2,00
2020-04-19;12,00;13,00;8,00;20,00;1,00;7,00;8,00;3,00;3,00
2020-04-26;10,00;11,00;3,00;17,00;1,00;1,00;8,00;4,00;0,50
2020-05-03;10,00;8,00;7,00;25,00;2,00;2,00;9,00;2,00;7,00
2020-05-10;8,00;14,00;7,00;37,00;1,00;1,00;7,00;4,00;5,00
2020-05-17;13,00;12,00;4,00;24,00;1,00;1,00;4,00;3,00;2,00
2020-05-24;12,00;14,00;5,00;25,00;1,00;1,00;6,00;2,00;3,00
2020-05-31;15,00;14,00;7,00;34,00;3,00;1,00;3,00;3,00;0,00
2020-06-07;26,00;14,00;5,00;27,00;2,00;1,00;4,00;3,00;4,00
2020-06-14;100,00;9,00;6,00;35,00;2,00;4,00;5,00;3,00;2,00
2020-06-21;18,00;9,00;8,00;27,00;2,00;2,00;3,00;2,00;3,00
2020-06-28;16,00;12,00;4,00;30,00;2,00;2,00;6,00;1,00;1,00
2020-07-05;21,00;15,00;6,00;33,00;1,00;1,00;5,00;2,00;3,00
2020-07-12;13,00;11,00;1,00;30,00;1,00;1,00;5,00;2,00;4,00
2020-07-19;15,00;10,00;3,00;22,00;1,00;3,00;3,00;1,00;2,00
2020-07-26;15,00;9,00;5,00;24,00;1,00;1,00;3,00;2,00;1,00
2020-08-02;15,00;7,00;3,00;25,00;3,00;5,00;3,00;3,00;3,00
2020-08-09;11,00;5,00;6,00;36,00;1,00;2,00;2,00;2,00;2,00
2020-08-16;16,00;12,00;5,00;36,00;1,00;1,00;2,00;2,00;1,00
2020-08-23;10,00;17,00;5,00;38,00;2,00;2,00;3,00;3,00;2,00
2020-08-30;11,00;16,00;3,00;36,00;2,00;2,00;1,00;1,00;2,00
2020-09-06;29,00;17,00;8,00;52,00;0,00;2,00;2,00;5,00;4,00
2020-09-13;8,00;16,00;7,00;38,00;0,00;2,00;4,00;3,00;3,00
2020-09-20;11,00;17,00;8,00;34,00;1,00;3,00;5,00;2,00;3,00
2020-09-27;12,00;17,00;5,00;33,00;1,00;1,00;2,00;1,00;4,00
2020-10-04;12,00;10,00;6,00;24,00;1,00;3,00;3,00;3,00;6,00
2020-10-11;10,00;10,00;7,00;36,00;1,00;3,00;2,00;1,00;2,00
2020-10-18;8,00;12,00;2,00;20,00;1,00;1,00;4,00;4,00;3,00
2020-10-25;11,00;11,00;6,00;19,00;1,00;0,00;2,00;2,00;1,00
2020-11-01;8,00;10,00;5,00;13,00;1,00;2,00;1,00;2,00;3,00
2020-11-08;12,00;7,00;3,00;20,00;1,00;1,00;3,00;2,00;1,00
2020-11-15;14,00;7,00;4,00;15,00;1,00;2,00;3,00;4,00;2,00
2020-11-22;9,00;10,00;8,00;17,00;1,00;1,00;2,00;2,00;1,00
2020-11-29;10,00;8,00;7,00;16,00;2,00;1,00;3,00;2,00;1,00
2020-12-06;8,00;11,00;5,00;20,00;0,00;2,00;4,00;3,00;3,00
2020-12-13;7,00;11,00;6,00;48,00;1,00;3,00;3,00;14,00;3,00
2020-12-20;10,00;18,00;7,00;49,00;1,00;2,00;3,00;6,00;1,00
2020-12-27;17,00;18,00;15,00;44,00;0,00;7,00;2,00;3,00;2,00
2021-01-03;11,00;15,00;14,00;39,00;1,00;4,00;9,00;3,00;2,00
2021-01-10;18,00;19,00;8,00;31,00;1,00;10,00;4,00;3,00;1,00
2021-01-17;9,00;20,00;7,00;37,00;2,00;2,00;3,00;2,00;3,00
2021-01-24;9,00;15,00;6,00;34,00;1,00;3,00;4,00;3,00;2,00
2021-01-31;11,00;19,00;9,00;35,00;1,00;4,00;3,00;7,00;2,00
2021-02-07;12,00;22,00;4,00;53,00;1,00;3,00;3,00;3,00;2,00
2021-02-14;10,00;14,00;5,00;22,00;1,00;3,00;5,00;1,00;4,00
