Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;40,00;24,00;18,00;17,00;0,00;81,67;5,00;6,67;0,00;0,00;68,57;68,57;5,71;10,67;0,00;69,33;0,00;11,67;88,33;11,67;40,00
2019-01-13;52,00;49,00;18,00;35,00;0,00;46,97;11,74;0,00;5,03;23,11;83,78;69,33;11,56;5,47;5,47;84,84;5,47;173,33;55,47;17,33;5,20
2019-01-20;40,00;36,00;17,00;23,00;11,00;73,33;5,00;0,00;16,67;5,71;88,57;68,57;0,00;0,00;5,33;69,33;0,00;52,17;41,74;17,39;74,78
2019-01-27;34,00;0,00;17,00;23,00;0,00;62,90;17,00;0,00;11,90;0,00;93,50;79,33;5,67;5,67;0,00;73,67;31,17;22,10;124,10;0,00;22,10
2019-02-03;17,00;12,00;0,00;17,00;0,00;59,50;35,70;0,00;11,90;5,67;102,00;73,67;0,00;0,00;0,00;56,67;0,00;5,10;90,10;0,00;11,90
2019-02-10;29,00;25,00;0,00;18,00;0,00;83,59;23,88;0,00;5,12;11,60;116,00;75,40;0,00;0,00;0,00;87,00;18,45;17,06;104,06;0,00;5,12
2019-02-17;24,00;25,00;24,00;0,00;0,00;61,71;18,86;0,00;12,00;0,00;123,00;108,00;6,00;0,00;0,00;66,67;0,00;0,00;106,29;17,14;12,00
2019-02-24;29,00;18,00;0,00;23,00;6,00;23,88;30,71;0,00;0,00;11,60;78,30;95,70;5,80;5,27;5,27;81,73;5,27;11,94;66,53;0,00;17,06
2019-03-03;53,00;37,00;18,00;35,00;12,00;64,59;23,19;6,63;18,22;5,58;64,16;86,47;0,00;0,00;0,00;106,00;0,00;6,84;49,58;5,13;5,13
2019-03-10;41,00;43,00;12,00;12,00;0,00;23,92;54,67;6,83;11,96;11,71;79,07;70,29;5,86;0,00;0,00;49,20;0,00;0,00;73,46;5,13;23,92
2019-03-17;24,00;25,00;6,00;18,00;0,00;54,86;37,71;6,86;18,86;12,00;75,00;87,00;6,00;0,00;5,33;72,00;0,00;12,00;68,57;17,14;12,00
2019-03-24;48,00;25,00;6,00;6,00;0,00;36,41;48,00;6,62;18,21;11,29;79,06;76,24;5,65;0,00;5,33;80,00;5,33;0,00;18,86;0,00;0,00
2019-03-31;53,00;43,00;6,00;12,00;0,00;35,90;23,94;0,00;17,10;27,89;55,79;61,37;5,58;0,00;0,00;117,16;5,58;5,13;11,97;0,00;17,10
2019-04-07;37,00;33,00;0,00;6,00;12,00;62,23;68,95;0,00;18,50;99,62;54,08;85,38;11,38;0,00;0,00;100,43;5,29;0,00;18,50;18,50;11,77
2019-04-14;32,00;13,00;13,00;6,00;6,00;20,21;20,21;6,74;32,00;0,00;72,73;90,18;14,55;5,33;0,00;176,00;8,00;13,47;52,21;55,58;32,00
2019-04-21;55,00;45,00;6,00;31,00;6,00;30,00;36,67;0,00;6,67;5,79;69,47;66,58;0,00;5,50;0,00;63,25;13,75;6,88;13,75;6,88;0,00
2019-04-28;40,00;30,00;17,00;17,00;0,00;56,67;5,00;11,67;11,67;0,00;42,86;65,71;5,71;5,33;0,00;114,67;0,00;0,00;29,57;12,17;12,17
2019-05-05;39,00;35,00;11,00;11,00;6,00;62,74;45,78;0,00;22,04;5,57;52,93;94,71;0,00;0,00;0,00;58,50;0,00;0,00;23,74;11,87;16,96
2019-05-12;46,00;31,00;30,00;23,00;12,00;34,50;75,57;0,00;11,50;11,50;97,75;89,13;0,00;0,00;0,00;73,06;5,41;17,04;30,67;17,04;11,93
2019-05-19;68,00;42,00;23,00;11,00;11,00;84,59;34,83;0,00;11,61;5,67;119,00;102,00;22,67;10,88;0,00;141,44;5,44;5,10;40,80;11,90;5,10
2019-05-26;68,00;42,00;23,00;17,00;17,00;68,00;16,59;0,00;4,98;17,00;93,50;102,00;5,67;10,88;0,00;136,00;5,44;17,00;59,50;11,90;11,90
2019-06-02;65,00;29,00;11,00;38,00;5,00;48,33;21,67;5,00;38,33;11,30;98,91;73,48;11,30;10,83;0,00;173,33;10,83;5,13;46,18;27,37;22,24
2019-06-09;50,00;23,00;23,00;22,00;6,00;43,33;21,67;6,67;16,67;23,53;100,00;141,18;5,88;0,00;0,00;186,11;5,56;12,07;34,48;17,24;37,93
2019-06-16;69,00;54,00;18,00;34,00;11,00;87,51;28,61;6,73;23,56;11,50;115,00;92,00;0,00;11,04;0,00;102,12;5,52;34,50;12,08;12,08;22,43
2019-06-23;42,00;32,00;12,00;24,00;24,00;92,40;43,68;6,72;6,72;11,20;123,20;114,80;5,60;5,25;0,00;181,13;18,38;18,48;43,68;35,28;23,52
2019-06-30;93,00;20,00;19,00;37,00;0,00;104,63;61,45;0,00;31,55;5,64;87,36;171,91;5,64;19,15;0,00;232,50;0,00;6,89;32,72;18,94;56,83
2019-07-07;72,00;32,00;49,00;12,00;24,00;132,28;66,98;6,70;41,86;37,44;207,36;149,76;11,52;0,00;5,54;227,08;5,54;18,86;94,29;17,14;48,00
2019-07-14;83,00;47,00;20,00;57,00;6,00;110,10;77,92;13,55;25,41;5,72;217,52;186,03;5,72;5,53;0,00;249,00;22,13;19,02;67,44;38,04;44,96
2019-07-21;100,00;49,00;7,00;7,00;20,00;133,33;93,33;6,67;13,33;20,00;131,43;137,14;5,71;5,41;0,00;232,43;13,51;41,38;50,00;32,76;20,69
2019-07-28;51,00;34,00;20,00;32,00;13,00;64,60;45,90;6,80;13,60;5,67;187,00;189,83;11,33;0,00;0,00;177,16;40,26;25,50;113,90;32,30;18,70
