Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;22,00;23,00;34,00;11,00;0,00;22,00;0,00;0,00;0,00;11,00;84,33;55,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;11,00;22,00
2019-01-13;79,00;57,00;34,00;0,00;0,00;0,00;21,94;0,00;33,65;0,00;79,00;79,00;0,00;0,00;0,00;55,96;0,00;0,00;60,33;11,49;0,00
2019-01-20;68,00;46,00;34,00;11,00;0,00;34,00;22,17;0,00;0,00;0,00;98,22;45,33;11,33;0,00;11,15;34,56;11,15;11,57;0,00;0,00;23,15
2019-01-27;33,00;34,00;0,00;0,00;0,00;100,50;0,00;0,00;10,50;11,00;157,67;55,00;0,00;0,00;0,00;22,00;0,00;0,00;70,30;0,00;11,48
2019-02-03;58,00;47,00;23,00;0,00;0,00;69,90;0,00;11,90;0,00;11,60;162,40;85,07;0,00;0,00;0,00;45,96;12,04;0,00;24,05;0,00;22,63
2019-02-10;35,00;24,00;23,00;12,00;0,00;70,00;0,00;11,67;11,67;0,00;108,89;85,56;0,00;0,00;0,00;35,00;0,00;0,00;36,40;0,00;11,20
2019-02-17;24,00;24,00;12,00;12,00;0,00;48,00;0,00;0,00;36,00;12,00;184,00;52,00;0,00;0,00;0,00;60,57;12,57;0,00;0,00;0,00;11,29
2019-02-24;35,00;47,00;0,00;12,00;0,00;94,35;12,17;0,00;12,17;0,00;163,33;58,33;0,00;0,00;0,00;47,42;0,00;0,00;0,00;0,00;0,00
2019-03-03;55,00;67,00;22,00;11,00;0,00;10,41;10,41;0,00;22,30;0,00;113,93;102,14;11,79;0,00;0,00;86,90;0,00;11,58;11,58;0,00;11,58
2019-03-10;45,00;57,00;34,00;23,00;0,00;69,00;0,00;12,00;12,00;11,25;142,50;78,75;0,00;0,00;0,00;45,00;21,95;0,00;11,61;0,00;0,00
2019-03-17;70,00;35,00;35,00;0,00;0,00;93,83;0,00;11,91;11,91;0,00;140,00;58,33;0,00;0,00;0,00;58,89;12,22;11,43;50,00;0,00;22,86
2019-03-24;0,00;0,00;23,00;35,00;0,00;47,00;0,00;16,00;16,00;0,00;21,00;25,00;0,00;0,00;11,00;52,00;10,00;0,00;0,00;0,00;8,00
2019-03-31;69,00;70,00;58,00;23,00;0,00;57,26;0,00;11,74;11,74;11,50;149,50;69,00;0,00;0,00;0,00;46,00;0,00;11,50;48,88;0,00;0,00
2019-04-07;44,00;88,00;65,00;22,00;11,00;54,27;0,00;10,27;44,00;0,00;184,00;128,00;12,00;11,00;0,00;53,90;11,00;11,35;58,19;0,00;32,65
2019-04-14;77,00;52,00;38,00;38,00;13,00;77,00;0,00;13,33;38,50;0,00;385,00;130,90;11,55;0,00;0,00;103,78;0,00;0,00;68,44;12,83;12,83
2019-04-21;63,00;77,00;25,00;38,00;0,00;49,81;13,19;13,19;24,91;27,56;196,88;133,88;0,00;0,00;0,00;50,84;12,16;12,89;40,09;0,00;12,89
2019-04-28;66,00;45,00;44,00;56,00;0,00;76,27;0,00;0,00;10,27;11,65;155,29;93,18;11,65;0,00;22,00;88,00;11,00;11,23;0,00;0,00;22,47
2019-05-05;67,00;34,00;45,00;22,00;11,00;44,67;0,00;0,00;11,91;11,82;161,59;94,59;0,00;0,00;0,00;32,95;10,98;0,00;0,00;11,40;22,81
2019-05-12;57,00;46,00;34,00;11,00;0,00;81,00;0,00;12,00;0,00;22,80;155,80;102,60;0,00;0,00;0,00;57,00;11,18;0,00;24,23;0,00;11,40
2019-05-19;45,00;57,00;11,00;11,00;0,00;78,39;0,00;0,00;0,00;0,00;112,50;90,00;11,25;0,00;0,00;45,00;34,02;0,00;0,00;0,00;11,25
2019-05-26;61,00;87,00;12,00;49,00;0,00;36,31;11,62;0,00;24,69;0,00;183,00;198,25;0,00;0,00;0,00;72,98;11,98;36,88;0,00;0,00;36,88
