Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;89,00;52,00;37,00;49,00;17,00;71,00;35,00;45,00;11,00;38,00;19,00;93,00;35,00;8,00;17,00;27,00;3,00;103,49;5,17;41,40;36,22;0,00;22,00;10,00;2,00;10,00;12,00;1,00;46,00;36,00;13,00;21,00;0,00;4,00;4,00;1,00;2,00;17,00;2,00;1,00;1,00;0,00;1,00;0,00
2019-01-13;100,00;40,00;38,00;36,00;7,00;61,00;36,00;37,00;13,00;25,00;12,00;72,00;28,00;3,00;14,00;29,00;2,00;92,78;6,19;26,80;44,33;1,00;17,00;9,00;1,00;7,00;11,00;1,00;39,00;34,00;13,00;20,00;0,00;2,00;2,00;1,00;1,00;11,00;4,00;2,00;1,00;0,00;0,00;0,00
2019-01-20;79,00;39,00;40,00;30,00;6,00;50,00;31,00;27,00;14,00;24,00;17,00;33,00;30,00;1,00;7,00;28,00;1,00;79,00;6,24;28,07;28,07;2,00;49,00;6,00;1,00;8,00;11,00;1,00;30,00;30,00;9,00;10,00;1,00;4,00;2,00;1,00;1,00;11,00;1,00;1,00;1,00;1,00;1,00;1,00
2019-01-27;79,00;31,00;26,00;34,00;12,00;48,00;35,00;17,00;12,00;27,00;13,00;38,00;24,00;4,00;10,00;31,00;2,00;88,36;7,28;27,03;31,18;0,00;18,00;10,00;0,00;6,00;6,00;2,00;36,00;31,00;5,00;13,00;0,00;1,00;5,00;2,00;0,00;9,00;2,00;2,00;1,00;0,00;1,00;1,00
2019-02-03;85,00;26,00;34,00;26,00;15,00;42,00;29,00;15,00;9,00;18,00;9,00;44,00;24,00;7,00;12,00;22,00;2,00;74,63;6,22;29,02;22,80;0,00;19,00;7,00;2,00;6,00;7,00;2,00;34,00;25,00;8,00;7,00;1,00;2,00;5,00;1,00;0,00;10,00;1,00;2,00;1,00;0,00;1,00;0,00
2019-02-10;66,00;33,00;30,00;26,00;3,00;39,00;25,00;20,00;7,00;14,00;8,00;32,00;23,00;2,00;6,00;27,00;2,00;69,14;6,29;30,38;19,90;3,00;19,00;4,00;1,00;4,00;17,00;0,00;33,00;21,00;6,00;10,00;0,00;3,00;2,00;1,00;0,00;10,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-02-17;66,00;31,00;35,00;29,00;6,00;51,00;19,00;21,00;12,00;16,00;7,00;38,00;34,00;1,00;9,00;22,00;2,00;61,88;6,19;21,66;22,69;2,00;25,00;5,00;1,00;8,00;9,00;0,00;27,00;26,00;6,00;10,00;0,00;2,00;1,00;1,00;1,00;10,00;1,00;1,00;0,00;1,00;1,00;0,00
2019-02-24;63,00;23,00;29,00;22,00;3,00;42,00;35,00;17,00;3,00;18,00;10,00;39,00;21,00;3,00;3,00;21,00;1,00;57,84;3,10;30,98;13,43;1,00;16,00;6,00;1,00;8,00;6,00;1,00;21,00;20,00;8,00;11,00;1,00;3,00;2,00;1,00;1,00;6,00;3,00;1,00;1,00;0,00;0,00;0,00
2019-03-03;63,00;28,00;31,00;22,00;4,00;30,00;25,00;14,00;9,00;18,00;7,00;37,00;23,00;2,00;7,00;24,00;1,00;63,00;3,10;21,69;22,72;1,00;16,00;6,00;1,00;3,00;6,00;0,00;27,00;40,00;5,00;8,00;1,00;1,00;1,00;1,00;1,00;7,00;1,00;1,00;0,00;0,00;1,00;0,00
2019-03-10;52,00;33,00;23,00;26,00;5,00;32,00;26,00;18,00;6,00;14,00;10,00;28,00;23,00;2,00;4,00;25,00;1,00;48,88;1,04;17,68;17,68;1,00;10,00;5,00;1,00;5,00;8,00;0,00;23,00;17,00;4,00;8,00;0,00;1,00;3,00;1,00;1,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00
