Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;17,00;1,06;212,50;108,38;0,00;13,00
2019-01-13;12,00;2,40;208,80;103,20;1,20;16,00
2019-01-20;13,00;1,08;171,17;91,00;1,08;16,00
2019-01-27;15,00;1,07;150,00;92,14;1,07;13,00
2019-02-03;11,00;2,20;149,60;79,20;1,10;14,00
2019-02-10;10,00;2,00;130,00;94,00;2,00;10,00
2019-02-17;14,00;1,17;140,00;98,00;0,00;10,00
2019-02-24;11,00;4,40;140,80;81,40;1,10;18,00
2019-03-03;15,00;4,29;145,71;87,86;0,00;15,00
2019-03-10;11,00;1,10;140,80;85,80;0,00;9,00
2019-03-17;17,00;4,25;127,50;95,63;1,06;12,00
2019-03-24;13,00;2,17;130,00;86,67;0,00;13,00
2019-03-31;12,00;2,40;122,40;93,60;1,20;10,00
2019-04-07;9,00;2,25;144,00;90,00;1,13;12,00
2019-04-14;10,00;2,00;94,00;80,00;1,00;17,00
2019-04-21;12,00;2,40;163,20;84,00;1,20;12,00
2019-04-28;10,00;1,00;122,00;68,00;1,00;8,00
2019-05-05;18,00;1,13;114,75;83,25;2,25;19,00
2019-05-12;9,00;2,25;135,00;87,75;1,13;13,00
2019-05-19;9,00;2,25;137,25;85,50;1,13;16,00
2019-05-26;14,00;1,17;147,00;70,00;1,17;11,00
2019-06-02;17,00;2,43;145,71;92,29;2,43;11,00
2019-06-09;17,00;1,06;148,75;72,25;2,13;12,00
2019-06-16;13,00;2,17;123,50;88,83;0,00;13,00
2019-06-23;16,00;2,29;118,86;89,14;1,14;12,00
2019-06-30;9,00;0,00;126,00;96,75;1,13;14,00
2019-07-07;13,00;2,17;134,33;73,67;1,08;24,00
2019-07-14;10,00;2,00;124,00;76,00;2,00;7,00
2019-07-21;13,00;2,17;134,33;93,17;2,17;13,00
2019-07-28;13,00;2,17;143,00;99,67;1,08;18,00
2019-08-04;42,00;1,11;150,32;92,84;1,11;9,00
2019-08-11;15,00;1,07;135,00;90,00;2,14;11,00
2019-08-18;18,00;4,50;141,75;83,25;2,25;15,00
2019-08-25;12,00;1,00;130,00;80,00;0,00;12,00
2019-09-01;15,00;2,14;139,29;90,00;1,07;13,00
2019-09-08;18,00;2,25;162,00;101,25;0,00;18,00
2019-09-15;15,00;2,14;143,57;83,57;4,29;11,00
2019-09-22;13,00;2,17;147,33;75,83;1,08;12,00
2019-09-29;18,00;4,50;130,50;87,75;0,00;11,00
2019-10-06;14,00;4,67;144,67;95,67;1,17;10,00
2019-10-13;9,00;4,50;126,00;99,00;2,25;10,00
2019-10-20;13,00;6,50;117,00;75,83;0,00;13,00
2019-10-27;11,00;1,10;110,00;79,20;2,20;14,00
2019-11-03;54,00;2,25;128,25;81,00;0,00;11,00
2019-11-10;19,00;1,06;122,44;57,00;2,11;9,00
2019-11-17;14,00;4,67;102,67;84,00;1,17;13,00
2019-11-24;13,00;2,17;110,50;62,83;2,17;10,00
2019-12-01;8,00;1,00;96,00;66,00;1,00;7,00
2019-12-08;14,00;4,67;95,67;65,33;1,17;10,00
2019-12-15;12,00;2,40;105,60;84,00;2,40;13,00
2019-12-22;12,00;2,00;130,00;76,00;2,00;14,00
2019-12-29;12,00;2,40;213,60;108,00;2,40;29,00
2020-01-05;17,00;4,25;193,38;102,00;2,13;20,00
2020-01-12;21,00;2,33;207,67;114,33;2,33;15,00
2020-01-19;15,00;2,14;169,29;102,86;2,14;16,00
2020-01-26;12,00;4,80;187,20;112,80;2,40;11,00
2020-02-02;12,00;2,40;158,40;105,60;2,40;14,00
2020-02-09;12,00;4,80;153,60;88,80;1,20;16,00
2020-02-16;11,00;4,40;145,20;94,60;2,20;13,00
2020-02-23;10,00;5,00;140,00;87,50;0,00;12,00
2020-03-01;14,00;4,67;102,67;86,33;2,33;11,00
2020-03-08;17,00;2,13;97,75;78,63;2,13;10,00
2020-03-15;8,00;6,00;86,00;76,00;1,00;7,00
2020-03-22;13,00;6,50;52,00;49,83;1,08;6,00
2020-03-29;12,00;7,20;48,00;57,60;1,20;10,00
2020-04-05;12,00;2,00;62,00;52,00;1,00;4,00
2020-04-12;14,00;2,33;144,67;60,67;1,17;13,00
2020-04-19;11,00;4,40;63,80;63,80;0,00;8,00
2020-04-26;9,00;2,25;58,50;45,00;1,13;7,00
2020-05-03;8,00;6,00;44,00;42,00;0,00;9,00
2020-05-10;9,00;4,50;58,50;45,00;1,13;7,00
2020-05-17;9,00;2,25;56,25;49,50;1,13;6,00
2020-05-24;8,00;2,00;52,00;50,00;0,00;4,00
2020-05-31;9,00;2,25;67,50;47,25;1,13;10,00
2020-06-07;8,00;2,67;64,00;61,33;2,67;8,00
2020-06-14;12,00;7,20;50,40;52,80;1,20;7,00
2020-06-21;8,00;2,67;74,67;66,67;2,67;6,00
2020-06-28;18,00;4,50;69,75;54,00;1,13;5,00
2020-07-05;15,00;4,29;70,71;53,57;2,14;8,00
2020-07-12;13,00;2,17;62,83;54,17;1,08;7,00
2020-07-19;10,00;2,50;77,50;47,50;2,50;4,00
2020-07-26;8,00;2,00;52,00;52,00;2,00;6,00
2020-08-02;13,00;4,33;73,67;49,83;2,17;7,00
2020-08-09;14,00;4,67;102,67;63,00;1,17;7,00
2020-08-16;13,00;2,17;73,67;52,00;2,17;9,00
2020-08-23;10,00;1,25;72,50;70,00;2,50;4,00
2020-08-30;8,00;2,00;62,00;52,00;1,00;6,00
2020-09-06;27,00;2,25;67,50;54,00;1,13;5,00
2020-09-13;13,00;4,33;60,67;58,50;1,08;7,00
2020-09-20;11,00;2,20;59,40;46,20;2,20;8,00
2020-09-27;13,00;2,17;54,17;54,17;1,08;6,00
2020-10-04;12,00;2,40;72,00;69,60;2,40;6,00
2020-10-11;11,00;1,10;61,60;57,20;1,10;10,00
2020-10-18;10,00;2,50;70,00;70,00;2,50;3,00
2020-10-25;9,00;2,25;51,75;76,50;2,25;4,00
2020-11-01;10,00;2,50;50,00;45,00;0,00;8,00
2020-11-08;5,00;2,50;70,00;52,50;1,25;8,00
2020-11-15;5,00;2,50;55,00;55,00;2,50;5,00
2020-11-22;8,00;2,67;69,33;69,33;2,67;7,00
2020-11-29;8,00;2,00;40,00;50,00;1,00;6,00
2020-12-06;7,00;2,33;53,67;58,33;1,17;5,00
2020-12-13;90,00;2,25;56,25;51,75;1,13;21,00
2020-12-20;100,00;2,22;40,00;55,56;2,22;9,00
2020-12-27;48,00;2,18;76,36;56,73;2,18;13,00
2021-01-03;19,00;2,11;59,11;61,22;2,11;8,00
2021-01-10;19,00;1,19;71,25;57,00;2,38;9,00
2021-01-17;17,00;2,13;59,50;65,88;1,06;6,00
2021-01-24;10,00;2,50;42,50;55,00;5,00;5,00
2021-01-31;13,00;1,08;41,17;49,83;1,08;5,00
2021-02-07;12,00;2,40;50,40;55,20;2,40;5,00
2021-02-14;11,00;2,20;48,40;46,20;2,20;8,00
2021-02-21;10,00;2,00;72,00;44,00;1,00;9,00
2021-02-28;8,00;2,00;64,00;54,00;1,00;7,00
2021-03-07;9,00;2,25;51,75;49,50;2,25;9,00
2021-03-14;9,00;2,25;58,50;47,25;2,25;7,00
2021-03-21;12,00;2,40;48,00;72,00;1,20;6,00
2021-03-28;9,00;2,25;47,25;54,00;0,00;9,00
2021-04-04;10,00;2,00;36,00;52,00;2,00;4,00
2021-04-11;12,00;2,40;40,80;48,00;0,00;4,00
2021-04-18;10,00;1,25;45,00;57,50;1,25;3,00
2021-04-25;6,00;2,00;34,00;44,00;1,00;7,00
2021-05-02;10,00;2,00;48,00;84,00;2,00;7,00
2021-05-09;5,00;2,50;37,50;85,00;1,25;6,00
2021-05-16;7,00;2,33;30,33;49,00;1,17;5,00
2021-05-23;9,00;0,00;29,25;47,25;1,13;4,00
2021-05-30;10,00;1,00;30,00;36,00;1,00;2,00
2021-06-06;8,00;1,33;29,33;45,33;0,00;4,00
2021-06-13;7,00;2,33;32,67;37,33;1,17;4,00
2021-06-20;9,00;4,50;40,50;38,25;1,13;4,00
2021-06-27;10,00;2,50;40,00;45,00;1,25;4,00
2021-07-04;8,00;1,33;58,67;34,67;2,67;4,00
2021-07-11;13,00;1,08;47,67;41,17;1,08;3,00
2021-07-18;16,00;2,29;66,29;45,71;2,29;6,00
2021-07-25;22,00;1,10;79,20;41,80;1,10;4,00
2021-08-01;25,00;13,64;97,73;38,64;1,14;8,00
2021-08-08;12,00;2,40;84,00;40,80;0,00;5,00
2021-08-15;11,00;2,20;79,20;46,20;1,10;3,00
2021-08-22;12,00;2,40;100,80;43,20;1,20;8,00
2021-08-29;13,00;1,08;86,67;41,17;0,00;4,00
2021-09-05;25,00;1,14;88,64;38,64;1,14;3,00
2021-09-12;7,00;1,17;100,33;37,33;2,33;4,00
2021-09-19;9,00;1,13;119,25;42,75;2,25;7,00
2021-09-26;9,00;2,25;101,25;38,25;1,13;7,00
2021-10-03;16,00;4,57;146,29;52,57;0,00;7,00
2021-10-10;8,00;2,67;186,67;72,00;1,33;5,00
2021-10-17;11,00;0,00;121,00;61,60;0,00;5,00
2021-10-24;8,00;1,00;102,00;44,00;1,00;5,00
2021-10-31;8,00;1,00;90,00;48,00;1,00;8,00
2021-11-07;10,00;1,25;120,00;65,00;1,25;8,00
2021-11-14;13,00;0,00;101,83;54,17;1,08;8,00
2021-11-21;9,00;2,25;96,75;42,75;4,50;8,00
2021-11-28;11,00;1,10;63,80;41,80;2,20;4,00
2021-12-05;11,00;1,10;66,00;33,00;2,20;7,00
2021-12-12;11,00;2,20;68,20;48,40;0,00;3,00
2021-12-19;14,00;4,67;63,00;51,33;2,33;3,00
2021-12-26;15,00;2,14;117,86;79,29;2,14;8,00
2022-01-02;10,00;0,00;185,00;100,00;2,50;16,00
2022-01-09;9,00;2,25;168,75;85,50;2,25;6,00
2022-01-16;8,00;2,00;144,00;80,00;2,00;2,00
2022-01-23;13,00;2,17;156,00;80,17;2,17;11,00
2022-01-30;9,00;2,25;175,50;81,00;1,13;8,00
2022-02-06;7,00;2,33;172,67;84,00;1,17;12,00
2022-02-13;11,00;2,20;143,00;81,40;1,10;6,00
2022-02-20;12,00;2,40;151,20;76,80;2,40;8,00
2022-02-27;8,00;0,00;116,00;68,00;2,00;9,00
2022-03-06;6,00;2,00;128,00;70,00;2,00;7,00
2022-03-13;6,00;2,00;122,00;78,00;0,00;8,00
2022-03-20;10,00;2,50;152,50;80,00;2,50;9,00
2022-03-27;13,00;1,08;127,83;78,00;0,00;9,00
2022-04-03;12,00;2,40;153,60;93,60;2,40;12,00
2022-04-10;5,00;2,50;132,50;90,00;2,50;10,00
2022-04-17;14,00;2,33;161,00;84,00;2,33;9,00
2022-04-24;9,00;2,25;144,00;81,00;2,25;12,00
2022-05-01;10,00;2,00;132,00;68,00;1,00;9,00
2022-05-08;14,00;9,33;133,00;72,33;2,33;8,00
2022-05-15;9,00;2,25;130,50;78,75;1,13;10,00
2022-05-22;13,00;1,08;117,00;69,33;2,17;12,00
2022-05-29;20,00;2,22;126,67;64,44;2,22;11,00
2022-06-05;11,00;1,10;114,40;85,80;1,10;9,00
2022-06-12;11,00;2,20;116,60;63,80;2,20;10,00
2022-06-19;13,00;4,33;127,83;75,83;2,17;9,00
2022-06-26;11,00;4,40;129,80;74,80;2,20;9,00
