Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;49,00;379,75;67,38;12,25;24,50;33,00;38,00;18,00;29,00;15,00;9,00;10,00;13,00;14,00;21,00;5,00;56,00;6,68;10,02;94,66;5,57;60,03;3,68;2,45;2,45;46,00;16,00;30,00;1,00;44,22;26,29;40,63;7,17;5,00;10,00;8,00
2019-01-13;47,00;358,38;52,88;17,63;23,50;33,00;33,00;17,00;31,00;15,00;9,00;10,00;11,00;12,00;18,00;5,00;59,00;6,71;11,19;90,64;5,60;58,13;2,47;2,47;2,47;45,00;14,00;31,00;2,00;47,00;26,51;38,56;7,23;5,00;9,00;8,00
2019-01-20;45,00;405,00;57,86;12,86;25,71;30,00;41,00;20,00;28,00;14,00;8,00;10,00;11,00;11,00;18,00;4,00;53,00;6,75;10,13;91,13;5,63;57,16;3,65;2,43;2,43;47,00;16,00;32,00;2,00;40,26;28,42;36,71;7,11;5,00;8,00;8,00
2019-01-27;38,00;392,67;50,67;19,00;19,00;27,00;30,00;18,00;28,00;14,00;10,00;8,00;12,00;11,00;18,00;4,00;53,00;5,76;10,36;73,70;5,76;55,16;2,45;2,45;2,45;61,00;17,00;20,00;2,00;41,56;26,13;35,63;7,13;5,00;5,00;6,00
2019-02-03;37,00;388,50;55,50;12,33;24,67;29,00;29,00;21,00;30,00;15,00;9,00;10,00;13,00;12,00;18,00;5,00;55,00;6,73;11,21;67,27;5,61;59,20;3,70;2,47;2,47;45,00;15,00;20,00;2,00;44,16;26,26;40,58;7,16;4,00;7,00;7,00
2019-02-10;36,00;396,00;48,00;18,00;24,00;30,00;29,00;21,00;33,00;16,00;9,00;9,00;14,00;12,00;19,00;4,00;57,00;7,88;11,25;66,38;4,50;57,60;2,40;2,40;2,40;46,00;15,00;20,00;2,00;41,81;26,71;39,48;9,29;6,00;6,00;7,00
2019-02-17;37,00;419,33;55,50;18,50;24,67;31,00;29,00;21,00;32,00;14,00;10,00;10,00;14,00;14,00;20,00;3,00;57,00;7,85;11,21;71,76;5,61;67,83;2,47;2,47;2,47;47,00;15,00;17,00;2,00;45,35;29,84;40,58;9,55;5,00;6,00;7,00
2019-02-24;39,00;416,00;58,50;19,50;32,50;30,00;29,00;24,00;33,00;15,00;10,00;9,00;14,00;11,00;20,00;4,00;58,00;7,80;11,14;65,74;4,46;75,56;2,44;2,44;2,44;47,00;15,00;21,00;2,00;46,09;30,73;39,00;9,45;5,00;4,00;6,00
2019-03-03;37,00;400,83;49,33;18,50;24,67;31,00;29,00;21,00;37,00;13,00;10,00;10,00;14,00;11,00;19,00;4,00;69,00;5,61;11,21;77,36;4,48;66,60;2,47;2,47;2,47;53,00;17,00;19,00;2,00;42,97;35,81;41,77;8,35;5,00;6,00;6,00
2019-03-10;41,00;380,71;52,71;17,57;23,43;31,00;27,00;20,00;37,00;14,00;8,00;9,00;15,00;11,00;18,00;3,00;57,00;6,65;14,41;68,70;7,76;61,50;2,41;2,41;2,41;47,00;15,00;17,00;2,00;44,51;26,94;38,66;9,37;5,00;5,00;6,00
2019-03-17;36,00;432,00;48,00;18,00;24,00;30,00;26,00;20,00;33,00;13,00;9,00;9,00;15,00;10,00;18,00;3,00;57,00;6,75;10,13;67,50;6,75;72,00;2,48;3,72;2,48;47,00;15,00;16,00;2,00;40,80;28,80;38,40;8,40;5,00;6,00;7,00
2019-03-24;43,00;405,43;49,14;18,43;24,57;30,00;29,00;19,00;35,00;15,00;9,00;8,00;14,00;11,00;18,00;4,00;60,00;6,79;11,32;69,03;6,79;66,34;2,46;2,46;2,46;46,00;15,00;18,00;2,00;44,19;28,67;38,22;8,36;6,00;5,00;7,00
2019-03-31;55,00;446,11;55,00;18,33;30,56;37,00;39,00;21,00;35,00;14,00;10,00;13,00;16,00;11,00;20,00;4,00;61,00;7,86;13,47;107,76;7,86;74,56;3,67;2,44;1,22;53,00;15,00;37,00;2,00;43,04;31,09;55,00;10,76;6,00;9,00;7,00
2019-04-07;60,00;420,00;54,00;18,00;30,00;38,00;40,00;21,00;39,00;16,00;10,00;15,00;16,00;11,00;21,00;4,00;61,00;7,92;11,32;84,91;6,79;78,37;3,67;2,45;1,22;50,00;13,00;38,00;2,00;46,80;32,40;46,80;10,80;6,00;9,00;9,00
2019-04-14;68,00;618,18;49,45;18,55;30,91;35,00;47,00;19,00;34,00;16,00;10,00;14,00;15,00;10,00;17,00;4,00;58,00;7,80;10,03;82,49;6,69;75,29;3,64;2,43;2,43;55,00;15,00;38,00;2,00;46,53;34,60;54,88;10,74;9,00;11,00;8,00
2019-04-21;65,00;481,00;52,00;13,00;32,50;34,00;37,00;19,00;32,00;13,00;9,00;14,00;14,00;12,00;17,00;4,00;61,00;8,97;11,21;84,05;5,60;76,04;3,68;2,45;2,45;54,00;14,00;34,00;2,00;43,73;36,64;37,82;11,82;9,00;9,00;9,00
2019-04-28;62,00;415,40;49,60;12,40;31,00;33,00;38,00;21,00;33,00;14,00;9,00;11,00;14,00;13,00;18,00;5,00;58,00;9,02;10,15;74,40;5,64;80,60;3,72;3,72;2,48;49,00;13,00;40,00;2,00;44,12;31,00;40,54;8,35;6,00;11,00;9,00
2019-05-05;59,00;406,44;52,44;13,11;32,78;36,00;36,00;27,00;36,00;14,00;10,00;12,00;12,00;12,00;18,00;5,00;53,00;8,91;11,13;74,58;6,68;74,98;2,46;2,46;2,46;48,00;14,00;37,00;3,00;42,48;28,32;36,58;9,44;6,00;11,00;9,00
2019-05-12;61,00;366,00;42,70;12,20;30,50;33,00;35,00;20,00;30,00;11,00;9,00;11,00;11,00;13,00;17,00;4,00;57,00;7,91;11,30;79,07;5,65;68,32;3,66;2,44;2,44;48,00;13,00;35,00;2,00;40,67;28,71;38,27;9,57;6,00;9,00;9,00
2019-05-19;59,00;419,56;45,89;13,11;26,22;28,00;38,00;20,00;29,00;11,00;9,00;11,00;12,00;10,00;16,00;4,00;59,00;7,94;9,08;96,44;5,67;67,60;2,46;2,46;2,46;50,00;14,00;36,00;2,00;40,94;31,31;34,92;9,63;7,00;9,00;8,00
2019-05-26;61,00;427,00;42,70;12,20;30,50;28,00;37,00;20,00;29,00;14,00;8,00;13,00;13,00;12,00;15,00;4,00;59,00;7,76;9,98;83,18;5,55;74,42;3,66;2,44;1,22;55,00;13,00;36,00;2,00;45,45;32,29;37,08;11,96;9,00;10,00;8,00
2019-06-02;69,00;451,64;43,91;12,55;31,36;26,00;39,00;18,00;27,00;11,00;9,00;11,00;11,00;10,00;25,00;4,00;58,00;7,92;9,05;85,97;5,66;76,39;4,93;2,46;2,46;55,00;13,00;36,00;3,00;46,40;34,50;39,26;11,90;8,00;10,00;10,00
2019-06-09;72,00;438,00;42,00;12,00;30,00;28,00;40,00;17,00;27,00;12,00;8,00;12,00;12,00;10,00;15,00;3,00;61,00;7,88;9,00;85,50;5,63;81,93;3,72;2,48;2,48;55,00;18,00;39,00;2,00;44,40;33,60;38,40;14,40;9,00;10,00;10,00
2019-06-16;78,00;462,00;42,00;12,00;30,00;23,00;43,00;19,00;27,00;10,00;8,00;11,00;12,00;10,00;15,00;4,00;61,00;7,80;10,03;84,69;5,57;81,66;3,66;3,66;1,22;54,00;15,00;32,00;2,00;47,27;35,45;40,18;13,00;8,00;10,00;10,00
2019-06-23;80,00;486,15;36,92;12,31;30,77;22,00;39,00;17,00;28,00;9,00;9,00;10,00;15,00;8,00;20,00;4,00;61,00;7,89;10,14;92,39;5,63;89,85;3,69;2,46;2,46;55,00;16,00;38,00;3,00;46,57;38,21;40,60;14,33;9,00;11,00;10,00
2019-06-30;79,00;461,85;42,54;12,15;30,38;25,00;41,00;17,00;28,00;10,00;9,00;13,00;13,00;10,00;15,00;4,00;63,00;6,77;9,03;100,44;5,64;92,58;3,70;2,47;2,47;55,00;16,00;39,00;2,00;46,68;37,11;41,89;15,56;10,00;14,00;12,00
2019-07-07;79,00;455,77;42,54;12,15;36,46;26,00;43,00;17,00;28,00;12,00;8,00;13,00;12,00;9,00;18,00;4,00;61,00;8,90;10,01;91,24;7,79;92,37;4,86;3,65;2,43;58,00;17,00;37,00;2,00;45,99;41,27;40,09;15,33;10,00;13,00;12,00
2019-07-14;80,00;467,69;43,08;12,31;36,92;29,00;41,00;19,00;31,00;10,00;10,00;13,00;13,00;10,00;18,00;5,00;59,00;10,14;10,14;90,14;6,76;96,00;3,69;2,46;2,46;59,00;16,00;36,00;3,00;48,96;42,99;42,99;16,72;11,00;11,00;11,00
2019-07-21;85,00;485,71;48,57;18,21;36,43;27,00;41,00;22,00;32,00;12,00;11,00;14,00;15,00;10,00;17,00;5,00;65,00;10,07;11,18;92,83;6,71;98,55;3,70;3,70;2,46;64,00;18,00;40,00;2,00;49,08;44,30;44,30;15,56;11,00;9,00;13,00
2019-07-28;88,00;490,29;50,29;18,86;44,00;33,00;45,00;21,00;35,00;13,00;11,00;13,00;16,00;11,00;20,00;5,00;65,00;7,90;11,28;95,90;10,15;111,55;4,96;3,72;2,48;62,00;20,00;40,00;3,00;51,14;49,95;49,95;14,27;12,00;12,00;13,00
2019-08-04;97,00;491,06;54,56;18,19;42,44;33,00;43,00;20,00;40,00;13,00;9,00;14,00;14,00;14,00;19,00;5,00;69,00;8,92;11,15;94,77;8,92;112,96;4,91;2,46;2,46;66,00;21,00;43,00;2,00;54,41;55,60;50,87;14,20;15,00;13,00;13,00
2019-08-11;100,00;506,25;56,25;18,75;50,00;34,00;50,00;20,00;35,00;15,00;11,00;14,00;13,00;10,00;21,00;6,00;68,00;11,24;11,24;95,51;7,87;114,81;4,94;3,70;2,47;75,00;18,00;45,00;2,00;57,14;61,90;54,76;16,67;14,00;12,00;14,00
2019-08-18;86,00;454,57;49,14;18,43;36,86;29,00;43,00;19,00;33,00;13,00;10,00;13,00;14,00;11,00;18,00;5,00;82,00;8,94;10,05;88,23;25,69;105,66;3,69;3,69;2,46;66,00;18,00;40,00;2,00;53,01;47,12;42,41;12,96;13,00;11,00;13,00
2019-08-25;76,00;449,67;44,33;12,67;31,67;28,00;46,00;24,00;27,00;13,00;10,00;11,00;15,00;10,00;16,00;5,00;80,00;6,71;8,94;81,59;25,71;85,81;3,68;2,45;2,45;56,00;15,00;40,00;3,00;47,50;36,81;41,56;13,06;10,00;12,00;11,00
2019-09-01;78,00;420,00;48,00;12,00;24,00;30,00;44,00;19,00;27,00;12,00;9,00;13,00;15,00;10,00;18,00;5,00;68,00;7,80;11,14;82,46;6,69;80,44;3,66;2,44;2,44;55,00;15,00;38,00;2,00;44,91;36,64;39,00;9,45;9,00;10,00;10,00
2019-09-08;71,00;464,73;58,09;12,91;25,82;28,00;41,00;20,00;26,00;13,00;10,00;11,00;13,00;12,00;16,00;5,00;66,00;6,76;10,14;89,03;6,76;74,67;3,67;3,67;2,45;51,00;14,00;36,00;2,00;43,32;33,69;39,71;10,83;8,00;9,00;10,00
2019-09-15;68,00;438,91;49,45;12,36;24,73;30,00;40,00;24,00;26,00;14,00;9,00;12,00;14,00;12,00;16,00;4,00;68,00;6,80;11,33;89,53;5,67;75,42;3,71;2,47;2,47;55,00;15,00;37,00;2,00;47,72;33,40;40,56;10,74;8,00;9,00;9,00
2019-09-22;64,00;448,00;57,60;12,80;25,60;28,00;40,00;22,00;27,00;15,00;9,00;13,00;17,00;12,00;16,00;5,00;64,00;5,61;11,23;84,21;5,61;66,46;3,69;2,46;2,46;55,00;14,00;36,00;1,00;47,41;29,63;39,11;10,67;9,00;11,00;8,00
