Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;33,00;396,00;297,00;181,50;148,50;124,67;78,83;88,00;108,17;62,33;79,44;55,00;56,22;75,43;66,00;33,00;21,21;39,00;37,00;22,00;35,00;21,00;26,00;27,00;16,00;15,00;22,00;16,00;10,00;9,00;9,00;3,00;4,00;4,00;3,00;1,00
2019-01-13;36,00;396,00;324,00;198,00;198,00;134,53;89,05;75,79;132,63;62,07;65,79;55,86;62,07;79,71;69,43;33,43;25,71;38,00;66,00;26,00;29,00;25,00;16,00;19,00;24,00;31,00;9,00;14,00;12,00;13,00;3,00;6,00;9,00;0,00;4,00;1,00
2019-01-20;30,00;285,00;240,00;180,00;120,00;129,38;80,63;105,00;127,50;82,50;57,50;61,25;66,25;75,00;65,00;22,50;20,00;39,00;51,00;24,00;23,00;24,00;30,00;23,00;27,00;19,00;22,00;16,00;13,00;8,00;7,00;6,00;5,00;4,00;3,00;1,00
2019-01-27;22,00;462,00;440,00;242,00;220,00;115,50;69,67;93,50;117,33;85,56;59,89;55,00;70,89;70,89;63,56;36,67;26,89;32,00;49,00;26,00;23,00;35,00;22,00;15,00;23,00;15,00;21,00;4,00;9,00;8,00;11,00;5,00;5,00;4,00;0,00;0,00
2019-02-03;19,00;437,00;342,00;247,00;152,00;100,70;62,70;108,30;119,70;73,47;76,00;55,73;82,33;76,00;66,50;21,38;21,38;31,00;63,00;31,00;21,00;31,00;24,00;29,00;25,00;13,00;22,00;4,00;15,00;9,00;14,00;5,00;4,00;5,00;2,00;1,00
2019-02-10;25,00;287,50;237,50;162,50;112,50;132,69;67,31;94,23;109,62;82,50;62,50;47,50;71,25;75,00;72,50;27,50;32,50;36,00;54,00;21,00;25,00;31,00;13,00;18,00;15,00;17,00;16,00;4,00;13,00;14,00;16,00;12,00;11,00;9,00;1,00;3,00
2019-02-17;24,00;252,00;228,00;144,00;108,00;99,69;59,08;97,85;121,85;73,20;52,80;60,00;76,80;60,00;76,80;28,80;24,00;41,00;58,00;38,00;31,00;31,00;25,00;17,00;21,00;28,00;18,00;4,00;9,00;11,00;9,00;8,00;9,00;6,00;2,00;4,00
2019-02-24;28,00;336,00;266,00;168,00;112,00;123,20;65,33;112,00;113,87;70,61;79,13;53,57;79,13;66,18;61,09;17,82;25,45;36,00;48,00;29,00;37,00;31,00;15,00;16,00;15,00;19,00;11,00;1,00;8,00;14,00;12,00;5,00;9,00;8,00;3,00;5,00
2019-03-03;32,00;416,00;288,00;224,00;144,00;137,41;80,94;112,94;112,94;66,46;68,92;54,15;83,69;56,62;68,92;34,46;29,54;27,00;50,00;31,00;31,00;25,00;20,00;27,00;21,00;26,00;17,00;3,00;10,00;11,00;14,00;7,00;10,00;3,00;2,00;3,00
2019-03-10;26,00;312,00;221,00;156,00;117,00;118,86;63,14;104,00;118,86;65,62;55,71;63,14;99,05;52,00;65,00;20,80;28,60;29,00;51,00;23,00;30,00;31,00;25,00;24,00;21,00;16,00;19,00;2,00;8,00;12,00;11,00;6,00;10,00;4,00;2,00;3,00
2019-03-17;29,00;377,00;261,00;203,00;116,00;117,81;59,81;85,19;108,75;50,43;70,61;69,35;79,43;48,33;60,42;26,58;21,75;35,00;51,00;21,00;27,00;22,00;25,00;19,00;17,00;19,00;19,00;6,00;7,00;4,00;14,00;4,00;2,00;3,00;2,00;2,00
2019-03-24;36,00;432,00;342,00;216,00;162,00;117,00;68,40;91,80;115,20;69,52;72,00;54,62;74,48;64,80;72,00;31,20;26,40;32,00;48,00;30,00;42,00;37,00;25,00;18,00;22,00;23,00;14,00;7,00;8,00;13,00;10,00;7,00;18,00;7,00;4,00;3,00
2019-03-31;37,00;462,50;314,50;259,00;222,00;136,90;79,55;99,90;146,15;88,80;75,23;75,23;96,20;76,47;81,40;24,67;19,73;42,00;43,00;24,00;33,00;41,00;21,00;12,00;24,00;25,00;20,00;14,00;16,00;16,00;16,00;12,00;15,00;7,00;9,00;3,00
2019-04-07;45,00;435,00;315,00;225,00;195,00;160,20;99,00;113,40;122,40;85,14;83,92;72,97;64,46;92,50;77,50;27,50;25,00;54,00;55,00;30,00;37,00;34,00;22,00;24,00;20,00;27,00;11,00;14,00;12,00;9,00;14,00;2,00;14,00;8,00;5,00;0,00
2019-04-14;37,00;1850,00;314,50;314,50;203,50;112,85;101,75;96,20;140,60;71,53;69,07;61,67;59,20;66,60;51,80;24,67;44,40;37,00;56,00;26,00;30,00;37,00;12,00;13,00;18,00;34,00;13,00;19,00;10,00;13,00;17,00;11,00;9,00;6,00;7,00;1,00
2019-04-21;41,00;341,67;205,00;150,33;123,00;87,35;73,09;87,35;85,57;67,53;49,44;41,00;74,76;43,41;38,59;33,76;28,94;46,00;52,00;32,00;21,00;44,00;14,00;11,00;26,00;30,00;12,00;8,00;10,00;11,00;10,00;9,00;10,00;2,00;2,00;3,00
2019-04-28;35,00;385,00;245,00;210,00;157,50;123,42;62,63;86,58;116,05;66,25;66,25;48,75;58,75;60,00;57,50;27,50;17,50;57,00;44,00;29,00;26,00;24,00;19,00;25,00;18,00;18,00;11,00;19,00;17,00;11,00;5,00;9,00;8,00;3,00;5,00;0,00
