Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;48,00;192,00;89,14;61,71;198,86;16,00;32,00;800,00;32,00;12,00;48,00;354,00;84,00;400,00;16,00;36,00;144,00;44,80;48,00;40,00;33,60;11,23;14,30;80,68;7,15;7,00;0,00;11,00;4,00;4,00;15,00;45,00;0,00;24,89;21,33;0,00;177,78;4,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;56,00;119,00;56,00;70,00;224,00;48,00;40,00;560,00;32,00;37,33;37,33;280,00;80,89;318,77;4,31;21,54;142,15;36,80;48,00;36,80;25,60;14,52;11,41;74,67;4,15;4,00;18,00;11,00;7,00;15,00;4,00;34,00;0,00;36,13;18,06;3,61;124,65;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;61,00;108,44;81,33;33,89;122,00;17,43;26,14;461,86;34,86;18,30;24,40;146,40;42,70;223,67;4,07;16,27;93,53;17,66;49,76;20,87;25,68;7,24;42,39;46,53;0,00;4,00;7,00;18,00;11,00;0,00;4,00;39,00;7,00;14,35;21,53;0,00;78,94;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;29,00;87,00;43,50;72,50;72,50;48,33;38,67;473,67;58,00;46,40;23,20;156,60;63,80;232,00;12,43;33,14;62,14;35,44;32,22;11,28;17,72;18,26;10,74;55,85;29,00;3,00;7,00;14,00;14,00;7,00;4,00;28,00;4,00;7,25;21,75;0,00;68,88;7,00;7,00;3,00;0,00;0,00;0,00;0,00
2019-02-03;30,00;90,00;60,00;60,00;112,50;15,00;15,00;322,50;22,50;18,00;24,00;192,00;42,00;201,43;8,57;30,00;81,43;14,21;33,16;28,42;7,89;7,50;10,71;57,86;0,00;4,00;4,00;4,00;18,00;7,00;7,00;22,00;0,00;31,76;21,18;3,53;47,65;11,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;41,00;109,33;34,17;47,83;143,50;8,20;16,40;418,20;24,60;11,71;35,14;140,57;58,57;303,40;0,00;24,60;86,10;33,12;33,12;22,08;14,19;14,72;18,92;64,13;0,00;4,00;4,00;11,00;11,00;7,00;4,00;26,00;0,00;28,52;17,83;0,00;85,57;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;42,00;126,00;63,00;63,00;119,00;42,00;33,60;470,40;33,60;12,00;18,00;144,00;48,00;256,20;8,40;46,20;71,40;19,38;50,08;25,85;11,31;18,90;0,00;95,55;4,20;0,00;7,00;7,00;15,00;7,00;0,00;34,00;0,00;27,39;14,61;0,00;69,39;11,00;7,00;0,00;4,00;0,00;0,00;0,00
2019-02-24;41,00;95,67;88,83;61,50;109,33;41,00;41,00;459,20;32,80;29,29;17,57;140,57;41,00;196,80;4,10;24,60;73,80;7,88;33,12;39,42;7,88;14,72;7,36;64,13;7,36;0,00;4,00;4,00;11,00;11,00;15,00;26,00;0,00;21,39;17,83;0,00;55,26;4,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;33,00;118,80;72,60;59,40;92,40;33,00;41,25;387,75;33,00;11,00;11,00;143,00;38,50;214,50;12,38;8,25;49,50;11,00;28,29;14,14;11,00;11,34;7,22;74,25;7,22;0,00;4,00;11,00;15,00;0,00;0,00;18,00;0,00;13,89;13,89;10,42;64,26;4,00;4,00;11,00;0,00;0,00;0,00;0,00
2019-03-10;22,00;80,67;117,33;44,00;117,33;29,33;14,67;300,67;22,00;27,50;27,50;181,50;60,50;215,60;0,00;8,80;92,40;25,14;25,14;17,29;7,86;3,14;14,67;51,33;0,00;0,00;11,00;4,00;11,00;4,00;7,00;4,00;0,00;0,00;11,00;0,00;53,17;0,00;4,00;4,00;0,00;0,00;0,00;0,00
2019-03-17;25,00;87,50;87,50;31,25;62,50;25,00;16,67;266,67;33,33;12,50;12,50;131,25;25,00;116,67;4,17;25,00;62,50;3,13;25,00;17,19;0,00;3,13;3,13;29,17;3,13;0,00;4,00;0,00;0,00;11,00;4,00;22,00;0,00;7,14;10,71;0,00;17,86;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;45,00;57,86;77,14;19,29;77,14;3,75;7,50;127,50;15,00;5,63;0,00;118,13;28,13;85,91;4,09;16,36;53,18;8,04;3,21;14,46;8,04;0,00;4,19;30,35;0,00;0,00;4,00;0,00;4,00;0,00;4,00;15,00;0,00;10,80;3,60;0,00;14,40;4,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;34,00;54,40;95,20;34,00;54,40;17,00;8,50;102,00;8,50;17,00;5,67;68,00;22,67;34,00;4,25;17,00;25,50;3,24;8,10;45,33;0,00;0,00;7,21;29,88;0,00;7,00;0,00;4,00;4,00;4,00;0,00;8,00;0,00;17,89;10,74;3,58;10,74;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;11,00;22,00;55,00;16,50;27,50;22,00;11,00;88,00;11,00;0,00;5,50;27,50;27,50;51,33;7,33;11,00;44,00;3,14;7,86;42,43;3,14;0,00;0,00;25,00;0,00;0,00;7,00;0,00;0,00;0,00;4,00;15,00;0,00;3,67;0,00;3,67;3,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;27,00;40,50;54,00;6,75;33,75;18,00;0,00;36,00;0,00;0,00;5,40;37,80;5,40;46,29;0,00;7,71;30,86;7,94;0,00;7,94;0,00;0,00;0,00;35,31;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;7,20;0,00;0,00;16,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;27,00;94,50;40,50;13,50;40,50;18,00;9,00;63,00;9,00;0,00;5,40;32,40;16,20;30,86;0,00;11,57;30,86;0,00;3,18;0,00;7,94;0,00;0,00;15,58;0,00;0,00;8,00;0,00;4,00;8,00;0,00;15,00;0,00;7,20;16,20;0,00;12,60;0,00;4,00;0,00;4,00;0,00;0,00;0,00
2019-04-28;7,00;70,00;70,00;7,00;49,00;14,00;3,50;77,00;3,50;0,00;7,00;21,00;21,00;38,50;3,50;7,00;24,50;0,00;0,00;12,60;2,80;3,00;0,00;21,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;7,00;0,00;10,50;3,50;0,00;17,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;36,00;21,60;93,60;7,20;14,40;4,50;4,50;63,00;9,00;0,00;0,00;36,00;18,00;20,00;0,00;4,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;17,49;0,00;0,00;0,00;0,00;0,00;4,00;0,00;7,00;0,00;10,80;10,80;0,00;18,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-05-12;29,00;14,50;65,25;7,25;14,50;0,00;3,63;36,25;0,00;0,00;0,00;23,20;29,00;24,86;0,00;8,29;16,57;3,22;3,22;11,28;0,00;0,00;0,00;14,50;0,00;4,00;4,00;0,00;4,00;0,00;4,00;7,00;0,00;3,63;7,25;3,63;7,25;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-05-19;40,00;13,33;86,67;0,00;33,33;0,00;0,00;72,00;4,00;5,71;0,00;34,29;22,86;12,00;0,00;12,00;16,00;3,20;3,20;14,40;0,00;0,00;0,00;25,26;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;10,91;0,00;3,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;29,00;7,25;174,00;7,25;29,00;3,63;7,25;65,25;0,00;0,00;5,80;11,60;23,20;33,14;4,14;12,43;24,86;0,00;0,00;17,72;3,22;7,25;3,11;21,75;3,11;4,00;0,00;4,00;0,00;0,00;0,00;11,00;4,00;7,25;3,63;0,00;10,88;0,00;7,00;4,00;0,00;0,00;0,00;0,00
