Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;95,00;54,13;23,20;64,77;1,08;15,11;34,00;21,00;16,00;19,00;24,00;24,00;26,00;1,00;4,00;18,00;2,00;9,00;3,00;8,00;7,00;4,00;3,00;3,00;1,00;4,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50
2019-01-13;90,00;60,00;21,11;62,14;1,07;12,86;32,00;22,00;18,00;18,00;24,00;26,00;26,00;2,00;5,00;19,00;3,00;7,00;3,00;6,00;8,00;5,00;3,00;3,00;1,00;6,00;2,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-01-20;77,00;50,60;18,70;62,03;1,07;12,83;29,00;20,00;17,00;17,00;21,00;24,00;20,00;1,00;4,00;16,00;3,00;6,00;3,00;6,00;8,00;4,00;3,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-01-27;87,00;55,77;21,19;45,68;1,09;15,23;26,00;20,00;12,00;18,00;21,00;20,00;24,00;1,00;4,00;18,00;2,00;7,00;2,00;7,00;7,00;4,00;3,00;2,00;1,00;3,00;2,00;1,00;1,00;1,00;1,00;0,50;0,50
2019-02-03;91,00;58,82;18,87;41,17;1,08;15,17;32,00;25,00;10,00;21,00;23,00;18,00;22,00;2,00;5,00;17,00;2,00;6,00;3,00;7,00;9,00;3,00;2,00;2,00;0,50;5,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-02-10;79,00;58,97;17,80;38,43;1,07;14,95;26,00;21,00;13,00;20,00;23,00;21,00;25,00;2,00;5,00;19,00;3,00;5,00;3,00;7,00;7,00;4,00;3,00;2,00;1,00;3,00;2,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-02-17;74,00;59,64;18,78;39,18;1,09;17,41;24,00;21,00;14,00;19,00;19,00;19,00;23,00;2,00;5,00;18,00;12,00;6,00;3,00;6,00;7,00;3,00;3,00;2,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,00;0,50
2019-02-24;78,00;53,49;16,71;39,00;1,08;17,33;27,00;20,00;13,00;18,00;21,00;19,00;23,00;2,00;5,00;19,00;2,00;7,00;2,00;6,00;10,00;3,00;3,00;1,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,00;0,50
2019-03-03;76,00;55,88;20,12;41,26;1,09;13,03;24,00;19,00;12,00;21,00;21,00;19,00;22,00;2,00;5,00;19,00;3,00;7,00;3,00;6,00;8,00;4,00;3,00;1,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-03-10;77,00;56,91;18,97;36,36;1,07;14,97;27,00;19,00;12,00;22,00;19,00;20,00;24,00;2,00;5,00;21,00;4,00;8,00;3,00;7,00;10,00;3,00;3,00;2,00;1,00;5,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-03-17;73,00;64,02;16,85;37,61;1,11;15,48;21,00;22,00;14,00;21,00;20,00;20,00;25,00;2,00;5,00;19,00;3,00;7,00;2,00;7,00;8,00;4,00;3,00;1,00;0,50;3,00;2,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-03-24;78,00;54,60;18,94;36,83;1,08;17,33;24,00;22,00;12,00;22,00;19,00;17,00;24,00;2,00;6,00;16,00;3,00;8,00;3,00;7,00;7,00;4,00;2,00;1,00;1,00;5,00;3,00;1,00;2,00;1,00;2,00;0,50;0,50
2019-03-31;70,00;50,00;13,33;56,88;1,09;19,69;31,00;20,00;16,00;23,00;22,00;22,00;20,00;2,00;7,00;18,00;2,00;6,00;3,00;7,00;9,00;5,00;5,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;2,00;0,50;0,50
2019-04-07;75,00;53,73;16,79;55,71;1,07;19,29;31,00;18,00;16,00;22,00;25,00;21,00;19,00;3,00;5,00;17,00;2,00;6,00;4,00;8,00;8,00;4,00;5,00;3,00;1,00;3,00;3,00;2,00;2,00;1,00;2,00;0,50;0,50
2019-04-14;73,00;110,61;12,17;60,12;1,07;25,76;29,00;17,00;15,00;22,00;21,00;21,00;20,00;2,00;5,00;19,00;3,00;8,00;4,00;7,00;10,00;4,00;7,00;4,00;2,00;5,00;4,00;2,00;3,00;1,00;2,00;0,00;0,50
2019-04-21;65,00;49,58;14,32;52,00;1,08;15,17;27,00;17,00;14,00;21,00;19,00;21,00;17,00;2,00;6,00;16,00;2,00;6,00;4,00;6,00;8,00;3,00;6,00;2,00;2,00;4,00;4,00;2,00;2,00;1,00;1,00;0,00;1,00
2019-04-28;64,00;46,04;12,35;44,14;1,10;17,66;25,00;18,00;14,00;18,00;24,00;20,00;17,00;1,00;5,00;15,00;2,00;6,00;3,00;6,00;6,00;3,00;4,00;2,00;1,00;4,00;2,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-05-05;69,00;57,87;14,47;47,44;1,08;19,41;25,00;18,00;16,00;21,00;16,00;22,00;18,00;2,00;6,00;17,00;2,00;7,00;3,00;7,00;6,00;2,00;5,00;4,00;1,00;4,00;2,00;1,00;3,00;1,00;1,00;0,50;0,50
2019-05-12;60,00;46,67;13,33;126,43;1,07;17,14;24,00;17,00;14,00;22,00;19,00;20,00;18,00;2,00;7,00;15,00;3,00;7,00;3,00;8,00;9,00;3,00;5,00;3,00;1,00;3,00;3,00;1,00;2,00;1,00;1,00;0,00;0,50
2019-05-19;57,00;46,94;15,65;74,54;1,10;15,35;25,00;13,00;13,00;17,00;19,00;24,00;17,00;2,00;7,00;15,00;4,00;8,00;4,00;6,00;9,00;4,00;5,00;3,00;1,00;4,00;3,00;1,00;3,00;1,00;2,00;0,50;1,00
2019-05-26;60,00;44,44;12,22;47,14;1,07;15,00;24,00;16,00;13,00;18,00;22,00;20,00;15,00;2,00;6,00;17,00;3,00;5,00;2,00;8,00;6,00;3,00;4,00;3,00;2,00;3,00;3,00;2,00;2,00;0,50;2,00;0,50;0,50
2019-06-02;68,00;52,39;15,61;48,26;1,10;17,55;26,00;18,00;14,00;18,00;20,00;35,00;16,00;4,00;8,00;17,00;2,00;7,00;4,00;7,00;8,00;4,00;6,00;3,00;1,00;4,00;5,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-06-09;68,00;47,93;16,72;50,45;1,10;17,55;27,00;20,00;16,00;20,00;20,00;25,00;20,00;5,00;8,00;18,00;3,00;7,00;4,00;7,00;9,00;3,00;5,00;4,00;1,00;4,00;4,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-06-16;71,00;49,92;15,53;43,03;1,08;17,21;29,00;18,00;14,00;20,00;24,00;23,00;19,00;4,00;7,00;18,00;3,00;7,00;4,00;8,00;8,00;4,00;6,00;3,00;2,00;4,00;3,00;1,00;3,00;1,00;2,00;0,50;0,50
2019-06-23;69,00;51,19;16,69;45,28;1,08;19,41;24,00;19,00;17,00;22,00;21,00;21,00;19,00;3,00;7,00;20,00;3,00;8,00;4,00;8,00;9,00;4,00;5,00;2,00;2,00;3,00;3,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-06-30;67,00;51,37;20,10;45,39;1,08;21,61;29,00;23,00;13,00;20,00;22,00;23,00;21,00;4,00;6,00;22,00;4,00;7,00;4,00;8,00;9,00;5,00;6,00;3,00;2,00;5,00;3,00;2,00;3,00;1,00;2,00;0,50;1,00
2019-07-07;70,00;53,33;17,78;45,94;1,09;19,69;34,00;21,00;16,00;21,00;25,00;26,00;22,00;3,00;7,00;18,00;3,00;8,00;5,00;8,00;10,00;5,00;6,00;3,00;2,00;6,00;4,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-07-14;69,00;61,21;20,03;45,28;1,08;21,56;33,00;21,00;18,00;20,00;25,00;26,00;23,00;2,00;9,00;22,00;4,00;9,00;5,00;9,00;11,00;4,00;7,00;4,00;3,00;4,00;5,00;1,00;4,00;1,00;2,00;0,50;1,00
2019-07-21;81,00;63,25;19,97;48,16;1,09;21,89;35,00;22,00;18,00;23,00;27,00;24,00;22,00;3,00;8,00;22,00;3,00;10,00;5,00;10,00;13,00;4,00;8,00;3,00;2,00;4,00;4,00;2,00;3,00;1,00;2,00;0,50;1,00
2019-07-28;82,00;65,38;21,05;47,47;2,16;23,74;34,00;25,00;17,00;25,00;29,00;27,00;25,00;3,00;8,00;22,00;3,00;10,00;5,00;9,00;15,00;5,00;9,00;3,00;2,00;5,00;6,00;2,00;3,00;1,00;3,00;0,50;1,00
2019-08-04;83,00;63,08;18,81;54,61;1,09;26,21;42,00;23,00;15,00;24,00;33,00;27,00;28,00;3,00;7,00;24,00;3,00;8,00;7,00;10,00;16,00;5,00;9,00;4,00;2,00;5,00;5,00;3,00;4,00;1,00;3,00;0,50;1,00
2019-08-11;79,00;65,65;17,80;68,03;1,10;24,14;38,00;22,00;16,00;24,00;29,00;23,00;26,00;3,00;7,00;21,00;3,00;9,00;6,00;8,00;12,00;5,00;9,00;3,00;2,00;4,00;6,00;3,00;4,00;1,00;2,00;0,50;0,50
2019-08-18;76,00;61,47;20,12;54,29;1,09;21,71;38,00;24,00;16,00;24,00;30,00;23,00;25,00;3,00;8,00;18,00;4,00;8,00;5,00;9,00;10,00;5,00;9,00;3,00;2,00;4,00;6,00;3,00;3,00;1,00;3,00;0,50;0,50
2019-08-25;75,00;58,21;17,91;49,29;2,14;21,43;36,00;23,00;17,00;21,00;26,00;25,00;22,00;4,00;6,00;19,00;3,00;8,00;6,00;8,00;10,00;4,00;7,00;5,00;1,00;6,00;4,00;2,00;3,00;1,00;2,00;0,50;0,50
2019-09-01;77,00;58,30;18,70;49,19;1,07;17,11;34,00;21,00;18,00;29,00;26,00;26,00;21,00;2,00;6,00;20,00;3,00;7,00;4,00;8,00;9,00;5,00;7,00;3,00;2,00;5,00;4,00;1,00;3,00;0,50;1,00;0,50;0,50
2019-09-08;72,00;54,28;17,72;48,00;1,09;17,45;31,00;18,00;17,00;21,00;25,00;25,00;21,00;3,00;6,00;19,00;2,00;8,00;5,00;7,00;9,00;4,00;5,00;3,00;1,00;5,00;4,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-09-15;77,00;65,84;17,86;55,61;1,07;17,11;32,00;19,00;18,00;26,00;22,00;23,00;22,00;3,00;6,00;20,00;3,00;8,00;2,00;8,00;8,00;4,00;5,00;4,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,00
