Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;45,00;45,00;22,50;22,50;1170,00;22,50;22,50;2250,00;22,50;15,00;30,00;705,00;202,50;911,25;11,25;45,00;1125,00;13,50;22,50;211,50;13,50;3,21;12,86;321,43;45,00;0,00;10,00;7,00;8,00;13,85;3,46;335,77;0,00;183,91;1,96;170,22;0,00;27,00;0,00;0,00;0,00;2,00;0,00
2019-01-13;38,00;38,00;38,00;19,00;836,00;19,00;9,50;1387,00;19,00;7,60;7,60;547,20;197,60;456,00;4,75;28,50;598,50;8,44;8,44;168,89;0,00;6,33;6,33;205,83;22,17;0,00;5,00;0,00;18,00;3,45;0,00;266,00;0,00;136,00;2,00;168,00;0,00;15,00;2,00;2,00;0,00;0,00;0,00
2019-01-20;48,00;48,00;48,00;24,00;672,00;12,00;12,00;864,00;24,00;16,00;8,00;336,00;184,00;316,80;4,80;28,80;470,40;4,36;17,45;170,18;0,00;6,40;12,80;124,80;16,00;2,00;2,00;2,00;10,00;3,43;0,00;264,00;0,00;126,00;0,00;94,00;2,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;68,00;34,00;17,00;34,00;408,00;11,33;11,33;816,00;11,33;7,56;15,11;279,56;226,67;351,33;5,67;34,00;498,67;9,07;13,60;149,60;4,53;3,24;6,48;132,76;29,14;0,00;7,00;2,00;2,00;3,40;3,40;265,20;3,40;140,00;0,00;88,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;48,00;24,00;24,00;24,00;672,00;12,00;24,00;792,00;24,00;8,00;8,00;288,00;136,00;326,40;4,80;28,80;432,00;4,36;8,73;170,18;4,36;3,20;12,80;121,60;25,60;2,00;5,00;0,00;8,00;0,00;0,00;216,00;0,00;82,00;0,00;92,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;39,00;19,50;19,50;19,50;507,00;9,75;9,75;546,00;9,75;7,80;7,80;304,20;179,40;292,50;9,75;19,50;448,50;8,67;4,33;186,33;4,33;6,50;13,00;120,25;16,25;0,00;0,00;0,00;8,00;7,09;3,55;219,82;3,55;112,89;0,00;88,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;62,00;31,00;31,00;15,50;372,00;10,33;10,33;496,00;0,00;0,00;15,50;170,50;155,00;279,00;5,17;41,33;413,33;4,43;4,43;163,86;0,00;0,00;0,00;99,20;40,30;5,00;3,00;3,00;0,00;17,22;3,44;192,89;3,44;100,00;0,00;102,00;0,00;15,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;29,00;29,00;29,00;14,50;377,00;14,50;14,50;696,00;29,00;14,50;7,25;224,75;152,25;222,33;4,83;19,33;357,67;12,43;4,14;157,43;8,29;0,00;6,44;83,78;9,67;0,00;8,00;3,00;5,00;16,11;0,00;170,78;0,00;104,40;1,93;54,13;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;72,00;36,00;18,00;36,00;360,00;12,00;0,00;624,00;24,00;8,00;16,00;320,00;216,00;308,57;5,14;20,57;370,29;8,47;4,24;177,88;8,47;6,26;12,52;87,65;28,17;0,00;0,00;0,00;15,00;3,43;3,43;195,43;0,00;84,00;0,00;68,00;8,00;20,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;64,00;16,00;32,00;16,00;384,00;10,67;0,00;554,67;21,33;8,00;8,00;304,00;168,00;266,67;0,00;32,00;352,00;8,53;12,80;149,33;0,00;9,60;6,40;73,60;12,80;3,00;0,00;3,00;8,00;3,37;0,00;138,11;0,00;80,00;0,00;78,00;3,00;5,00;0,00;0,00;0,00;3,00;0,00
2019-03-17;42,00;42,00;42,00;21,00;420,00;10,50;0,00;315,00;10,50;8,40;8,40;226,80;134,40;199,50;0,00;21,00;294,00;4,20;0,00;130,20;4,20;3,23;0,00;84,00;6,46;3,00;0,00;0,00;8,00;7,00;0,00;122,50;0,00;92,00;0,00;26,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;44,00;22,00;44,00;22,00;396,00;11,00;22,00;286,00;22,00;3,67;0,00;161,33;95,33;110,00;0,00;11,00;275,00;4,40;0,00;70,40;0,00;0,00;6,29;78,57;9,43;0,00;0,00;3,00;10,00;6,77;0,00;125,23;0,00;28,00;0,00;36,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00
2019-03-31;42,00;21,00;21,00;21,00;294,00;0,00;10,50;168,00;10,50;8,40;0,00;134,40;126,00;84,00;5,25;21,00;231,00;0,00;4,20;92,40;0,00;0,00;0,00;77,54;6,46;0,00;0,00;0,00;5,00;0,00;0,00;77,00;0,00;64,00;0,00;10,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;29,00;14,50;14,50;0,00;174,00;14,50;14,50;174,00;14,50;0,00;7,25;116,00;159,50;67,67;0,00;9,67;183,67;0,00;4,14;74,57;0,00;0,00;0,00;61,22;9,67;0,00;0,00;0,00;5,00;3,22;0,00;64,44;0,00;35,21;0,00;18,64;3,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;23,00;11,50;11,50;11,50;184,00;11,50;11,50;138,00;11,50;3,83;3,83;138,00;122,67;103,50;0,00;23,00;184,00;4,60;0,00;69,00;0,00;0,00;6,57;59,14;3,29;0,00;3,00;0,00;6,00;6,57;3,29;62,43;0,00;50,18;0,00;20,91;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;36,00;18,00;18,00;0,00;216,00;18,00;18,00;180,00;18,00;3,60;3,60;64,80;93,60;84,00;6,00;12,00;204,00;0,00;4,50;49,50;4,50;0,00;3,27;49,09;3,27;0,00;3,00;0,00;8,00;0,00;0,00;49,09;0,00;32,00;2,00;30,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;34,00;17,00;17,00;17,00;170,00;17,00;0,00;204,00;17,00;4,25;0,00;68,00;102,00;68,00;5,67;22,67;204,00;4,25;8,50;76,50;0,00;3,09;0,00;68,00;3,09;0,00;0,00;0,00;3,00;3,40;0,00;71,40;0,00;44,00;0,00;32,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;41,00;20,50;20,50;20,50;123,00;10,25;10,25;143,50;10,25;0,00;0,00;49,20;90,20;71,75;0,00;5,13;184,50;0,00;0,00;41,00;0,00;0,00;3,15;56,77;0,00;0,00;0,00;0,00;0,00;3,42;0,00;58,08;0,00;41,00;2,05;28,70;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;29,00;14,50;14,50;0,00;58,00;14,50;14,50;203,00;14,50;0,00;0,00;58,00;58,00;48,33;4,83;4,83;174,00;0,00;0,00;45,57;0,00;0,00;0,00;41,89;0,00;0,00;3,00;0,00;0,00;0,00;0,00;72,50;0,00;37,29;0,00;22,79;0,00;3,00;5,00;0,00;0,00;0,00;0,00
2019-05-19;33,00;0,00;16,50;16,50;66,00;16,50;16,50;231,00;16,50;4,13;8,25;57,75;99,00;66,00;0,00;11,00;187,00;0,00;4,13;74,25;0,00;0,00;3,00;42,00;6,00;0,00;0,00;3,00;0,00;3,30;3,30;72,60;3,30;34,94;0,00;25,24;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;37,00;18,50;18,50;0,00;111,00;9,25;9,25;148,00;0,00;0,00;0,00;51,80;88,80;46,25;0,00;9,25;212,75;8,22;4,11;106,89;0,00;3,08;3,08;67,83;3,08;0,00;3,00;3,00;8,00;3,36;0,00;57,18;0,00;56,47;0,00;29,21;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-06-02;59,00;14,75;14,75;14,75;59,00;14,75;14,75;324,50;14,75;3,69;3,69;88,50;88,50;88,50;0,00;9,83;167,17;4,21;0,00;101,14;0,00;0,00;3,11;65,21;3,11;3,00;5,00;0,00;5,00;6,94;3,47;59,00;0,00;26,45;0,00;30,52;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;40,00;20,00;20,00;20,00;80,00;10,00;0,00;200,00;0,00;0,00;0,00;64,00;128,00;110,00;0,00;10,00;300,00;8,89;4,44;80,00;0,00;0,00;3,08;58,46;0,00;0,00;3,00;0,00;3,00;6,67;0,00;100,00;0,00;52,00;0,00;34,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;40,00;20,00;20,00;20,00;120,00;0,00;0,00;200,00;0,00;0,00;4,00;96,00;96,00;130,00;0,00;10,00;250,00;8,89;4,44;115,56;4,44;0,00;3,08;83,08;0,00;0,00;0,00;3,00;5,00;6,67;0,00;106,67;0,00;72,00;2,00;36,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;48,00;0,00;24,00;24,00;144,00;0,00;0,00;264,00;12,00;4,00;0,00;88,00;104,00;86,40;4,80;9,60;201,60;4,36;0,00;91,64;4,36;3,20;3,20;54,40;3,20;0,00;0,00;3,00;0,00;0,00;0,00;48,00;0,00;36,00;0,00;34,00;0,00;8,00;3,00;0,00;0,00;0,00;0,00
2019-06-30;39,00;19,50;19,50;19,50;156,00;9,75;9,75;234,00;0,00;0,00;0,00;70,20;85,80;48,75;4,88;9,75;204,75;13,00;4,33;60,67;0,00;0,00;0,00;71,50;0,00;0,00;3,00;0,00;0,00;3,55;0,00;67,36;0,00;75,95;0,00;20,53;3,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-07-07;55,00;13,75;27,50;0,00;110,00;13,75;0,00;412,50;13,75;0,00;3,93;117,86;125,71;143,00;0,00;22,00;341,00;4,23;8,46;126,92;8,46;0,00;0,00;100,83;6,11;0,00;0,00;0,00;5,00;3,44;3,44;79,06;0,00;60,89;0,00;37,32;0,00;3,00;5,00;3,00;0,00;0,00;0,00
2019-07-14;46,00;23,00;46,00;23,00;230,00;0,00;11,50;345,00;11,50;0,00;7,67;130,33;115,00;161,00;0,00;11,50;322,00;12,55;4,18;58,55;16,73;0,00;3,07;92,00;3,07;0,00;0,00;0,00;3,00;0,00;0,00;108,43;0,00;56,00;0,00;36,00;0,00;13,00;3,00;0,00;0,00;0,00;0,00
2019-07-21;100,00;33,33;66,67;16,67;100,00;25,00;12,50;350,00;12,50;0,00;7,69;138,46;215,38;188,89;11,11;22,22;255,56;4,35;4,35;65,22;0,00;0,00;3,13;75,00;0,00;0,00;0,00;20,00;0,00;24,14;3,45;134,48;0,00;88,00;0,00;58,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;55,00;13,75;13,75;13,75;137,50;13,75;0,00;467,50;13,75;0,00;0,00;133,57;157,14;165,00;11,00;11,00;330,00;0,00;4,23;84,62;0,00;0,00;9,71;93,82;0,00;0,00;0,00;0,00;3,00;0,00;3,44;110,00;0,00;61,11;0,00;42,78;0,00;5,00;5,00;0,00;0,00;0,00;0,00
2019-08-04;61,00;15,25;15,25;15,25;152,50;15,25;15,25;488,00;15,25;0,00;7,63;167,75;144,88;152,50;10,17;20,33;315,17;4,36;4,36;100,21;0,00;0,00;0,00;99,53;3,21;0,00;0,00;0,00;0,00;0,00;0,00;111,83;0,00;66,90;0,00;49,19;0,00;11,00;3,00;3,00;0,00;0,00;0,00
2019-08-11;61,00;15,25;15,25;15,25;183,00;15,25;15,25;579,50;15,25;0,00;7,63;129,63;106,75;142,33;0,00;5,08;335,50;8,71;0,00;100,21;4,36;0,00;6,42;99,53;3,21;3,00;0,00;3,00;3,00;0,00;0,00;118,61;0,00;79,30;2,03;56,93;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;52,00;26,00;26,00;26,00;312,00;13,00;13,00;416,00;0,00;0,00;0,00;141,14;141,14;135,20;10,40;20,80;291,20;4,33;4,33;95,33;0,00;0,00;6,50;71,50;16,25;3,00;0,00;0,00;0,00;13,87;0,00;121,33;0,00;88,00;0,00;60,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;53,00;26,50;26,50;26,50;265,00;13,25;13,25;344,50;0,00;0,00;0,00;128,71;113,57;95,40;0,00;10,60;286,20;4,42;8,83;88,33;4,42;0,00;0,00;96,65;9,35;0,00;3,00;0,00;0,00;3,31;0,00;79,50;0,00;90,30;0,00;31,41;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;61,00;15,25;15,25;15,25;152,50;0,00;15,25;396,50;15,25;7,63;0,00;91,50;137,25;101,67;0,00;10,17;294,83;0,00;4,36;91,50;0,00;0,00;0,00;82,35;3,05;0,00;3,00;0,00;3,00;3,39;3,39;91,50;0,00;59,03;0,00;43,29;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;37,00;37,00;18,50;18,50;185,00;9,25;9,25;259,00;9,25;0,00;0,00;118,40;148,00;160,33;6,17;12,33;407,00;4,63;9,25;92,50;4,63;0,00;3,08;138,75;6,17;0,00;3,00;0,00;8,00;3,36;0,00;94,18;0,00;61,67;0,00;57,56;3,00;8,00;3,00;3,00;0,00;0,00;0,00
