Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-03-17;61,00;5,42;6,78;2,71;39,31;2,00;4,00;3,00;2,00;5,00;0,00;17,00;1,00;6,00;5,00;5,00;1,00;8,00;0,00;7,00;2,00;4,00;0,00;1,00;0,00;1,00;1,00;10,00;2,00;0,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;47,00;4,15;4,15;0,00;31,79;5,00;0,00;1,00;1,00;4,00;2,00;7,00;1,00;10,00;10,00;5,00;4,00;5,00;1,00;0,00;2,00;0,00;0,00;6,00;0,00;1,00;2,00;4,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-03-31;45,00;6,82;4,09;0,00;21,82;2,00;2,00;6,00;1,00;9,00;0,00;12,00;0,00;8,00;9,00;7,00;2,00;9,00;0,00;4,00;2,00;0,00;2,00;4,00;0,00;2,00;1,00;9,00;2,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;37,00;1,37;1,37;0,00;20,56;3,00;2,00;2,00;2,00;12,00;1,00;6,00;0,00;5,00;11,00;2,00;4,00;6,00;0,00;2,00;6,00;0,00;2,00;1,00;0,00;2,00;0,00;3,00;3,00;0,00;1,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-04-14;49,00;5,44;6,81;1,36;23,14;1,00;0,00;3,00;0,00;15,00;0,00;20,00;1,00;3,00;7,00;7,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;4,00;0,00;3,00;1,00;0,00;4,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;64,00;4,09;2,72;0,00;14,98;4,00;0,00;1,00;0,00;1,00;1,00;12,00;0,00;4,00;12,00;7,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;4,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;35,00;0,00;1,35;0,00;26,92;0,00;0,00;1,00;1,00;2,00;0,00;7,00;2,00;1,00;4,00;2,00;2,00;2,00;0,00;1,00;4,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-05-05;44,00;2,75;2,75;0,00;11,00;4,00;1,00;1,00;0,00;0,00;0,00;7,00;2,00;1,00;7,00;4,00;5,00;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;5,00;0,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;36,00;5,54;1,38;1,38;6,92;1,00;0,00;4,00;0,00;2,00;0,00;4,00;0,00;4,00;2,00;6,00;0,00;5,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;34,00;0,00;2,72;0,00;6,80;0,00;0,00;4,00;0,00;0,00;0,00;11,00;1,00;5,00;2,00;6,00;2,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;6,00;5,00;0,00;1,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00;1,00
2019-05-26;56,00;0,00;0,00;0,00;4,10;3,00;0,00;3,00;0,00;3,00;0,00;12,00;1,00;4,00;3,00;9,00;4,00;4,00;0,00;0,00;1,00;0,00;1,00;4,00;0,00;1,00;1,00;5,00;7,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;50,00;0,00;5,56;0,00;9,72;0,00;1,00;4,00;0,00;0,00;0,00;5,00;0,00;6,00;9,00;4,00;1,00;4,00;0,00;4,00;2,00;0,00;0,00;5,00;0,00;2,00;1,00;1,00;6,00;0,00;1,00;2,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-06-09;52,00;0,00;1,37;5,47;8,21;5,00;0,00;1,00;0,00;0,00;0,00;10,00;5,00;2,00;11,00;5,00;1,00;11,00;0,00;0,00;4,00;0,00;0,00;9,00;1,00;0,00;1,00;1,00;7,00;0,00;5,00;2,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-06-16;41,00;1,37;1,37;1,37;10,93;5,00;1,00;1,00;0,00;4,00;1,00;9,00;2,00;1,00;5,00;9,00;3,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;1,00;1,00;5,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;62,00;1,38;4,13;0,00;6,89;3,00;0,00;1,00;0,00;1,00;0,00;7,00;0,00;1,00;5,00;3,00;3,00;10,00;0,00;0,00;4,00;1,00;1,00;3,00;1,00;0,00;0,00;4,00;3,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;46,00;1,35;1,35;8,12;10,82;0,00;0,00;0,00;0,00;1,00;0,00;10,00;1,00;1,00;8,00;28,00;6,00;3,00;0,00;1,00;4,00;0,00;3,00;5,00;1,00;3,00;0,00;4,00;4,00;1,00;5,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;60,00;0,00;0,00;1,36;20,45;3,00;1,00;4,00;0,00;1,00;1,00;17,00;0,00;5,00;12,00;30,00;3,00;7,00;1,00;1,00;0,00;0,00;1,00;8,00;0,00;1,00;0,00;3,00;7,00;0,00;5,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;82,00;2,69;8,07;1,34;18,82;0,00;0,00;1,00;0,00;6,00;0,00;17,00;1,00;1,00;11,00;8,00;3,00;3,00;0,00;0,00;4,00;0,00;3,00;6,00;1,00;0,00;0,00;1,00;6,00;0,00;6,00;3,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-07-21;89,00;8,09;5,39;5,39;24,27;12,00;0,00;3,00;1,00;2,00;0,00;10,00;1,00;6,00;7,00;10,00;6,00;2,00;0,00;0,00;3,00;0,00;0,00;3,00;4,00;1,00;1,00;1,00;10,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-07-28;77,00;0,00;4,13;4,13;24,75;3,00;2,00;6,00;0,00;3,00;0,00;23,00;2,00;6,00;17,00;6,00;6,00;8,00;0,00;5,00;11,00;0,00;0,00;3,00;0,00;3,00;2,00;3,00;11,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;78,00;4,03;2,69;1,34;16,14;3,00;0,00;4,00;0,00;4,00;0,00;25,00;0,00;4,00;10,00;3,00;7,00;1,00;1,00;1,00;4,00;0,00;1,00;3,00;1,00;0,00;3,00;0,00;4,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;80,00;4,07;2,71;2,71;17,63;3,00;3,00;5,00;0,00;7,00;3,00;13,00;1,00;3,00;12,00;8,00;4,00;5,00;0,00;0,00;4,00;0,00;0,00;1,00;1,00;1,00;1,00;3,00;9,00;1,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;85,00;0,00;5,40;1,35;20,24;7,00;2,00;4,00;0,00;1,00;0,00;12,00;1,00;5,00;6,00;10,00;9,00;1,00;0,00;1,00;2,00;0,00;1,00;1,00;1,00;2,00;1,00;5,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;74,00;0,00;2,74;0,00;12,33;6,00;1,00;1,00;0,00;3,00;0,00;5,00;0,00;6,00;10,00;7,00;7,00;8,00;0,00;0,00;4,00;1,00;0,00;5,00;1,00;0,00;1,00;1,00;5,00;0,00;0,00;2,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;74,00;1,35;0,00;0,00;17,49;1,00;1,00;4,00;0,00;1,00;1,00;10,00;0,00;2,00;9,00;2,00;8,00;2,00;0,00;7,00;2,00;0,00;1,00;2,00;1,00;0,00;0,00;5,00;6,00;0,00;3,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-09-08;65,00;2,71;2,71;0,00;14,90;2,00;1,00;3,00;1,00;6,00;0,00;16,00;1,00;2,00;12,00;1,00;9,00;5,00;0,00;1,00;7,00;4,00;1,00;2,00;0,00;1,00;2,00;2,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;44,00;2,75;6,88;0,00;17,88;0,00;1,00;0,00;1,00;1,00;1,00;16,00;1,00;7,00;9,00;2,00;4,00;4,00;0,00;4,00;1,00;0,00;0,00;2,00;0,00;0,00;1,00;4,00;2,00;0,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-22;53,00;2,72;1,36;1,36;17,67;5,00;1,00;5,00;0,00;1,00;1,00;10,00;0,00;4,00;4,00;1,00;4,00;2,00;0,00;0,00;1,00;1,00;0,00;5,00;0,00;1,00;1,00;6,00;8,00;0,00;4,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;46,00;4,06;0,00;2,71;14,88;2,00;2,00;3,00;1,00;1,00;0,00;7,00;1,00;2,00;9,00;2,00;1,00;4,00;0,00;2,00;1,00;1,00;0,00;2,00;0,00;1,00;1,00;6,00;4,00;1,00;6,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-10-06;52,00;1,37;2,74;1,37;17,79;2,00;1,00;0,00;0,00;0,00;1,00;12,00;0,00;6,00;12,00;2,00;7,00;3,00;0,00;1,00;2,00;0,00;0,00;1,00;0,00;2,00;1,00;2,00;7,00;0,00;7,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;60,00;4,09;2,73;0,00;13,64;2,00;0,00;3,00;0,00;1,00;0,00;10,00;1,00;0,00;9,00;5,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;4,00;0,00;1,00;1,00;4,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;60,00;1,36;4,09;1,36;19,09;1,00;2,00;5,00;2,00;4,00;0,00;15,00;0,00;6,00;13,00;2,00;2,00;5,00;0,00;5,00;2,00;0,00;1,00;1,00;0,00;1,00;0,00;10,00;5,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-10-27;58,00;2,70;4,05;1,35;24,28;1,00;0,00;4,00;1,00;6,00;0,00;16,00;1,00;2,00;2,00;6,00;0,00;1,00;0,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;8,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;40,00;6,90;1,38;4,14;22,07;5,00;1,00;0,00;1,00;2,00;5,00;15,00;1,00;5,00;6,00;6,00;3,00;2,00;0,00;1,00;2,00;0,00;1,00;3,00;0,00;1,00;1,00;3,00;6,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;42,00;4,06;1,35;0,00;36,58;10,00;2,00;2,00;1,00;8,00;2,00;21,00;0,00;5,00;12,00;5,00;5,00;2,00;0,00;2,00;2,00;2,00;0,00;2,00;0,00;1,00;2,00;8,00;6,00;0,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00
2019-11-17;55,00;4,13;4,13;2,75;28,88;3,00;2,00;4,00;1,00;2,00;0,00;18,00;0,00;5,00;3,00;6,00;5,00;4,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;3,00;1,00;11,00;2,00;1,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;42,00;4,06;2,71;2,71;29,81;7,00;2,00;4,00;2,00;10,00;5,00;23,00;1,00;12,00;2,00;6,00;6,00;4,00;1,00;2,00;2,00;1,00;1,00;2,00;0,00;1,00;1,00;7,00;6,00;0,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;61,00;4,07;8,13;0,00;46,09;5,00;4,00;5,00;2,00;7,00;1,00;41,00;1,00;10,00;4,00;6,00;4,00;8,00;1,00;7,00;2,00;1,00;2,00;6,00;0,00;2,00;2,00;11,00;7,00;0,00;0,00;2,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;70,00;4,12;2,75;1,37;24,71;8,00;3,00;7,00;2,00;16,00;0,00;21,00;0,00;12,00;3,00;5,00;8,00;6,00;0,00;5,00;0,00;0,00;3,00;6,00;0,00;2,00;5,00;13,00;6,00;1,00;1,00;1,00;3,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-12-15;63,00;2,74;2,74;1,37;34,24;6,00;1,00;4,00;0,00;18,00;4,00;25,00;0,00;14,00;5,00;7,00;5,00;5,00;0,00;5,00;2,00;0,00;2,00;1,00;0,00;4,00;4,00;14,00;4,00;0,00;4,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;100,00;8,22;2,74;2,74;43,84;4,00;3,00;9,00;1,00;14,00;1,00;35,00;8,00;13,00;16,00;13,00;4,00;23,00;0,00;14,00;3,00;3,00;4,00;10,00;0,00;1,00;6,00;20,00;1,00;3,00;1,00;1,00;11,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;89,00;6,74;5,39;1,35;39,11;15,00;4,00;6,00;3,00;19,00;3,00;38,00;3,00;20,00;8,00;10,00;10,00;21,00;0,00;15,00;4,00;4,00;1,00;11,00;1,00;3,00;1,00;29,00;7,00;0,00;3,00;0,00;5,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-01-05;76,00;4,07;4,07;2,71;40,71;1,00;9,00;3,00;4,00;18,00;3,00;34,00;0,00;15,00;14,00;9,00;11,00;20,00;0,00;8,00;2,00;4,00;0,00;7,00;1,00;6,00;2,00;21,00;8,00;1,00;7,00;2,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-01-12;64,00;8,17;2,72;1,36;42,21;4,00;5,00;2,00;1,00;20,00;1,00;36,00;35,00;9,00;8,00;20,00;10,00;26,00;0,00;4,00;0,00;0,00;2,00;7,00;2,00;8,00;1,00;20,00;3,00;0,00;1,00;1,00;2,00;0,00;9,00;1,00;0,00;0,00;0,00;0,00
2020-01-19;49,00;6,81;2,72;1,36;31,31;6,00;1,00;5,00;3,00;17,00;3,00;37,00;1,00;18,00;11,00;7,00;2,00;22,00;1,00;1,00;4,00;1,00;2,00;8,00;0,00;3,00;3,00;13,00;22,00;0,00;3,00;1,00;4,00;1,00;4,00;2,00;0,00;0,00;0,00;0,00
2020-01-26;68,00;9,52;4,08;5,44;29,92;9,00;0,00;6,00;2,00;9,00;0,00;22,00;2,00;10,00;8,00;12,00;10,00;13,00;0,00;8,00;2,00;0,00;2,00;6,00;0,00;1,00;1,00;17,00;11,00;1,00;9,00;12,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;90,00;9,55;8,18;2,73;31,36;10,00;1,00;7,00;4,00;17,00;0,00;27,00;4,00;16,00;6,00;17,00;14,00;14,00;0,00;1,00;2,00;1,00;0,00;6,00;0,00;4,00;1,00;9,00;7,00;0,00;7,00;2,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-02-09;96,00;9,60;2,74;1,37;20,57;4,00;4,00;88,00;2,00;20,00;0,00;35,00;0,00;15,00;7,00;11,00;17,00;18,00;0,00;11,00;2,00;1,00;0,00;9,00;2,00;3,00;8,00;24,00;3,00;1,00;2,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-16;61,00;9,49;4,07;2,71;32,53;4,00;2,00;5,00;1,00;15,00;1,00;24,00;6,00;10,00;6,00;7,00;7,00;9,00;0,00;7,00;2,00;2,00;1,00;6,00;2,00;1,00;2,00;11,00;7,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-02-23;48,00;6,86;6,86;0,00;30,17;3,00;4,00;6,00;3,00;14,00;1,00;19,00;2,00;9,00;8,00;6,00;7,00;20,00;0,00;9,00;1,00;0,00;2,00;2,00;0,00;3,00;4,00;11,00;3,00;1,00;2,00;1,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;54,00;4,05;4,05;0,00;22,95;3,00;1,00;8,00;1,00;10,00;1,00;21,00;0,00;10,00;7,00;7,00;7,00;7,00;0,00;7,00;2,00;1,00;0,00;2,00;1,00;2,00;1,00;10,00;3,00;0,00;0,00;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-08;43,00;6,72;6,72;1,34;134,38;8,00;7,00;3,00;2,00;14,00;2,00;48,00;2,00;6,00;5,00;9,00;6,00;13,00;0,00;4,00;2,00;4,00;1,00;5,00;0,00;6,00;8,00;11,00;5,00;1,00;2,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-03-15;19,00;2,71;1,36;0,00;52,93;1,00;0,00;6,00;0,00;1,00;0,00;9,00;0,00;1,00;9,00;1,00;6,00;2,00;0,00;1,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;6,00;0,00;1,50;0,00;31,50;0,00;0,00;2,00;0,00;0,00;0,00;3,00;0,00;2,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;9,00;1,29;1,29;0,00;27,00;0,00;2,00;1,00;0,00;1,00;0,00;3,00;0,00;0,00;5,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;2,00;1,00;1,00;0,00;12,00;0,00;2,00;0,00;0,00;2,00;0,00;3,00;0,00;2,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;12,00;0,00;1,33;1,33;9,33;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;11,00;1,38;0,00;0,00;9,63;2,00;0,00;1,00;0,00;1,00;0,00;7,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;6,00;0,00;1,50;0,00;10,50;3,00;0,00;0,00;0,00;2,00;0,00;4,00;1,00;0,00;3,00;4,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-03;9,00;1,29;2,57;0,00;9,00;1,00;0,00;0,00;0,00;1,00;0,00;3,00;0,00;3,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;14,00;0,00;1,40;1,40;12,60;1,00;0,00;3,00;0,00;1,00;0,00;4,00;1,00;0,00;4,00;1,00;0,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;15,00;0,00;2,73;1,36;9,55;0,00;0,00;2,00;0,00;0,00;0,00;3,00;1,00;0,00;4,00;1,00;4,00;1,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-24;20,00;2,67;0,00;0,00;5,33;2,00;0,00;1,00;0,00;0,00;1,00;7,00;1,00;0,00;9,00;1,00;2,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;30,00;1,36;2,73;0,00;4,09;1,00;1,00;3,00;0,00;3,00;0,00;4,00;1,00;4,00;7,00;2,00;3,00;1,00;0,00;0,00;3,00;1,00;0,00;3,00;0,00;1,00;1,00;9,00;2,00;0,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-06-07;26,00;1,37;0,00;0,00;10,95;0,00;0,00;2,00;0,00;2,00;0,00;8,00;2,00;3,00;6,00;1,00;4,00;2,00;0,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;1,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;36,00;2,67;2,67;2,67;8,00;2,00;0,00;4,00;0,00;0,00;1,00;10,00;3,00;1,00;8,00;0,00;1,00;2,00;0,00;0,00;4,00;0,00;0,00;1,00;0,00;0,00;2,00;5,00;4,00;0,00;2,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;32,00;2,78;1,39;0,00;16,70;1,00;0,00;1,00;0,00;1,00;0,00;4,00;0,00;0,00;9,00;6,00;4,00;2,00;0,00;0,00;1,00;0,00;0,00;3,00;0,00;0,00;0,00;7,00;0,00;0,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;63,00;0,00;0,00;0,00;13,70;5,00;0,00;2,00;0,00;0,00;0,00;7,00;0,00;2,00;8,00;2,00;7,00;3,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;7,00;4,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;65,00;0,00;4,06;0,00;12,19;1,00;5,00;4,00;0,00;5,00;0,00;5,00;0,00;5,00;10,00;8,00;9,00;5,00;0,00;2,00;1,00;0,00;0,00;2,00;0,00;1,00;1,00;7,00;1,00;0,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
