Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;81,00;6,00;6,00;2,00;12,00;9,00;3,00;5,00;0,00;6,75;0,00;32,40;70,20;5,00;2,00;31,00;5,00;5,06;0,00;58,22;2,53;0,00;2,00;5,00;2,00;0,00;5,00;0,00;9,00;5,00;11,00;6,00;0,00;6,00;3,00;0,00;0,00;3,00;5,00;3,00;0,00;0,00;0,00;0,00
2019-01-13;96,00;8,00;2,00;2,00;2,00;12,00;4,00;2,00;3,00;0,00;2,70;25,69;94,65;0,00;0,00;20,00;3,00;1,26;0,00;65,68;1,26;0,00;6,00;0,00;0,00;1,00;4,00;0,00;6,00;3,00;6,00;2,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-20;72,00;3,00;6,00;2,00;5,00;7,00;4,00;6,00;0,00;5,43;1,36;19,02;76,08;3,00;1,00;20,00;2,00;2,53;0,00;53,05;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;4,00;2,00;1,00;8,00;0,00;13,00;3,00;0,00;1,00;0,00;6,00;0,00;1,00;0,00;0,00;0,00
2019-01-27;72,00;1,00;3,00;3,00;2,00;4,00;6,00;2,00;1,00;0,00;1,36;20,38;72,00;1,00;1,00;12,00;3,00;1,26;1,26;49,26;1,26;0,00;3,00;3,00;1,00;1,00;3,00;0,00;6,00;7,00;7,00;5,00;0,00;6,00;3,00;0,00;0,00;0,00;4,00;1,00;1,00;0,00;0,00;0,00
2019-02-03;47,00;3,00;4,00;0,00;7,00;6,00;3,00;1,00;0,00;0,00;0,00;21,49;76,54;3,00;1,00;10,00;1,00;3,81;0,00;35,57;1,27;0,00;12,00;0,00;0,00;3,00;1,00;0,00;12,00;3,00;9,00;9,00;0,00;4,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;68,00;4,00;9,00;3,00;6,00;4,00;1,00;0,00;0,00;1,36;0,00;10,88;63,92;1,00;1,00;21,00;1,00;2,57;0,00;55,17;0,00;1,00;21,00;0,00;1,00;3,00;0,00;0,00;9,00;7,00;3,00;10,00;0,00;10,00;1,00;1,00;1,00;1,00;9,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;69,00;0,00;17,00;1,00;3,00;1,00;1,00;2,00;0,00;1,38;1,38;8,28;81,42;1,00;0,00;15,00;1,00;6,39;0,00;47,28;1,28;0,00;6,00;3,00;0,00;0,00;0,00;0,00;9,00;4,00;6,00;0,00;1,00;6,00;0,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;63,00;3,00;9,00;1,00;0,00;3,00;1,00;3,00;1,00;2,74;2,74;23,28;98,61;4,00;1,00;19,00;0,00;6,30;0,00;45,36;1,26;0,00;4,00;1,00;0,00;3,00;0,00;0,00;4,00;3,00;1,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;65,00;6,00;11,00;2,00;0,00;6,00;3,00;2,00;0,00;0,00;0,00;11,06;78,83;0,00;0,00;15,00;0,00;0,00;0,00;36,96;0,00;0,00;9,00;2,00;3,00;0,00;0,00;0,00;1,00;6,00;6,00;8,00;0,00;9,00;2,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00
2019-03-10;49,00;2,00;8,00;0,00;5,00;7,00;1,00;5,00;3,00;0,00;0,00;9,53;61,25;1,00;1,00;9,00;2,00;1,29;0,00;38,68;2,58;0,00;6,00;2,00;0,00;0,00;1,00;0,00;1,00;7,00;1,00;3,00;0,00;7,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
