Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;14,00;126,00;117,60;56,00;81,20;68,73;2,55;54,73;77,64;39,67;91,00;121,33;51,33;49,00;58,33;56,00;11,67;34,00;46,00;28,00;55,00;8,00;51,00;18,00;14,00;11,00;4,00;55,00;4,00;5,00;8,00;1,00;5,00;1,00;0,00
2019-01-13;24,00;126,00;129,00;57,00;93,00;62,67;2,67;65,33;69,33;43,20;79,20;146,40;60,00;50,40;64,80;62,40;24,00;28,00;33,00;22,00;42,00;8,00;37,00;25,00;19,00;8,00;6,00;63,00;6,00;5,00;5,00;2,00;9,00;2,00;1,00
2019-01-20;26,00;149,50;146,25;74,75;120,25;84,84;2,74;69,79;73,89;49,40;70,20;161,20;52,00;54,36;40,18;42,55;18,91;26,00;37,00;27,00;41,00;9,00;56,00;28,00;16,00;11,00;10,00;55,00;3,00;8,00;5,00;1,00;7,00;3,00;1,00
2019-01-27;14,00;157,50;171,50;98,00;87,50;53,45;1,27;67,45;64,91;39,67;88,67;133,00;60,67;39,67;53,67;51,33;21,00;36,00;33,00;17,00;41,00;9,00;47,00;21,00;12,00;7,00;2,00;66,00;4,00;4,00;4,00;1,00;10,00;2,00;0,00
2019-02-03;14,00;164,50;126,00;63,00;94,50;56,00;1,40;72,80;68,60;44,33;88,67;137,67;56,00;56,00;65,33;60,67;23,33;38,00;50,00;20,00;46,00;9,00;69,00;22,00;19,00;13,00;0,00;58,00;2,00;5,00;2,00;6,00;5,00;2,00;2,00
2019-02-10;18,00;135,00;123,00;51,00;66,00;60,43;3,86;69,43;74,57;41,14;87,43;151,71;61,71;56,25;60,75;51,75;29,25;48,00;45,00;20,00;34,00;15,00;48,00;19,00;15,00;13,00;3,00;53,00;3,00;1,00;3,00;5,00;9,00;0,00;3,00
2019-02-17;25,00;153,13;137,50;65,63;93,75;52,78;0,00;65,28;70,83;42,50;105,00;132,50;67,50;45,45;59,09;54,55;18,18;42,00;35,00;25,00;44,00;12,00;52,00;20,00;15,00;9,00;4,00;35,00;3,00;5,00;2,00;2,00;5,00;3,00;1,00
2019-02-24;20,00;170,00;153,33;73,33;96,67;49,33;2,67;77,33;82,67;47,50;112,50;137,50;65,00;48,89;60,00;46,67;33,33;31,00;30,00;28,00;40,00;12,00;50,00;23,00;21,00;8,00;6,00;48,00;3,00;6,00;8,00;5,00;5,00;4,00;2,00
2019-03-03;20,00;166,67;160,00;76,67;76,67;53,33;1,33;74,67;82,67;37,50;102,50;142,50;65,00;53,33;57,78;53,33;24,44;19,00;40,00;22,00;54,00;10,00;44,00;24,00;7,00;16,00;0,00;74,00;2,00;7,00;6,00;4,00;7,00;5,00;2,00
2019-03-10;25,00;153,13;137,50;78,13;100,00;48,68;1,32;72,37;59,21;45,00;92,50;140,00;70,00;54,55;65,91;45,45;25,00;33,00;43,00;34,00;53,00;14,00;54,00;15,00;26,00;12,00;3,00;61,00;5,00;4,00;4,00;3,00;5,00;3,00;3,00
2019-03-17;24,00;141,00;105,00;78,00;87,00;62,67;4,00;58,67;81,33;48,00;93,60;146,40;79,20;55,20;72,00;50,40;21,60;34,00;33,00;23,00;45,00;13,00;49,00;17,00;21,00;9,00;1,00;69,00;3,00;7,00;8,00;5,00;6,00;4,00;1,00
2019-03-24;27,00;162,00;126,00;66,00;99,00;52,65;2,70;71,55;71,55;36,82;88,36;135,00;61,36;49,50;74,25;49,50;27,00;36,00;39,00;25,00;46,00;16,00;52,00;21,00;20,00;9,00;1,00;66,00;1,00;5,00;2,00;4,00;7,00;2,00;1,00
