Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;40,00;297,78;35,56;35,56;71,11;47,00;37,00;25,00;35,00;19,35;34,84;5,16;6,45
2019-01-13;40,00;266,67;26,67;40,00;66,67;48,00;38,00;20,00;38,00;24,52;30,97;6,45;7,74
2019-01-20;39,00;290,33;34,67;43,33;69,33;45,00;38,00;22,00;34,00;25,16;35,23;6,29;7,55
2019-01-27;32,00;310,86;32,00;41,14;59,43;45,00;55,00;13,00;30,00;19,20;32,00;7,68;3,84
2019-02-03;31,00;310,00;26,57;39,86;53,14;50,00;41,00;12,00;40,00;22,32;33,48;7,44;4,96
2019-02-10;29,00;343,17;29,00;53,17;58,00;53,00;42,00;13,00;41,00;23,96;39,09;7,57;5,04
2019-02-17;33,00;344,14;23,57;42,43;66,00;53,00;39,00;12,00;39,00;24,12;34,27;6,35;5,08
2019-02-24;29,00;338,33;29,00;43,50;62,83;74,00;41,00;18,00;43,00;25,22;35,30;7,57;5,04
2019-03-03;31,00;305,57;22,14;44,29;53,14;54,00;39,00;14,00;40,00;28,42;33,58;9,04;5,17
2019-03-10;35,00;323,75;21,88;39,38;56,88;56,00;38,00;12,00;42,00;27,50;30,00;6,25;3,75
2019-03-17;36,00;324,00;27,00;40,50;54,00;59,00;36,00;12,00;35,00;25,71;30,86;5,14;6,43
2019-03-24;33,00;339,43;33,00;51,86;51,86;58,00;43,00;12,00;41,00;24,12;26,65;3,81;3,81
2019-03-31;44,00;321,20;35,20;44,00;61,60;54,00;47,00;26,00;29,00;27,66;47,77;7,54;6,29
2019-04-07;53,00;335,67;35,33;44,17;66,25;61,00;41,00;22,00;38,00;21,45;39,12;10,10;8,83
2019-04-14;56,00;466,67;42,00;46,67;70,00;64,00;40,00;28,00;37,00;28,00;45,82;11,45;8,91
2019-04-21;53,00;326,83;30,92;44,17;66,25;60,00;47,00;27,00;33,00;29,02;31,55;11,36;8,83
2019-04-28;54,00;310,50;36,00;40,50;67,50;62,00;37,00;23,00;37,00;28,29;29,57;9,00;9,00
2019-05-05;47,00;300,80;32,90;47,00;61,10;59,00;39,00;21,00;35,00;26,68;33,03;7,62;6,35
2019-05-12;50,00;313,64;36,36;40,91;63,64;61,00;42,00;24,00;38,00;26,92;30,77;7,69;8,97
2019-05-19;50,00;304,55;31,82;45,45;77,27;63,00;42,00;25,00;35,00;21,25;31,25;7,50;7,50
2019-05-26;55,00;334,58;32,08;41,25;68,75;62,00;46,00;24,00;36,00;26,86;35,81;10,23;8,95
2019-06-02;56,00;336,00;37,33;46,67;65,33;68,00;44,00;26,00;36,00;28,00;35,64;8,91;11,45
2019-06-09;54,00;351,00;36,00;40,50;67,50;65,00;44,00;27,00;36,00;32,65;30,14;15,07;7,53
2019-06-16;62,00;354,29;35,43;48,71;66,43;74,00;43,00;26,00;38,00;31,63;35,43;11,39;8,86
2019-06-23;66,00;352,00;35,20;39,60;66,00;70,00;44,00;24,00;37,00;30,46;30,46;8,88;7,62
2019-06-30;61,00;366,00;42,23;56,31;84,46;76,00;44,00;26,00;38,00;33,04;35,58;13,98;10,17
2019-07-07;66,00;352,00;35,20;44,00;70,40;79,00;50,00;22,00;37,00;34,27;36,81;15,23;10,15
2019-07-14;60,00;373,85;36,92;41,54;69,23;79,00;50,00;27,00;48,00;29,36;40,85;15,32;10,21
2019-07-21;69,00;386,40;36,80;50,60;82,80;76,00;49,00;27,00;43,00;41,40;38,89;13,80;8,78
2019-07-28;72,00;360,00;40,50;49,50;76,50;95,00;55,00;30,00;47,00;39,16;40,42;12,63;10,11
2019-08-04;75,00;393,75;46,88;42,19;79,69;95,00;57,00;26,00;53,00;43,22;48,31;13,98;10,17
2019-08-11;77,00;375,94;40,76;49,82;72,47;96,00;57,00;27,00;55,00;45,44;41,66;13,89;8,84
2019-08-18;68,00;353,60;36,27;68,00;72,53;82,00;52,00;22,00;41,00;36,52;39,04;11,33;8,81
2019-08-25;69,00;335,80;46,00;64,40;73,60;72,00;47,00;25,00;37,00;28,11;38,33;7,67;10,22
2019-09-01;67,00;330,53;35,73;49,13;67,00;66,00;44,00;26,00;42,00;30,34;32,87;11,38;8,85
2019-09-08;64,00;342,86;36,57;54,86;73,14;62,00;45,00;30,00;42,00;26,35;31,37;6,27;6,27
2019-09-15;53,00;326,83;35,33;48,58;66,25;57,00;41,00;27,00;45,00;27,76;35,33;7,57;7,57
2019-09-22;50,00;313,64;31,82;50,00;72,73;55,00;47,00;24,00;36,00;24,36;32,05;8,97;6,41
2019-09-29;49,00;311,82;35,64;53,45;62,36;57,00;43,00;24,00;38,00;27,64;33,92;6,28;6,28
2019-10-06;51,00;333,82;37,09;51,00;69,55;59,00;44,00;23,00;40,00;21,15;31,10;7,46;8,71
2019-10-13;53,00;304,75;35,33;53,00;75,08;57,00;46,00;23,00;37,00;22,71;36,60;8,83;8,83
2019-10-20;53,00;353,33;35,33;53,00;70,67;57,00;51,00;25,00;37,00;30,29;32,81;7,57;11,36
2019-10-27;49,00;338,55;35,64;49,00;66,82;58,00;46,00;25,00;34,00;26,38;35,18;6,28;7,54
2019-11-03;43,00;339,22;38,22;52,56;66,89;51,00;41,00;24,00;34,00;24,03;34,15;5,06;8,85
2019-11-10;41,00;300,67;31,89;50,11;68,33;48,00;40,00;26,00;40,00;21,78;32,03;5,13;7,69
2019-11-17;43,00;270,90;34,40;51,60;60,20;43,00;32,00;22,00;35,00;21,50;30,35;6,32;7,59
2019-11-24;41,00;277,89;36,44;82,00;86,56;46,00;37,00;22,00;34,00;21,12;27,33;6,21;7,45
2019-12-01;44,00;281,60;30,80;66,00;61,60;42,00;35,00;23,00;41,00;18,86;32,69;6,29;10,06
2019-12-08;41,00;291,56;36,44;54,67;63,78;47,00;39,00;21,00;36,00;28,19;29,47;5,13;7,69
2019-12-15;50,00;295,45;36,36;63,64;63,64;50,00;50,00;25,00;38,00;22,50;31,25;6,25;8,75
2019-12-22;48,00;318,55;30,55;48,00;69,82;52,00;41,00;26,00;36,00;24,00;36,63;7,58;8,84
2019-12-29;44,00;334,40;30,80;44,00;66,00;54,00;39,00;22,00;40,00;22,63;36,46;5,03;7,54
2020-01-05;42,00;294,00;32,67;42,00;70,00;67,00;42,00;21,00;33,00;19,09;36,91;6,36;6,36
2020-01-12;45,00;301,50;31,50;36,00;72,00;48,00;43,00;24,00;38,00;21,86;33,43;6,43;9,00
2020-01-19;48,00;302,40;38,40;43,20;72,00;55,00;44,00;20,00;38,00;25,26;30,32;6,32;6,32
2020-01-26;42,00;308,00;42,00;51,33;70,00;52,00;38,00;20,00;35,00;22,91;35,64;7,64;8,91
2020-02-02;48,00;292,36;34,91;43,64;65,45;55,00;39,00;22,00;48,00;24,00;36,63;6,32;8,84
2020-02-09;45,00;315,00;31,50;45,00;67,50;55,00;43,00;23,00;38,00;28,29;37,29;10,29;7,71
2020-02-16;44,00;316,80;30,80;44,00;88,00;56,00;43,00;23,00;39,00;23,89;37,71;10,06;8,80
2020-02-23;46,00;308,20;36,80;46,00;73,60;55,00;35,00;26,00;32,00;29,39;33,22;8,94;6,39
2020-03-01;41,00;273,33;27,33;41,00;59,22;45,00;34,00;23,00;30,00;24,34;29,47;5,13;7,69
2020-03-08;35,00;236,25;26,25;30,63;52,50;45,00;31,00;19,00;27,00;19,44;24,63;6,48;6,48
2020-03-15;28,00;154,00;9,33;23,33;28,00;25,00;18,00;11,00;16,00;11,45;14,00;3,82;2,55
2020-03-22;17,00;85,00;4,25;12,75;12,75;14,00;8,00;7,00;9,00;5,23;9,15;1,31;3,92
2020-03-29;13,00;86,67;4,33;13,00;13,00;15,00;8,00;9,00;8,00;6,50;9,10;2,60;3,90
2020-04-05;11,00;93,50;5,50;16,50;16,50;14,00;7,00;12,00;8,00;6,11;8,56;2,44;4,89
2020-04-12;7,00;112,00;14,00;14,00;21,00;13,00;10,00;11,00;8,00;7,00;5,60;1,40;5,60
2020-04-19;11,00;88,00;11,00;16,50;11,00;14,00;9,00;12,00;9,00;7,33;4,89;2,44;2,44
2020-04-26;13,00;78,00;8,67;13,00;13,00;14,00;10,00;9,00;9,00;5,20;6,50;2,60;5,20
2020-05-03;14,00;93,33;9,33;14,00;18,67;19,00;13,00;10,00;10,00;6,36;7,64;2,55;3,82
2020-05-10;22,00;110,00;13,20;22,00;22,00;27,00;15,00;13,00;13,00;11,65;10,35;5,18;5,18
2020-05-17;22,00;123,20;13,20;22,00;26,40;32,00;20,00;14,00;15,00;13,44;12,22;2,44;4,89
2020-05-24;26,00;147,33;13,00;26,00;26,00;37,00;19,00;17,00;18,00;13,62;17,33;6,19;4,95
2020-05-31;31,00;177,14;22,14;31,00;39,86;50,00;23,00;21,00;21,00;22,32;18,60;4,96;7,44
2020-06-07;35,00;179,38;21,88;30,63;39,38;49,00;30,00;20,00;23,00;25,00;18,75;7,50;7,50
2020-06-14;40,00;186,67;26,67;40,00;57,78;52,00;30,00;21,00;29,00;24,52;24,52;6,45;11,61
2020-06-21;43,00;234,11;28,67;38,22;57,33;64,00;33,00;23,00;32,00;26,56;24,03;7,59;7,59
2020-06-28;43,00;210,70;30,10;43,00;60,20;75,00;38,00;22,00;37,00;31,62;24,03;7,59;8,85
2020-07-05;54,00;234,00;36,00;49,50;67,50;83,00;44,00;24,00;34,00;38,57;28,29;11,57;10,29
2020-07-12;61,00;253,38;28,15;46,92;75,08;76,00;43,00;25,00;37,00;34,31;127,08;11,44;11,44
2020-07-19;57,00;247,00;28,50;42,75;61,75;78,00;42,00;24,00;34,00;31,67;64,60;10,13;8,87
2020-07-26;57,00;247,00;28,50;42,75;61,75;81,00;49,00;25,00;37,00;45,60;41,80;11,40;8,87
2020-08-02;69,00;253,00;32,20;41,40;64,40;97,00;45,00;25,00;37,00;49,83;33,22;14,06;10,22
2020-08-09;68,00;235,73;31,73;36,27;63,47;98,00;48,00;28,00;37,00;42,81;32,74;12,59;7,56
2020-08-16;59,00;217,85;31,77;40,85;59,00;81,00;47,00;25,00;34,00;41,04;30,78;12,83;8,98
2020-08-23;55,00;215,42;27,50;45,83;55,00;57,00;39,00;25,00;28,00;35,81;24,30;8,95;7,67
