Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;42,00;163,80;134,40;184,80;4,20;7,00;28,00;8,00;12,00
2019-01-13;37,00;148,00;115,11;213,78;4,11;4,00;24,00;3,00;10,00
2019-01-20;35,00;124,44;93,33;155,56;1,94;10,00;29,00;9,00;7,00
2019-01-27;29,00;140,86;120,14;149,14;8,29;8,00;18,00;8,00;4,00
2019-02-03;31,00;159,43;141,71;155,00;4,43;5,00;30,00;12,00;7,00
2019-02-10;40,00;136,00;112,00;160,00;4,00;5,00;27,00;10,00;8,00
2019-02-17;24,00;116,00;112,00;152,00;8,00;11,00;49,00;9,00;8,00
2019-02-24;22,00;140,80;105,60;158,40;4,40;8,00;27,00;11,00;2,00
2019-03-03;27,00;148,50;126,00;157,50;4,50;4,00;39,00;5,00;4,00
2019-03-10;31,00;108,50;77,50;104,63;3,88;3,00;25,00;8,00;6,00
2019-03-17;24,00;104,00;96,00;136,00;8,00;4,00;36,00;11,00;6,00
2019-03-24;31,00;97,43;97,43;163,86;4,43;7,00;33,00;8,00;8,00
2019-03-31;30,00;120,00;72,86;171,43;4,29;4,00;27,00;8,00;8,00
2019-04-07;29,00;99,43;87,00;178,14;4,14;3,00;30,00;11,00;1,00
2019-04-14;35,00;87,50;87,50;170,63;8,75;5,00;30,00;11,00;4,00
2019-04-21;31,00;110,71;79,71;177,14;4,43;2,00;40,00;8,00;6,00
2019-04-28;36,00;76,00;88,00;140,00;8,00;3,00;27,00;6,00;7,00
2019-05-05;23,00;96,60;87,40;197,80;4,60;5,00;26,00;12,00;4,00
2019-05-12;27,00;81,00;57,86;142,71;1,93;9,00;36,00;13,00;13,00
2019-05-19;30,00;85,71;72,86;167,14;2,14;0,00;22,00;10,00;10,00
2019-05-26;39,00;66,30;58,50;152,10;3,90;1,00;33,00;10,00;1,00
2019-06-02;37,00;74,00;65,78;160,33;8,22;2,00;28,00;8,00;2,00
2019-06-09;31,00;101,86;79,71;172,71;4,43;6,00;35,00;6,00;4,00
2019-06-16;40,00;80,00;64,00;144,00;4,00;6,00;30,00;10,00;7,00
2019-06-23;35,00;87,50;78,75;192,50;4,38;8,00;37,00;8,00;5,00
2019-06-30;46,00;92,00;87,82;175,64;4,18;6,00;44,00;2,00;6,00
2019-07-07;31,00;84,14;75,29;181,57;2,21;4,00;51,00;7,00;6,00
2019-07-14;36,00;88,00;88,00;164,00;8,00;4,00;25,00;9,00;5,00
2019-07-21;41,00;82,00;77,90;159,90;4,10;5,00;41,00;9,00;6,00
2019-07-28;38,00;126,67;88,67;202,67;4,22;5,00;35,00;7,00;3,00
2019-08-04;64,00;128,00;84,00;192,00;8,00;5,00;45,00;10,00;12,00
2019-08-11;36,00;96,00;92,00;180,00;4,00;7,00;37,00;7,00;5,00
2019-08-18;47,00;106,82;68,36;188,00;4,27;5,00;28,00;10,00;10,00
2019-08-25;50,00;100,00;95,83;166,67;4,17;6,00;42,00;11,00;10,00
2019-09-01;33,00;86,63;86,63;165,00;4,13;4,00;37,00;10,00;11,00
2019-09-08;30,00;90,00;72,86;175,71;4,29;2,00;19,00;10,00;11,00
2019-09-15;30,00;90,00;85,71;171,43;4,29;3,00;28,00;14,00;2,00
2019-09-22;35,00;77,78;62,22;143,89;3,89;2,00;30,00;9,00;4,00
2019-09-29;30,00;85,71;77,14;180,00;0,00;4,00;28,00;7,00;9,00
2019-10-06;29,00;82,86;78,71;161,57;4,14;8,00;40,00;8,00;7,00
2019-10-13;28,00;88,00;76,00;184,00;8,00;7,00;36,00;10,00;7,00
2019-10-20;29,00;107,71;70,43;248,57;8,29;2,00;100,00;14,00;3,00
2019-10-27;22,00;118,80;92,40;189,20;2,20;4,00;34,00;5,00;4,00
2019-11-03;40,00;100,00;64,00;204,00;4,00;3,00;40,00;6,00;6,00
2019-11-10;34,00;110,50;85,00;182,75;4,25;5,00;36,00;5,00;8,00
2019-11-17;29,00;103,57;91,14;157,43;2,07;4,00;33,00;8,00;4,00
2019-11-24;27,00;108,00;85,50;189,00;4,50;4,00;28,00;6,00;7,00
2019-12-01;26,00;95,33;95,33;160,33;4,33;4,00;30,00;8,00;7,00
2019-12-08;47,00;106,82;89,73;166,64;8,55;5,00;53,00;11,00;3,00
2019-12-15;37,00;111,00;86,33;143,89;4,11;3,00;29,00;9,00;5,00
2019-12-22;38,00;135,11;88,67;177,33;2,11;9,00;30,00;7,00;8,00
2019-12-29;37,00;172,67;94,56;213,78;8,22;3,00;27,00;18,00;14,00
2020-01-05;48,00;152,00;120,00;188,00;4,00;5,00;29,00;8,00;10,00
2020-01-12;29,00;153,29;120,14;207,14;4,14;6,00;40,00;5,00;8,00
2020-01-19;37,00;143,89;90,44;180,89;4,11;5,00;22,00;8,00;9,00
2020-01-26;36,00;136,00;108,00;168,00;8,00;5,00;29,00;12,00;5,00
2020-02-02;27,00;127,29;77,14;169,71;7,71;7,00;25,00;6,00;9,00
2020-02-09;37,00;139,78;98,67;197,33;4,11;4,00;30,00;7,00;8,00
2020-02-16;34,00;140,25;97,75;199,75;4,25;2,00;30,00;11,00;5,00
2020-02-23;37,00;131,56;86,33;168,56;4,11;3,00;32,00;7,00;3,00
2020-03-01;33,00;123,75;90,75;177,38;4,13;2,00;31,00;7,00;5,00
2020-03-08;32,00;108,00;104,00;196,00;4,00;2,00;31,00;6,00;4,00
2020-03-15;29,00;78,71;66,29;153,29;8,29;4,00;29,00;6,00;5,00
2020-03-22;27,00;69,43;46,29;119,57;3,86;3,00;33,00;2,00;5,00
2020-03-29;35,00;46,67;35,00;143,89;3,89;3,00;40,00;5,00;8,00
2020-04-05;48,00;56,00;40,00;128,00;4,00;2,00;28,00;1,00;5,00
2020-04-12;37,00;53,44;37,00;139,78;8,22;1,00;24,00;3,00;5,00
2020-04-19;29,00;58,00;53,86;153,29;4,14;2,00;27,00;3,00;5,00
2020-04-26;22,00;57,20;39,60;140,80;4,40;3,00;27,00;6,00;6,00
2020-05-03;35,00;65,63;48,13;122,50;8,75;1,00;67,00;3,00;7,00
2020-05-10;35,00;66,11;42,78;116,67;3,89;2,00;51,00;5,00;7,00
2020-05-17;34,00;72,25;63,75;148,75;4,25;4,00;38,00;6,00;6,00
2020-05-24;35,00;66,11;50,56;124,44;3,89;0,00;49,00;6,00;6,00
2020-05-31;34,00;80,75;46,75;144,50;4,25;2,00;37,00;3,00;8,00
2020-06-07;19,00;83,60;45,60;125,40;7,60;3,00;44,00;3,00;4,00
2020-06-14;23,00;92,00;49,83;157,17;7,67;2,00;35,00;8,00;7,00
2020-06-21;27,00;94,50;63,00;157,50;18,00;2,00;42,00;5,00;7,00
2020-06-28;37,00;82,22;74,00;139,78;4,11;1,00;41,00;5,00;6,00
2020-07-05;35,00;77,78;46,67;159,44;11,67;4,00;37,00;4,00;4,00
2020-07-12;51,00;89,25;55,25;157,25;8,50;5,00;36,00;5,00;4,00
2020-07-19;47,00;89,73;51,27;179,45;4,27;8,00;29,00;9,00;6,00
2020-07-26;38,00;84,44;63,33;160,44;4,22;6,00;36,00;15,00;4,00
2020-08-02;55,00;84,62;59,23;156,54;4,23;4,00;26,00;6,00;3,00
2020-08-09;38,00;92,89;71,78;181,56;4,22;2,00;24,00;7,00;3,00
2020-08-16;41,00;82,00;65,60;184,50;4,10;5,00;40,00;5,00;5,00
2020-08-23;44,00;84,00;56,00;172,00;4,00;7,00;33,00;4,00;4,00
2020-08-30;44,00;68,00;68,00;168,00;4,00;2,00;35,00;5,00;7,00
2020-09-06;41,00;90,20;61,50;192,70;4,10;5,00;24,00;3,00;5,00
2020-09-13;37,00;74,00;57,56;135,67;4,11;3,00;27,00;9,00;1,00
2020-09-20;38,00;80,22;59,11;168,89;4,22;3,00;23,00;7,00;2,00
2020-09-27;30,00;94,29;51,43;167,14;2,14;2,00;27,00;5,00;5,00
2020-10-04;35,00;65,63;61,25;188,13;4,38;6,00;28,00;5,00;10,00
2020-10-11;40,00;68,00;72,00;176,00;8,00;5,00;29,00;7,00;7,00
2020-10-18;40,00;92,00;68,00;160,00;8,00;6,00;20,00;5,00;6,00
2020-10-25;40,00;68,00;64,00;204,00;4,00;4,00;37,00;4,00;9,00
2020-11-01;31,00;54,25;42,63;135,63;3,88;2,00;23,00;7,00;7,00
2020-11-08;35,00;62,22;38,89;140,00;3,89;4,00;22,00;7,00;6,00
2020-11-15;39,00;69,33;52,00;173,33;8,67;3,00;19,00;8,00;5,00
2020-11-22;23,00;95,83;61,33;149,50;1,92;2,00;39,00;5,00;8,00
2020-11-29;23,00;92,00;80,50;145,67;3,83;7,00;30,00;7,00;4,00
2020-12-06;39,00;151,67;134,33;212,33;4,33;6,00;30,00;17,00;5,00
2020-12-13;35,00;175,00;175,00;231,88;4,38;7,00;41,00;12,00;4,00
